competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,unit,color,stem_length,stems_per_unit,unit_price,stem_price,available_units,grower_country,cleaned_name_used,created_at,eta_date
DVFlora,60579,Aster White Sunspring,Aster-Spray,Bu,White,,1,,,,Colombia,Aster White Sunspring,2025-06-01,2025-06-10
DVFlora,60519,Carn Moon Select Assorted,Carnations,Stem,Assorted,,1,0.79,0.79,80,Colombia,Carn Moon Select Assorted,2025-06-01,2025-06-10
DVFlora,60534,Carnation Assorted Fancy,Carnations,Stem,Assorted,,1,0.42,0.42,175,Colombia,Carnation Assorted Fancy,2025-06-01,2025-06-10
DVFlora,50592,Carnation Assorted Fancy,Carnations,Stem,Assorted,,1,0.46,0.46,175,Miami,Carnation Assorted Fancy,2025-06-01,2025-06-10
DVFlora,60547,Carnation Assorted Fancy,Carnations,Stem,Assorted,,1,0.42,0.42,175,Colombia,Carnation Assorted Fancy,2025-06-01,2025-06-10
DVFlora,60797,Carnation Assorted Fancy,Carnations,Stem,Assorted,,1,0.42,0.42,175,Colombia,Carnation Assorted Fancy,2025-06-01,2025-06-10
DVFlora,62060,Carnation Assorted Fancy,Carnations,Stem,Assorted,,1,0.39,0.39,175,Colombia,Carnation Assorted Fancy,2025-06-01,2025-06-10
DVFlora,65493,Carnation Assorted Fancy,Carnations,Stem,Assorted,,1,0.46,0.46,175,Colombia,Carnation Assorted Fancy,2025-06-01,2025-06-10
DVFlora,65224,Carnation Assorted Select,Carnations,Stem,Assorted,,1,0.46,0.46,150,Colombia,Carnation Assorted Select,2025-06-01,2025-06-10
DVFlora,20687,Carnation Assorted Select,Carnations,Stem,Assorted,,1,0.44,0.44,175,Colombia,Carnation Assorted Select,2025-06-01,2025-06-10
DVFlora,50594,Carnation Assorted Select,Carnations,Stem,Assorted,,1,0.48,0.48,175,Miami,Carnation Assorted Select,2025-06-01,2025-06-10
DVFlora,60795,Carnation Assorted Select,Carnations,Stem,Assorted,,1,0.44,0.44,175,Colombia,Carnation Assorted Select,2025-06-01,2025-06-10
DVFlora,62058,Carnation Assorted Select,Carnations,Stem,Assorted,,1,0.48,0.48,175,Colombia,Carnation Assorted Select,2025-06-01,2025-06-10
DVFlora,61104,Carnation Assorted Standard,Carnations,Stem,Assorted,,1,0.39,0.39,200,Colombia,Carnation Assorted Standard,2025-06-01,2025-06-10
DVFlora,60533,Carnation Nov Assorted Fancy,Carnations,Stem,Assorted,,1,0.42,0.42,175,Colombia,Carnation Nov Assorted Fancy,2025-06-01,2025-06-10
DVFlora,20668,Carnation Novelty Fancy,Carnations,Stem,Assorted,,1,0.42,0.42,175,Colombia,Carnation Novelty Fancy,2025-06-01,2025-06-10
DVFlora,25833,Carnation Novelty Fancy,Carnations,Stem,Assorted,,1,0.42,0.42,175,Colombia,Carnation Novelty Fancy,2025-06-01,2025-06-10
DVFlora,50602,Carnation Novelty Fancy,Carnations,Stem,Assorted,,1,0.42,0.42,175,Miami,Carnation Novelty Fancy,2025-06-01,2025-06-10
DVFlora,65214,Carnation Novelty Fancy,Carnations,Stem,Assorted,,1,0.49,0.49,175,Colombia,Carnation Novelty Fancy,2025-06-01,2025-06-10
DVFlora,20669,Carnation Novelty Select,Carnations,Stem,Assorted,,1,0.44,0.44,175,Colombia,Carnation Novelty Select,2025-06-01,2025-06-10
DVFlora,50604,Carnation Novelty Select,Carnations,Stem,Assorted,,1,0.42,0.42,175,Miami,Carnation Novelty Select,2025-06-01,2025-06-10
DVFlora,60531,Carnation Novelty Select,Carnations,Stem,Assorted,,1,0.49,0.49,175,Colombia,Carnation Novelty Select,2025-06-01,2025-06-10
DVFlora,20530,Aster Purple,Aster-Spray,Bu,Purple,,1,4.49,4.49,15,Colombia,Aster Purple,2025-06-01,2025-06-10
DVFlora,68149,Aster Purple Double Carnival,Aster-Spray,Bu,Purple,,1,,,,Ecuador,Aster Purple Double Carnival,2025-06-01,2025-06-10
DVFlora,26404,Aster Purple Mardi Gras,Aster-Spray,Bu,Purple,,1,10.99,10.99,12,Ecuador,Aster Purple Mardi Gras,2025-06-01,2025-06-10
DVFlora,64128,Yellow Somerset,Roses-Spray,Bu,Yellow,40,40,,,,South America,Yellow Somerset,2025-06-01,2025-06-10
DVFlora,31190,Aster Assorted Mardi Gras,Aster-Spray,Bu,Assorted,,1,9.99,9.99,10,Ecuador,Aster Assorted Mardi Gras,2025-06-01,2025-06-10
DVFlora,60630,Aster Assorted,Aster-Spray,Bu,Assorted,,1,4.79,4.79,12,Colombia,Aster Assorted,2025-06-01,2025-06-10
DVFlora,29751,Aster Assorted Carnival Duplo,Aster-Spray,Bu,Assorted,,1,9.79,9.79,8,Ecuador,Aster Assorted Carnival Duplo,2025-06-01,2025-06-10
DVFlora,57180,Aster Assorted Tint Sol Spring,Aster-Spray,Bu,Assorted,,1,6.99,6.99,12,Colombia,Aster Assorted Tint Sol Spring,2025-06-01,2025-06-10
DVFlora,33114,Delph Dark Blue Sea Waltz 60/70,Delphinium,Bu,Blue Dark,60,60,,,,Ecuador,Delph Dark Blue Sea Waltz 60/70,2025-06-01,2025-06-10
DVFlora,36083,Delph Dark Blue Sea Waltz,Delphinium,Bu,Blue Dark,60,60,,,,California,Delph Dark Blue Sea Waltz,2025-06-01,2025-06-10
DVFlora,35608,Delph Dark Blue Sea Waltz 70/90,Delphinium,Bu,Blue Dark,70,70,,,,Ecuador,Delph Dark Blue Sea Waltz 70/90,2025-06-01,2025-06-10
DVFlora,39944,Delph Dark Blue SeaWaltz,Delphinium,Bu,Blue Dark,60,1,9.99,9.99,6,Ecuador,Delph Dark Blue SeaWaltz,2025-06-01,2025-06-10
DVFlora,20087,Alstro Assorted Pink Fancy,Alstroemeria,Bu,Pink,,1,4.49,4.49,8,Colombia,Alstro Assorted Pink Fancy,2025-06-01,2025-06-10
DVFlora,59023,Alstro Assorted Pink Premium,Alstroemeria,Bu,Pink,,1,6.79,6.79,8,Colombia,Alstro Assorted Pink Premium,2025-06-01,2025-06-10
DVFlora,20126,Alstro Assorted Pink Select,Alstroemeria,Bu,Pink,,1,5.39,5.39,12,Colombia,Alstro Assorted Pink Select,2025-06-01,2025-06-10
DVFlora,59496,Alstro Pink Ecuador,Alstroemeria,Bu,Pink,70,70,6.99,6.99,18,Ecuador,Alstro Pink Ecuador,2025-06-01,2025-06-10
DVFlora,50971,Alstro Pink Dubai Select,Alstroemeria,Bu,Pink,,1,5.69,5.69,5,Colombia,Alstro Pink Dubai Select,2025-06-01,2025-06-10
DVFlora,67925,Alstro Pink Dubai Super Select,Alstroemeria,Bu,Pink,,1,6.99,6.99,5,Colombia,Alstro Pink Dubai Super Select,2025-06-01,2025-06-10
DVFlora,59568,Alstro Pink Fifi,Alstroemeria,Bu,Pink,,1,6.99,6.99,5,Colombia,Alstro Pink Fifi,2025-06-01,2025-06-10
DVFlora,58009,Alstro Pink Kitty S.S.,Alstroemeria,Bu,Pink,,1,7.79,7.79,4,Colombia,Alstro Pink Kitty S.S.,2025-06-01,2025-06-10
DVFlora,50790,Alstro Pink Perfection ECU,Alstroemeria,Bu,Pink,,1,7.59,7.59,16,Ecuador,Alstro Pink Perfection ECU,2025-06-01,2025-06-10
DVFlora,50963,Alstro Pink Primadonna Select,Alstroemeria,Bu,Pink,,1,5.49,5.49,5,Colombia,Alstro Pink Primadonna Select,2025-06-01,2025-06-10
DVFlora,67857,Alstro Pink Primadonna,Alstroemeria,Bu,Pink,,1,6.99,6.99,5,Colombia,Alstro Pink Primadonna,2025-06-01,2025-06-10
DVFlora,54868,Alstro Pink Seattle,Alstroemeria,Bu,Pink,,1,7.79,7.79,4,Colombia,Alstro Pink Seattle,2025-06-01,2025-06-10
DVFlora,20568,Alstro Pink Toscana,Alstroemeria,Bu,Pink,,1,7.79,7.79,4,Colombia,Alstro Pink Toscana,2025-06-01,2025-06-10
DVFlora,50857,Alstro Pink-Hot Ecuado,Alstroemeria,Bu,Pink,70,70,,,,Ecuador,Alstro Pink-Hot Ecuado,2025-06-01,2025-06-10
DVFlora,58003,Alstro Pink-Hot Bodega,Alstroemeria,Bu,Pink,,1,7.79,7.79,4,Colombia,Alstro Pink-Hot Bodega,2025-06-01,2025-06-10
DVFlora,66056,Alstro Pink-Hot Rome Prem,Alstroemeria,Bu,Pink,,1,6.99,6.99,5,Colombia,Alstro Pink-Hot Rome Prem,2025-06-01,2025-06-10
DVFlora,53632,Lavender Ocean Mik,Roses-Spray,Bu,Lavender,40,40,,,,South America,Lavender Ocean Mik,2025-06-01,2025-06-10
DVFlora,56855,Aster Yellow Solidago,Aster-Spray,Bu,Yellow,,1,4.49,4.49,15,Colombia,Aster Yellow Solidago,2025-06-01,2025-06-10
DVFlora,20540,Aster Yellow Solidago,Aster-Spray,Bu,Yellow,,1,4.79,4.79,5,Colombia,Aster Yellow Solidago,2025-06-01,2025-06-10
DVFlora,20591,Aster Yellow Solidago Mardi Green,Aster-Spray,Bu,Yellow,,1,9.99,9.99,12,Ecuador,Aster Yellow Solidago Mardi Green,2025-06-01,2025-06-10
DVFlora,20551,Aster Yellow Solidago Queen's,Aster-Spray,Bu,Yellow,,1,,,,Colombia,Aster Yellow Solidago Queen's,2025-06-01,2025-06-10
DVFlora,57092,Aster Yellow Sol Golden Glory,Aster-Spray,Bu,Yellow,,1,4.69,4.69,5,Colombia,Aster Yellow Sol Golden Glory,2025-06-01,2025-06-10
DVFlora,21328,Mini Carnation Assorted,Carnations-Mini,Bu,Assorted,,1,4.29,4.29,15,Colombia,Mini Carnation Assorted,2025-06-01,2025-06-10
DVFlora,60646,Mini Carnation Assorted,Carnations-Mini,Bu,Assorted,,1,4.29,4.29,15,Colombia,Mini Carnation Assorted,2025-06-01,2025-06-10
DVFlora,60803,Mini Carnation Assorted,Carnations-Mini,Bu,Assorted,,1,4.69,4.69,15,Colombia,Mini Carnation Assorted,2025-06-01,2025-06-10
DVFlora,65310,Mini Carnation Assorted,Carnations-Mini,Bu,Assorted,,1,4.49,4.49,15,Colombia,Mini Carnation Assorted,2025-06-01,2025-06-10
DVFlora,21357,Mini Carnation Assorted,Carnations-Mini,Bu,Assorted,,1,3.69,3.69,18,Colombia,Mini Carnation Assorted,2025-06-01,2025-06-10
DVFlora,21363,Mini Carnation Assorted,Carnations-Mini,Bu,Assorted,,1,4.49,4.49,7,Colombia,Mini Carnation Assorted,2025-06-01,2025-06-10
DVFlora,21414,Mini Carnation Assorted Moon,Carnations-Mini,Bu,Assorted,,1,4.89,4.89,10,Colombia,Mini Carnation Assorted Moon,2025-06-01,2025-06-10
DVFlora,60645,Mini Carnation Nov Assorted,Carnations-Mini,Bu,Assorted,,1,4.19,4.19,15,Colombia,Mini Carnation Nov Assorted,2025-06-01,2025-06-10
DVFlora,21442,Mini Carnation Novelty Assorted,Carnations-Mini,Bu,Assorted,,1,4.29,4.29,15,Colombia,Mini Carnation Novelty Assorted,2025-06-01,2025-06-10
DVFlora,13025,Bq Strawberry,Bouquets,Bu,Assorted,,13,11.49,11.49,9,Colombia,Bq Strawberry,2025-06-01,2025-06-10
DVFlora,23576,Assorted,Roses-Spray,Bu,Assorted,40,1,8.99,8.99,10,Colombia,Assorted,2025-06-01,2025-06-10
DVFlora,29014,Assorted,Roses-Spray,Bu,Assorted,40,1,8.99,8.99,12,Ecuador,Assorted,2025-06-01,2025-06-10
DVFlora,31613,Assorted,Roses-Spray,Bu,Assorted,50,50,11.99,11.99,10,Ecuador,Assorted,2025-06-01,2025-06-10
DVFlora,64129,White Floreana,Roses-Spray,Bu,White,40,40,,,,South America,White Floreana,2025-06-01,2025-06-10
DVFlora,63378,White Floreana,Roses-Spray,Bu,White,60,1,,,,South America,White Floreana,2025-06-01,2025-06-10
DVFlora,50851,Alstro Assorted Epic Color,Alstroemeria,Bu,Assorted,,1,6.89,6.89,8,Colombia,Alstro Assorted Epic Color,2025-06-01,2025-06-10
DVFlora,65194,Alstro Assorted Fancy,Alstroemeria,Bu,Assorted,,1,5.69,5.69,12,Colombia,Alstro Assorted Fancy,2025-06-01,2025-06-10
DVFlora,20150,Alstro Assorted Fancy Wayuu,Alstroemeria,Bu,Assorted,,1,4.89,4.89,12,Colombia,Alstro Assorted Fancy Wayuu,2025-06-01,2025-06-10
DVFlora,20047,Alstro Assorted Fancy Bchmrk,Alstroemeria,Bu,Assorted,,1,4.19,4.19,13,Colombia,Alstro Assorted Fancy Bchmrk,2025-06-01,2025-06-10
DVFlora,26019,Alstro Assorted La Plaz Perfec,Alstroemeria,Bu,Assorted,,1,8.79,8.79,12,Colombia,Alstro Assorted La Plaz Perfec,2025-06-01,2025-06-10
DVFlora,20087,Alstro Assorted Pink Fancy,Alstroemeria,Bu,Assorted,,1,4.49,4.49,8,Colombia,Alstro Assorted Pink Fancy,2025-06-01,2025-06-10
DVFlora,59023,Alstro Assorted Pink Premium,Alstroemeria,Bu,Assorted,,1,6.79,6.79,8,Colombia,Alstro Assorted Pink Premium,2025-06-01,2025-06-10
DVFlora,20126,Alstro Assorted Pink Select,Alstroemeria,Bu,Assorted,,1,5.39,5.39,12,Colombia,Alstro Assorted Pink Select,2025-06-01,2025-06-10
DVFlora,49553,Alstro Assorted Premium,Alstroemeria,Bu,Assorted,,1,6.89,6.89,8,Colombia,Alstro Assorted Premium,2025-06-01,2025-06-10
DVFlora,60470,Alstro Assorted Select,Alstroemeria,Bu,Assorted,,1,5.79,5.79,10,Colombia,Alstro Assorted Select,2025-06-01,2025-06-10
DVFlora,18202,Alstro Assorted Select,Alstroemeria,Bu,Assorted,,1,6.29,6.29,6,Colombia,Alstro Assorted Select,2025-06-01,2025-06-10
DVFlora,64107,Alstro Assorted Select Bchmrk,Alstroemeria,Bu,Assorted,,1,5.39,5.39,10,Colombia,Alstro Assorted Select Bchmrk,2025-06-01,2025-06-10
DVFlora,59674,Alstro Assorted Spring Premium,Alstroemeria,Bu,Assorted,,1,6.89,6.89,8,Colombia,Alstro Assorted Spring Premium,2025-06-01,2025-06-10
DVFlora,59650,Alstro Assorted Spring Select,Alstroemeria,Bu,Assorted,,1,6.79,6.79,10,Colombia,Alstro Assorted Spring Select,2025-06-01,2025-06-10
DVFlora,48279,Alstro Assorted Super Select,Alstroemeria,Bu,Assorted,,1,6.79,6.79,4,Colombia,Alstro Assorted Super Select,2025-06-01,2025-06-10
DVFlora,65200,Alstro Assorted White Premium,Alstroemeria,Bu,Assorted,,1,6.99,6.99,8,Colombia,Alstro Assorted White Premium,2025-06-01,2025-06-10
DVFlora,59496,Alstro Pink Ecuador,Alstroemeria,Bu,Assorted,70,70,6.99,6.99,18,Ecuador,Alstro Pink Ecuador,2025-06-01,2025-06-10
DVFlora,59657,Alstro White Ecuador,Alstroemeria,Bu,Assorted,70,70,6.99,6.99,18,Ecuador,Alstro White Ecuador,2025-06-01,2025-06-10
DVFlora,58806,Cream New Moon,Roses-Spray,Bu,Cream,60,1,,,,Ecuador,Cream New Moon,2025-06-01,2025-06-10
DVFlora,52270,White Sweet Dream,Roses-Spray,Bu,White,40,40,,,,Ecuador,White Sweet Dream,2025-06-01,2025-06-10
DVFlora,41994,White Sweet Dreams,Roses-Spray,Bu,White,60,1,19.99,19.99,10,Ecuador,White Sweet Dreams,2025-06-01,2025-06-10
DVFlora,52271,White Sweet Dreams,Roses-Spray,Bu,White,60,1,,,,Colombia,White Sweet Dreams,2025-06-01,2025-06-10
DVFlora,68707,Cream Chmpgn Majo 40/50,Roses-Spray,Bu,Cream,40,40,,,,Ecuador,Cream Chmpgn Majo 40/50,2025-06-01,2025-06-10
DVFlora,68708,Cream Chmpgn Majo,Roses-Spray,Bu,Cream,60,1,,,,Ecuador,Cream Chmpgn Majo,2025-06-01,2025-06-10
DVFlora,49044,Sal Fibo Nautilis,Roses-Spray,Bu,Salmon,50,1,,,,Ecuador,Sal Fibo Nautilis,2025-06-01,2025-06-10
DVFlora,10564,Bq Dozen Color Rose,Bouquets,Bu,Assorted,50,1,10.99,10.99,8,Ecuador,Bq Dozen Color Rose,2025-06-01,2025-06-10
DVFlora,27465,Bq Easy Breezy,Bouquets,Bu,Assorted,,14,9.79,9.79,7,Miami,Bq Easy Breezy,2025-06-01,2025-06-10
DVFlora,27467,Bq Why Not? Queen's,Bouquets,Bu,Assorted,,8,5.99,5.99,12,Miami,Bq Why Not? Queen's,2025-06-01,2025-06-10
DVFlora,45726,Pink Ginger,Roses-Spray,Bu,Pink,40,40,16.99,16.99,5,Colombia,Pink Ginger,2025-06-01,2025-06-10
DVFlora,52440,Yellow Fibo Gioconda,Roses-Spray,Bu,Yellow,50,1,,,,Ecuador,Yellow Fibo Gioconda,2025-06-01,2025-06-10
DVFlora,52481,Yellow Fibo Gioconda,Roses-Spray,Bu,Yellow,60,1,,,,South America,Yellow Fibo Gioconda,2025-06-01,2025-06-10
DVFlora,62858,Red Hot Desire,Roses-Spray,Bu,Red,40,40,,,,Ecuador,Red Hot Desire,2025-06-01,2025-06-10
DVFlora,52438,Pink/Green Fiboncci,Roses-Spray,Bu,Pink,50,1,,,,Ecuador,Pink/Green Fiboncci,2025-06-01,2025-06-10
DVFlora,52439,Pink/Green Fiboncci,Roses-Spray,Bu,Pink,60,1,,,,Ecuador,Pink/Green Fiboncci,2025-06-01,2025-06-10
DVFlora,24690,Sweetheart Rose White Eskimo,Roses-Sweetheart,Stem,White,,1,1.19,1.19,25,California,Sweetheart Rose White Eskimo,2025-06-01,2025-06-10
DVFlora,17732,Statice Blush Tissue,Statice,Bu,Blush,,1,,,,California,Statice Blush Tissue,2025-06-01,2025-06-10
DVFlora,30883,Sweetheart Rose Pink Esther,Roses-Sweetheart,Stem,Pink,,1,1.19,1.19,25,South America,Sweetheart Rose Pink Esther,2025-06-01,2025-06-10
DVFlora,24967,Sweetheart Rose Cream Medeo,Roses-Sweetheart,Stem,Cream,,1,1.19,1.19,25,California,Sweetheart Rose Cream Medeo,2025-06-01,2025-06-10
DVFlora,24996,Statice Purple Tissue Queens,Statice,Bu,Purple,,1,,,,Colombia,Statice Purple Tissue Queens,2025-06-01,2025-06-10
DVFlora,40531,Stock Pink/White Antique B,Stock,Bu,White,,1,12.99,12.99,4,South America,Stock Pink/White Antique B,2025-06-01,2025-06-10
DVFlora,23975,Rose Pink Faith,Roses-Standard,Stem,Pink,40,1,0.99,0.99,25,Ecuador,Rose Pink Faith,2025-06-01,2025-06-10
DVFlora,30409,Rose Pink Faith,Roses-Standard,Stem,Pink,50,1,1.49,1.49,25,Ecuador,Rose Pink Faith,2025-06-01,2025-06-10
DVFlora,40531,Stock Pink/White Antique B,Stock,Bu,Pink,,1,12.99,12.99,4,South America,Stock Pink/White Antique B,2025-06-01,2025-06-10
DVFlora,52418,Rose Peach Felicity,Roses-Standard,Stem,Peach,50,1,1.55,1.55,25,Ecuador,Rose Peach Felicity,2025-06-01,2025-06-10
DVFlora,52002,Rose Peach Felicity,Roses-Standard,Stem,Peach,50,1,1.45,1.45,100,Ecuador,Rose Peach Felicity,2025-06-01,2025-06-10
DVFlora,52419,Rose Peach Felicity,Roses-Standard,Stem,Peach,60,1,1.65,1.65,25,Ecuador,Rose Peach Felicity,2025-06-01,2025-06-10
DVFlora,68901,Rose Peach Felicity,Roses-Standard,Stem,Peach,60,1,1.65,1.65,25,Ecuador,Rose Peach Felicity,2025-06-01,2025-06-10
DVFlora,32201,Rose Peach Felicity,Roses-Standard,Stem,Peach,60,1,1.55,1.55,50,Ecuador,Rose Peach Felicity,2025-06-01,2025-06-10
DVFlora,40531,Stock Pink/White Antique B,Stock,Bu,Pink/White Bicolor,,1,12.99,12.99,4,South America,Stock Pink/White Antique B,2025-06-01,2025-06-10
DVFlora,52079,Stock Assorted DVflora,Stock,Bu,Assorted,,1,11.99,11.99,8,South America,Stock Assorted DVflora,2025-06-01,2025-06-10
DVFlora,45094,Stock White Spray 5Pk5,Stock,Bu,White,60,60,10.99,10.99,5,South America,Stock White Spray 5Pk5,2025-06-01,2025-06-10
DVFlora,39710,Stock Assorted Spray 5Pk5s,Stock,Bu,Assorted,60,60,10.99,10.99,5,South America,Stock Assorted Spray 5Pk5s,2025-06-01,2025-06-10
DVFlora,75125,Stock Pink-Lt Applebl,Stock,Bu,Pink Light,,1,12.99,12.99,4,South America,Stock Pink-Lt Applebl,2025-06-01,2025-06-10
DVFlora,75125,Stock Pink-Lt Applebl,Stock,Bu,Pink,,1,12.99,12.99,4,South America,Stock Pink-Lt Applebl,2025-06-01,2025-06-10
DVFlora,40504,Stock Mauve Antique S.A.,Stock,Bu,Mauve,,1,12.99,12.99,4,South America,Stock Mauve Antique S.A.,2025-06-01,2025-06-10
DVFlora,40519,Stock Mauve Antique C.A.,Stock,Bu,Mauve,,1,,,,California,Stock Mauve Antique C.A.,2025-06-01,2025-06-10
DVFlora,39709,Stock Mauve Antique S.A.,Stock,Bu,Mauve,,1,,,,South America,Stock Mauve Antique S.A.,2025-06-01,2025-06-10
DVFlora,32865,Sunflower Yellow Sunbright,Sunflower,Bu,Yellow,,5,,,,California,Sunflower Yellow Sunbright,2025-06-01,2025-06-10
DVFlora,32548,Sunflower Yellow Sunbright,Sunflower,Bu,Yellow,,5,5.79,5.79,8,California,Sunflower Yellow Sunbright,2025-06-01,2025-06-10
DVFlora,31863,Sunflower Yellow Fancy Vin Fresh,Sunflower,Bu,Gold,,1,,,,Ecuador,Sunflower Yellow Fancy Vin Fresh,2025-06-01,2025-06-10
DVFlora,31869,Sunflower Yellow Select Vin Fresh,Sunflower,Bu,Gold,,1,,,,Ecuador,Sunflower Yellow Select Vin Fresh,2025-06-01,2025-06-10
DVFlora,31866,Sunflower Yellow XTR Vin Fresh,Sunflower,Bu,Gold,,1,,,,Ecuador,Sunflower Yellow XTR Vin Fresh,2025-06-01,2025-06-10
DVFlora,31862,Sunflower Yellow FNY Vincent Choice,Sunflower,Bu,Orange,,1,,,,Ecuador,Sunflower Yellow FNY Vincent Choice,2025-06-01,2025-06-10
DVFlora,31868,Sunflower Yellow Select Vincent Choice,Sunflower,Bu,Orange,,1,,,,Ecuador,Sunflower Yellow Select Vincent Choice,2025-06-01,2025-06-10
DVFlora,31865,Sunflower Yellow XTR Vincent Choice,Sunflower,Bu,Orange,,1,,,,Ecuador,Sunflower Yellow XTR Vincent Choice,2025-06-01,2025-06-10
DVFlora,45758,Rose Lavender Andrea,Roses-Standard,Stem,Lavender,50,1,1.49,1.49,25,Ecuador,Rose Lavender Andrea,2025-06-01,2025-06-10
DVFlora,45759,Rose Lavender Andrea,Roses-Standard,Stem,Lavender,60,1,1.59,1.59,25,Ecuador,Rose Lavender Andrea,2025-06-01,2025-06-10
DVFlora,51356,Rose Pink Lady Eva,Roses-Standard,Stem,Pink,70,1,1.69,1.69,25,Ecuador,Rose Pink Lady Eva,2025-06-01,2025-06-10
DVFlora,39516,Sunflower Yellow Vin PET 5stm Per,Sunflower,Bu,Yellow,,5,3.49,3.49,10,Ecuador,Sunflower Yellow Vin PET 5stm Per,2025-06-01,2025-06-10
DVFlora,36598,Sunflower Yellow Vin,Sunflower,Bu,Yellow,,5,5.89,5.89,12,Mexico,Sunflower Yellow Vin,2025-06-01,2025-06-10
DVFlora,32876,Sunflower Yellow Vin Select,Sunflower,Bu,Yellow,,5,8.49,8.49,4,South America,Sunflower Yellow Vin Select,2025-06-01,2025-06-10
DVFlora,52076,Sunflower Yellow Vincent DVF,Sunflower,Bu,Yellow,,1,7.99,7.99,8,Ecuador,Sunflower Yellow Vincent DVF,2025-06-01,2025-06-10
DVFlora,38277,Sunflower Yellow Vincent Select,Sunflower,Bu,Yellow,,5,,,,Ecuador,Sunflower Yellow Vincent Select,2025-06-01,2025-06-10
DVFlora,41072,Lily Peach Menorca 3+,Lilies,Bu,Peach,,1,,,,,Lily Peach Menorca 3+,2025-06-01,2025-06-10
DVFlora,57668,Lily Hyb Pnk Sorbonne 2blm,Lilies,Bu,Pink,,1,,,,,Lily Hyb Pnk Sorbonne 2blm,2025-06-01,2025-06-10
DVFlora,27845,Lily Hyb Pnk Sorbonne 3+,Lilies,Bu,Pink,,1,,,,,Lily Hyb Pnk Sorbonne 3+,2025-06-01,2025-06-10
DVFlora,53851,Lily Peach Salmon Classic,Lilies,Bu,Peach,,1,,,,Virginia,Lily Peach Salmon Classic,2025-06-01,2025-06-10
DVFlora,62097,Rose White Dove,Roses-Standard,Stem,White,50,1,1.59,1.59,25,Ecuador,Rose White Dove,2025-06-01,2025-06-10
DVFlora,68104,Lily White Litouwen 3+,Lilies,Bu,White,,1,,,,,Lily White Litouwen 3+,2025-06-01,2025-06-10
DVFlora,52708,Lily White Litouwen 3+ DVFlor,Lilies,Bu,White,,1,,,,Mexico,Lily White Litouwen 3+ DVFlor,2025-06-01,2025-06-10
DVFlora,25587,Lily Orange Puma 3+,Lilies,Bu,Orange,,1,,,,,Lily Orange Puma 3+,2025-06-01,2025-06-10
DVFlora,54033,Rose Pink Mother of Pearl,Roses-Standard,Stem,Pink,50,1,1.55,1.55,25,Ecuador,Rose Pink Mother of Pearl,2025-06-01,2025-06-10
DVFlora,45792,Rose Pink Mother of Pearl,Roses-Standard,Stem,Pink,60,1,1.55,1.55,50,Ecuador,Rose Pink Mother of Pearl,2025-06-01,2025-06-10
DVFlora,25195,Rose Pink Mother of Pearl,Roses-Standard,Stem,Pink,60,1,1.65,1.65,25,Ecuador,Rose Pink Mother of Pearl,2025-06-01,2025-06-10
DVFlora,54034,Rose Pink Mother of Pearl,Roses-Standard,Stem,Pink,60,1,1.65,1.65,25,Ecuador,Rose Pink Mother of Pearl,2025-06-01,2025-06-10
DVFlora,57669,Lily Hyb Pnk Table Dance 2blm,Lilies,Bu,Pink,,1,,,,,Lily Hyb Pnk Table Dance 2blm,2025-06-01,2025-06-10
DVFlora,26407,Lily Hyb Pnk Table Dance 3+,Lilies,Bu,Pink,,1,,,,Mexico,Lily Hyb Pnk Table Dance 3+,2025-06-01,2025-06-10
DVFlora,20246,Rose White Mondial,Roses-Standard,Stem,White,50,1,1.59,1.59,25,Ecuador,Rose White Mondial,2025-06-01,2025-06-10
DVFlora,51314,Rose White Mondial,Roses-Standard,Stem,White,50,1,1.49,1.49,50,Ecuador,Rose White Mondial,2025-06-01,2025-06-10
DVFlora,20247,Rose White Mondial,Roses-Standard,Stem,White,60,1,1.69,1.69,25,Ecuador,Rose White Mondial,2025-06-01,2025-06-10
DVFlora,51232,Rose White Mondial DVF,Roses-Standard,Stem,White,60,1,1.69,1.69,25,Ecuador,Rose White Mondial DVF,2025-06-01,2025-06-10
DVFlora,47085,Rose White Mondial,Roses-Standard,Stem,White,70,1,1.79,1.79,25,Ecuador,Rose White Mondial,2025-06-01,2025-06-10
DVFlora,52712,Lily Pink Indian Summerset,Lilies,Bu,Pink,,1,,,,Mexico,Lily Pink Indian Summerset,2025-06-01,2025-06-10
DVFlora,33110,Lily White Bach 3+,Lilies,Bu,White,,1,,,,,Lily White Bach 3+,2025-06-01,2025-06-10
DVFlora,41483,Lily Hyb White Zambesi 2/3 Canad,Lilies,Bu,White,2,2,,,,Canada,Lily Hyb White Zambesi 2/3 Canad,2025-06-01,2025-06-10
DVFlora,57667,Lily Hyb White Zambesi 2blm,Lilies,Bu,White,,1,,,,,Lily Hyb White Zambesi 2blm,2025-06-01,2025-06-10
DVFlora,68166,Lily Hyb White Zambesi 3+,Lilies,Bu,White,,1,,,,,Lily Hyb White Zambesi 3+,2025-06-01,2025-06-10
DVFlora,27070,Rose Peach Shine On,Roses-Standard,Stem,Peach,50,1,1.49,1.49,25,Ecuador,Rose Peach Shine On,2025-06-01,2025-06-10
DVFlora,55782,Lily Orange Eremo 3+,Lilies,Bu,Orange,,1,,,,,Lily Orange Eremo 3+,2025-06-01,2025-06-10
