competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,unit,color,stem_length,stems_per_unit,unit_price,stem_price,available_units,grower_country,cleaned_name_used,created_at,eta_date
DVFlora,51073,Rose Yellow Tara,Roses-Standard,Stem,Yellow,50,1,1.39,1.39,50,Ecuador,Rose Yellow Tara,2025-06-01,2025-06-10
DVFlora,52941,Rose Yellow Tara,Roses-Standard,Stem,Yellow,60,1,1.49,1.49,50,Ecuador,Rose Yellow Tara,2025-06-01,2025-06-10
DVFlora,43883,Rose Pink Mondial,Roses-Standard,Stem,Pink,50,1,1.65,1.65,25,Ecuador,Rose Pink Mondial,2025-06-01,2025-06-10
DVFlora,53738,Rose Pink Mondial,Roses-Standard,Stem,Pink,50,1,1.55,1.55,25,Ecuador,Rose Pink Mondial,2025-06-01,2025-06-10
DVFlora,57050,Rose Pink Mondial,Roses-Standard,Stem,Pink,50,1,1.55,1.55,25,Ecuador,Rose Pink Mondial,2025-06-01,2025-06-10
DVFlora,42724,Rose Pink Mondial,Roses-Standard,Stem,Pink,50,1,1.45,1.45,100,Ecuador,Rose Pink Mondial,2025-06-01,2025-06-10
DVFlora,53739,Rose Pink Mondial,Roses-Standard,Stem,Pink,60,1,1.65,1.65,25,Ecuador,Rose Pink Mondial,2025-06-01,2025-06-10
DVFlora,47705,Rose Pink Mondial,Roses-Standard,Stem,Pink,60,1,1.55,1.55,100,Ecuador,Rose Pink Mondial,2025-06-01,2025-06-10
DVFlora,57049,Rose Pink Mondial,Roses-Standard,Stem,Pink,60,50,1.55,1.55,50,Ecuador,Rose Pink Mondial,2025-06-01,2025-06-10
DVFlora,53740,Rose Pink Mondial,Roses-Standard,Stem,Pink,70,70,1.75,1.75,25,Ecuador,Rose Pink Mondial,2025-06-01,2025-06-10
DVFlora,33248,Lily Pink Arbatax,Lilies,Bu,Pink,,1,,,,Virginia,Lily Pink Arbatax,2025-06-01,2025-06-10
DVFlora,68068,Lily Orange Talisker,Lilies,Bu,Orange,,1,,,,Virginia,Lily Orange Talisker,2025-06-01,2025-06-10
DVFlora,46851,Rose Yellow Stardust,Roses-Standard,Stem,Yellow,60,1,1.59,1.59,25,Ecuador,Rose Yellow Stardust,2025-06-01,2025-06-10
DVFlora,52940,Rose Yellow Stardust,Roses-Standard,Stem,Yellow,60,1,1.49,1.49,50,Ecuador,Rose Yellow Stardust,2025-06-01,2025-06-10
DVFlora,50910,Pom Pon Salmon Smokey,Pom Pons,Bu,Salmon,,1,2.99,2.99,6,Colombia,Pom Pon Salmon Smokey,2025-06-01,2025-06-10
DVFlora,42351,Pom Pon Purple Cushion,Pom Pons,Bu,Purple,,1,4.79,4.79,24,Colombia,Pom Pon Purple Cushion,2025-06-01,2025-06-10
DVFlora,62870,Pom Pon Purple Cushion,Pom Pons,Bu,Purple,,1,3.79,3.79,6,Colombia,Pom Pon Purple Cushion,2025-06-01,2025-06-10
DVFlora,42351,Pom Pon Purple Cushion,Pom Pons,Bu,Assorted,,1,4.79,4.79,24,Colombia,Pom Pon Purple Cushion,2025-06-01,2025-06-10
DVFlora,67165,Pom Pon White Cush Polaris,Pom Pons,Bu,White,,1,3.99,3.99,5,Colombia,Pom Pon White Cush Polaris,2025-06-01,2025-06-10
DVFlora,53679,Pom Pon Pink Cushion,Pom Pons,Bu,Pink,,1,4.59,4.59,20,Colombia,Pom Pon Pink Cushion,2025-06-01,2025-06-10
DVFlora,40947,Rose Yellow Brighton,Roses-Standard,Stem,Yellow,40,1,1.09,1.09,25,Ecuador,Rose Yellow Brighton,2025-06-01,2025-06-10
DVFlora,48892,Rose Yellow Brighton,Roses-Standard,Stem,Yellow,50,1,1.55,1.55,25,Ecuador,Rose Yellow Brighton,2025-06-01,2025-06-10
DVFlora,20314,Rose Yellow Brighton,Roses-Standard,Stem,Yellow,50,1,1.45,1.45,50,Ecuador,Rose Yellow Brighton,2025-06-01,2025-06-10
DVFlora,48893,Rose Yellow Brighton,Roses-Standard,Stem,Yellow,60,1,1.65,1.65,25,Ecuador,Rose Yellow Brighton,2025-06-01,2025-06-10
DVFlora,52161,Pom Pon Lavender. Cush Trissia,Pom Pons,Bu,Lavender,,1,4.49,4.49,6,Colombia,Pom Pon Lavender. Cush Trissia,2025-06-01,2025-06-10
DVFlora,23178,Pom Pon Lavender. Cushion,Pom Pons,Bu,Lavender,,1,4.59,4.59,24,Colombia,Pom Pon Lavender. Cushion,2025-06-01,2025-06-10
DVFlora,62869,Pom Pon Lavender. Cushion,Pom Pons,Bu,Lavender,,1,4.59,4.59,6,Colombia,Pom Pon Lavender. Cushion,2025-06-01,2025-06-10
DVFlora,23188,Pom Pon Yellow Cushion,Pom Pons,Bu,Yellow,,1,4.09,4.09,12,Colombia,Pom Pon Yellow Cushion,2025-06-01,2025-06-10
DVFlora,23273,Pom Pon Yellow Cushion,Pom Pons,Bu,Yellow,,1,4.09,4.09,5,Colombia,Pom Pon Yellow Cushion,2025-06-01,2025-06-10
DVFlora,62868,Pom Pon Yellow Cushion,Pom Pons,Bu,Yellow,,1,3.69,3.69,6,Colombia,Pom Pon Yellow Cushion,2025-06-01,2025-06-10
DVFlora,54944,Rose Green Veggie,Roses-Standard,Stem,Green,60,1,2.39,2.39,25,Ecuador,Rose Green Veggie,2025-06-01,2025-06-10
DVFlora,59187,Pom Pon Blue Ocean Assorted,Pom Pons,Bu,Blue Ocean Assorted,,1,5.89,5.89,18,Colombia,Pom Pon Blue Ocean Assorted,2025-06-01,2025-06-10
DVFlora,59187,Pom Pon Blue Ocean Assorted,Pom Pons,Bu,Assorted,,1,5.89,5.89,18,Colombia,Pom Pon Blue Ocean Assorted,2025-06-01,2025-06-10
DVFlora,59187,Pom Pon Blue Ocean Assorted,Pom Pons,Bu,Blue,,1,5.89,5.89,18,Colombia,Pom Pon Blue Ocean Assorted,2025-06-01,2025-06-10
DVFlora,23355,Pom Pon White Csh Artic Qn,Pom Pons,Bu,White,,1,4.69,4.69,12,Colombia,Pom Pon White Csh Artic Qn,2025-06-01,2025-06-10
DVFlora,62867,Pom Pon White Cush Arc Que,Pom Pons,Bu,White,,1,4.59,4.59,6,Colombia,Pom Pon White Cush Arc Que,2025-06-01,2025-06-10
DVFlora,50902,Pom Pon White Cush Arct Qn,Pom Pons,Bu,White,,1,5.09,5.09,13,Colombia,Pom Pon White Cush Arct Qn,2025-06-01,2025-06-10
DVFlora,34789,Pom Pon White Cush Artic Queen,Pom Pons,Bu,White,,1,4.49,4.49,24,Colombia,Pom Pon White Cush Artic Queen,2025-06-01,2025-06-10
DVFlora,50944,Pom Pon White Cush Bonita,Pom Pons,Bu,White,,1,4.79,4.79,12,Colombia,Pom Pon White Cush Bonita,2025-06-01,2025-06-10
DVFlora,23296,Pom Pon White Cush Maisy,Pom Pons,Bu,White,,1,4.89,4.89,24,Colombia,Pom Pon White Cush Maisy,2025-06-01,2025-06-10
DVFlora,23325,Pom Pon White Cush Maisy,Pom Pons,Bu,White,,1,3.69,3.69,12,Colombia,Pom Pon White Cush Maisy,2025-06-01,2025-06-10
DVFlora,23183,Pom Pon White Cush Polaris,Pom Pons,Bu,White,,1,5.29,5.29,24,Colombia,Pom Pon White Cush Polaris,2025-06-01,2025-06-10
DVFlora,23294,Pom Pon White Cush Polaris,Pom Pons,Bu,White,,1,3.99,3.99,12,Colombia,Pom Pon White Cush Polaris,2025-06-01,2025-06-10
DVFlora,37624,Pom Pon White Cushion,Pom Pons,Bu,White,,1,3.49,3.49,14,Colombia,Pom Pon White Cushion,2025-06-01,2025-06-10
DVFlora,24105,Rose Red Bl Baccara,Roses-Standard,Stem,Red,40,1,0.99,0.99,25,Ecuador,Rose Red Bl Baccara,2025-06-01,2025-06-10
DVFlora,59172,Pom Pon Blue Ocean Purple Sapphir,Pom Pons,Bu,Purple,,1,5.79,5.79,18,Colombia,Pom Pon Blue Ocean Purple Sapphir,2025-06-01,2025-06-10
DVFlora,58016,Pom Pon Yellow Factor Daisy,Pom Pons,Bu,Yellow,,1,4.79,4.79,6,Colombia,Pom Pon Yellow Factor Daisy,2025-06-01,2025-06-10
DVFlora,60879,Pom Pon Yellow Daisy Factor,Pom Pons,Bu,Yellow,,1,4.99,4.99,13,Colombia,Pom Pon Yellow Daisy Factor,2025-06-01,2025-06-10
DVFlora,23186,Pom Pon Yellow Daisy Factor,Pom Pons,Bu,Yellow,,1,3.29,3.29,12,Colombia,Pom Pon Yellow Daisy Factor,2025-06-01,2025-06-10
DVFlora,59172,Pom Pon Blue Ocean Purple Sapphir,Pom Pons,Bu,Blue,,1,5.79,5.79,18,Colombia,Pom Pon Blue Ocean Purple Sapphir,2025-06-01,2025-06-10
DVFlora,60961,Pom Pon Novelty Ying Yang,Pom Pons,Bu,White,,1,3.89,3.89,24,Colombia,Pom Pon Novelty Ying Yang,2025-06-01,2025-06-10
DVFlora,52156,Pom Pon White Eagle,Pom Pons,Bu,White,,1,4.29,4.29,6,Colombia,Pom Pon White Eagle,2025-06-01,2025-06-10
DVFlora,23835,Rose White Tibet,Roses-Standard,Stem,White,40,1,1.09,1.09,25,Colombia,Rose White Tibet,2025-06-01,2025-06-10
DVFlora,66826,Rose White Tibet,Roses-Standard,Stem,White,40,1,0.99,0.99,125,Ecuador,Rose White Tibet,2025-06-01,2025-06-10
DVFlora,23881,Rose White Tibet,Roses-Standard,Stem,White,50,1,1.55,1.55,25,South America,Rose White Tibet,2025-06-01,2025-06-10
DVFlora,24612,Rose White Tibet,Roses-Standard,Stem,White,50,1,1.55,1.55,50,Ecuador,Rose White Tibet,2025-06-01,2025-06-10
DVFlora,30551,Rose White Tibet,Roses-Standard,Stem,White,50,1,1.45,1.45,50,Ecuador,Rose White Tibet,2025-06-01,2025-06-10
DVFlora,67367,Rose White Tibet,Roses-Standard,Stem,White,50,1,1.45,1.45,50,Ecuador,Rose White Tibet,2025-06-01,2025-06-10
DVFlora,54415,Rose White Tibet DVF,Roses-Standard,Stem,White,50,1,1.55,1.55,25,Ecuador,Rose White Tibet DVF,2025-06-01,2025-06-10
DVFlora,39798,Rose White Tibet,Roses-Standard,Stem,White,60,1,1.65,1.65,25,Ecuador,Rose White Tibet,2025-06-01,2025-06-10
DVFlora,67619,Pom Pon Novelty Assorted,Pom Pons,Bu,Assorted,,1,3.79,3.79,12,Colombia,Pom Pon Novelty Assorted,2025-06-01,2025-06-10
DVFlora,54777,Pom Pon Nov. Shortcake,Pom Pons,Bu,Bicolor,,1,4.99,4.99,12,Colombia,Pom Pon Nov. Shortcake,2025-06-01,2025-06-10
DVFlora,54823,Pom Pon Novelty Disco Club,Pom Pons,Bu,Bicolor,,1,3.89,3.89,5,Colombia,Pom Pon Novelty Disco Club,2025-06-01,2025-06-10
DVFlora,54799,Pom Pon Nov Green Alemani,Pom Pons,Bu,Green,,1,3.99,3.99,6,Colombia,Pom Pon Nov Green Alemani,2025-06-01,2025-06-10
DVFlora,59596,Pom Pon Nov. Purple Aipom,Pom Pons,Bu,Purple,,1,4.59,4.59,5,Colombia,Pom Pon Nov. Purple Aipom,2025-06-01,2025-06-10
DVFlora,59720,Pom Pon Novelty Purple Amaze,Pom Pons,Bu,Purple,,1,4.69,4.69,6,Colombia,Pom Pon Novelty Purple Amaze,2025-06-01,2025-06-10
DVFlora,20309,Rose Yellow Mohana,Roses-Standard,Stem,Yellow,50,1,1.39,1.39,25,Ecuador,Rose Yellow Mohana,2025-06-01,2025-06-10
DVFlora,67382,Rose Lavender Cool Water,Roses-Standard,Stem,Lavender,40,1,0.99,0.99,25,Ecuador,Rose Lavender Cool Water,2025-06-01,2025-06-10
DVFlora,30732,Rose Lavender Cool Water,Roses-Standard,Stem,Lavender,50,1,1.45,1.45,25,Ecuador,Rose Lavender Cool Water,2025-06-01,2025-06-10
DVFlora,51034,Rose Lavender Cool Water,Roses-Standard,Stem,Lavender,50,1,1.35,1.35,50,Ecuador,Rose Lavender Cool Water,2025-06-01,2025-06-10
DVFlora,30839,Rose Lavender Cool Water,Roses-Standard,Stem,Lavender,60,1,1.55,1.55,25,Ecuador,Rose Lavender Cool Water,2025-06-01,2025-06-10
DVFlora,51178,Rose Lavender Cool Water,Roses-Standard,Stem,Lavender,60,1,1.45,1.45,50,Ecuador,Rose Lavender Cool Water,2025-06-01,2025-06-10
DVFlora,51021,Rose Lavender Cool Water DVF,Roses-Standard,Stem,Lavender,60,1,1.55,1.55,25,Ecuador,Rose Lavender Cool Water DVF,2025-06-01,2025-06-10
DVFlora,23235,Pom Pon White Daisy Atlan.,Pom Pons,Bu,White,,1,3.99,3.99,5,Colombia,Pom Pon White Daisy Atlan.,2025-06-01,2025-06-10
DVFlora,62873,Pom Pon White Daisy Atlant,Pom Pons,Bu,White,,1,4.89,4.89,6,Colombia,Pom Pon White Daisy Atlant,2025-06-01,2025-06-10
DVFlora,67634,Pom Pon Novelty Pink Amaze,Pom Pons,Bu,Pink,,1,3.69,3.69,24,Colombia,Pom Pon Novelty Pink Amaze,2025-06-01,2025-06-10
DVFlora,52115,Pom Pon Novelty Pink Amaze,Pom Pons,Bu,Pink,,1,4.69,4.69,6,Colombia,Pom Pon Novelty Pink Amaze,2025-06-01,2025-06-10
DVFlora,60925,Rose Hot Pink Cherry-O,Roses-Standard,Stem,Pink Hot,50,1,1.45,1.45,25,Ecuador,Rose Hot Pink Cherry-O,2025-06-01,2025-06-10
DVFlora,33523,Rose Hot Pink Cherry-O,Roses-Standard,Stem,Pink Hot,60,1,1.55,1.55,25,South America,Rose Hot Pink Cherry-O,2025-06-01,2025-06-10
DVFlora,51110,Rose Brw Coffee Break DVF,Roses-Standard,Stem,Bicolor,50,1,1.29,1.29,25,Ecuador,Rose Brw Coffee Break DVF,2025-06-01,2025-06-10
DVFlora,60925,Rose Hot Pink Cherry-O,Roses-Standard,Stem,Pink,50,1,1.45,1.45,25,Ecuador,Rose Hot Pink Cherry-O,2025-06-01,2025-06-10
DVFlora,33523,Rose Hot Pink Cherry-O,Roses-Standard,Stem,Pink,60,1,1.55,1.55,25,South America,Rose Hot Pink Cherry-O,2025-06-01,2025-06-10
DVFlora,54700,Pom Pon Peach Cushion,Pom Pons,Bu,Peach,,1,3.89,3.89,6,Colombia,Pom Pon Peach Cushion,2025-06-01,2025-06-10
DVFlora,33130,Delph Blue Volkenfried,Delphinium,Bu,Blue,50,1,9.79,9.79,6,Ecuador,Delph Blue Volkenfried,2025-06-01,2025-06-10
DVFlora,33130,Delph Blue Volkenfried,Delphinium,Bu,Blue Dark,50,1,9.79,9.79,6,Ecuador,Delph Blue Volkenfried,2025-06-01,2025-06-10
DVFlora,39084,Delph Hyb Prpl Blk Pacif80c/1,Delphinium,Bu,Purple,80,1,,,,Ecuador,Delph Hyb Prpl Blk Pacif80c/1,2025-06-01,2025-06-10
DVFlora,27364,Delph Hyb White 5stm,Delphinium,Bu,White,70,5,,,,California,Delph Hyb White 5stm,2025-06-01,2025-06-10
DVFlora,27366,Delph Hyb Dark Blue 5stm,Delphinium,Bu,Blue Dark,70,5,,,,California,Delph Hyb Dark Blue 5stm,2025-06-01,2025-06-10
DVFlora,34167,Delph Hybrid Assorted,Delphinium,Bu,Assorted,60,1,12.99,12.99,6,South America,Delph Hybrid Assorted,2025-06-01,2025-06-10
DVFlora,27367,Delph Hyb Prpl 5stm,Delphinium,Bu,Purple,70,5,,,,California,Delph Hyb Prpl 5stm,2025-06-01,2025-06-10
DVFlora,20977,Delph Hyb Light Blue 5stm,Delphinium,Bu,Blue Light,70,5,,,,California,Delph Hyb Light Blue 5stm,2025-06-01,2025-06-10
DVFlora,39119,Delph Hyb Dark Blue/10St,Delphinium,Bu,Blue,70,10,,,,South America,Delph Hyb Dark Blue/10St,2025-06-01,2025-06-10
DVFlora,38139,Delph Hyb White 10stm,Delphinium,Bu,White,80,10,,,,South America,Delph Hyb White 10stm,2025-06-01,2025-06-10
DVFlora,39119,Delph Hyb Dark Blue/10St,Delphinium,Bu,Blue Dark,70,10,,,,South America,Delph Hyb Dark Blue/10St,2025-06-01,2025-06-10
DVFlora,27366,Delph Hyb Dark Blue 5stm,Delphinium,Bu,Blue,70,5,,,,California,Delph Hyb Dark Blue 5stm,2025-06-01,2025-06-10
DVFlora,20977,Delph Hyb Light Blue 5stm,Delphinium,Bu,Blue,70,5,,,,California,Delph Hyb Light Blue 5stm,2025-06-01,2025-06-10
DVFlora,38362,Delph Hyb Light Blue Pacif/10,Delphinium,Bu,Blue Light,60,1,,,,Ecuador,Delph Hyb Light Blue Pacif/10,2025-06-01,2025-06-10
DVFlora,38363,Delph Hyb Light Blue Pacif/10,Delphinium,Bu,Blue Light,70,1,,,,Ecuador,Delph Hyb Light Blue Pacif/10,2025-06-01,2025-06-10
DVFlora,38364,Delph Hyb Light Blue Pacif/10,Delphinium,Bu,Blue Light,80,1,,,,Ecuador,Delph Hyb Light Blue Pacif/10,2025-06-01,2025-06-10
DVFlora,39078,Delph Hyb Pink Pacif60c/10s,Delphinium,Bu,Pink,60,1,,,,Ecuador,Delph Hyb Pink Pacif60c/10s,2025-06-01,2025-06-10
DVFlora,39080,Delph Hyb Pink Pacif80c/10s,Delphinium,Bu,Pink,80,1,,,,Ecuador,Delph Hyb Pink Pacif80c/10s,2025-06-01,2025-06-10
DVFlora,38366,Delph Hyb White Pacif/10s,Delphinium,Bu,White,60,1,,,,Ecuador,Delph Hyb White Pacif/10s,2025-06-01,2025-06-10
DVFlora,38367,Delph Hyb White Pacif/10st,Delphinium,Bu,White,70,10,,,,Ecuador,Delph Hyb White Pacif/10st,2025-06-01,2025-06-10
DVFlora,38368,Delph Hyb White Pacif/10st,Delphinium,Bu,White,80,10,,,,Ecuador,Delph Hyb White Pacif/10st,2025-06-01,2025-06-10
DVFlora,33392,Delph White Andes Bella,Delphinium,Bu,White,,1,,,,California,Delph White Andes Bella,2025-06-01,2025-06-10
DVFlora,20920,Delph Light Blue Bella,Delphinium,Bu,Blue Light,60,1,,,,California,Delph Light Blue Bella,2025-06-01,2025-06-10
DVFlora,33114,Delph Dark Blue Sea Waltz 60/70,Delphinium,Bu,Blue,60,60,,,,Ecuador,Delph Dark Blue Sea Waltz 60/70,2025-06-01,2025-06-10
DVFlora,36083,Delph Dark Blue Sea Waltz,Delphinium,Bu,Blue,60,60,,,,California,Delph Dark Blue Sea Waltz,2025-06-01,2025-06-10
DVFlora,35608,Delph Dark Blue Sea Waltz 70/90,Delphinium,Bu,Blue,70,70,,,,Ecuador,Delph Dark Blue Sea Waltz 70/90,2025-06-01,2025-06-10
DVFlora,39944,Delph Dark Blue SeaWaltz,Delphinium,Bu,Blue,60,1,9.99,9.99,6,Ecuador,Delph Dark Blue SeaWaltz,2025-06-01,2025-06-10
DVFlora,20927,Delph Hyb Lavender,Delphinium,Bu,Lavender,70,5,,,,California,Delph Hyb Lavender,2025-06-01,2025-06-10
DVFlora,20976,Delph Hyb Lavender,Delphinium,Bu,Lavender,70,5,,,,California,Delph Hyb Lavender,2025-06-01,2025-06-10
DVFlora,38353,Delph Hyb Dark Blue Pacif60c/10s,Delphinium,Bu,Blue Dark,60,1,,,,Ecuador,Delph Hyb Dark Blue Pacif60c/10s,2025-06-01,2025-06-10
DVFlora,38354,Delph Hyb Dark Blue Pacif70c/10s,Delphinium,Bu,Blue Dark,70,1,,,,Ecuador,Delph Hyb Dark Blue Pacif70c/10s,2025-06-01,2025-06-10
DVFlora,38355,Delph Hyb Dark Blue Pacif80/90cm,Delphinium,Bu,Blue Dark,80,80,,,,Ecuador,Delph Hyb Dark Blue Pacif80/90cm,2025-06-01,2025-06-10
DVFlora,32214,Delph Dark Blue Bella,Delphinium,Bu,Blue Dark,60,1,,,,California,Delph Dark Blue Bella,2025-06-01,2025-06-10
DVFlora,32214,Delph Dark Blue Bella,Delphinium,Bu,Blue,60,1,,,,California,Delph Dark Blue Bella,2025-06-01,2025-06-10
DVFlora,20920,Delph Light Blue Bella,Delphinium,Bu,Blue,60,1,,,,California,Delph Light Blue Bella,2025-06-01,2025-06-10
DVFlora,58896,Gerrondo Orange Fozzie,Gerbera,Stem,Orange,,1,1.59,1.59,10,Canada,Gerrondo Orange Fozzie,2025-06-01,2025-06-10
DVFlora,38353,Delph Hyb Dark Blue Pacif60c/10s,Delphinium,Bu,Blue,60,1,,,,Ecuador,Delph Hyb Dark Blue Pacif60c/10s,2025-06-01,2025-06-10
DVFlora,38354,Delph Hyb Dark Blue Pacif70c/10s,Delphinium,Bu,Blue,70,1,,,,Ecuador,Delph Hyb Dark Blue Pacif70c/10s,2025-06-01,2025-06-10
DVFlora,38355,Delph Hyb Dark Blue Pacif80/90cm,Delphinium,Bu,Blue,80,80,,,,Ecuador,Delph Hyb Dark Blue Pacif80/90cm,2025-06-01,2025-06-10
DVFlora,38362,Delph Hyb Light Blue Pacif/10,Delphinium,Bu,Blue,60,1,,,,Ecuador,Delph Hyb Light Blue Pacif/10,2025-06-01,2025-06-10
DVFlora,38363,Delph Hyb Light Blue Pacif/10,Delphinium,Bu,Blue,70,1,,,,Ecuador,Delph Hyb Light Blue Pacif/10,2025-06-01,2025-06-10
DVFlora,38364,Delph Hyb Light Blue Pacif/10,Delphinium,Bu,Blue,80,1,,,,Ecuador,Delph Hyb Light Blue Pacif/10,2025-06-01,2025-06-10
DVFlora,63308,Gerpom Purple Chique,Gerbera,Stem,Purple,,1,1.59,1.59,10,Canada,Gerpom Purple Chique,2025-06-01,2025-06-10
DVFlora,55231,Gerbera Coral Hamptons,Gerbera,Stem,Coral-Pink,,1,1.79,1.79,10,Canada,Gerbera Coral Hamptons,2025-06-01,2025-06-10
DVFlora,20951,Delph Light Blue Sky Waltz,Delphinium,Bu,Blue Light,60,1,,,,California,Delph Light Blue Sky Waltz,2025-06-01,2025-06-10
DVFlora,33091,Delph Light Blue Sky Waltz,Delphinium,Bu,Blue Light,60,1,,,,Ecuador,Delph Light Blue Sky Waltz,2025-06-01,2025-06-10
DVFlora,34903,Delph Light Blue Sky Waltz,Delphinium,Bu,Blue Light,70,70,,,,Ecuador,Delph Light Blue Sky Waltz,2025-06-01,2025-06-10
DVFlora,43639,Gerbera Yellow,Gerbera,Stem,Yellow,,1,1.79,1.79,10,Canada,Gerbera Yellow,2025-06-01,2025-06-10
DVFlora,34200,Gerbera Yellow,Gerbera,Stem,Yellow,,1,1.79,1.79,10,Canada,Gerbera Yellow,2025-06-01,2025-06-10
DVFlora,25789,Gerbera Pink-Light,Gerbera,Stem,Pink-Light,,1,1.79,1.79,10,Canada,Gerbera Pink-Light,2025-06-01,2025-06-10
DVFlora,29886,Gerbera Pink-Light,Gerbera,Stem,Pink-Light,,1,1.79,1.79,10,Canada,Gerbera Pink-Light,2025-06-01,2025-06-10
DVFlora,49487,Gerrondo Peach Terra Maga,Gerbera,Bu,Peach,,10,,,,Colombia,Gerrondo Peach Terra Maga,2025-06-01,2025-06-10
DVFlora,17660,Gerbera Cream/Peach Cartizze,Gerbera,Stem,Cream-Peach,,1,1.79,1.79,10,Canada,Gerbera Cream/Peach Cartizze,2025-06-01,2025-06-10
DVFlora,59919,Gerbera Peach Cream CafeDelM D,Gerbera,Stem,Cream-Peach,,1,1.79,1.79,10,Canada,Gerbera Peach Cream CafeDelM D,2025-06-01,2025-06-10
DVFlora,20951,Delph Light Blue Sky Waltz,Delphinium,Bu,Blue,60,1,,,,California,Delph Light Blue Sky Waltz,2025-06-01,2025-06-10
DVFlora,33091,Delph Light Blue Sky Waltz,Delphinium,Bu,Blue,60,1,,,,Ecuador,Delph Light Blue Sky Waltz,2025-06-01,2025-06-10
DVFlora,34903,Delph Light Blue Sky Waltz,Delphinium,Bu,Blue,70,70,,,,Ecuador,Delph Light Blue Sky Waltz,2025-06-01,2025-06-10
DVFlora,55231,Gerbera Coral Hamptons,Gerbera,Stem,Coral,,1,1.79,1.79,10,Canada,Gerbera Coral Hamptons,2025-06-01,2025-06-10
DVFlora,63324,Gerbera Coral Treasure,Gerbera,Stem,Coral,,1,1.79,1.79,10,Canada,Gerbera Coral Treasure,2025-06-01,2025-06-10
DVFlora,43594,Gerbera Red,Gerbera,Stem,Red,,1,1.79,1.79,10,Canada,Gerbera Red,2025-06-01,2025-06-10
DVFlora,29905,Gerbera Red,Gerbera,Stem,Red,,1,1.79,1.79,10,Canada,Gerbera Red,2025-06-01,2025-06-10
DVFlora,27159,Gerbera Burgundy Amarone,Gerbera,Stem,Burgundy,,1,1.79,1.79,10,Canada,Gerbera Burgundy Amarone,2025-06-01,2025-06-10
DVFlora,55410,Gerbera Burgundy Humberto,Gerbera,Stem,Burgundy,,1,1.79,1.79,10,Canada,Gerbera Burgundy Humberto,2025-06-01,2025-06-10
DVFlora,42615,Gerbera Pink-Hot,Gerbera,Stem,Pink-Hot,,1,1.79,1.79,10,Canada,Gerbera Pink-Hot,2025-06-01,2025-06-10
DVFlora,47908,Gerbera Pink-Hot,Gerbera,Stem,Pink-Hot,,1,1.79,1.79,10,Canada,Gerbera Pink-Hot,2025-06-01,2025-06-10
DVFlora,53410,Gerpom Red Floyd,Gerbera,Stem,Red,,1,1.59,1.59,10,Canada,Gerpom Red Floyd,2025-06-01,2025-06-10
DVFlora,17660,Gerbera Cream/Peach Cartizze,Gerbera,Stem,Cream,,1,1.79,1.79,10,Canada,Gerbera Cream/Peach Cartizze,2025-06-01,2025-06-10
DVFlora,59919,Gerbera Peach Cream CafeDelM D,Gerbera,Stem,Cream,,1,1.79,1.79,10,Canada,Gerbera Peach Cream CafeDelM D,2025-06-01,2025-06-10
DVFlora,59918,Gerbera Peach Cream Estate,Gerbera,Stem,Cream,,1,1.79,1.79,10,Canada,Gerbera Peach Cream Estate,2025-06-01,2025-06-10
DVFlora,53409,Gerpom Pink Terra Cupid,Gerbera,Stem,Pink,,1,1.59,1.59,10,Canada,Gerpom Pink Terra Cupid,2025-06-01,2025-06-10
DVFlora,32067,Gerbera Orange Alex,Gerbera,Stem,Orange,,1,1.79,1.79,10,Canada,Gerbera Orange Alex,2025-06-01,2025-06-10
DVFlora,57903,Gerbera Orange Atlanta,Gerbera,Stem,Orange,,1,1.79,1.79,10,Canada,Gerbera Orange Atlanta,2025-06-01,2025-06-10
DVFlora,34343,Gerbera Orange Candella,Gerbera,Stem,Orange,,1,1.79,1.79,10,Canada,Gerbera Orange Candella,2025-06-01,2025-06-10
DVFlora,55401,Gerbera Orange Spotlight,Gerbera,Stem,Orange,,1,1.79,1.79,10,Canada,Gerbera Orange Spotlight,2025-06-01,2025-06-10
DVFlora,49756,Gerbera Pink-White Prelude,Gerbera,Stem,White,,1,1.79,1.79,10,Canada,Gerbera Pink-White Prelude,2025-06-01,2025-06-10
DVFlora,42613,Gerbera Var Pink Hippie Chic,Gerbera,Stem,White,,1,1.79,1.79,10,Canada,Gerbera Var Pink Hippie Chic,2025-06-01,2025-06-10
DVFlora,34201,Gerbera White,Gerbera,Stem,White,,1,1.79,1.79,10,Canada,Gerbera White,2025-06-01,2025-06-10
DVFlora,43607,Gerbera White,Gerbera,Stem,White,,1,1.79,1.79,10,Canada,Gerbera White,2025-06-01,2025-06-10
DVFlora,42103,Gerbera White/Pink Lisandra,Gerbera,Stem,White,,1,1.79,1.79,10,Canada,Gerbera White/Pink Lisandra,2025-06-01,2025-06-10
DVFlora,25695,Gerbera Mini Purple Dolcetto D,Gerbera,Stem,Purple,,1,1.39,1.39,10,Canada,Gerbera Mini Purple Dolcetto D,2025-06-01,2025-06-10
DVFlora,42161,Gerbera Mini White,Gerbera,Stem,White,,1,1.39,1.39,10,Canada,Gerbera Mini White,2025-06-01,2025-06-10
DVFlora,37627,Gerbera Mini White,Gerbera,Stem,White,,1,1.39,1.39,10,Canada,Gerbera Mini White,2025-06-01,2025-06-10
