competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,unit,color,stem_length,stems_per_unit,unit_price,stem_price,available_units,grower_country,product_url,matched_variety_name,variety_key,variety_score,cleaned_name_used,matched_product_group_name,product_group_key,product_group_score,created_at,eta_date
Dvflora,17897,Ranunculus Pink XXL 5st,Ranunculus,Bu,Pink,,5,,,,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,pink ranunculus xxl,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0,2025-05-26,2025-06-04
Dvflora,17884,Ranunculus Princess Peach XXL,Ranunculus,Bu,Pink,,1,,,,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,peach princess ranunculus xxl,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0,2025-05-26,2025-06-04
Dvflora,17888,Ranunculus Cream 10st,Ranunculus,Bu,Cream,,10,,,,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Cream Ranunculus,58082e9d-8f98-4163-9d13-ce8688e25d75,1.0,cream ranunculus,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0,2025-05-26,2025-06-04
Dvflora,17992,Ranunculus Cream XXL 5st,Ranunculus,Bu,Cream,,5,,,,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,cream ranunculus xxl,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0,2025-05-26,2025-06-04
Dvflora,31198,Ranunculus White,Ranunculus,Bu,White,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,White Ranunculus,6645f7ea-f916-4d1e-8cd5-f9b6ed643e1c,0.9463884830474854,ranunculus white,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0,2025-05-26,2025-06-04
Dvflora,45979,Ranunculus Orange,Ranunculus,Bu,Orange,,1,,,,Ranunculus Orange,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Orange Ranunculus,a5584e7d-10a9-41fb-9dc9-5a1e51371704,1.0000001192092896,orange ranunculus,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0,2025-05-26,2025-06-04
Dvflora,20553,Ranunculus Pink Hot,Ranunculus,Bu,Pink Hot,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Hot Ranunculus,e2f7e702-dd3c-4d59-a090-0c69d0cd28cb,0.9594148993492126,hot pink ranunculus,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0,2025-05-26,2025-06-04
Dvflora,10564,Bq Dozen Color Rose 50cm Cs8,Bouquets,Bu,Assorted,50,1,9.69,9.69,8,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,bq color dozen rose,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9228956699371338,2025-05-26,2025-06-04
Dvflora,34861,Ranunculus Purple,Ranunculus,Bu,Purple,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Purple Elegance Dark Ranunculus,faad543b-628a-4a33-aeae-567e7708a9a0,0.9379628896713257,purple ranunculus,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0,2025-05-26,2025-06-04
Dvflora,46922,Rose Yel Bikini 50cm,Roses-Standard,Stem,Yellow,50,1,1.55,1.55,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Yellow Bikini Roses,8e056093-0612-4aaa-8554-2f2e64e4d42d,0.9880073070526123,bikini rose yellow,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,46923,Rose Yel Bikini 60cm,Roses-Standard,Stem,Yellow,60,1,1.65,1.65,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Yellow Bikini Roses,8e056093-0612-4aaa-8554-2f2e64e4d42d,0.9880073070526123,bikini rose yellow,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,35571,Ranunculus Red,Ranunculus,Bu,Red,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Red Ranunculus,b15ec624-8d56-4f91-b58e-87d910846914,0.9657571911811829,ranunculus red,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0,2025-05-26,2025-06-04
Dvflora,35101,Ranunculus Salmon,Ranunculus,Bu,Salmon,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Salmon Elegance Ranunculus,4b39964a-ceb1-4b7d-bbf5-4b171495a2fc,0.9305891990661621,ranunculus salmon,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0,2025-05-26,2025-06-04
Dvflora,17321,Bq Backyard Jungle 10st 11pk,Bouquets,Bu,Assorted,,10,7.39,7.39,11,Miami,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,backyard bq jungle,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9228956699371338,2025-05-26,2025-06-04
Dvflora,20553,Ranunculus Pink Hot,Ranunculus,Bu,Pink,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Hot Ranunculus,e2f7e702-dd3c-4d59-a090-0c69d0cd28cb,0.9594148993492126,hot pink ranunculus,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0,2025-05-26,2025-06-04
Dvflora,29761,Ranunculus Pink,Ranunculus,Bu,Pink,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Ranunculus,4fa9d5fb-da93-48f8-840b-9810033c012a,1.0,pink ranunculus,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0,2025-05-26,2025-06-04
Dvflora,41997,Bq Color Rev. Spring 9st 12pk,Bouquets,Bu,Assorted,,9,6.99,6.99,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,bq color rev spring,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9228956699371338,2025-05-26,2025-06-04
Dvflora,42000,Bq Color Revolution 9st 12pk,Bouquets,Bu,Assorted,,9,6.79,6.79,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,bq color revolution,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9228956699371338,2025-05-26,2025-06-04
Dvflora,45977,Ranunculus Yellow Ecuador,Ranunculus,Bu,Yellow,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Yellow Ranunculus,b1c762b1-d594-4780-913e-093638a7ef23,0.9473575353622437,ecuador ranunculus yellow,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0,2025-05-26,2025-06-04
Dvflora,28891,Ranunculus Yellow,Ranunculus,Bu,Yellow,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Yellow Ranunculus,b1c762b1-d594-4780-913e-093638a7ef23,0.9894185662269592,ranunculus yellow,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0,2025-05-26,2025-06-04
Dvflora,18125,Bq Blue Sky 14st 7pk,Bouquets,Bu,Assorted,,14,12.79,12.79,7,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,blue bq sky,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9228956699371338,2025-05-26,2025-06-04
Dvflora,68982,Rose Wht Coldplay 50cm 12st,Roses-Standard,Stem,White,50,12,1.69,1.69,12,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,White Coldplay Roses,c9c39b04-16e0-4bff-a67e-183e2b97b1c1,0.9792531728744507,coldplay rose white,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,68889,Rose Wht Coldplay 60cm 12st,Roses-Standard,Stem,White,60,12,1.79,1.79,12,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,White Coldplay Roses,c9c39b04-16e0-4bff-a67e-183e2b97b1c1,0.9792531728744507,coldplay rose white,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,40367,Rose HPk Lola 50cm,Roses-Standard,Stem,Pink Hot,50,1,1.45,1.45,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,hot lola pink rose,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,57555,Rose Hpk Lola 50cm cs50,Roses-Standard,Stem,Pink Hot,50,1,1.35,1.35,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,hot lola pink rose,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,40368,Rose HPk Lola 60cm,Roses-Standard,Stem,Pink Hot,60,1,1.55,1.55,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,hot lola pink rose,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,40915,Rose HPk Lola 60cm cs100,Roses-Standard,Stem,Pink Hot,60,1,1.45,1.45,100,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,hot lola pink rose,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,40367,Rose HPk Lola 50cm,Roses-Standard,Stem,Pink,50,1,1.45,1.45,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,hot lola pink rose,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,57555,Rose Hpk Lola 50cm cs50,Roses-Standard,Stem,Pink,50,1,1.35,1.35,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,hot lola pink rose,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,40368,Rose HPk Lola 60cm,Roses-Standard,Stem,Pink,60,1,1.55,1.55,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,hot lola pink rose,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,40915,Rose HPk Lola 60cm cs100,Roses-Standard,Stem,Pink,60,1,1.45,1.45,100,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,hot lola pink rose,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,13028,Bq Enchanted 14st 8pk,Bouquets,Bu,Assorted,,14,12.99,12.99,8,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,bq enchanted,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9228956699371338,2025-05-26,2025-06-04
Dvflora,12946,Bq Dreamy Days 10st 12pk,Bouquets,Bu,Assorted,,10,7.09,7.09,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,bq day dreamy,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9228956699371338,2025-05-26,2025-06-04
Dvflora,31698,Calla Lily Mini Pur Picasso 50,Calla lily,Stem,Bicolor,50,1,2.29,2.29,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Mini Calla,579a70c9-95ed-495e-a213-1dfeb34cc7b5,0.9625037908554077,calla lily mini picasso pur,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,29969,Calla Lily Mini Org Mango 50/5,Calla lily,Stem,Orange,50,50,2.29,2.29,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Orange Mini Calla,265839c7-702b-4826-8c90-89de8866f262,0.9689241051673889,5 50 calla lily mango mini orange,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,17818,Calla Lily Mini Org Marmald 50,Calla lily,Stem,Orange,50,1,2.29,2.29,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Orange Mini Calla,265839c7-702b-4826-8c90-89de8866f262,0.9696965217590332,calla lily marmald mini orange,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,36586,Calla Lily Mini Blk Odessa 50c,Calla lily,Stem,Purple,50,1,2.29,2.29,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Cherry Mini Calla,9d133ec5-66b5-4f3f-be00-96519f11b8a7,0.9798960089683533,blk calla lily mini odessa,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,36584,Calla Lily Mini Purple 50cm,Calla lily,Stem,Purple,50,1,2.29,2.29,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Mini Calla,579a70c9-95ed-495e-a213-1dfeb34cc7b5,0.9881737232208252,calla lily mini purple,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,36686,Calla Lily Mini Blk Velvet 40c,Calla lily,Stem,Black,40,1,1.99,1.99,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Mini Calla,579a70c9-95ed-495e-a213-1dfeb34cc7b5,0.9791609048843384,blk calla lily mini velvet,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,38283,Calla Lily Mini Pk Perle 40/4,Calla lily,Stem,Pink Light,40,40,1.99,1.99,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Mini Calla,579a70c9-95ed-495e-a213-1dfeb34cc7b5,0.9369797706604004,4 40 calla lily mini perle pink,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,38284,Calla Lily Mini Pk Perle 50/55,Calla lily,Stem,Pink Light,50,50,2.29,2.29,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Mini Calla,579a70c9-95ed-495e-a213-1dfeb34cc7b5,0.9368588924407959,50 55 calla lily mini perle pink,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,31436,Calla Lily Mini Yel Flxgold 50,Calla lily,Stem,Yellow,50,1,2.29,2.29,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Mini Calla,579a70c9-95ed-495e-a213-1dfeb34cc7b5,0.965202808380127,calla flxgold lily mini yellow,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,27079,Calla Lily Mini Yellow 50cm,Calla lily,Stem,Yellow,50,1,2.29,2.29,10,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Mini Calla,579a70c9-95ed-495e-a213-1dfeb34cc7b5,0.9555832147598267,calla lily mini yellow,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,29367,Calla Lily Mini Asst 50cm 70pk,Calla lily,Stem,Assorted,50,1,1.99,1.99,70,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Mixed Assorted Mini Calla,cf6bb0ff-f433-4341-833a-e0d50faa64bf,0.9887796640396118,assorted calla lily mini,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,36586,Calla Lily Mini Blk Odessa 50c,Calla lily,Stem,Eggplant Purple,50,1,2.29,2.29,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Cherry Mini Calla,9d133ec5-66b5-4f3f-be00-96519f11b8a7,0.9798960089683533,blk calla lily mini odessa,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,42819,Ranunculus Bfly Cream Grace 10,Ranunculus,Bu,Cream,,1,,,,Ranunculus Bfly Cream Grace 10,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,butterfly cream grace ranunculus,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0,2025-05-26,2025-06-04
Dvflora,41439,Calla Lily Mini Pink 50cm,Calla lily,Stem,Pink,50,1,2.29,2.29,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Mini Calla,579a70c9-95ed-495e-a213-1dfeb34cc7b5,0.988947868347168,calla lily mini pink,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,38337,Calla Lily Mini Pink Hot 50cm,Calla lily,Stem,Pink,50,1,2.29,2.29,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Cherry Mini Calla,9d133ec5-66b5-4f3f-be00-96519f11b8a7,0.9869077205657959,calla hot lily mini pink,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,38283,Calla Lily Mini Pk Perle 40/4,Calla lily,Stem,Pink,40,40,1.99,1.99,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Mini Calla,579a70c9-95ed-495e-a213-1dfeb34cc7b5,0.9369797706604004,4 40 calla lily mini perle pink,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,38284,Calla Lily Mini Pk Perle 50/55,Calla lily,Stem,Pink,50,50,2.29,2.29,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Mini Calla,579a70c9-95ed-495e-a213-1dfeb34cc7b5,0.9368588924407959,50 55 calla lily mini perle pink,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,38290,Calla Lily Mini Burg Sumatra 5,Calla lily,Stem,Burgundy,,1,2.29,2.29,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Mini Calla,579a70c9-95ed-495e-a213-1dfeb34cc7b5,0.9513587355613708,burg calla lily mini sumatra,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,41405,Calla Lily Mini Cranb 50/55cm,Calla lily,Stem,Burgundy,50,50,2.29,2.29,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Mixed Assorted Mini Calla,cf6bb0ff-f433-4341-833a-e0d50faa64bf,0.9589130878448486,calla cranb lily mini,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,38092,Calla Lily Mini Red Maj. 50/55,Calla lily,Stem,Burgundy,50,50,2.29,2.29,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Mini Calla,579a70c9-95ed-495e-a213-1dfeb34cc7b5,0.9802959561347961,50 55 calla lily maj mini red,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,33044,Calla Lily Mini Schwarz 50/55c,Calla lily,Stem,Burgundy,50,50,2.29,2.29,10,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Mini Calla,579a70c9-95ed-495e-a213-1dfeb34cc7b5,0.9814630746841431,calla lily mini schwarz,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,39874,Calla Lily Mini White 40cm,Calla lily,Stem,White,40,1,1.99,1.99,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Mini Calla,579a70c9-95ed-495e-a213-1dfeb34cc7b5,0.9893081188201904,calla lily mini white,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,39911,Calla Lily Mini White 50cm,Calla lily,Stem,White,50,1,2.29,2.29,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Mini Calla,579a70c9-95ed-495e-a213-1dfeb34cc7b5,0.9893081188201904,calla lily mini white,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,40077,Calla Lily Mini White 60cm,Calla lily,Stem,White,60,1,2.49,2.49,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Mini Calla,579a70c9-95ed-495e-a213-1dfeb34cc7b5,0.9893081188201904,calla lily mini white,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,36611,Calla Lily Mini Wht Ventura 40,Calla lily,Stem,White,40,1,2.29,2.29,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Mini Calla,579a70c9-95ed-495e-a213-1dfeb34cc7b5,0.9869861602783203,calla lily mini ventura white,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,36612,Calla Lily Mini Wht Ventura 50,Calla lily,Stem,White,50,1,2.49,2.49,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Mini Calla,579a70c9-95ed-495e-a213-1dfeb34cc7b5,0.9869861602783203,calla lily mini ventura white,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,38021,Calla Lily White Open 80/90cm,Calla lily,Stem,White,80,80,2.29,2.29,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Mini Calla,579a70c9-95ed-495e-a213-1dfeb34cc7b5,0.9837443828582764,calla lily open white,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,33998,Calla Lily Wht Magnum,Calla lily,Stem,White,,1,3.99,3.99,5,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Mixed Assorted Mini Calla,cf6bb0ff-f433-4341-833a-e0d50faa64bf,0.9775562882423401,calla lily magnum white,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,20656,Calla Lily Wht Open 80/90 20pk,Calla lily,Stem,White,80,80,2.49,2.49,20,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,White Natural Regular Cut Calla's,a966c3de-c4eb-4065-a89b-d9cdb4793c2b,0.9705587029457092,80 90 calla lily open white,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,17760,Calla Lily Wht Open 90cm 25pk,Calla lily,Stem,White,90,1,1.99,1.99,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Mini Calla,579a70c9-95ed-495e-a213-1dfeb34cc7b5,0.9837443828582764,calla lily open white,Calla's,abc3802a-cdb2-4f92-874a-fe36927e8ec1,0.9851211905479431,2025-05-26,2025-06-04
Dvflora,42819,Ranunculus Bfly Cream Grace 10,Ranunculus,Bu,Butterfly,,1,,,,Ranunculus Bfly Cream Grace 10,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,butterfly cream grace ranunculus,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0,2025-05-26,2025-06-04
Dvflora,45252,Ranunculus Bfly Crm Graces 10s,Ranunculus,Bu,Butterfly,,1,,,,Canada,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Mixed Butterfly Assorted Ranunculus,aed1a749-4598-4309-90c1-e9b370105f33,0.9176092743873596,10 butterfly cream grace ranunculus,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0,2025-05-26,2025-06-04
Dvflora,34867,Ranunculus Bfly Musa,Ranunculus,Bu,Butterfly,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Butterfly Musa Ranunculus,1cf7c998-b6e7-4cf9-b186-83146a1f98d5,0.9779232740402222,butterfly musa ranunculus,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0,2025-05-26,2025-06-04
Dvflora,45708,Ranunculus Bfly Pink Hera 10st,Ranunculus,Bu,Butterfly,,10,,,,Ranunculus Bfly Pink Hera 10st,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Butterfly Hera Ranunculus,02f517ec-ee4c-4ad0-876d-3b460a2183d8,0.9858214855194092,butterfly hera pink ranunculus,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0,2025-05-26,2025-06-04
Dvflora,41364,Ranunculus Bfly Pk Lycia,Ranunculus,Bu,Butterfly,,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Butterfly Lycia Ranunculus,df522393-1755-4bac-97a8-847374519c13,0.970764696598053,butterfly lycia pink ranunculus,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0,2025-05-26,2025-06-04
