competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,unit,color,stem_length,stems_per_unit,unit_price,stem_price,available_units,grower_country,product_url,matched_variety_name,variety_key,variety_score,cleaned_name_used,matched_product_group_name,product_group_key,product_group_score,created_at,eta_date
Dvflora,67366,Rose Pch Shimmer 60cm Cs50,Roses-Standard,Stem,Peach,60,1,1.55,1.55,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Peach Shimmer Roses,30f161ca-f066-4432-8b5e-b0f24e4a36e5,0.9641013741493225,peach rose shimmer,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,53475,Rose Pch Shimmer 70/80cm,Roses-Standard,Stem,Peach,70,70,1.75,1.75,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Peach Shimmer Roses,30f161ca-f066-4432-8b5e-b0f24e4a36e5,0.9641013741493225,peach rose shimmer,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,40952,Garden Rose Gold Mustard x12,Roses-Garden,Stem,Yellow,,12,3.99,3.99,12,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Cream Golden Mustard Garden Roses,31052087-5e26-4a35-a1ad-fbdfacf7b674,0.9770615696907043,garden gold mustard rose,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
Dvflora,40862,Garden Rose Wht Purity x12,Roses-Garden,Stem,White,,12,3.99,3.99,12,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,garden purity rose white,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
Dvflora,37310,Garden Rose Pk Romantic An x12,Roses-Garden,Stem,Pink,,12,2.79,2.79,12,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Romantic Antike Garden Roses,4f6c9885-69da-4575-879a-8e9b778b3111,0.9593411684036255,an garden pink romantic rose,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
Dvflora,13030,Hydrangea Pink Crystal 10pk,Hydrangea,Stem,Pink,,1,5.99,5.99,10,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,crystal hydrangea pink,Hydrangea,3711d6d5-1bf9-491f-8005-af223f9d3203,1.0,2025-05-26,2025-06-04
Dvflora,52219,Rose Org Aloha 50cm,Roses-Standard,Stem,Orange,50,1,1.45,1.45,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,aloha orange rose,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,37158,Garden Rose HPk Baronesse x12,Roses-Garden,Stem,Pink Hot,,12,2.79,2.79,12,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Baronesse Garden Roses,f36906f3-c41b-43e1-85c5-3f436428b97e,0.9778101444244385,baronesse garden hot pink rose,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
Dvflora,13030,Hydrangea Pink Crystal 10pk,Hydrangea,Stem,Pink-Light,,1,5.99,5.99,10,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,crystal hydrangea pink,Hydrangea,3711d6d5-1bf9-491f-8005-af223f9d3203,1.0,2025-05-26,2025-06-04
Dvflora,68638,SpRose Lav Portrait 40/50cm,Roses-Spray,Bu,Lavender,40,40,,,,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Lavender Statice,49c8dc4c-8895-42a9-9d90-66a150b66dc5,0.9508776664733887,lavender portrait,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
Dvflora,37158,Garden Rose HPk Baronesse x12,Roses-Garden,Stem,Pink,,12,2.79,2.79,12,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Baronesse Garden Roses,f36906f3-c41b-43e1-85c5-3f436428b97e,0.9778101444244385,baronesse garden hot pink rose,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9961466789245605,2025-05-26,2025-06-04
Dvflora,56866,SpRose Yel Bora Bora 40/50cm,Roses-Spray,Bu,Yellow,40,40,,,,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Yellow Cream Stock,a497a6b3-f5f0-46c8-98b9-30a4ed980292,0.9558903574943542,bora bora yellow,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
Dvflora,52566,SpRose Org Sensation 40/50cm,Roses-Spray,Bu,Orange,40,40,,,,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,orange sensation,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
Dvflora,13027,Hydrangea Tinted Blue Lt 15pk,Hydrangea,Stem,Blue,,1,2.99,2.99,15,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Blue Premium Hydrangea,390c9ae7-3312-4f98-8985-cbba72e32133,0.9705390334129333,blue hydrangea lt tinted,Hydrangea,3711d6d5-1bf9-491f-8005-af223f9d3203,1.0,2025-05-26,2025-06-04
Dvflora,58807,SpRose Pk Cozumel 40/50cm,Roses-Spray,Bu,Pink,40,40,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,cozumel pink,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
Dvflora,42520,Garden Spray Wht Blanche 6st,Roses-Spray,Bu,White,,6,,,,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Pink Rosanella Garden Spray Roses,622b2004-e3b4-439a-9c1b-2313bb2ba7e8,0.9587582945823669,blanche garden spray white,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
Dvflora,64148,SpRose Htpk Majo 40/50cm Cs6,Roses-Spray,Bu,Pink Hot,40,40,15.99,15.99,6,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,hot majo pink,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
Dvflora,30960,SpRose Htpk Majolica 40/50cm,Roses-Spray,Bu,Pink Hot,40,40,,,,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,hot majolica pink,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
Dvflora,53015,SpRose Htpk Majolica 40/50cm,Roses-Spray,Bu,Pink Hot,40,40,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,hot majolica pink,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
Dvflora,31009,SpRose Htpk Majolica 60cm,Roses-Spray,Bu,Pink Hot,60,1,,,,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,hot majolica pink,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
Dvflora,68636,SpRose Wht Be Loyal 40/50cm,Roses-Spray,Bu,White,40,40,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,be loyal white,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
Dvflora,40947,Rose Yel Brighton 40cm,Roses-Standard,Stem,Yellow,40,1,1.09,1.09,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Yellow Brighton Roses,6cf94d7e-0d53-4cf4-b734-d3909bda388d,0.9880217909812927,brighton rose yellow,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,48892,Rose Yel Brighton 50cm,Roses-Standard,Stem,Yellow,50,1,1.55,1.55,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Yellow Brighton Roses,6cf94d7e-0d53-4cf4-b734-d3909bda388d,0.9880217909812927,brighton rose yellow,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,20314,Rose Yel Brighton 50cm Cs50,Roses-Standard,Stem,Yellow,50,1,1.45,1.45,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Yellow Brighton Roses,6cf94d7e-0d53-4cf4-b734-d3909bda388d,0.9880217909812927,brighton rose yellow,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,48893,Rose Yel Brighton 60cm,Roses-Standard,Stem,Yellow,60,1,1.65,1.65,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Yellow Brighton Roses,6cf94d7e-0d53-4cf4-b734-d3909bda388d,0.9880217909812927,brighton rose yellow,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,27220,Hydrangea 12white/12blue 24pk,Hydrangea,Stem,Blue,,1,2.29,2.29,24,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Lime Apple Green Jumbo Hydrangea,8728e49d-a932-437e-a95e-05866a604ec1,0.9675648212432861,12blue 12white hydrangea,Hydrangea,3711d6d5-1bf9-491f-8005-af223f9d3203,1.0,2025-05-26,2025-06-04
Dvflora,43307,Hydrangea 15White/15blue 30pk,Hydrangea,Stem,Blue,,1,2.29,2.29,30,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Lime Apple Green Jumbo Hydrangea,8728e49d-a932-437e-a95e-05866a604ec1,0.9622005820274353,15blue 15white hydrangea,Hydrangea,3711d6d5-1bf9-491f-8005-af223f9d3203,1.0,2025-05-26,2025-06-04
Dvflora,43478,Hydrangea 5white/5blue 10pack,Hydrangea,Stem,Blue,,1,2.49,2.49,10,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,White Premium 18cm Head Size Hydrangea,e3cfd3c4-3704-4b90-8a7f-7806ab2ed261,0.9671653509140015,10pack 5blue 5white hydrangea,Hydrangea,3711d6d5-1bf9-491f-8005-af223f9d3203,1.0,2025-05-26,2025-06-04
Dvflora,51291,Hydrangea 5wht/5blue 10pk,Hydrangea,Stem,Blue,,1,2.49,2.49,10,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Mixed Select Grade Assorted Hydrangea,7be89b31-e4ff-4a9c-989a-7697f4229b50,0.9170215129852295,5blue 5wht hydrangea,Hydrangea,3711d6d5-1bf9-491f-8005-af223f9d3203,1.0,2025-05-26,2025-06-04
Dvflora,42063,Hydrangea 8wht/8blue/8grn 24pk,Hydrangea,Stem,Blue,,1,1.99,1.99,24,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,White Premium 18cm Head Size Hydrangea,e3cfd3c4-3704-4b90-8a7f-7806ab2ed261,0.9586105346679688,8blue 8grn 8wht hydrangea,Hydrangea,3711d6d5-1bf9-491f-8005-af223f9d3203,1.0,2025-05-26,2025-06-04
Dvflora,64148,SpRose Htpk Majo 40/50cm Cs6,Roses-Spray,Bu,Pink,40,40,15.99,15.99,6,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,hot majo pink,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
Dvflora,30960,SpRose Htpk Majolica 40/50cm,Roses-Spray,Bu,Pink,40,40,,,,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,hot majolica pink,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
Dvflora,53015,SpRose Htpk Majolica 40/50cm,Roses-Spray,Bu,Pink,40,40,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,hot majolica pink,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
Dvflora,31009,SpRose Htpk Majolica 60cm,Roses-Spray,Bu,Pink,60,1,,,,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,hot majolica pink,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
Dvflora,52351,Rose Gr Veggie 50cm,Roses-Standard,Stem,Green,50,1,2.19,2.19,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Green Veggie Roses,4d2446a2-3ba1-4ed3-9b46-53a0dd36640c,0.9586663842201233,green rose veggie,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,27220,Hydrangea 12white/12blue 24pk,Hydrangea,Stem,White,,1,2.29,2.29,24,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Lime Apple Green Jumbo Hydrangea,8728e49d-a932-437e-a95e-05866a604ec1,0.9675648212432861,12blue 12white hydrangea,Hydrangea,3711d6d5-1bf9-491f-8005-af223f9d3203,1.0,2025-05-26,2025-06-04
Dvflora,43307,Hydrangea 15White/15blue 30pk,Hydrangea,Stem,White,,1,2.29,2.29,30,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Lime Apple Green Jumbo Hydrangea,8728e49d-a932-437e-a95e-05866a604ec1,0.9622005820274353,15blue 15white hydrangea,Hydrangea,3711d6d5-1bf9-491f-8005-af223f9d3203,1.0,2025-05-26,2025-06-04
Dvflora,43478,Hydrangea 5white/5blue 10pack,Hydrangea,Stem,White,,1,2.49,2.49,10,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,White Premium 18cm Head Size Hydrangea,e3cfd3c4-3704-4b90-8a7f-7806ab2ed261,0.9671653509140015,10pack 5blue 5white hydrangea,Hydrangea,3711d6d5-1bf9-491f-8005-af223f9d3203,1.0,2025-05-26,2025-06-04
Dvflora,27220,Hydrangea 12white/12blue 24pk,Hydrangea,Stem,Assorted,,1,2.29,2.29,24,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Lime Apple Green Jumbo Hydrangea,8728e49d-a932-437e-a95e-05866a604ec1,0.9675648212432861,12blue 12white hydrangea,Hydrangea,3711d6d5-1bf9-491f-8005-af223f9d3203,1.0,2025-05-26,2025-06-04
Dvflora,43307,Hydrangea 15White/15blue 30pk,Hydrangea,Stem,Assorted,,1,2.29,2.29,30,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Lime Apple Green Jumbo Hydrangea,8728e49d-a932-437e-a95e-05866a604ec1,0.9622005820274353,15blue 15white hydrangea,Hydrangea,3711d6d5-1bf9-491f-8005-af223f9d3203,1.0,2025-05-26,2025-06-04
Dvflora,43478,Hydrangea 5white/5blue 10pack,Hydrangea,Stem,Assorted,,1,2.49,2.49,10,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,White Premium 18cm Head Size Hydrangea,e3cfd3c4-3704-4b90-8a7f-7806ab2ed261,0.9671653509140015,10pack 5blue 5white hydrangea,Hydrangea,3711d6d5-1bf9-491f-8005-af223f9d3203,1.0,2025-05-26,2025-06-04
Dvflora,51291,Hydrangea 5wht/5blue 10pk,Hydrangea,Stem,Assorted,,1,2.49,2.49,10,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Mixed Select Grade Assorted Hydrangea,7be89b31-e4ff-4a9c-989a-7697f4229b50,0.9170215129852295,5blue 5wht hydrangea,Hydrangea,3711d6d5-1bf9-491f-8005-af223f9d3203,1.0,2025-05-26,2025-06-04
Dvflora,42063,Hydrangea 8wht/8blue/8grn 24pk,Hydrangea,Stem,Assorted,,1,1.99,1.99,24,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,White Premium 18cm Head Size Hydrangea,e3cfd3c4-3704-4b90-8a7f-7806ab2ed261,0.9586105346679688,8blue 8grn 8wht hydrangea,Hydrangea,3711d6d5-1bf9-491f-8005-af223f9d3203,1.0,2025-05-26,2025-06-04
Dvflora,57543,SpRose Org Royal Flash 40/50cm,Roses-Spray,Bu,Orange,40,40,,,,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,flash orange royal,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
Dvflora,23835,Rose Wht Tibet 40cm,Roses-Standard,Stem,White,40,1,1.09,1.09,25,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,White Tibet Roses,b1b6b639-31e1-46fa-bd71-be74b64a9471,0.9419409036636353,rose tibet white,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,66826,Rose Wht Tibet 40cm Cs125,Roses-Standard,Stem,White,40,1,0.99,0.99,125,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,White Tibet Roses,b1b6b639-31e1-46fa-bd71-be74b64a9471,0.9419409036636353,rose tibet white,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,23881,Rose Wht Tibet 50cm,Roses-Standard,Stem,White,50,1,1.55,1.55,25,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,White Tibet Roses,b1b6b639-31e1-46fa-bd71-be74b64a9471,0.9419409036636353,rose tibet white,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,24612,Rose Wht Tibet 50cm Cs50,Roses-Standard,Stem,White,50,1,1.55,1.55,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,White Tibet Roses,b1b6b639-31e1-46fa-bd71-be74b64a9471,0.9419409036636353,rose tibet white,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,30551,Rose Wht Tibet 50cm Cs50,Roses-Standard,Stem,White,50,1,1.45,1.45,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,White Tibet Roses,b1b6b639-31e1-46fa-bd71-be74b64a9471,0.9419409036636353,rose tibet white,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,54415,Rose Wht Tibet 50cm DVF,Roses-Standard,Stem,White,50,1,1.55,1.55,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,dvf rose tibet white,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,39798,Rose Wht Tibet 60cm,Roses-Standard,Stem,White,60,1,1.65,1.65,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,White Tibet Roses,b1b6b639-31e1-46fa-bd71-be74b64a9471,0.9419409036636353,rose tibet white,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,30609,Rose Wht Tibet 60cm Cs50,Roses-Standard,Stem,White,60,1,1.55,1.55,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,White Tibet Roses,b1b6b639-31e1-46fa-bd71-be74b64a9471,0.9419409036636353,rose tibet white,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,17375,Hydrangea Green Mojito Sel 10p,Hydrangea,Stem,Green,,1,2.79,2.79,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Green Mojito Mini Hydrangea,e2ded6cb-7c73-45b9-9d40-62da9a4c1d81,0.9767985343933105,green hydrangea mojito select,Hydrangea,3711d6d5-1bf9-491f-8005-af223f9d3203,1.0,2025-05-26,2025-06-04
Dvflora,43493,Hydrangea Green Mojito Sel 30p,Hydrangea,Stem,Green,,1,2.59,2.59,30,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Green Mojito Mini Hydrangea,e2ded6cb-7c73-45b9-9d40-62da9a4c1d81,0.9767985343933105,green hydrangea mojito select,Hydrangea,3711d6d5-1bf9-491f-8005-af223f9d3203,1.0,2025-05-26,2025-06-04
Dvflora,17375,Hydrangea Green Mojito Sel 10p,Hydrangea,Stem,Green-Light,,1,2.79,2.79,10,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Green Mojito Mini Hydrangea,e2ded6cb-7c73-45b9-9d40-62da9a4c1d81,0.9767985343933105,green hydrangea mojito select,Hydrangea,3711d6d5-1bf9-491f-8005-af223f9d3203,1.0,2025-05-26,2025-06-04
Dvflora,43493,Hydrangea Green Mojito Sel 30p,Hydrangea,Stem,Green-Light,,1,2.59,2.59,30,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Green Mojito Mini Hydrangea,e2ded6cb-7c73-45b9-9d40-62da9a4c1d81,0.9767985343933105,green hydrangea mojito select,Hydrangea,3711d6d5-1bf9-491f-8005-af223f9d3203,1.0,2025-05-26,2025-06-04
Dvflora,55618,Hydrangea Antique Red Sel 40pk,Hydrangea,Stem,Green-Antique,,1,3.69,3.69,40,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Red Antique Select Hydrangea,8547486c-3b47-47c7-8705-81cffa06ace1,0.9918375015258789,antique hydrangea red select,Hydrangea,3711d6d5-1bf9-491f-8005-af223f9d3203,1.0,2025-05-26,2025-06-04
Dvflora,33702,Hydrangea Green Antique XLG,Hydrangea,Stem,Green-Antique,,1,5.99,5.99,16,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Green Antique Premium Hydrangea,9a635e7a-9dc3-4904-98d6-be205202bcdb,0.9914350509643555,antique green hydrangea xlg,Hydrangea,3711d6d5-1bf9-491f-8005-af223f9d3203,1.0,2025-05-26,2025-06-04
Dvflora,20502,SpRose Yel Bril Star Lemon 50c,Roses-Spray,Bu,Yellow,50,1,,,,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,bril lemon star yellow,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
Dvflora,31029,SpRose Org Babe 40/50cm,Roses-Spray,Bu,Orange,40,40,,,,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,babe orange,Spray Roses,f65b435b-c531-4639-99d9-2805fb8cd131,0.9855429530143738,2025-05-26,2025-06-04
Dvflora,29636,Rose Lav Cool Water 50cm,Roses-Standard,Stem,Lavender,50,1,1.45,1.45,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Lavender Cool Water Roses,13dc59bb-fe49-454f-bf15-40c0655ef9ce,0.989530622959137,cool lavender rose water,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,51034,Rose Lav Cool Water 50cm Cs50,Roses-Standard,Stem,Lavender,50,1,1.35,1.35,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Lavender Cool Water Roses,13dc59bb-fe49-454f-bf15-40c0655ef9ce,0.989530622959137,cool lavender rose water,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,52809,Rose Lav Cool Water 50cm DVF,Roses-Standard,Stem,Lavender,50,1,1.79,1.79,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Lavender Cool Water Roses,13dc59bb-fe49-454f-bf15-40c0655ef9ce,0.9578468203544617,cool dvf lavender rose water,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,30839,Rose Lav Cool Water 60cm,Roses-Standard,Stem,Lavender,60,1,1.55,1.55,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Lavender Cool Water Roses,13dc59bb-fe49-454f-bf15-40c0655ef9ce,0.989530622959137,cool lavender rose water,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,30174,Rose Lav Cool Water 60cm Cs50,Roses-Standard,Stem,Lavender,60,1,1.45,1.45,50,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Lavender Cool Water Roses,13dc59bb-fe49-454f-bf15-40c0655ef9ce,0.989530622959137,cool lavender rose water,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,51178,Rose Lav Cool Water 60cm Cs50,Roses-Standard,Stem,Lavender,60,1,1.45,1.45,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Lavender Cool Water Roses,13dc59bb-fe49-454f-bf15-40c0655ef9ce,0.989530622959137,cool lavender rose water,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.8206237554550171,2025-05-26,2025-06-04
Dvflora,55618,Hydrangea Antique Red Sel 40pk,Hydrangea,Stem,Green,,1,3.69,3.69,40,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Red Antique Select Hydrangea,8547486c-3b47-47c7-8705-81cffa06ace1,0.9918375015258789,antique hydrangea red select,Hydrangea,3711d6d5-1bf9-491f-8005-af223f9d3203,1.0,2025-05-26,2025-06-04
