competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,unit,color,stem_length,stems_per_unit,unit_price,price_per_stem,available_units,grower_country,product_url,matched_variety_name,variety_key,variety_score,matched_product_group_name,product_group_key,product_group_score,created_at
Dvflora,23186,Pom Pon Ylw Daisy Factor 12pk,Pom Pons,Bu,Yellow,,1,4.79,4.79,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,,,,2025-05-12
Dvflora,68712,Rose Gr Lemonade,Roses-Standard,Stem,Green,40,1,1.19,1.19,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Lemonade Roses green - light,2baa4433-e80d-426e-b5ca-a724403af683,0.9178615808486938,,,,2025-05-12
Dvflora,51791,Rose Gr Lemonade,Roses-Standard,Stem,Green,50,1,1.69,1.69,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Lemonade Roses green - light,2baa4433-e80d-426e-b5ca-a724403af683,0.9178615808486938,,,,2025-05-12
Dvflora,51792,Rose Gr Lemonade,Roses-Standard,Stem,Green,60,1,1.79,1.79,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,Lemonade Roses green - light,2baa4433-e80d-426e-b5ca-a724403af683,0.9178615808486938,,,,2025-05-12
Dvflora,59172,Pom Pon Blue Ocean Prp Sapphir,Pom Pons,Bu,Purple,,1,6.79,6.79,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,,,,2025-05-12
Dvflora,62127,Rose Org Crush,Roses-Standard,Stem,Orange,40,1,1.29,1.29,25,South America,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,,,,2025-05-12
Dvflora,52030,Rose Org Crush,Roses-Standard,Stem,Orange,50,1,1.79,1.79,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,,,,2025-05-12
Dvflora,30410,Rose Org Crush cs100,Roses-Standard,Stem,Orange,50,1,1.69,1.69,100,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,,,,2025-05-12
Dvflora,30549,Rose Org Crush Cs50,Roses-Standard,Stem,Orange,50,1,1.69,1.69,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,,,,2025-05-12
Dvflora,43875,Rose Org Crush Cs50,Roses-Standard,Stem,Orange,50,1,1.69,1.69,50,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,,,,2025-05-12
Dvflora,52031,Rose Org Crush,Roses-Standard,Stem,Orange,60,1,1.89,1.89,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,,,,2025-05-12
Dvflora,59172,Pom Pon Blue Ocean Prp Sapphir,Pom Pons,Bu,Blue,,1,6.79,6.79,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,,,,2025-05-12
Dvflora,59187,Pom Pon Blue Ocean Asst 18pk,Pom Pons,Bu,Assorted,,1,6.79,6.79,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,,,,2025-05-12
Dvflora,59187,Pom Pon Blue Ocean Asst 18pk,Pom Pons,Bu,Blue,,1,6.79,6.79,18,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,,,,2025-05-12
Dvflora,59596,Pom Pon Nov. Purple Aipom 5pk,Pom Pons,Bu,Purple,,1,4.59,4.59,5,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,,,,2025-05-12
Dvflora,59720,Pom Pon Novelty Prp Amaze 6pk,Pom Pons,Bu,Purple,,1,4.79,4.79,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,,,,2025-05-12
Dvflora,23323,Pom Pon Purple Delirock,Pom Pons,Bu,Purple,,1,3.59,3.59,24,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,,,,2025-05-12
Dvflora,60961,Pom Pon Novelty Ying Yang,Pom Pons,Bu,White,,1,3.79,3.79,24,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,,,,2025-05-12
Dvflora,52156,Pom Pon White Eagle 6pk,Pom Pons,Bu,White,,1,5.49,5.49,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,,,,2025-05-12
Dvflora,54777,Pom Pon Nov. Shortcake 12pk,Pom Pons,Bu,Bicolor,,1,5.49,5.49,12,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,,,,2025-05-12
Dvflora,54825,Pom Pon Nov. Shortcake 6pk,Pom Pons,Bu,Bicolor,,1,5.79,5.79,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,,,,2025-05-12
Dvflora,54799,Pom Pon Nov Green Alemani 6pk,Pom Pons,Bu,Green,,1,4.29,4.29,6,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,,,,2025-05-12
Dvflora,54577,Pom Pon Nov. Yellow Lennox,Pom Pons,Bu,Yellow,,1,,,,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,,,,2025-05-12
Dvflora,67634,Pom Pon Novelty Pink Amaze,Pom Pons,Bu,Pink,,1,,,,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,,,,2025-05-12
Dvflora,23148,Pom Pon White Daisy Atlantis,Pom Pons,Bu,White,,1,3.19,3.19,26,Colombia,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,,,,2025-05-12
Dvflora,30710,Rose HPk Country Blues,Roses-Standard,Stem,Pink,50,1,1.89,1.89,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,,,,2025-05-12
Dvflora,24959,Rose HPk Country Blues,Roses-Standard,Stem,Pink,60,1,1.99,1.99,25,Ecuador,https://shop.dvflora.com/cgi-bin/dv.sh/nfprod-list.w?CustCode=DVGuest,,,,,,,2025-05-12
