competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,unit,color,stem_length,stems_per_unit,unit_price,price_per_stem,matched_variety_name,variety_key,variety_score,matched_product_group_name,product_group_key,product_group_score,created_at,eta_date
Flowermarketplace,2212074,Astrantia Burgundy,Astrantia,Bunch,Burgundy,60,1,18.89,18.89,Pink Astrantia,592d1f9d-d7a5-44c8-a2dd-31e033e6d644,0.993248701095581,Astrantia,dec31f8d-05ae-40dd-8d32-369bd1f36169,1.0,2025-05-07,2025-05-08
Flowermarketplace,2214861,Astrantia Pink,Astrantia,Bunch,Pink,60,1,18.89,18.89,Pink Astrantia,592d1f9d-d7a5-44c8-a2dd-31e033e6d644,0.993248701095581,Astrantia,dec31f8d-05ae-40dd-8d32-369bd1f36169,1.0,2025-05-07,2025-05-08
Flowermarketplace,2221165,AUSTRALIAN MIX MIX 10 BU/BX MIX,australian mix,Bunch,Assorted,,1,14.44,14.44,,,,,,,2025-05-07,2025-05-08
Flowermarketplace,2134966,Baby Blue Euc. Green 16 BU/BX,Baby Blue Euc.,Bunch,Green,6065,1,15.0,15.0,,,,,,,2025-05-07,2025-05-08
Flowermarketplace,2220775,Baby Blue Euc. GREEN 8 BU/BX,Baby Blue Euc.,Bunch,Green,60,1,15.44,15.44,,,,,,,2025-05-07,2025-05-08
Flowermarketplace,2270310,Bayleaf Green 10 BU/BX,bayleaf,Bunch,Green,60,1,19.89,19.89,,,,Bay Leaf,6b53fe9a-1bb0-467d-b6cd-90f28603d29d,0.8385019302368164,2025-05-07,2025-05-08
Flowermarketplace,2270312,Bayleaf Green 25 BU/BX,bayleaf,Bunch,Green,60,1,19.89,19.89,,,,Bay Leaf,6b53fe9a-1bb0-467d-b6cd-90f28603d29d,0.8385019302368164,2025-05-07,2025-05-08
Flowermarketplace,2220769,Beargrass Green 20 BU/BX,Beargrass,Bunch,Green,6070,1,3.89,3.89,,,,,,,2025-05-07,2025-05-08
Flowermarketplace,2134968,Beargrass Green 40 BU/BX,Beargrass,Bunch,Green,7080,1,3.67,3.67,,,,,,,2025-05-07,2025-05-08
Flowermarketplace,2258295,BIRCH BRANCHES Gold W/GLITTER 30BU/BX,birch branches,Bunch,Yellow,,1,13.22,13.22,,,,,,,2025-05-07,2025-05-08
Flowermarketplace,2271358,BIRCH BRANCHES White FROSTED SNOW 15BU/BX.,birch branches,Bunch,White,,1,13.22,13.22,,,,,,,2025-05-07,2025-05-08
Flowermarketplace,2131083,Birds of Paradise,"Bouquets, Tropicals",Stems,,7075,1,2.8,2.8,Birds Of Paradise Strelitzia,441361b3-347d-4e8e-bddd-a49a188c45ad,0.9553606510162354,,,,2025-05-07,2025-05-08
Flowermarketplace,2143945,Bouquet Salal Green Bqt,bouquet salal,Bunch,Green,60,1,7.22,7.22,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.8181103467941284,2025-05-07,2025-05-08
Flowermarketplace,2131085,Brassica Kale Assorted,brassica-kale spx,Stems,,50,1,3.2,3.2,,,,,,,2025-05-07,2025-05-08
Flowermarketplace,2089904,Brassica Kale Green,Brassica (Kale),Stems,,50,1,3.2,3.2,,,,,,,2025-05-07,2025-05-08
Flowermarketplace,29,BUTTON YELLOW,Pompon,Bunch,Yellow,,1,5.0,5.0,,,,,,,2025-05-07,2025-05-08
