competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,unit,stem_length,stems_per_unit,price_per_stem,matched_variety_name,variety_key,variety_score,matched_product_group_name,product_group_key,product_group_score,created_at,eta_date
Flowermarketplace,2077151,Carns Vintage Peach Lege Marrone Std,Carnation,Stems,,1,0.68,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2131494,Carns Vintage Terracota Caramel Fancy,Carnations,Stems,,1,0.75,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,1859518,Carns Vintage Terracota Caramel Select,Carnations,Stems,,1,0.93,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,1858070,Carns White Moonlight Fancy,Carnation,Stems,,1,0.88,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,1858073,Carns White Moonlight Select,Carnation,Stems,,1,0.93,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,1860422,Carns White Moonlight Std,Carnations,Stems,,1,0.68,,,,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-09,2025-05-10
Flowermarketplace,2219750,Cat Palm Geen,cat palm,Bunch,80,1,9.44,Cat Palm,34b84b6d-180b-4a33-abc5-c0aafaa2528d,0.9675179123878479,,,,2025-05-09,2025-05-10
Flowermarketplace,2172357,Cat Palm Green,cat palm,Bunch,70,1,8.78,Cat Palm,34b84b6d-180b-4a33-abc5-c0aafaa2528d,1.0000001192092896,,,,2025-05-09,2025-05-10
Flowermarketplace,2215970,Cherry Blossom Pink Large,cherry blossom,Bunch,,1,44.33,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2215974,Cherry Blossom White Large,cherry blossom,Bunch,,1,44.33,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2215976,Cherry Blossom White Medium 4,cherry blossom,Bunch,,1,28.78,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2261258,CHILEAN MIX MIX MIX 20 BU/BX,chilean mix,Bunch,,1,17.67,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2228390,Chocolate Lace Green 10BU/BX.,chocolate lace,Bunch,6070,1,22.11,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2271352,CHRY DISBUD BALL PINK LYCHEE,chry disbud ball,Stems,70,1,1.87,"Valentine Disbud Assorted (White, Pink, Purple) Chrysanthemum Disbuds/ Mums",1d56cc55-bc0a-4551-86bf-882c612ef7ce,0.9878401756286621,Chrysanthemum Disbuds/ Mums,73eebcd2-6c71-4e23-939a-410a82bd675a,0.9883681535720825,2025-05-09,2025-05-10
Flowermarketplace,2220963,Cleopatra Fern Green 15BU/BX,cleopatra fern,Bunch,40,1,5.56,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2134976,Cocculus Green 20 BU/BX,Cocculus,Bunch,65,1,7.78,,,,Cocculus,7c6b80d8-ab63-4b26-9e3c-63c4ec632365,1.0,2025-05-09,2025-05-10
Flowermarketplace,2274330,Cocculus Green 30 BU/BX.,Cocculus,Bunch,60,1,7.78,,,,Cocculus,7c6b80d8-ab63-4b26-9e3c-63c4ec632365,1.0,2025-05-09,2025-05-10
Flowermarketplace,2221081,Cocculus GREEN FLORIDA 20 BU/BX,Cocculus,Bunch,60,1,8.33,,,,Cocculus,7c6b80d8-ab63-4b26-9e3c-63c4ec632365,1.0,2025-05-09,2025-05-10
Flowermarketplace,2146604,CONFETTI EASTER,roses,Stems,50,1,2.26,,,,Roses,7a68bebd-2346-4e73-9906-a7665c22ce20,0.9801033735275269,2025-05-09,2025-05-10
Flowermarketplace,2210518,Coontie Green 15 BU/BX,coontie,Bunch,60,1,6.56,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2270546,Copper Beech RED 10 BU/BX,copper beech,Bunch,,1,22.11,,,,Copper Beech,6ef11896-c551-4772-963f-f732d5c019e2,0.993827223777771,2025-05-09,2025-05-10
Flowermarketplace,47,CREMON WHITE,Mums Disbud,Bunch,,1,9.78,,,,Chrysanthemum Disbuds/ Mums,73eebcd2-6c71-4e23-939a-410a82bd675a,0.9734145402908325,2025-05-09,2025-05-10
Flowermarketplace,9525,CREMON YELLOW,Mums Disbud,Bunch,,1,9.25,,,,Chrysanthemum Disbuds/ Mums,73eebcd2-6c71-4e23-939a-410a82bd675a,0.9734145402908325,2025-05-09,2025-05-10
Flowermarketplace,2148464,Curly Willow Lg Brown LARGE 10 BU/BX 8,curly willow lg,Bunch,,1,388.89,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2138219,Curly Willow Med. Brown MEDIUM 10 BU/BX 4,"Curly Willow, Curly Willow Med.",Bunch,,1,164.44,,,,Willow,98b1739e-8152-4985-9f3a-6d2b60b46aae,0.8683974742889404,2025-05-09,2025-05-10
Flowermarketplace,326493,CURLY WILLOW TIPS,"Branches, Curly Willow",Bunch,,1,8.93,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2138221,Curly Willow Tips BROWN/GREEN TIPS 10 BU/BX 3,"Curly Willow, Curly Willow Tips",Bunch,,1,97.78,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,328569,CUSHION YELLOW,Pompon,Bunch,,1,4.95,,,,,,,2025-05-09,2025-05-10
Flowermarketplace,2219999,DELPHINIUM ASSORTED,Flowers,Bunch,,1,11.35,Blue Delphinium,8994743a-f7d4-4dfd-adea-950a288f42a2,0.9971767663955688,,,,2025-05-09,2025-05-10
Flowermarketplace,2236334,Delphinium Assorted HYBRID 15BU/BX,Delphinium,Bunch,90,1,22.11,Hybrid Dark Blue Delphinium,c283701c-2a8f-45d0-a95f-33dbfc1aee88,0.9909422993659973,Delphinium,decde47b-6c08-4330-88cd-78d642cf8823,1.0000001192092896,2025-05-09,2025-05-10
Flowermarketplace,2271807,DELPHINIUM HYBRID BLUE,Delphinium,Bunch,70,1,13.19,Hybrid White Delphinium,88f3b515-a55b-4f00-9c17-a84d774209d4,0.9966180324554443,Delphinium,decde47b-6c08-4330-88cd-78d642cf8823,1.0000001192092896,2025-05-09,2025-05-10
Flowermarketplace,2261130,DELPHINIUM WHITE,Delphinium,Bunch,70,1,13.19,Blue Delphinium,8994743a-f7d4-4dfd-adea-950a288f42a2,0.9971767663955688,Delphinium,decde47b-6c08-4330-88cd-78d642cf8823,1.0000001192092896,2025-05-09,2025-05-10
Flowermarketplace,2271600,Delphinium White Belladonna &#8211; 20BU/HMP,Delphinium,Bunch,80,1,26.56,Belladonna Dark Blue Delphinium,88f6174f-e8a1-4c00-b99f-7938f1179e1f,0.9829457402229309,Delphinium,decde47b-6c08-4330-88cd-78d642cf8823,1.0000001192092896,2025-05-09,2025-05-10
Flowermarketplace,2267184,Dianthus SPX Solomio ROSE Light Pink,dianthus spx,Bunch,,10,8.55,Solomio Rose Dianthus,229bf19a-e93d-4a95-91fb-182d82a0278f,0.998062252998352,Dianthus,67cf5a2d-f8ce-4a3c-a9df-d3a328aabc09,0.9899991750717163,2025-05-09,2025-05-10
