competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,unit,stem_length,stems_per_unit,stem_price,created_at,eta_date
FlowerMarketplace,2276990,CHAMELAUCIUM MAYA 35gram,chamelaucium,Stems,70,1,5.08,2025-06-02,2025-06-10
FlowerMarketplace,2162243,CINEREA METAL COPPER 150 Green,dried,Bunch,,1,11.6,2025-06-02,2025-06-10
FlowerMarketplace,2162241,CINEREA METAL GOLD 150 Green,dried,Bunch,,1,11.6,2025-06-02,2025-06-10
FlowerMarketplace,2162244,CINEREA METAL RED 150 Green,dried,Bunch,,1,11.6,2025-06-02,2025-06-10
FlowerMarketplace,2162242,CINEREA METAL SILVER 150 Green,dried,Bunch,,1,11.6,2025-06-02,2025-06-10
FlowerMarketplace,2162245,CINEREA SILVER 150 Green,dried,Bunch,,1,11.6,2025-06-02,2025-06-10
FlowerMarketplace,2276992,CLEMATIS AMAZING BLUE OSLO,Clematis,Stems,50,1,2.13,2025-06-02,2025-06-10
FlowerMarketplace,2276994,CLEMATIS AMAZING BLUE OSLO,Clematis,Stems,50,1,1.85,2025-06-02,2025-06-10
FlowerMarketplace,2276996,CLEMATIS AMAZING LONDON,Clematis,Stems,60,1,3.23,2025-06-02,2025-06-10
FlowerMarketplace,2276998,CLEMATIS AMAZING LONDON,Clematis,Stems,60,1,2.8,2025-06-02,2025-06-10
FlowerMarketplace,2277000,CLEMATIS AMAZING MIAMI,Clematis,Stems,60,1,3.65,2025-06-02,2025-06-10
FlowerMarketplace,2277002,CLEMATIS AMAZING MIAMI,Clematis,Stems,60,1,3.18,2025-06-02,2025-06-10
FlowerMarketplace,2277004,CLEMATIS AMAZING ROME,Clematis,Stems,70,1,3.9,2025-06-02,2025-06-10
FlowerMarketplace,2277006,CLEMATIS BLUE PIROUETTE,Clematis,Stems,50,1,2.1,2025-06-02,2025-06-10
FlowerMarketplace,2277008,CLEMATIS BLUE PIROUETTE,Clematis,Stems,50,1,1.83,2025-06-02,2025-06-10
FlowerMarketplace,2277010,CLEMATIS BLUE PIROUETTE,Clematis,Stems,60,1,3.43,2025-06-02,2025-06-10
FlowerMarketplace,2277012,CLEMATIS KANSAS,Clematis,Stems,60,1,5.2,2025-06-02,2025-06-10
FlowerMarketplace,2277014,CLEMATIS KANSAS,Clematis,Stems,60,1,4.53,2025-06-02,2025-06-10
FlowerMarketplace,2277016,CLEMATIS PODS,Clematis,Stems,60,1,3.6,2025-06-02,2025-06-10
FlowerMarketplace,2277018,CLEMATIS PODS,Clematis,Stems,60,1,3.13,2025-06-02,2025-06-10
FlowerMarketplace,2277020,CLEMATIS PODS,Clematis,Stems,70,1,3.75,2025-06-02,2025-06-10
FlowerMarketplace,2277022,CLEMATIS PODS,Clematis,Stems,70,1,3.25,2025-06-02,2025-06-10
FlowerMarketplace,2277024,CLEMATIS STAR RIVER,Clematis,Stems,50,1,2.85,2025-06-02,2025-06-10
FlowerMarketplace,2277026,CLEMATIS STAR RIVER,Clematis,Stems,50,1,2.48,2025-06-02,2025-06-10
FlowerMarketplace,2277028,CLEMATIS STAR RIVER,Clematis,Stems,60,1,4.68,2025-06-02,2025-06-10
FlowerMarketplace,2277030,CLEMATIS STAR RIVER,Clematis,Stems,60,1,4.08,2025-06-02,2025-06-10
FlowerMarketplace,2277032,CLEMATIS STAR RIVER,Clematis,Stems,70,1,4.2,2025-06-02,2025-06-10
FlowerMarketplace,2277034,CLEMATIS STAR RIVER,Clematis,Stems,70,1,3.65,2025-06-02,2025-06-10
FlowerMarketplace,2163768,COMBO BOX ARUBA,Tropical,Bunch,,1,95.94,2025-06-02,2025-06-10
FlowerMarketplace,2163762,COMBO BOX CAPRICHO,Tropical,Bunch,,1,93.6,2025-06-02,2025-06-10
FlowerMarketplace,2193802,COMBO BOX CAPRICHO,Tropical,Bunch,,1,81.91,2025-06-02,2025-06-10
FlowerMarketplace,2163770,COMBO BOX CARIBE,Tropical,Bunch,,10,9.59,2025-06-02,2025-06-10
FlowerMarketplace,2193804,COMBO BOX ESCARLATA,Tropical,Bunch,,1,81.91,2025-06-02,2025-06-10
FlowerMarketplace,2163760,COMBO BOX FIESTA,Tropical,Bunch,,52,1.94,2025-06-02,2025-06-10
FlowerMarketplace,2163772,COMBO BOX JUNGLE MIX,Tropical,Box,,115,0.63,2025-06-02,2025-06-10
FlowerMarketplace,2163766,COMBO BOX LIMBO,Tropical,Bunch,,1,107.64,2025-06-02,2025-06-10
FlowerMarketplace,2163752,COMBO BOX MINI FIESTA,Tropical,Box,,1,72.53,2025-06-02,2025-06-10
FlowerMarketplace,2163764,COMBO BOX TABASCO,Tropical,Bunch,,1,105.3,2025-06-02,2025-06-10
FlowerMarketplace,2163758,COMBO BOX ZAPARA,Tropical,Bunch,,1,72.53,2025-06-02,2025-06-10
FlowerMarketplace,2277036,CORNUS RED,Cornus,Stems,150,1,1.75,2025-06-02,2025-06-10
FlowerMarketplace,2277038,CORNUS RED,Cornus,Bunch,150,1,1.53,2025-06-02,2025-06-10
FlowerMarketplace,2277040,CRASPEDIA GLOBOSA,Craspedia,Bunch,60,1,0.95,2025-06-02,2025-06-10
FlowerMarketplace,2277042,CRASPEDIA GLOBOSA,Craspedia,Bunch,60,1,0.83,2025-06-02,2025-06-10
FlowerMarketplace,2277044,CRASPEDIA GLOBOSA,Craspedia,Bunch,70,1,1.13,2025-06-02,2025-06-10
FlowerMarketplace,2277046,CRASPEDIA GLOBOSA,Craspedia,Stems,70,1,0.98,2025-06-02,2025-06-10
FlowerMarketplace,2277048,CRASPEDIA GLOBOSA PAINTBALL POP,Craspedia,Stems,70,1,1.98,2025-06-02,2025-06-10
FlowerMarketplace,2227852,CREMON PEACH,Disbud,Bunch,,1,8.09,2025-06-02,2025-06-10
FlowerMarketplace,2161273,CURLY WILLOW TIPS,greens,Bunch,,1,8.79,2025-06-02,2025-06-10
FlowerMarketplace,2277050,CUTGREENS DRACAENA MASSANGEANA,cutgreens,Stems,60,1,2.55,2025-06-02,2025-06-10
FlowerMarketplace,2277051,CYMBIDIUM ASSORTED 8/11bl,Cymbidium,Stems,,8,4.46,2025-06-02,2025-06-10
FlowerMarketplace,2277053,CYMBIDIUM BRYCE 8/11bl,Cymbidium,Stems,,8,4.99,2025-06-02,2025-06-10
FlowerMarketplace,2277055,CYMBIDIUM BUTTERBALL 8/11bl,Cymbidium,Stems,,8,5.11,2025-06-02,2025-06-10
FlowerMarketplace,2277057,CYMBIDIUM CANDY 8/11bl,Cymbidium,Stems,,8,4.99,2025-06-02,2025-06-10
FlowerMarketplace,2277059,CYMBIDIUM CASCADE 8/11bl,Cymbidium,Stems,,8,4.3,2025-06-02,2025-06-10
FlowerMarketplace,2277061,CYMBIDIUM CASCADE 8/11bl,Cymbidium,Stems,,8,3.74,2025-06-02,2025-06-10
FlowerMarketplace,2277063,CYMBIDIUM CASCADE 8/11bl,Cymbidium,Stems,,8,4.99,2025-06-02,2025-06-10
FlowerMarketplace,2277065,CYMBIDIUM COOKSBRIDGE 8/11bl,Cymbidium,Stems,,8,4.99,2025-06-02,2025-06-10
FlowerMarketplace,2277067,CYMBIDIUM DELMONTE 12/15bl,Cymbidium,Stems,,12,5.25,2025-06-02,2025-06-10
FlowerMarketplace,2277069,CYMBIDIUM DELMONTE 12/15bl,Cymbidium,Stems,,12,4.57,2025-06-02,2025-06-10
FlowerMarketplace,2277071,CYMBIDIUM DELMONTE 8/11bl,Cymbidium,Stems,,8,4.99,2025-06-02,2025-06-10
FlowerMarketplace,2277073,CYMBIDIUM JOAL 8/11bl,Cymbidium,Stems,,8,4.62,2025-06-02,2025-06-10
FlowerMarketplace,2277075,CYMBIDIUM MINI ASSORTED,Cymbidium,Stems,30,1,9.78,2025-06-02,2025-06-10
FlowerMarketplace,2277077,CYMBIDIUM MINI ASSORTED,Cymbidium,Stems,30,1,8.5,2025-06-02,2025-06-10
FlowerMarketplace,2277079,CYMBIDIUM MINI ASSORTED,Cymbidium,Stems,40,1,11.9,2025-06-02,2025-06-10
FlowerMarketplace,2277081,CYMBIDIUM MINI ASSORTED,Cymbidium,Stems,40,1,10.35,2025-06-02,2025-06-10
FlowerMarketplace,2277083,CYMBIDIUM MINI ROSANNA SHAW,Cymbidium,Stems,50,1,18.98,2025-06-02,2025-06-10
FlowerMarketplace,2277085,CYMBIDIUM MINI ROSANNA SHAW,Cymbidium,Stems,50,1,16.5,2025-06-02,2025-06-10
FlowerMarketplace,2277087,CYMBIDIUM TREASURE 12/15bl,Cymbidium,Stems,,12,5.67,2025-06-02,2025-06-10
FlowerMarketplace,2277089,CYMBIDIUM TREASURE 12/15bl,Cymbidium,Stems,,12,4.94,2025-06-02,2025-06-10
FlowerMarketplace,2277091,CYMBIDIUM VALLEY OF FIRE 8/11bl,Cymbidium,Stems,,8,5.61,2025-06-02,2025-06-10
FlowerMarketplace,2163478,DAHLIA AMORA,Dahlia,Stems,,5,0.8,2025-06-02,2025-06-10
FlowerMarketplace,2163504,DAHLIA ASSORTED,Dahlia,Stems,,5,0.8,2025-06-02,2025-06-10
FlowerMarketplace,2163480,DAHLIA CAFé AULAIT,Dahlia,Stems,,5,0.8,2025-06-02,2025-06-10
FlowerMarketplace,2277093,DAHLIA DEC ESLI,Dahlia,Stems,45,1,9.93,2025-06-02,2025-06-10
FlowerMarketplace,2277095,DAHLIA DEC ESLI,Dahlia,Stems,45,1,8.63,2025-06-02,2025-06-10
FlowerMarketplace,2277097,DAHLIA DIANAS MEMORY,Dahlia,Stems,55,1,9.45,2025-06-02,2025-06-10
FlowerMarketplace,2277099,DAHLIA DIANAS MEMORY,Dahlia,Stems,55,1,8.23,2025-06-02,2025-06-10
FlowerMarketplace,2163482,DAHLIA FOX MAROON,Dahlia,Stems,,5,0.8,2025-06-02,2025-06-10
FlowerMarketplace,2163484,DAHLIA FOX ORANGE,Dahlia,Stems,,5,0.8,2025-06-02,2025-06-10
FlowerMarketplace,2163486,DAHLIA GARNET,Dahlia,Stems,,5,0.8,2025-06-02,2025-06-10
FlowerMarketplace,2277101,DAHLIA HAPPY HOUR,Dahlia,Stems,60,1,9.73,2025-06-02,2025-06-10
FlowerMarketplace,2277103,DAHLIA HAPPY HOUR,Dahlia,Stems,60,1,8.45,2025-06-02,2025-06-10
FlowerMarketplace,2163488,DAHLIA KARMA CHOCOLATE,Dahlia,Stems,,5,0.8,2025-06-02,2025-06-10
FlowerMarketplace,2163492,DAHLIA KARMA CORONA,Dahlia,Stems,,5,0.8,2025-06-02,2025-06-10
FlowerMarketplace,2163490,DAHLIA KARMA CORONA PINK,Dahlia,Stems,,5,0.8,2025-06-02,2025-06-10
FlowerMarketplace,2277105,DAHLIA MAARTEN ZWAAN,Dahlia,Stems,60,1,8.7,2025-06-02,2025-06-10
FlowerMarketplace,2277107,DAHLIA MAARTEN ZWAAN,Dahlia,Stems,60,1,7.58,2025-06-02,2025-06-10
FlowerMarketplace,2163494,DAHLIA MOON STONE,Dahlia,Stems,,5,0.8,2025-06-02,2025-06-10
FlowerMarketplace,2163496,DAHLIA MOONLADY,Dahlia,Stems,,5,0.8,2025-06-02,2025-06-10
FlowerMarketplace,2163498,DAHLIA ORANGE QUARTZ,Dahlia,Stems,,5,0.8,2025-06-02,2025-06-10
FlowerMarketplace,2163500,DAHLIA PINK QUARTZ,Dahlia,Stems,,5,0.8,2025-06-02,2025-06-10
FlowerMarketplace,2163502,DAHLIA PROSPERO,Dahlia,Stems,,5,0.8,2025-06-02,2025-06-10
FlowerMarketplace,2277109,DAHLIA PURPLE FOX,Dahlia,Stems,55,1,7.73,2025-06-02,2025-06-10
FlowerMarketplace,2277111,DAHLIA PURPLE FOX,Dahlia,Stems,55,1,6.73,2025-06-02,2025-06-10
FlowerMarketplace,2277113,DELPH EL MAG FSKB WB,Delph,Stems,80,1,9.9,2025-06-02,2025-06-10
FlowerMarketplace,2277115,DELPH EL MAG FSKB WB,Delph,Stems,80,1,8.6,2025-06-02,2025-06-10
FlowerMarketplace,2161195,DELPHINIUM ASSORTED,Delphinium,Bunch,70,1,14.43,2025-06-02,2025-06-10
FlowerMarketplace,2161197,DELPHINIUM DARK BLUE,Delphinium,Bunch,70,1,14.43,2025-06-02,2025-06-10
FlowerMarketplace,2277117,DELPHINIUM ELATUM DEWI BOY,Delphinium,Stems,100,1,20.15,2025-06-02,2025-06-10
FlowerMarketplace,2277119,DELPHINIUM ELATUM EMERALD,Delphinium,Stems,120,1,15.53,2025-06-02,2025-06-10
FlowerMarketplace,2277121,DELPHINIUM ELATUM GUARD LAVEN,Delphinium,Stems,90,1,8.48,2025-06-02,2025-06-10
FlowerMarketplace,2277123,DELPHINIUM ELATUM GUARD LAVEN,Delphinium,Stems,90,1,7.38,2025-06-02,2025-06-10
FlowerMarketplace,2161464,DELPHINIUM ELATUM MANUELA,Delphinium,Bunch,70,70,0.21,2025-06-02,2025-06-10
FlowerMarketplace,2277125,DELPHINIUM MAGIC FOUNT LA,Delphinium,Stems,90,1,9.08,2025-06-02,2025-06-10
FlowerMarketplace,2277127,DELPHINIUM MAGIC FOUNT LA,Delphinium,Stems,90,1,7.9,2025-06-02,2025-06-10
FlowerMarketplace,2148562,DELPHINIUM SEA WALTZ DARK BLUE,Delphinium,Stems,,1,1.44,2025-06-02,2025-06-10
FlowerMarketplace,2271877,DELPHINIUM SEA WALTZ WHITE,Delphinium,Stems,,1,1.33,2025-06-02,2025-06-10
FlowerMarketplace,2148563,DELPHINIUM SKY WALTZ LIGHT BLUE,Delphinium,Stems,,1,1.56,2025-06-02,2025-06-10
FlowerMarketplace,2161199,DELPHINIUM WHITE,Delphinium,Bunch,70,1,14.43,2025-06-02,2025-06-10
FlowerMarketplace,2177158,DENDROBIUM 5N,Dendrobium,Bunch,,1,28.08,2025-06-02,2025-06-10
FlowerMarketplace,2177159,DENDROBIUM ANNA,Dendrobium,Bunch,,1,29.64,2025-06-02,2025-06-10
FlowerMarketplace,2177160,DENDROBIUM APPLE GREEN,Dendrobium,Bunch,,1,30.68,2025-06-02,2025-06-10
FlowerMarketplace,2177161,DENDROBIUM ARIKA,Dendrobium,Bunch,,1,30.16,2025-06-02,2025-06-10
FlowerMarketplace,2177164,DENDROBIUM BEAUTY PINK,Dendrobium,Bunch,,1,30.68,2025-06-02,2025-06-10
FlowerMarketplace,2177162,DENDROBIUM BELLA PURPLE,Dendrobium,Bunch,,1,29.9,2025-06-02,2025-06-10
FlowerMarketplace,2177163,DENDROBIUM BIG PINK,Dendrobium,Bunch,,1,29.9,2025-06-02,2025-06-10
FlowerMarketplace,2177165,DENDROBIUM BIG WHITE JUMBO BLUE,Dendrobium,Bunch,,1,28.86,2025-06-02,2025-06-10
FlowerMarketplace,2177166,DENDROBIUM BIG WHITE JUMBO GREEN,Dendrobium,Bunch,,1,28.86,2025-06-02,2025-06-10
FlowerMarketplace,2177167,DENDROBIUM BIG WHITE JUMBO RED,Dendrobium,Bunch,,1,28.86,2025-06-02,2025-06-10
FlowerMarketplace,2177168,DENDROBIUM BIG WHITE JUMBO YELLOW,Dendrobium,Bunch,,1,28.86,2025-06-02,2025-06-10
FlowerMarketplace,2177169,DENDROBIUM BURANA JADE,Dendrobium,Bunch,,1,30.68,2025-06-02,2025-06-10
FlowerMarketplace,2177170,DENDROBIUM BUTTERFLY,Dendrobium,Bunch,,1,31.46,2025-06-02,2025-06-10
FlowerMarketplace,2177171,DENDROBIUM CHALERM PORN,Dendrobium,Bunch,,1,29.64,2025-06-02,2025-06-10
FlowerMarketplace,2177172,DENDROBIUM CHARAK RED,Dendrobium,Bunch,,1,29.64,2025-06-02,2025-06-10
FlowerMarketplace,2177173,DENDROBIUM CHID CHOM,Dendrobium,Bunch,,1,30.68,2025-06-02,2025-06-10
FlowerMarketplace,2177175,DENDROBIUM DAHILA PINK,Dendrobium,Bunch,,1,30.68,2025-06-02,2025-06-10
FlowerMarketplace,2177174,DENDROBIUM DIANA GREEN,Dendrobium,Bunch,,1,29.64,2025-06-02,2025-06-10
FlowerMarketplace,2177176,DENDROBIUM JINDA SWEET,Dendrobium,Bunch,,1,30.68,2025-06-02,2025-06-10
FlowerMarketplace,2177177,DENDROBIUM JUREE RED,Dendrobium,Bunch,,1,29.38,2025-06-02,2025-06-10
FlowerMarketplace,2177178,DENDROBIUM KAMILA,Dendrobium,Bunch,,1,31.46,2025-06-02,2025-06-10
FlowerMarketplace,2177180,DENDROBIUM KATHY PINK,Dendrobium,Bunch,,1,29.64,2025-06-02,2025-06-10
FlowerMarketplace,2177179,DENDROBIUM KING DRAGON,Dendrobium,Bunch,,1,31.46,2025-06-02,2025-06-10
FlowerMarketplace,2177181,DENDROBIUM LERVIA,Dendrobium,Bunch,,1,29.64,2025-06-02,2025-06-10
FlowerMarketplace,2177183,DENDROBIUM LOVELY PINK,Dendrobium,Bunch,,1,30.68,2025-06-02,2025-06-10
FlowerMarketplace,2177184,DENDROBIUM LUCY PINK,Dendrobium,Bunch,,1,29.9,2025-06-02,2025-06-10
FlowerMarketplace,2177185,DENDROBIUM MADAM,Dendrobium,Bunch,,1,30.68,2025-06-02,2025-06-10
FlowerMarketplace,2177187,DENDROBIUM MALI WHITE,Dendrobium,Bunch,,1,30.68,2025-06-02,2025-06-10
FlowerMarketplace,2177188,DENDROBIUM MARY RED,Dendrobium,Bunch,,1,29.9,2025-06-02,2025-06-10
FlowerMarketplace,2177197,DENDROBIUM METAS RED,Dendrobium,Bunch,,1,30.68,2025-06-02,2025-06-10
FlowerMarketplace,2177186,DENDROBIUM MICKY PINK,Dendrobium,Bunch,,1,29.64,2025-06-02,2025-06-10
FlowerMarketplace,2177189,DENDROBIUM MISS PINK,Dendrobium,Bunch,,1,29.9,2025-06-02,2025-06-10
FlowerMarketplace,2177190,DENDROBIUM MISS TEEN,Dendrobium,Bunch,,1,29.64,2025-06-02,2025-06-10
FlowerMarketplace,2177191,DENDROBIUM MISS TEEN BLUE,Dendrobium,Bunch,,1,30.42,2025-06-02,2025-06-10
FlowerMarketplace,2177192,DENDROBIUM MISS TEEN GREEN,Dendrobium,Bunch,,1,30.42,2025-06-02,2025-06-10
FlowerMarketplace,2177193,DENDROBIUM MISS TEEN RED,Dendrobium,Bunch,,1,30.42,2025-06-02,2025-06-10
FlowerMarketplace,2177194,DENDROBIUM MISS TEEN YELLOW,Dendrobium,Bunch,,1,30.42,2025-06-02,2025-06-10
FlowerMarketplace,2177195,DENDROBIUM MISS WORLD,Dendrobium,Bunch,,1,30.68,2025-06-02,2025-06-10
FlowerMarketplace,2177196,DENDROBIUM MORNING PINK,Dendrobium,Bunch,,1,29.64,2025-06-02,2025-06-10
FlowerMarketplace,2177199,DENDROBIUM NATURE WHITE,Dendrobium,Bunch,,1,31.46,2025-06-02,2025-06-10
FlowerMarketplace,2177200,DENDROBIUM NEW WASANA,Dendrobium,Bunch,,1,29.9,2025-06-02,2025-06-10
FlowerMarketplace,2177198,DENDROBIUM NOPPORN PINK,Dendrobium,Bunch,,1,29.64,2025-06-02,2025-06-10
FlowerMarketplace,2177201,DENDROBIUM PENNAPHA,Dendrobium,Bunch,,1,31.46,2025-06-02,2025-06-10
FlowerMarketplace,2177202,DENDROBIUM PRAMOTE,Dendrobium,Bunch,,1,31.46,2025-06-02,2025-06-10
FlowerMarketplace,2177203,DENDROBIUM PURPLE JOE,Dendrobium,Bunch,,1,29.9,2025-06-02,2025-06-10
FlowerMarketplace,2177204,DENDROBIUM QUEEN PINK,Dendrobium,Bunch,,1,29.64,2025-06-02,2025-06-10
FlowerMarketplace,2177205,DENDROBIUM RAINY PINK,Dendrobium,Bunch,,1,29.9,2025-06-02,2025-06-10
FlowerMarketplace,2177206,DENDROBIUM RED BULL,Dendrobium,Bunch,,1,30.68,2025-06-02,2025-06-10
FlowerMarketplace,2177207,DENDROBIUM RED SONIA,Dendrobium,Bunch,,1,28.08,2025-06-02,2025-06-10
FlowerMarketplace,2177208,DENDROBIUM RED SONIA BLUE,Dendrobium,Bunch,,1,28.86,2025-06-02,2025-06-10
FlowerMarketplace,2177209,DENDROBIUM RED SONIA GREEN,Dendrobium,Bunch,,1,28.86,2025-06-02,2025-06-10
FlowerMarketplace,2177210,DENDROBIUM RED SONIA RED,Dendrobium,Bunch,,1,28.86,2025-06-02,2025-06-10
FlowerMarketplace,2177211,DENDROBIUM RED SONIA YELLOW,Dendrobium,Bunch,,1,28.86,2025-06-02,2025-06-10
FlowerMarketplace,2177212,DENDROBIUM ROSY RED,Dendrobium,Bunch,,1,30.68,2025-06-02,2025-06-10
FlowerMarketplace,2177213,DENDROBIUM SAKURA,Dendrobium,Bunch,,1,29.64,2025-06-02,2025-06-10
FlowerMarketplace,2177214,DENDROBIUM SANAN,Dendrobium,Bunch,,1,28.08,2025-06-02,2025-06-10
FlowerMarketplace,2177216,DENDROBIUM STARLIGHT,Dendrobium,Bunch,,1,29.9,2025-06-02,2025-06-10
FlowerMarketplace,2177215,DENDROBIUM SUGAR PINK,Dendrobium,Bunch,,1,30.68,2025-06-02,2025-06-10
FlowerMarketplace,2177217,DENDROBIUM SUPINYA,Dendrobium,Bunch,,1,29.9,2025-06-02,2025-06-10
FlowerMarketplace,2177218,DENDROBIUM SUREE PEACH,Dendrobium,Bunch,,1,30.68,2025-06-02,2025-06-10
FlowerMarketplace,2177220,DENDROBIUM TAWAN PINK,Dendrobium,Bunch,,1,30.68,2025-06-02,2025-06-10
FlowerMarketplace,2177221,DENDROBIUM TWOTONE,Dendrobium,Bunch,,1,30.68,2025-06-02,2025-06-10
FlowerMarketplace,2177222,DENDROBIUM VAILAI,Dendrobium,Bunch,,1,29.64,2025-06-02,2025-06-10
FlowerMarketplace,2177219,DENDROBIUM VAILAI JINDA,Dendrobium,Bunch,,1,30.68,2025-06-02,2025-06-10
FlowerMarketplace,2177223,DENDROBIUM YING PINK,Dendrobium,Bunch,,1,30.68,2025-06-02,2025-06-10
FlowerMarketplace,2277129,DIANTHUS GREEN TRICK,Dianthus,Stems,45,1,2.93,2025-06-02,2025-06-10
FlowerMarketplace,2161201,DIANTHUS GREEN WICKY,Dianthus,Bunch,,5,1.31,2025-06-02,2025-06-10
FlowerMarketplace,2160770,DISBUDS CREMON ASSORTED,Disbuds,Bunch,,1,7.02,2025-06-02,2025-06-10
FlowerMarketplace,2160772,DISBUDS CREMON BRONZE,Disbuds,Bunch,,1,10.3,2025-06-02,2025-06-10
FlowerMarketplace,2160774,DISBUDS CREMON GREEN,Disbuds,Bunch,,1,10.3,2025-06-02,2025-06-10
FlowerMarketplace,2160776,DISBUDS CREMON PINK,Disbuds,Bunch,,1,10.3,2025-06-02,2025-06-10
FlowerMarketplace,2160778,DISBUDS CREMON PURPLE,Disbuds,Bunch,,1,8.89,2025-06-02,2025-06-10
FlowerMarketplace,2160780,DISBUDS CREMON RED,Disbuds,Bunch,,1,10.3,2025-06-02,2025-06-10
FlowerMarketplace,2160782,DISBUDS CREMON RED MORGAN,Disbuds,Bunch,,1,10.3,2025-06-02,2025-06-10
FlowerMarketplace,2160784,DISBUDS CREMON VIRGINIA,Disbuds,Bunch,,1,10.3,2025-06-02,2025-06-10
FlowerMarketplace,2160786,DISBUDS CREMON WHITE,Disbuds,Bunch,,1,9.36,2025-06-02,2025-06-10
FlowerMarketplace,2160788,DISBUDS CREMON YELLOW,Disbuds,Bunch,,1,9.36,2025-06-02,2025-06-10
FlowerMarketplace,2161077,DISBUDS SPIDER ANASTASIA GREEN,Disbuds,Bunch,,1,9.81,2025-06-02,2025-06-10
FlowerMarketplace,2161079,DISBUDS SPIDER ASSORTED,Disbuds,Bunch,,1,9.81,2025-06-02,2025-06-10
FlowerMarketplace,2161081,DISBUDS SPIDER DARK GREEN,Disbuds,Bunch,,1,9.81,2025-06-02,2025-06-10
FlowerMarketplace,2161083,DISBUDS SPIDER LAVENDER,Disbuds,Bunch,,1,9.81,2025-06-02,2025-06-10
FlowerMarketplace,2161085,DISBUDS SPIDER ORANGE,Disbuds,Bunch,,1,9.81,2025-06-02,2025-06-10
FlowerMarketplace,2161087,DISBUDS SPIDER PINK,Disbuds,Bunch,,1,9.81,2025-06-02,2025-06-10
FlowerMarketplace,2161089,DISBUDS SPIDER PURPLE,Disbuds,Bunch,,1,9.02,2025-06-02,2025-06-10
FlowerMarketplace,2161091,DISBUDS SPIDER WHITE,Disbuds,Bunch,,1,9.02,2025-06-02,2025-06-10
FlowerMarketplace,2161093,DISBUDS SPIDER YELLOW,Disbuds,Bunch,,1,9.02,2025-06-02,2025-06-10
FlowerMarketplace,2163706,DRIED ANDEAN ASTER BLEACH,Dried Flowers,Bunch,60,6,2.05,2025-06-02,2025-06-10
FlowerMarketplace,2161203,DRIED BISMARK PALM ROUND,Dried Flowers,Bunch,,1,23.38,2025-06-02,2025-06-10
FlowerMarketplace,2163736,DRIED BOUQUET ETERNAL LARGE,Dried Flowers,Bunch,55,26,1.35,2025-06-02,2025-06-10
FlowerMarketplace,2161205,DRIED BOUQUET MAGICAL ASSORTED,Dried Flowers,Bunch,,1,21.04,2025-06-02,2025-06-10
FlowerMarketplace,2163738,DRIED BOUQUET MARIEL,Dried Flowers,Bunch,45,6,3.9,2025-06-02,2025-06-10
FlowerMarketplace,2161207,DRIED ERYNGIUM BLEACHED,Dried Flowers,Bunch,50,1,18.7,2025-06-02,2025-06-10
FlowerMarketplace,2163712,DRIED EUCALYPTUS LEAVES RED,Dried Flowers,Bunch,60,4,4.25,2025-06-02,2025-06-10
FlowerMarketplace,2161209,DRIED FANTASY ASSORTED BOUQUET,Dried Flowers,Bunch,35,1,23.38,2025-06-02,2025-06-10
FlowerMarketplace,2161211,DRIED FOXTAIL GRASS 150GRAM,Dried Flowers,Bunch,70,1,19.87,2025-06-02,2025-06-10
FlowerMarketplace,2161213,DRIED GINGER,Dried Flowers,Bunch,,1,8.17,2025-06-02,2025-06-10
FlowerMarketplace,2163734,DRIED GINGER DRY NATURAL,Dried Flowers,Bunch,50,5,0.31,2025-06-02,2025-06-10
FlowerMarketplace,2163702,DRIED GYPSO BLEACH,Dried Flowers,Bunch,60,6,2.54,2025-06-02,2025-06-10
FlowerMarketplace,2163716,DRIED HELICONIA CARIOCA BLEACHED,Dried Flowers,Bunch,60,1,8.64,2025-06-02,2025-06-10
FlowerMarketplace,2161215,DRIED HELICONIA CARIOCA HANGING,Dried Flowers,Bunch,,1,11.68,2025-06-02,2025-06-10
FlowerMarketplace,2163722,DRIED HELICONIA SHE KONG L,Dried Flowers,Bunch,90,1,13.81,2025-06-02,2025-06-10
FlowerMarketplace,2163718,DRIED HELICONIA SHE KONG XL,Dried Flowers,Bunch,120,1,12.3,2025-06-02,2025-06-10
FlowerMarketplace,2163720,DRIED HELICONIA SHE KONG XL,Dried Flowers,Bunch,90,1,12.3,2025-06-02,2025-06-10
FlowerMarketplace,2161217,DRIED HELICONIA UPRIGHT,Dried Flowers,Bunch,,1,11.68,2025-06-02,2025-06-10
FlowerMarketplace,2161219,DRIED IXODIA,Dried Flowers,Bunch,,1,30.4,2025-06-02,2025-06-10
FlowerMarketplace,2161221,DRIED JUNGLE APPLE BLEACHED,Dried Flowers,Bunch,,1,30.4,2025-06-02,2025-06-10
FlowerMarketplace,2161223,DRIED LAGURUS BLEACHED,Dried Flowers,Bunch,,1,18.7,2025-06-02,2025-06-10
FlowerMarketplace,2163704,DRIED LINUM BLEACH,Dried Flowers,Bunch,60,25,0.49,2025-06-02,2025-06-10
FlowerMarketplace,2161225,DRIED LOAFA SPONGE ASSORTED,Dried Flowers,Bunch,,1,11.68,2025-06-02,2025-06-10
FlowerMarketplace,2161227,DRIED LOAFA SPONGE BLEACHED,Dried Flowers,Bunch,,1,11.68,2025-06-02,2025-06-10
