competitor_product_id,competitor,matched_ibuyflowers,matched_variety
500207,Bird of Paradise Orange Select,Birds Of Orange Paradise Strelitzia,441361b3-347d-4e8e-bddd-a49a188c45ad
484171,Bromeliad Red,Null,Null
513531,Brunia Albiflora Green,Null,Null
513531,Brunia Albiflora Green,Null,Null
513533,Brunia Spray Silver,Null,Null
513533,Brunia Spray Silver,Null,Null
490599,Bupleurum Green,Bupleurum Green,f4e7a51e-5255-40b1-a8b6-aca0acf488a8
490599,Bupleurum Green,Bupleurum Green,f4e7a51e-5255-40b1-a8b6-aca0acf488a8
484178,Calla Lily Mini Assorted,Assorted Calla Mini Mixed,cf6bb0ff-f433-4341-833a-e0d50faa64bf
484179,Calla Lily Mini Assorted,Assorted Calla Mini Mixed,cf6bb0ff-f433-4341-833a-e0d50faa64bf
484192,Calla Lily Mini Burgundy,Burgundy Calla Mini,c97b9f96-1e84-4d4e-b706-b025a80ea4c8
484193,Calla Lily Mini Burgundy,Burgundy Calla Mini,c97b9f96-1e84-4d4e-b706-b025a80ea4c8
632859,Calla Lily Mini Elegant Swan Blush/White,Bridesmaid Calla Mini White,28f494a5-89f7-46ee-98c9-3e7a2e34a756
484419,Calla Lily Mini Garnet Glow Hot Pink,Null,Null
484207,Calla Lily Mini Hot Pink,Calla Mini Pink,579a70c9-95ed-495e-a213-1dfeb34cc7b5
484208,Calla Lily Mini Hot Pink,Calla Mini Pink,579a70c9-95ed-495e-a213-1dfeb34cc7b5
1092047,Calla Lily Mini Morning Sun Orange,Calla Mini Orange Orange/ Red,88e3dead-38f7-4d6f-8a5d-6b33b5baac70
484520,Calla Lily Mini Odessa Black,Black Calla Mini Odessa,c6cedc4e-0e7c-435f-81f1-1ea0da0bba57
484228,Calla Lily Mini Orange,Calla Mini Orange,265839c7-702b-4826-8c90-89de8866f262
484229,Calla Lily Mini Orange,Calla Mini Orange,265839c7-702b-4826-8c90-89de8866f262
1090142,Calla Lily Mini Paco Milka Lavender,Calla Mini Paco Purple,182072bd-c8f7-4d4c-8c27-f666ecdb0db8
484557,Calla Lily Mini Picasso Purple/White,Calla Mini Picasso Purple,6ab4e7dc-8828-40c3-b46f-2a9ca44f76e0
484558,Calla Lily Mini Picasso Purple/White,Calla Mini Picasso Purple,6ab4e7dc-8828-40c3-b46f-2a9ca44f76e0
484241,Calla Lily Mini Pink,Calla Mini Pink,579a70c9-95ed-495e-a213-1dfeb34cc7b5
1054883,Calla Lily Mini Pink Jewel Dark Pink,Calla Mini Pink,579a70c9-95ed-495e-a213-1dfeb34cc7b5
484653,Calla Lily Mini Schwarzwalder Black,Black Calla Mini Odessa,c6cedc4e-0e7c-435f-81f1-1ea0da0bba57
484671,Calla Lily Mini Sumatra Hot Pink,Null,Null
484255,Calla Lily Mini White,Calla Mini White,02b9ab64-ded4-4b63-8a73-8e9d60af005a
484256,Calla Lily Mini White,Calla Mini White,02b9ab64-ded4-4b63-8a73-8e9d60af005a
484257,Calla Lily Mini White,Calla Mini White,02b9ab64-ded4-4b63-8a73-8e9d60af005a
484262,Calla Lily Mini Yellow,Calla Mini Yellow,d3bee0a2-d5f6-4638-88c6-e7153f47c3bb
484263,Calla Lily Mini Yellow,Calla Mini Yellow,d3bee0a2-d5f6-4638-88c6-e7153f47c3bb
484264,Calla Lily Mini Yellow,Calla Mini Yellow,d3bee0a2-d5f6-4638-88c6-e7153f47c3bb
484681,Calla Lily Super White,Null,Null
490412,Campanula Pink,Campanula Pink,4dfcae7b-b869-4e53-b242-065f9e29b4b5
490413,Campanula Purple,Campanula Purple,ab43b132-ced7-4644-b458-756d0015cc76
490411,Campanula White,Campanula White,dec568b5-e939-43a6-9354-368a663f6430
514191,Carnation Bernard Dark Pink Select,Bernard Carnation Pink,a054ba76-b87e-44c5-b8b5-eb795af8898b
484790,Carnation Bizet Hot Pink Select,Bizet Carnation Pink,90e193ff-c642-4aa0-a679-a3f5120f42e4
823385,Carnation Brut Blush Select,Blush Brut Carnation,00277380-3ecc-45bc-875e-5fc3254c3534
484716,Carnation Burgundy Select,Burgundy Carnation Zurigo,6842cf5e-5e8b-47fa-9eaa-d31546c0b515
484720,Carnation Cream Select,Carnation Cream,0328d60c-8301-466a-8291-0772bc6e1ac6
484808,Carnation Creola Antique Pink Select,Carnation Creola Pink,a3f3fd29-8c4f-4da9-a946-def84de0fcaf
514214,Carnation Diletta Cream Cream Select,Null,Null
4586352,Carnation Dollar Dark Pink Select,Carnation Doncel Pink,abc65461-0901-44ac-bb67-15c814a06de8
514218,Carnation Doncel Blush Select,Carnation Doncel Pink,abc65461-0901-44ac-bb67-15c814a06de8
484828,Carnation Farida Lavender Select,Carnation Farida Lavender,9543b07a-1958-4fb1-b397-d2d95adbd3e8
514235,Carnation Golem Purple Select,Carnation Golem Purple,c880b3d4-f5e9-4f9f-9039-66d3e923d418
484728,Carnation Green Select,Carnation Green Select,Null
484732,Carnation Hot Pink Select,Carnation Hot Pink,e3a3412a-6db4-4f05-8139-78436cf8de20
644154,Carnation Ikebana Medium Pink Select,Null,Null
