competitor_product_id,competitor,matched_ibuyflowers,variety_key
1860281,Hypericum White Cool Romance,White Hypericum,5e860f82-e689-4648-b1bd-5720fcd08920
2119049,HYPERICUM WHITE COOL ROMANCE,White Hypericum,5e860f82-e689-4648-b1bd-5720fcd08920
1860284,Hypericum White Cool Romance,White Hypericum,5e860f82-e689-4648-b1bd-5720fcd08920
2140566,Hypericum White Super,White Hypericum,5e860f82-e689-4648-b1bd-5720fcd08920
2211873,Iris Purple,Null,Null
2170469,Iris SPX Yellow,Null,Null
121,ITALIAN RUSCUS,Green Italian Ruscus,44c06871-d884-4ea4-8863-44f5d3dadcab
2193911,ITALIAN RUSCUS,Green Italian Ruscus,44c06871-d884-4ea4-8863-44f5d3dadcab
326436,IVY GREEN PREMIUM,Green Ivy,efc7f72f-7720-4886-9fa7-79099603f129
2258303,Ivy Variegated,Variegated Ivy,4b4dc3e4-af36-4f04-b23f-0f13a6eedae6
2178692,Jade Green REGULAR,Green Jade Mini Carnation Spray,01242e9b-3ce2-409d-9280-ea8652ed0dcb
2223898,Kale assorted,Null,Null
2135008,Kale Purple,Purple Kale,0f09ec74-a543-4259-b28b-836a20092b2b
2145235,Kale White,White Kale,7f55f536-168d-4adc-8d65-905b05df0847
2192305,LA Lily White,White Bl Lilies La Hybrids,b7fa0c0d-8d28-4325-9945-fc91e54cd104
2230922,Lagurus White DRIED BUNNY TAIL ,Null,Null
2131779,Larkspur Assorted,Null,Null
1908530,Larkspur Purple,Purple Larkspur,040a963f-be56-4a95-982d-485ac6cb1c3f
329086,LARKSPUR ASSORTED,Null,Null
2191497,Larkspur Pink,Pink Larkspur,fd216936-d6d6-4b11-8024-5585c8c78bf7
2191498,Larkspur Purple,Purple Larkspur,040a963f-be56-4a95-982d-485ac6cb1c3f
2223597,Larkspur WHITE WHITE,White Larkspur,3daa8270-b173-4d38-b29f-2bca8830208f
2203168,Lavender Blue Dried,Lavender Blue Curiosa Roses,277c44d1-8d6d-4103-a2be-9a347e1191a6
2259753,Leatherleaf Green  IMPORTED,Green Leatherleaf,5233d093-4636-409e-bb20-d383b9d3ba20
2220341,Leatherleaf GREEN SELECT,Green Leatherleaf,5233d093-4636-409e-bb20-d383b9d3ba20
2220342,Leatherleaf GREEN SELECT,Green Leatherleaf,5233d093-4636-409e-bb20-d383b9d3ba20
2267015,Leatherleaf Green SELECT  FLA,Green Leatherleaf,5233d093-4636-409e-bb20-d383b9d3ba20
2138237,Leatherleaf Green Select,Green Leatherleaf Xl,adcded7b-722d-4fae-9af0-f3cb8890a65a
2135010,Leatherleaf Lg Green Imported SLEEVED,Green Sleeved Premium Leatherleaf,8654d2e2-5969-4dfb-a70e-fd83a415eded
2149039,Leatherleaf XL Green Imported SLEEVED,Green Leatherleaf Xl,adcded7b-722d-4fae-9af0-f3cb8890a65a
2274170,LEPIDIUM GREEN DRAGON PREMIUM,Green Dragon Pennycress,1e2ced9e-8701-4443-96f3-ca39d867fc49
2223372,LEPIDIUM Green GREEN DRAGON,Green Dragon Pennycress,1e2ced9e-8701-4443-96f3-ca39d867fc49
1860358,Leucadendron Goldstrike,Green Gold Strike Leucadendron,6a091f21-07ff-4b17-8b99-1cf3d16258ae
2273728,Leucadendron SPX Assorted yellow Red,Null,Null
2236362,Leucadendron SPX Red Eclipse,Null,Null
2211883,Leucadendron SPX Red Eclipse,Null,Null
2261123,LILIES WHITE OT FOREVER  b,Null,Null
1858170,Lily Assorted Hybrid,Mixed Assorted Bl Lilies La Hybrids,6810d8c2-0ab6-44ab-9e31-edcf51492f7e
1858172,Lily Assorted Oriental,Pink Roselily Assorted Lilies Oriental,a76cc598-cff9-4994-a5cc-00408665299f
2274020,LILY GRASS,Null,Null
2273838,Lily Grass Green,Null,Null
2135012,Lily Grass Green GREEN,Green Liriope Grasses,413fd4f2-3388-43b7-8976-cc48dbd6423e
2220307,Lily Grass GREEN GREEN,Green Liriope Grasses,413fd4f2-3388-43b7-8976-cc48dbd6423e
2138239,Lily Grass Mix,Mixed Assorted Bl. Lilies La Hybrids,56938067-f40c-4238-924a-662f3f3fa059
144,LILY LA ASSORTED,Mixed Assorted Bl Lilies La Hybrids,6810d8c2-0ab6-44ab-9e31-edcf51492f7e
148,LILY LA PINK,Pink Bl Lilies La Hybrids,d89bf2da-47ed-413e-98c6-3346f59f0e2e
2273729,Lily MDay Pack Hybrid White Pink ,Mixed Mothers Day Assorted Bl Lilies La Hybrids,c4d8b534-b8b0-4f17-a7ba-c55ab33133a8
328993,LILY ORIENTAL SIBERIA,White Siberia Bl Lilies Oriental,62c27392-a1a3-40d2-a317-2209364871e4
612121,LILY ORIENTAL WHITE,White Lilies Oriental,ea06fe3d-fe18-447d-bd8b-5c8cd857316f
2231199,Lily Pink Oriental Rubiano,Null,Null
2211950,Lily Red Hybrid Ducati,Null,Null
2141664,Lily White Hybrid Bach,White Bach Bl Lilies La Hybrids,9408ba3f-eac5-44d0-9d39-cd8a41b199ef
2273297,Lily White Oriental,White Lilies Oriental,ea06fe3d-fe18-447d-bd8b-5c8cd857316f
2273299,Lily White Oriental,White Lilies Oriental,ea06fe3d-fe18-447d-bd8b-5c8cd857316f
2255717,Lily White Oriental Castellani ,Null,Null
2148494,Lily White Oriental Double Snowboard,Null,Null
2274152,Lily White Oriental Forever,Null,Null
2255758,Lily White Oriental Monteneu,Null,Null
2273372,Lily White Oriental Santander,White Santander Lilies Oriental,3255822d-2015-47dd-bafd-5ee6367f92de
2215963,Lily White Oriental Santander,White Santander Lilies Oriental,3255822d-2015-47dd-bafd-5ee6367f92de
2140736,Lily White Oriental Siberia,White Siberia Bl Lilies Oriental,62c27392-a1a3-40d2-a317-2209364871e4
1859117,Lily White Oriental Siberia,White Siberia Bl Lilies Oriental,62c27392-a1a3-40d2-a317-2209364871e4
2274153,Lily White Oriental Zambesi,White Zambesi Bl Lilies Ot Hybrids,d620c33d-54fd-4267-a46c-69122a978838
1865530,Lily White Oriental Zambesi,White Zambesi Bl Lilies Ot Hybrids,d620c33d-54fd-4267-a46c-69122a978838
2263405,Lily Yellow Hybrid Cevennes,Null,Null
2131816,Lily Yellow Hybrid Dazzle,Null,Null
328985,LIMONIUM ASSORTED,Mixed Valentine Assorted Limonium,556fa64c-6a25-4fc5-b059-533e4e33a4b0
1858195,Limonium Blue Misty,Blue Misty Emile Limonium,255ff96f-4cac-4b41-8762-4ddca2467513
2182520,Limonium Blue Misty,Blue Misty Emile Limonium,255ff96f-4cac-4b41-8762-4ddca2467513
1977120,LIMONIUM PINA COLADA,Red Pina Colada Limonium,004b1710-a8a4-498b-b0db-2c9a43d81d8a
1899645,LIMONIUM PURPLE,Purple Piuma Lavender Limonium,1cca4b39-31dc-4474-8d84-0fdf0a9e516c
1956608,Limonium White Diamond,White Limonium Pure Dried And Preserved Flowers,1c879cdc-a5f7-40dc-beff-3c3730a5c636
1858204,Limonium White Misty,Null,Null
1859269,Limonium White Sinensis,White Sinensis Limonium,5a86fb7f-1663-4faa-94a7-f971220dd8e0
2188586,Limonium Yellow Diamond,Yellow Pina Colada Limonium,719c44ed-ffc1-40bf-84a4-5fbe10120710
2274289,Lisianthus White,Null,Null
2273793,Magnolia Branches Green,Green Magnolia,bd58c382-f5a8-4347-b063-1d77048ffbc7
2224595,MAIDENHAIR GREEN ,Green Maiden Hair Fern,2d9ee3bc-7f2b-4833-a7d1-bf51d3a4f8e4
2273513,Massangeana Variegated,Null,Null
2271555,MCallaZantedeschia Assorted,Mixed Assorted Mini Calla,cf6bb0ff-f433-4341-833a-e0d50faa64bf
2135016,Mexican Myrtle Green,Green Myrtle,4a76c8c7-a02b-4f15-9fa6-5e7c73c1105b
1907065,MICRO YELLOW POM NOVELTY,Yellow Novelty Zippo Chrysanthemum Spray Pom,0b7670ef-08cf-481c-bb03-3853db7590c7
2135018,Ming Fern Green,Green Mingfern Asparagus,7eeb17e7-df8f-479c-aafb-56de5cf856a0
2138618,Mini Calla Bi Color purple white Picasso,Purple Mini Calla Bicolor Purple-Cream,d7ff2164-d457-4e30-b71d-55b00ae1335b
1861394,Mini Calla Black Odessa,Black Mini Calla,f43a2f7c-75e5-4bd6-9563-3d4a85702448
327072,MINI CARNATION NOVELTY,Mixed Novelty Assorted Mini Carnation Spray,adebc370-4123-4bf4-b2b3-6563b2d33781
2141538,Mini Pineapple,Red Lucidus Mini Pineapple,42a825d2-789f-4b5c-96d1-d48c327784fe
1858213,Minis Assorted,Null,Null
2229023,Minis Bi Color Red white Scarlette,Red Scarlet Mini Spray Roses,10c40977-a739-4e28-8572-ea0ce6bb4b8c
2269796,Minis BiColor DP Cosmo Cherry,Null,Null
1860425,Minis Burgundy Chauteau,Burgundy Mini Carnation Spray,ee5891f9-31bc-4b9f-9e42-ccc02063bced
2131931,Minis Hot Pink Pigeon,Pink Pigeon Mini Carnation Spray,4da78552-4952-4971-8ea5-f9ce645398e9
1858216,Minis Lavender Melissa,Null,Null
2135147,Minis Light Pink Athena,Null,Null
2132077,Minis Light Pink Ornella,Null,Null
1859385,Minis Light Pink Roxane,Pink Roxanne Mini Carnation Spray,a39870b0-e896-4c1b-bbec-bf53bbf98c9a
1858230,Minis M Day Pack,Null,Null
1858232,Minis Novelty Assorted,Mixed Novelty Assorted Mini Carnation Spray,adebc370-4123-4bf4-b2b3-6563b2d33781
2211501,Minis Orange Lina,Orange Lina Mini Carnation Spray,072a98b8-9e21-4103-a4b8-ed2543659334
1858235,Minis Orange Romany,Null,Null
1863259,Minis Pink Pigeon,Pink Pigeon Mini Carnation Spray,4da78552-4952-4971-8ea5-f9ce645398e9
2211503,Minis Purple Epsilon,Purple Epsilon Mini Carnation Spray,6b6f327c-5e88-4ce0-9b33-fcb4ba183d60
2132129,Minis Purple Vega,Null,Null
2132137,Minis Red Aragon,Red Aragon Mini Carnation Spray,32754dff-e6d9-4da3-9e5f-43c492c57bc8
1876994,Minis Red Zumba,Null,Null
2211657,Minis White Mantua,Null,Null
2132160,Minis White Mimo,Null,Null
2211659,Minis White Paloma,White Mini Calla,02b9ab64-ded4-4b63-8a73-8e9d60af005a
1858257,Minis White Selene,Null,Null
2136851,Minis Yellow Caesar,Yellow Ceasar Mini Carnation Spray,a8da34eb-d15f-4fb3-8057-da9f934d7b13
1858260,Minis Yellow Xhante,Yellow Mini Calla,d3bee0a2-d5f6-4638-88c6-e7153f47c3bb
770294,MONDIAL RAINBOW DYED,Rainbow Mondial Assorted Roses Tinted/Dyed Toppings,dd25df7d-ab1a-4a50-aa0a-57b9925df299
2220823,Monstera Green Florida XSmall,Green Deliciosa Petite Monstera,60709d02-d701-4935-aee6-8be5a97f4d59
2138971,Monstera Green Large Costa Rica,Green Leaf Monstera,f78de481-1822-4100-a6cc-f00b5bfeec97
2135020,Monstera Green Med Florida,Null,Null
2138242,Monstera Green Med Costa Rica,Null,Null
2138243,Monstera Green Mix Costa Rica,Null,Null
2138244,Monstera Green Mix Florida,Null,Null
2144098,Monstera Green Small Costa Rica,Green Deliciosa Small Monstera,57bb979a-0621-44f7-b114-9aa35d716a3a
2138245,Monstera Green Small Florida,Green Deliciosa Small Monstera,57bb979a-0621-44f7-b114-9aa35d716a3a
1865854,Monstera Leaves Small,Green Deliciosa Small Monstera,57bb979a-0621-44f7-b114-9aa35d716a3a
2144503,Moss Mood GREEN CLUMP  Volumetric,Null,Null
2135021,Moss Sheet  Volumetric,Green Sheet Moss,ff0efbc5-8595-4e90-bc26-849ef156c4db
2135023,Moss Spanish GREY DRY  Volumetric,Null,Null
1886948,MUM BALL BOMBELLINI,White Bombon Chrysanthemum Disbuds/ Mums,fbd05e44-bec9-4711-b84d-7a4f8f40c03b
1858263,Mums Assorted Cremon,Mixed Cremon Assorted Chrysanthemum Disbuds/ Mums,5d7786be-f20c-4bfb-bca6-573b8fbad7c6
2132205,Mums Assorted Special Pack Cremon,Mixed Cremon Assorted Chrysanthemum Disbuds/ Mums,5d7786be-f20c-4bfb-bca6-573b8fbad7c6
1859017,Mums Balls Assorted,Mixed Ball Seasonal Assorted Chrysanthemum Disbuds/ Mums,d1fbbae2-86ab-4879-8de5-0dd6afe9d3dd
1859564,Mums Balls Green Bombellini,Null,Null
2235978,Mums Balls Purple Aragon,Null,Null
2085741,Mums Lavender Spider Pinkray,Lavender Spider Lilac Chrysanthemum Disbuds/ Mums,4cc32f10-129f-4457-971d-4a7805d96465
2138624,Mums Purple Cremon Andrea,Purple Cremon Andrea Chrysanthemum Disbuds/ Mums,29d564d6-2845-4029-8f35-9c854cd0de84
2266771,Mums Purple Cremon Lotso,Purple Cremon Chrysanthemum Disbuds/ Mums,a7642935-aa1f-473e-a268-6d2e51e41990
2264329,Mums White FOOTBALL,White Football Chrysanthemum Disbuds/ Mums,52e91d31-5f13-4ac0-bf00-aeb5f7edf7a0
2084123,Mums White Spider Topspin,White Spider Topspin Chrysanthemum Disbuds/ Mums,97313824-b910-4275-89c8-405c808a18c2
1860225,Mums Yellow Football Albatros,Yellow Football Albatros Chrysanthemum Disbuds/ Mums,d892a206-d066-4193-9b19-9f040a0009b7
2247365,Mums Yellow SPIDER CALAFURIA SUNNY,Yellow Spider Anastasia Sunny Chrysanthemum Disbuds/ Mums,56900c98-efb7-4740-8774-3a16e123a574
2135025,Myrtle Green GREEN,Green Myrtle,4a76c8c7-a02b-4f15-9fa6-5e7c73c1105b
2220876,Myrtle GREEN GREEN,Green Myrtle,4a76c8c7-a02b-4f15-9fa6-5e7c73c1105b
2145080,Natural Grevillea,Null,Null
2138246,Olive Branches Green FLORIDA,Green Florida Ruscus,295009ed-39c1-4988-b220-e1646b073a88
2203345,Orchid Assorted Cymbidium,Null,Null
2203349,Orchid White Cymbidium,Null,Null
2205646,Orchid Yellow Cymbidium,Null,Null
2135029,Oregonia Bunches Green,Green Bupleurum,f4e7a51e-5255-40b1-a8b6-aca0acf488a8
2196191,Oriental Lily Burgundy,Null,Null
2172883,Oriental Lily Mix,Null,Null
2161864,Oriental Lily White,White Lilies Oriental,ea06fe3d-fe18-447d-bd8b-5c8cd857316f
2263711,Oriental Lily White,White Lilies Oriental,ea06fe3d-fe18-447d-bd8b-5c8cd857316f
2270958,ORLAYA White,Null,Null
2135031,Palmetto Fans Green,Null,Null
2220148,Palmetto Fans GREEN,Null,Null
2242892,Pampas Grass BEIGE FRESH,Cream Pampas Grass Natural Dried And Preserved Flowers,a5f0069a-4da3-431a-a3b0-f94895a43b43
2220984,Pampas Grass BEIGE FRESH,Cream Pampas Grass Natural Dried And Preserved Flowers,a5f0069a-4da3-431a-a3b0-f94895a43b43
2274295,Peonies Light Pink,Pink Pecher Peony,a9cd174d-8323-4ed6-bb4f-e428347c25f8
2274296,Peonies Pink Sarah bernhardt,Pink Sarah Bernhardt Peony,68b416da-4d18-4161-ba27-4cc00a0f36ed
1861281,Peony White Duchess de Nemo,White Duchesse The Nemours Peony,3fe4299e-61aa-404d-bf6d-32c1170fc733
2229867,Pincushions Assorted,Mixed Fcf Assorted Pincushion Proteas,dc9ae753-e73d-4a41-85e5-034fc72b9fbd
2230897,Pincushions High Gold,Yellow High Gold Pincushion Proteas,74bb3db9-a4d7-44cf-b328-d20f59c0139c
2236570,Pincushions Tango (Red),Red Pincushion Proteas,42fdf80b-aba2-45e4-8307-6eff766525d5
2236475,Pincushions Tiara (Orange),Null,Null
2258622,pine cones Sugar Medium,Null,Null
2135033,Pitt Green Green,Green Pittosporum,0f9e9469-a6d2-4ab4-b929-06ccae998cbe
2220762,Pitt Green GREEN,Green Pittosporum,0f9e9469-a6d2-4ab4-b929-06ccae998cbe
2166772,Pitt Variegated Imported,Variegated Pittosporum,75dfb4c5-4b91-4db6-9c66-e962377969f3
2138248,Pitt Variegated Variegated,Variegated Pittosporum,75dfb4c5-4b91-4db6-9c66-e962377969f3
2220041,Pitt Variegated VARIEGATED,Variegated Pittosporum,75dfb4c5-4b91-4db6-9c66-e962377969f3
126,PITTOSPORUM GREEN,Green Pittosporum,0f9e9469-a6d2-4ab4-b929-06ccae998cbe
2229759,PITTOSPORUM SILVER QUEEN,Variegated Silver Queen Pittosporum,2829064f-60db-4abf-ab17-53871769a0a5
326423,PITTOSPORUM VARIAGATED,Variegated Pittosporum,75dfb4c5-4b91-4db6-9c66-e962377969f3
2144261,Plumosus Green,Green Plumosus Asparagus,acc8404b-eb2d-4b47-bf58-2e06e6c941d0
2135035,Plumosus Green Imported,Green Plumosus Asparagus,acc8404b-eb2d-4b47-bf58-2e06e6c941d0
2135037,Podocarpus Green,Green Weeping Podocarpus,40388f6f-a695-4136-bf23-c8e4e60baf15
2132348,Pom Assorted CDN,Mixed Cdn Assorted Chrysanthemum Spray Pom,673b68c6-a0cf-4c32-9ab2-be22eda600a0
1863948,Pom Purple Bi Color Daisy Handsome,Purple Daisy Chrysanthemum Spray Pom,04d69535-a26f-4b2d-b0af-7c00b6dc7fde
2138649,Pom Tinted Daisy Assorted,Rainbow Daisy Tinted Chrysanthemum Spray Pom,e83d1fb3-e1fa-42b5-b517-8088fa3ee0a7
2211434,Pom White with Black Center Novelty Ying Yang,White Novelty Chrysanthemum Spray Pom,08b40a63-f43a-47f6-b2c4-5c591bebec66
1865545,Protea Pin Cushion Assorted,Mixed Fcf Assorted Pincushion Proteas,dc9ae753-e73d-4a41-85e5-034fc72b9fbd
2214391,Protea SPX Pink Ice,Pink Ice Protea,b908fa53-9cc1-4384-a0c5-71f5e8fc62d8
2211556,Pussy Willow Fantail Medium,Null,Null
2263610,Pussy Willow MEDIUM Medium,Null,Null
2229790,QUEEN ANNES LACE WHITE (Ammi Majus),White Queen Annes Lace,9ca83708-927e-45ea-b38d-d96333424273
2236491,Queen Anns Lace White,White Queen Annes Lace,9ca83708-927e-45ea-b38d-d96333424273
2184613,Queen Anns Lace White,White Queen Annes Lace,9ca83708-927e-45ea-b38d-d96333424273
326108,QUICKSAND,Cream Quicksand Roses,12a5d6ab-de33-4820-898c-f4087830082f
325396,RANUNCULUS RED,Red Ranunculus,b15ec624-8d56-4f91-b58e-87d910846914
2223599,RANUNCULUS WHITE WHITE ADOR,White Ranunculus,6645f7ea-f916-4d1e-8cd5-f9b6ed643e1c
2135039,Red Huck Red,Null,Null
2270646,RICE FLOWER Pink,Pink Rice Flower,17401e60-5c73-4175-b0a6-f09f12f064db
2135041,Robellini Green,Null,Null
2138252,Robellini Green,Null,Null
2138254,Robellini Green,Null,Null
2220144,Robellini Green,Green Italian Ruscus,44c06871-d884-4ea4-8863-44f5d3dadcab
2135045,Robellini Green,Null,Null
1865621,ROSA DOUBLE PARTY,Pink Hot Party Roses,acf8f79a-0bc7-4c72-aca0-ab5d0463a6f0
2274171,ROSE BICOLOR BOULEVARD,Pink Boulevard Roses,b9b7e6f1-6d99-4630-9d65-0d5b2a1e7db7
2274206,ROSE BICOLOR COFFE LOVE,Null,Null
2228589,ROSE BICOLOR KAHALA,Orange Kahala Roses,f778feaf-4a0b-46bb-b961-b067946bcdb8
2099813,ROSE BICOLOR MAGIC TIMES,Pink Magic Times Roses,8018552c-3f27-49ac-abac-6cf4f9ed3926
2274207,ROSE BICOLOR MAGIC TIMES,Pink Magic Times Roses,8018552c-3f27-49ac-abac-6cf4f9ed3926
2274209,ROSE BICOLOR SMOOTHIE,Null,Null
2220174,ROSE BICOLOR Yellow Red HIGH & MAGIC,Yellow High & Magic Roses,3d79707e-8248-40c3-b2c6-468ee560e909
2132864,Rose Cream Mondial ador,White Mondial Roses,efe6352a-651c-4f0b-b4c1-3033d25ec988
1892338,Rose Cream Quicksand ,Cream Quicksand Roses,12a5d6ab-de33-4820-898c-f4087830082f
2109881,ROSE HOT PINK CHERRY O!,Pink Cherry Oh! Roses,692bcb92-31d6-401a-bd7d-f1d524b23464
2097691,ROSE HOT PINK CHERRY O!,Pink Cherry Oh! Roses,692bcb92-31d6-401a-bd7d-f1d524b23464
2219983,ROSE HOT PINK FLOYD,Pink Floyd Roses,c5de60f2-0625-423b-81c6-ca5abf7b9295
2095950,ROSE HOT PINK FLOYD,Pink Floyd Roses,c5de60f2-0625-423b-81c6-ca5abf7b9295
2095689,ROSE HOT PINK FLOYD,Pink Floyd Roses,c5de60f2-0625-423b-81c6-ca5abf7b9295
2147847,ROSE HOT PINK FLOYD,Pink Floyd Roses,c5de60f2-0625-423b-81c6-ca5abf7b9295
2096539,ROSE HOT PINK GOTCHA,Pink Gotcha Roses,82f5490a-e106-43c3-87c1-33b0b166e171
2095953,ROSE HOT PINK GOTCHA,Pink Gotcha Roses,82f5490a-e106-43c3-87c1-33b0b166e171
2094741,ROSE LAVENDER COOL WATER,Lavender Cool Water Roses,13dc59bb-fe49-454f-bf15-40c0655ef9ce
2095779,ROSE LAVENDER OCEAN SONG,Lavender Ocean Song Roses,af36097d-db97-4b3d-91b3-c313eb60ad20
2181189,ROSE LIGHT PINK BE SWEET,Pink Be Sweet Roses,e375f496-393f-42ec-922e-fccc9cab6fda
2094774,ROSE LIGHT PINK ROSITA VENDELA,Pink Rosita Vendela Roses,e7c66a8e-3d29-41dd-b7aa-65b4c966017b
2211806,ROSE ORANGE HIGH & ORANGE MAGIC,Orange High & Intenzz Roses,0779fa55-75c6-48e2-bdf0-4e8a91d089da
2094777,ROSE ORANGE HIGH ORANGE MAGIC,Orange High & Intenzz Roses,0779fa55-75c6-48e2-bdf0-4e8a91d089da
2079956,Rose Orange Tycoon ,Orange Tycoon Roses,1cab886b-833d-4c92-8dcd-7987964b87ce
2251874,ROSE PEACH FELICITY,Peach Felicity Roses,1bd4a2e1-a608-4b7f-9cb6-ed17b629fe15
2219503,Rose Peach Salma,Null,Null
2212611,ROSE PINK SMOOTHY,Null,Null
2274345,ROSE PINK SWEET MONDIAL,Pink Mondial Roses,452eeb34-2851-4dd6-82ae-a37402468c65
2096409,ROSE PINK SWEET UNIQUE,Pink Sweet Unique Roses,0d0b2974-88cc-44f4-b26d-420e6188251a
1904626,Rose Red Explorer,Red Explorer Roses,41a167bd-bf87-4f11-8afa-1c9cbb3a3cca
1860322,Rose Red Explorer,Red Explorer Roses,41a167bd-bf87-4f11-8afa-1c9cbb3a3cca
1931426,Rose Red Explorer,Red Explorer Roses,41a167bd-bf87-4f11-8afa-1c9cbb3a3cca
2136871,Rose Red Fortune,Red Fortune Roses,38f1ddf7-1b66-443e-9fb2-3e1007a9f150
2274183,ROSE SUMMER LIGHT,Null,Null
2203325,Rose Tinted Rainbow Assorted ,Rainbow Assorted Roses Tinted/Dyed Toppings,2423893a-b468-4b6d-9d62-ea0d4e065064
1860337,Rose White Blizzard ,White Blizzard Roses,4e8e24fc-d36d-4be8-8635-74c724a2b2a3
2096525,Rose White Garden Candle Light ,White Candlelight Garden Roses,456c8fb1-5a0a-4957-a23d-a13a246b6acb
2096017,ROSE WHITE PROUD,White Proud Roses,3d09da30-61c4-45f5-a4a8-34b938dfedcd
2094391,ROSE WHITE TIBET,White Tibet Roses,b1b6b639-31e1-46fa-bd71-be74b64a9471
2094395,ROSE WHITE VENDELA,Ivory Vendela Roses,9c8fb9d5-8777-419d-9a66-081c8d720bba
2094794,ROSE WHITE VENDELA,Ivory Vendela Roses,9c8fb9d5-8777-419d-9a66-081c8d720bba
2220156,Rosemary Green,Green Rosemary,1ddb93ed-7972-4a7d-aaf0-3596da910d3f
2223600,Roses MONDIAL,Pink Mondial Roses,452eeb34-2851-4dd6-82ae-a37402468c65
2228160,Roses white playa blanca,White Playa Blanca Roses,3276d79d-695d-4f45-87c4-d53166e34ef3
2234916,Rumex Green,Null,Null
2234926,Rumex Green,Null,Null
2182458,Ruscus Italian Bleached White Dried,White Ruscus,d25555a0-ace0-4147-b46d-f19330d7fd27
2141540,Ruscus Italian Green,Green Italian Ruscus,44c06871-d884-4ea4-8863-44f5d3dadcab
2240565,Safari Sunset Leucadendron Burgundy Green,Brown Safari Sunset Leucadendron,07cb304d-b1f1-4ee0-a7ba-c56300339054
2182427,Safari Sunset Leucadendron Burgundy Green,Brown Safari Sunset Leucadendron,07cb304d-b1f1-4ee0-a7ba-c56300339054
2273799,Sago Palm Green,Null,Null
2273674,Sago Palm Green,Null,Null
2273675,Sago Palm Green,Null,Null
2273800,Sago Palm Green,Null,Null
2273801,Sago Palm Green,Null,Null
2243150,Salal Green,Green Salal,239f9b66-f621-45d5-8eda-50fb91d7c753
2220042,Salal GREEN,Green Salal,239f9b66-f621-45d5-8eda-50fb91d7c753
2144489,Salal Tips Green,Green Tips Salal,7ba2b9f4-4ea4-4620-946d-d9228d4adff0
2212506,Salal Tips Green MINI,Green Tips Salal,7ba2b9f4-4ea4-4620-946d-d9228d4adff0
2176947,Saracena,Null,Null
2258659,Saxicola Green ,Null,Null
2184702,Scabiosa Pods Green,Null,Null
2198879,Scabiosa Scoop Blackberry,Purple Blackberry Scoop Scabiosa,44cf52be-96df-49d2-a9d9-a26ef46978d5
2211513,Scabiosa SPX Seed Pods,Null,Null
2261099,SEA STAR GREEN SEA STAR,Null,Null
2138260,Seeded Eucalyptus Cup Green,Green Seeded Eucalyptus,c3fc1f21-7ce7-4142-8b57-189bc1d070b5
2228403,Seeded Eucalyptus Cup Green,Green Seeded Eucalyptus,c3fc1f21-7ce7-4142-8b57-189bc1d070b5
2228405,Seeded Eucalyptus Green WILLOW,Green Seeded Eucalyptus,c3fc1f21-7ce7-4142-8b57-189bc1d070b5
2228407,Seeded Eucalyptus Green Willow,Green Seeded Eucalyptus,c3fc1f21-7ce7-4142-8b57-189bc1d070b5
2135053,Silver Dollar Eucalyptus Green,Green Silver Dollar Eucalyptus,9518d2d8-d613-4e76-8cbc-67715053315b
2220297,Silver Dollar Eucalyptus GREEN,Green Silver Dollar Eucalyptus,9518d2d8-d613-4e76-8cbc-67715053315b
1900871,Snap Burgundy,Burgundy Snapdragons,a740a131-d31a-428d-9e18-cd14612c1a1d
1858863,Snap White,Null,Null
2273804,SNAPS White,White Snapdragons,fcb9d70c-f2c5-4ca0-9eff-0759f19d93c3
2223488,SNAPS WHITE WHITE  +,White Snapdragons,fcb9d70c-f2c5-4ca0-9eff-0759f19d93c3
2264411,SPIDER GREEN,Green Spider Chrysanthemum Disbuds/ Mums,468e81a8-9fec-4d79-9f2d-e7f004c3f13e
326877,SPIDER PINK,Pink Spider Chrysanthemum Disbuds/ Mums,16976f54-3b9c-4cf2-ab11-e6b755663f0a
310,SPIDER WHITE,White Spider Chrysanthemum Disbuds/ Mums,ab9a1708-8f89-40fa-a6a2-4988bf91fede
312,SPIDER YELLOW,Yellow Spider Chrysanthemum Disbuds/ Mums,70ac3681-a47c-41fa-bbee-4d18cc137c52
2180584,Spray Roses Assorted spray,Mixed Assorted Spray Roses,450af4be-6330-47e7-a316-bfa8737d0bcc
2094798,SPRAY ROSES LIGHT PINK MAJOLIKA,Pink Majolika Spray Roses,bd6c6f26-d64e-4d33-ad7f-5c9b7c3c6014
2094799,SPRAY ROSES LIGHT PINK MAJOLIKA,Pink Majolika Spray Roses,bd6c6f26-d64e-4d33-ad7f-5c9b7c3c6014
2099818,SPRAY ROSES LIGHT PINK STAR BLUSH,Pink Star Blush Jumbo Spray Roses,c4aa4331-f59e-40ae-95cb-236235dfc2a1
2212457,SPRAY ROSES ORANGE BABE,Orange Babe Spray Roses,41d3582f-d122-4491-b808-a2b12c90927d
2227783,Spray Roses Porcelina,Cream Porcelina Spray Roses,d0eb8b5a-ea54-4a09-94cf-4d36a6d8dbce
2273983,Spray Roses Red Mikado,Red Mikado Spray Roses,bc5908a8-6836-4395-8cd5-db88a8edc662
2181789,Spray Roses Snow Flake,White Snow Flake Spray Roses,810e5e94-fb96-4879-90a4-decc97d92094
