competitor_product_id,competitor,matched_ibuyflowers,variety_key
2215970,Cherry Blossom Pink Large,Null,Null
2215974,Cherry Blossom White Large,White Prunus Cherry Blooming Branches,ee171ff7-3fba-4841-8d17-289759872030
2215976,Cherry Blossom White Medium,White Yukari Cherry Carnation,c580494a-750d-4db3-bccf-d9cd693b3736
2261258,CHILEAN MIX MIX MIX,Null,Null
2228390,Chocolate Lace Green ,Null,Null
2271352,CHRY DISBUD BALL PINK LYCHEE,Null,Null
2220963,Cleopatra Fern Green,Green Fancy Fern / Cleopatra,7e0efbce-19d6-45db-8125-f4ebbbe9fa39
2134976,Cocculus Green,Green Cocculus,38e27336-fc0a-4a08-b78f-bf8f7533511d
2274330,Cocculus Green ,Green Cocculus,38e27336-fc0a-4a08-b78f-bf8f7533511d
2221081,Cocculus GREEN FLORIDA,Green Florida Ruscus,295009ed-39c1-4988-b220-e1646b073a88
2146604,CONFETTI EASTER,Null,Null
2210518,Coontie Green,Green Coontie Fern,26c15c34-b0bb-4fbf-8771-36ec6de9b9a4
2270546,Copper Beech RED,Null,Null
47,CREMON WHITE,Null,Null
9525,CREMON YELLOW,Yellow Cream Stock,a497a6b3-f5f0-46c8-98b9-30a4ed980292
2148464,Curly Willow Large Brown,Brown Curly Willow - Long,02e76043-8a0c-40d4-a967-f4fdce9dc260
2138219,Curly Willow Medium Brown,Brown Curly Willow - Long,02e76043-8a0c-40d4-a967-f4fdce9dc260
326493,CURLY WILLOW TIPS,Brown Curly Willow - Long,02e76043-8a0c-40d4-a967-f4fdce9dc260
2138221,Curly Willow Tips BROWN GREEN TIPS,Brown Curly Willow - Long,02e76043-8a0c-40d4-a967-f4fdce9dc260
328569,CUSHION YELLOW,Yellow Cushion Cheddar Chrysanthemum Spray Pom,a2a031ec-899f-4c2c-ae82-b0a612f8024a
2219999,DELPHINIUM ASSORTED,Mixed Assorted Delphinium,39dc2731-1f59-48bc-811a-8dde047f5451
2236334,Delphinium Assorted HYBRID,Null,Null
2271807,DELPHINIUM HYBRID BLUE,Blue Hybrid Delphinium,e213177e-1ac0-4420-a880-1f146923fd76
2261130,DELPHINIUM WHITE,White Triton Delphinium,761189bf-9c0d-4dd0-8010-3fc5f1921147
2267184,Dianthus SPX Solomio ROSE Light Pink,Pink Solomio Rose Dianthus,229bf19a-e93d-4a95-91fb-182d82a0278f
2203165,Dogwood Red Large,Null,Null
2244010,DRIED Natural FLUFFY REED ,Cream Pampas Grass Natural Dried And Preserved Flowers,a5f0069a-4da3-431a-a3b0-f94895a43b43
2271179,DRIED Natural LUNARIA ,Null,Null
2271602,DRIED Natural SETARIA ,Null,Null
2273503,DRIED Natural TARWE ,Null,Null
2233071,DRIED White FERN TALL BLEACHED ,White Leather Fern Bleached Dried And Preserved Flowers,e12ac544-f3e4-48ce-8e8c-fb5dd58c2f94
1842275,DUSTY MILLER SILVER,Silver New Look Dusty Miller,8b9f8527-0929-4b47-a5f2-76d0c08f6955
2274238,Dusty Miller Silver Lacy,Silver Lacey Dusty Miller,e47a4311-9e5e-4762-b94e-408ee36afcf3
2134978,Dusty Miller Silver Wide Leaf ( ST),Silver Flat Leaf Dusty Miller,3bb0aeea-eaab-45de-bf8b-5ef733a1dc8b
2178306,Emerald Med Green,Null,Null
2228930,Emerald Premium GREEN,Null,Null
2271817,Eucalyptus Assorted Greens,Mixed Assorted Eucalyptus,3fa0541c-2a6f-4856-afec-986ab880a851
2087288,EUCALYPTUS CINEREA,Green Cinerea Eucalyptus,479ef914-9b6e-41e4-b4b6-97ec0f0215a9
111,EUCALYPTUS GUNNI,Green Gunnii Per Bunch Eucalyptus,ece720dc-c6e8-4bb5-86c9-f63e5410b530
2261182,EUCALYPTUS MIX BOUQUET GREEN ,Mixed Assorted Eucalyptus,3fa0541c-2a6f-4856-afec-986ab880a851
2261184,EUCALYPTUS MIX GREEN,Mixed Assorted Eucalyptus,3fa0541c-2a6f-4856-afec-986ab880a851
1888142,EUCALYPTUS PARVIFOLIA BUNCH,Green Parvifolia Eucalyptus,9bf77417-3ff1-44a7-9da2-3a1e5a38d570
568123,EUCALYPTUS SILVER DOLLAR,Green Silver Dollar Eucalyptus,9518d2d8-d613-4e76-8cbc-67715053315b
2264085,Eucalyptus SPX Silver Dollar,Null,Null
2220968,EUCALYPTUS WILLOW GREEN WILLOW,Green Willow Eucalyptus,696c4355-53f4-4657-a13d-e38586274ceb
327480,EXPLORER,Red Explorer Roses,41a167bd-bf87-4f11-8afa-1c9cbb3a3cca
327484,EXPLORER,Red Explorer Roses,41a167bd-bf87-4f11-8afa-1c9cbb3a3cca
2220969,FEATHER WILLOW EUC GREEN,Null,Null
2242950,Fever Few White,Null,Null
2220110,Fl Ruscus GREEN Israeli,Green Israeli Ruscus,85fa7098-487a-48cb-957e-4b323f1b637d
2220013,Fl Ruscus GREEN Israeli,Green Israeli Ruscus,85fa7098-487a-48cb-957e-4b323f1b637d
2134982,Fl Ruscus Green Israeli,Green Israeli Ruscus,85fa7098-487a-48cb-957e-4b323f1b637d
2220818,Flat Fern GREEN,Green Tree Fern,12f0a153-0e30-492d-bf04-7dcdb3f964cc
2143947,Flat Fern Green,Null,Null
2264131,FLAX ASSORTED ASSORTED,Null,Null
2264255,FLAX Variegated VARIEGATED,Null,Null
2193417,FLOWER ASSORTED,Null,Null
326921,FOOTBALL ASSORTED,Mixed Football Assorted Chrysanthemum Disbuds/ Mums,4a3a676a-9c02-448a-a59c-f4414666cbcd
207,FREEDOM,Red Freedom Roses,bb8c5298-179b-4c2b-a57a-de0b14efa71b
2134984,Galax Green,Green Galax,044efdd7-cd26-4f8b-b111-8a7351ee7753
2097689,GARDEN R WHITE CANDLELIGHT,White Candlelight Garden Roses,456c8fb1-5a0a-4957-a23d-a13a246b6acb
2259997,GARDEN R CORAL DRAGON FLY,Null,Null
2269851,GARDEN R PEACH KINGS CROSS,Null,Null
2095686,GARDEN R PEACH PHOENIX,Peach Phoenix Garden Roses,b6eb66ea-0436-412f-a3c4-3a3933af8390
2191386,GARDEN R PEACH PHOENIX,Peach Phoenix Garden Roses,b6eb66ea-0436-412f-a3c4-3a3933af8390
2266747,GARDEN R PINK SWEET 4LOVE,Pink Sweet Memory Roses,df7713e9-a391-4a7c-bb58-a2407399812d
2094440,GARDEN R WHITE CANDLELIGHT,White Candlelight Garden Roses,456c8fb1-5a0a-4957-a23d-a13a246b6acb
2197826,GARDEN R WHITE COTTON X PRESSION,White Cotton X Pression Garden Roses,9c61f0e2-6afa-4776-b9bb-3c5c80412411
1968671,GARDEN ROSE BRIDESMAID,Pink Bridesmaid Garden Roses,44497b08-bf73-4d89-ac7e-2240d3523cb6
2212911,GERBERA RED,Red Gerbera Large Flowered,4f07eed7-98b8-4c20-9af9-746e64107da5
2211491,Gerbera Red,Null,Null
1858095,Gerbera Yellow,Yellow Gerbera Large Flowered,988e6bb4-dea5-41fe-8957-3246dae96c5a
2271338,Gladiolus SPX Red & White,Null,Null
2211741,Gladiolus SPX White,Null,Null
2258765,Gladiolus Whit,Null,Null
2170965,Gladiolus White,Null,Null
1906961,GOTCHA,Pink Gotcha Roses,82f5490a-e106-43c3-87c1-33b0b166e171
2220820,Green Huck GREEN,Green Huck,d7c61096-79c9-4030-b1db-784fc3ee1d43
2236731,GREEN ROBELLINI PALM,Green Phoenix Roebelenii Palm,5a6307dd-54f7-4875-9a3a-3e6f094cfae5
2229760,GREEN ROBELLINI PALM,Green Phoenix Roebelenii Palm,5a6307dd-54f7-4875-9a3a-3e6f094cfae5
2270462,Greens Brillantina,Green Brillantina Pittosporum,be4b1921-efe4-4e66-be9a-f6f043a32fbc
2194371,Greens Eucalyptus Gunni,Green Gunnii Per Bunch Eucalyptus,ece720dc-c6e8-4bb5-86c9-f63e5410b530
1860454,Greens Eucalyptus Seeded CUPPED Handful,Green Seeded Eucalyptus,c3fc1f21-7ce7-4142-8b57-189bc1d070b5
1858917,Greens Israeli RUSCUS,Green Israeli Ruscus,85fa7098-487a-48cb-957e-4b323f1b637d
1858099,Greens Leather Leaf,Green Leatherleaf,5233d093-4636-409e-bb20-d383b9d3ba20
1858105,Greens Monstera Leaves Medium,Null,Null
1859266,Greens Palm Roebelenii Pheonix,Green Phoenix Roebelenii Palm,5a6307dd-54f7-4875-9a3a-3e6f094cfae5
1858111,Greens Ti Leaves Assorted,Green Cordyline Ti Leaves,0b27b452-a3c2-4611-8885-fe6ac187f519
2145318,Greens Ti Leaves Burgundy,Null,Null
2138227,Gunni Euc Green,Green Gunni Eucalyptus,04daffb5-a8f5-40e3-9b78-31209df08341
2227770,Gunni Euc Green,Green Gunni Eucalyptus,04daffb5-a8f5-40e3-9b78-31209df08341
2271339,Gyp Bridal Queen,Null,Null
2271446,Gyp Cosmic,Null,Null
2271450,Gyp Cosmic,Null,Null
2131646,Gyp Million Star,Null,Null
2161731,Gyp Tinted Rainbow,Null,Null
2212863,GYPSO TINTED RAINBOW,Null,Null
326394,GYPSOPHILA MILLION STAR,Null,Null
9430,GYPSOPHILA XLENCE,Null,Null
2098107,GYPSOPHILIA WHITE XLENCE,Null,Null
2134990,Helecho Green,Null,Null
2161501,Helleborus White,White Winterbells Helleborus,dddcd780-b825-46a5-b971-faf7a75b6920
2223480,HOLLY FERN GREEN,Green Holly Fern,4e0b2ee2-d667-4761-a012-4608465108ee
2221171,HONEY BRACELET GREEN,Green Honey Bracelet Myrtle,b5aeabaa-49a1-4281-83f9-0d96083b038e
1863915,Hydrangea Baby Dark Green,Null,Null
2131675,Hydrangea Baby Green x,Null,Null
2126167,HYDRANGEA GREEN ANTIQUE PREMIUM,Green Antique Apple Premium Exclusive Grown / Hydrangea,8a8910fe-a2fd-4199-95ec-018efc59f401
1897533,Hypericum Assorted,Mixed Assorted Hypericum,d63058c9-f704-4146-adad-39630ab23c0e
1858134,Hypericum Assorted Coco,Mixed Assorted Hypericum,d63058c9-f704-4146-adad-39630ab23c0e
2131730,Hypericum Assorted Romance,Mixed Assorted Hypericum,d63058c9-f704-4146-adad-39630ab23c0e
2131731,Hypericum Assorted Romance,Mixed Assorted Hypericum,d63058c9-f704-4146-adad-39630ab23c0e
2259654,Hypericum Bamboo Green Coco,Green Hypericum,6d80b804-7f95-42ba-a284-be00417873b9
2259656,Hypericum Green,Green Hypericum,6d80b804-7f95-42ba-a284-be00417873b9
2211554,Hypericum Magical Burgundy Romance,Burgundy Magical Universe Hypericum,177e6b30-8a3a-4e7e-a903-8f84acc29bf0
2273791,Hypericum MIX,Mixed Assorted Hypericum,d63058c9-f704-4146-adad-39630ab23c0e
2220976,Hypericum MIX COCO,Mixed Assorted Hypericum,d63058c9-f704-4146-adad-39630ab23c0e
2220977,Hypericum MIX COCO MIX,Mixed Assorted Hypericum,d63058c9-f704-4146-adad-39630ab23c0e
2270691,Hypericum Pink Lovely Romance,Null,Null
2211904,Hypericum Pink Sweet Romance,Null,Null
2211748,Hypericum Red Coco Rio,Red Hypericum,c0fbd39f-e2b5-4075-8367-035a963da2e7
2211750,Hypericum Red Coco Rio,Red Hypericum,c0fbd39f-e2b5-4075-8367-035a963da2e7
2220978,Hypericum RED ROMANCE Romance,Red Romance Alstroemeria,b5efd842-2293-4a5f-951c-eb7bd2cca089
2144600,Hypericum Red True Romance,Null,Null
2109767,HYPERICUM RED TRUE ROMANCE,Red Hypericum,c0fbd39f-e2b5-4075-8367-035a963da2e7
2140957,Hypericum Red True Romance,Null,Null
2220979,Hypericum Rio Red COCO,Red Hypericum,c0fbd39f-e2b5-4075-8367-035a963da2e7
2220980,Hypericum Rio Red Coco,Null,Null
2274282,Hypericum Uno White,White Coco Uno Hypericum,3c70cb7c-f8f6-478c-8d04-4f2affb11260
2220981,Hypericum Uno White COCO,White Coco Uno Hypericum,3c70cb7c-f8f6-478c-8d04-4f2affb11260
