competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,competitor_product_group_id,color,stem_length,stems_per_unit,unit_price,price_per_stem,base_price,freight_price,margin,available_units,grower_name,grower_country,product_url,image_url,matched_variety_name,variety_key,variety_score,matched_product_group_name,product_group_key,product_group_score,created_at,eta_date
Mayesh,6841520,Bouquet Lovely Present,Bouquet,545,,40,14,207.76,14.84,7.4,3.0,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-lovely-present-40cm,https://www.mayesh.com/backend/files/flowers/bouquet_lovely_present.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:05.991688,2025-05-20
Mayesh,6841521,Bouquet Lovely Present,Bouquet,545,,50,14,270.62,19.33,10.21,3.0,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-lovely-present-50cm,https://www.mayesh.com/backend/files/flowers/bouquet_lovely_present.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:06.034685,2025-05-20
Mayesh,6841566,Bouquet Magnetizing,Bouquet,545,,40,4,148.12,37.03,16.59,10.49,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-magnetizing-40cm,https://www.mayesh.com/backend/files/flowers/bouquet_magnetizing.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:06.077506,2025-05-20
Mayesh,6841524,Bouquet Magnificent Large,Bouquet,545,,40,12,244.08,20.34,10.53,3.5,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-magnificent-large-40cm,https://www.mayesh.com/backend/files/flowers/bouquet_magnificent_large.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:06.120252,2025-05-20
Mayesh,6841525,Bouquet Magnificent Large,Bouquet,545,,45,12,322.68,26.89,14.62,3.5,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-magnificent-large-45cm,https://www.mayesh.com/backend/files/flowers/bouquet_magnificent_large.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:06.163049,2025-05-20
Mayesh,6841522,Bouquet Magnificent Medium,Bouquet,545,,40,12,208.08,17.34,8.65,3.5,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-magnificent-medium-40cm,https://www.mayesh.com/backend/files/flowers/bouquet_magnificent_medium.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:06.205803,2025-05-20
Mayesh,6841523,Bouquet Magnificent Medium,Bouquet,545,,45,12,270.96,22.58,11.93,3.5,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-magnificent-medium-45cm,https://www.mayesh.com/backend/files/flowers/bouquet_magnificent_medium.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:06.248765,2025-05-20
Mayesh,6841574,Bouquet Messy No Roses Large,Bouquet,545,,40,12,180.72,15.06,6.78,4.21,37.5,49,Rosaspe - Much Flowers,Ecuador,https://www.mayesh.com/bouquet-messy-no-roses-large-40cm,https://www.mayesh.com/backend/files/flowers/bouquet_messy_no_roses.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:06.293929,2025-05-20
Mayesh,6841576,Bouquet Messy No Roses Large,Bouquet,545,,50,8,170.08,21.26,9.34,6.31,37.5,50,Rosaspe - Much Flowers,Ecuador,https://www.mayesh.com/bouquet-messy-no-roses-large-50cm,https://www.mayesh.com/backend/files/flowers/bouquet_messy_no_roses.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:06.339072,2025-05-20
Mayesh,6841573,Bouquet Messy No Roses Medium,Bouquet,545,,40,12,154.92,12.91,5.44,4.21,37.5,48,Rosaspe - Much Flowers,Ecuador,https://www.mayesh.com/bouquet-messy-no-roses-medium-40cm,https://www.mayesh.com/backend/files/flowers/bouquet_messy_no_roses.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:06.384290,2025-05-20
Mayesh,6841575,Bouquet Messy No Roses Medium,Bouquet,545,,50,12,181.8,15.15,6.84,4.21,37.5,50,Rosaspe - Much Flowers,Ecuador,https://www.mayesh.com/bouquet-messy-no-roses-medium-50cm,https://www.mayesh.com/backend/files/flowers/bouquet_messy_no_roses.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:06.429391,2025-05-20
Mayesh,6841578,Bouquet Messy with Roses Large,Bouquet,545,,40,10,167.3,16.73,7.3,5.05,37.5,50,Rosaspe - Much Flowers,Ecuador,https://www.mayesh.com/bouquet-messy-with-roses-large-40cm,https://www.mayesh.com/backend/files/flowers/bouquet_messy_with_roses.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:06.477277,2025-05-20
Mayesh,6841580,Bouquet Messy with Roses Large,Bouquet,545,,50,10,197.2,19.72,9.17,5.05,37.5,50,Rosaspe - Much Flowers,Ecuador,https://www.mayesh.com/bouquet-messy-with-roses-large-50cm,https://www.mayesh.com/backend/files/flowers/bouquet_messy_with_roses.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:06.523208,2025-05-20
Mayesh,6841577,Bouquet Messy with Roses Medium,Bouquet,545,,40,12,158.28,13.19,5.61,4.21,37.5,48,Rosaspe - Much Flowers,Ecuador,https://www.mayesh.com/bouquet-messy-with-roses-medium-40cm,https://www.mayesh.com/backend/files/flowers/bouquet_messy_with_roses.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:06.568417,2025-05-20
Mayesh,6841579,Bouquet Messy with Roses Medium,Bouquet,545,,50,12,185.28,15.44,7.02,4.21,37.5,49,Rosaspe - Much Flowers,Ecuador,https://www.mayesh.com/bouquet-messy-with-roses-medium-50cm,https://www.mayesh.com/backend/files/flowers/bouquet_messy_with_roses.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:06.613746,2025-05-20
Mayesh,6841526,Bouquet Mommys Love,Bouquet,545,,40,14,192.08,13.72,6.7,3.0,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-mommys-love-40cm,https://www.mayesh.com/backend/files/flowers/bouquet_mommys_love.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:06.657327,2025-05-20
Mayesh,6841527,Bouquet Mommys Love,Bouquet,545,,50,14,247.1,17.65,9.16,3.0,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-mommys-love-50cm,https://www.mayesh.com/backend/files/flowers/bouquet_mommys_love.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:06.708424,2025-05-20
Mayesh,6841603,Bouquet Motherhood,Bouquet,545,,40,10,171.8,17.18,7.58,5.05,37.5,49,Rosaspe - Much Flowers,Ecuador,https://www.mayesh.com/bouquet-motherhood-40cm,https://www.mayesh.com/backend/files/flowers/bouquet_motherhood.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:06.758137,2025-05-20
Mayesh,6841604,Bouquet Motherhood,Bouquet,545,,50,8,179.68,22.46,10.09,6.31,37.5,50,Rosaspe - Much Flowers,Ecuador,https://www.mayesh.com/bouquet-motherhood-50cm,https://www.mayesh.com/backend/files/flowers/bouquet_motherhood.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:06.803031,2025-05-20
Mayesh,6841528,Bouquet Munchie,Bouquet,545,,40,12,194.64,16.22,7.95,3.5,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-munchie-40cm,https://www.mayesh.com/backend/files/flowers/bouquet_munchie.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:06.848736,2025-05-20
Mayesh,6841529,Bouquet Munchie,Bouquet,545,,50,12,270.96,22.58,11.93,3.5,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-munchie-50cm,https://www.mayesh.com/backend/files/flowers/bouquet_munchie.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:06.893923,2025-05-20
Mayesh,6841530,Bouquet Perfect Gift,Bouquet,545,,40,14,192.08,13.72,6.7,3.0,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-perfect-gift-40cm,https://www.mayesh.com/backend/files/flowers/bouquet_perfect_gift.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:06.937731,2025-05-20
Mayesh,6841531,Bouquet Perfect Gift,Bouquet,545,,50,14,247.1,17.65,9.16,3.0,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-perfect-gift-50cm,https://www.mayesh.com/backend/files/flowers/bouquet_perfect_gift.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:06.985443,2025-05-20
Mayesh,6841532,Bouquet Petite Program,Bouquet,545,,18,18,227.16,12.62,6.43,2.33,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-petite-program-18cm,https://www.mayesh.com/backend/files/flowers/bouquet_petite_program.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:07.028924,2025-05-20
Mayesh,6841533,Bouquet Precious Present,Bouquet,545,,40,14,192.08,13.72,6.7,3.0,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-precious-present-40cm,https://www.mayesh.com/backend/files/flowers/bouquet_precious_present.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:07.072226,2025-05-20
Mayesh,6841534,Bouquet Precious Present,Bouquet,545,,50,14,247.1,17.65,9.16,3.0,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-precious-present-50cm,https://www.mayesh.com/backend/files/flowers/bouquet_precious_present.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:07.115293,2025-05-20
Mayesh,6841562,Bouquet Shapely,Bouquet,545,,40,8,208.0,26.0,12.97,5.24,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-shapely-40cm,https://www.mayesh.com/backend/files/flowers/bouquet_shapely.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:07.159202,2025-05-20
Mayesh,6841563,Bouquet Shapely,Bouquet,545,,50,8,270.96,33.87,17.89,5.24,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-shapely-50cm,https://www.mayesh.com/backend/files/flowers/bouquet_shapely.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:07.204617,2025-05-20
Mayesh,6841535,Bouquet Special Lady,Bouquet,545,,40,12,187.92,15.66,7.6,3.5,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-special-lady-40cm,https://www.mayesh.com/backend/files/flowers/bouquet_special_lady.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:07.249708,2025-05-20
Mayesh,6841536,Bouquet Special Lady,Bouquet,545,,50,12,241.8,20.15,10.41,3.5,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-special-lady-50cm,https://www.mayesh.com/backend/files/flowers/bouquet_special_lady.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:07.292857,2025-05-20
Mayesh,6841537,Bouquet Strong Heart,Bouquet,545,,40,12,244.08,20.34,10.53,3.5,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-strong-heart-40cm,https://www.mayesh.com/backend/files/flowers/bouquet_strong_heart.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:07.335902,2025-05-20
Mayesh,6841538,Bouquet Strong Heart,Bouquet,545,,50,12,322.68,26.89,14.62,3.5,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-strong-heart-50cm,https://www.mayesh.com/backend/files/flowers/bouquet_strong_heart.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:07.378754,2025-05-20
Mayesh,6841594,Bouquet Succulent Large,Bouquet,545,,40,10,170.7,17.07,7.51,5.05,37.5,50,Rosaspe - Much Flowers,Ecuador,https://www.mayesh.com/bouquet-succulent-large-40cm,https://www.mayesh.com/backend/files/flowers/bouquet_succulent.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:07.423904,2025-05-20
Mayesh,6841596,Bouquet Succulent Large,Bouquet,545,,50,8,185.92,23.24,10.58,6.31,37.5,49,Rosaspe - Much Flowers,Ecuador,https://www.mayesh.com/bouquet-succulent-large-50cm,https://www.mayesh.com/backend/files/flowers/bouquet_succulent.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:07.472014,2025-05-20
Mayesh,6841593,Bouquet Succulent Medium,Bouquet,545,,40,12,164.52,13.71,5.94,4.21,37.5,50,Rosaspe - Much Flowers,Ecuador,https://www.mayesh.com/bouquet-succulent-medium-40cm,https://www.mayesh.com/backend/files/flowers/bouquet_succulent.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:07.518992,2025-05-20
Mayesh,6841595,Bouquet Succulent Medium,Bouquet,545,,50,12,202.44,16.87,7.91,4.21,37.5,50,Rosaspe - Much Flowers,Ecuador,https://www.mayesh.com/bouquet-succulent-medium-50cm,https://www.mayesh.com/backend/files/flowers/bouquet_succulent.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:07.564411,2025-05-20
Mayesh,6841543,Bouquet Supreme Large Program,Bouquet,545,,35,8,208.0,26.0,12.97,5.24,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-supreme-large-program-35cm,https://www.mayesh.com/backend/files/flowers/bouquet_supreme_large_program.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:07.608336,2025-05-20
Mayesh,6841544,Bouquet Supreme Large Program,Bouquet,545,,50,8,270.96,33.87,17.89,5.24,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-supreme-large-program-50cm,https://www.mayesh.com/backend/files/flowers/bouquet_supreme_large_program.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:07.652044,2025-05-20
Mayesh,6841541,Bouquet Supreme Medium Program,Bouquet,545,,35,10,214.9,21.49,10.81,4.19,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-supreme-medium-program-35cm,https://www.mayesh.com/backend/files/flowers/bouquet_supreme_medium_program.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:07.695962,2025-05-20
Mayesh,6841542,Bouquet Supreme Medium Program,Bouquet,545,,50,10,280.3,28.03,14.9,4.19,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-supreme-medium-program-50cm,https://www.mayesh.com/backend/files/flowers/bouquet_supreme_medium_program.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:07.739828,2025-05-20
Mayesh,6841539,Bouquet Supreme Small Program,Bouquet,545,,35,12,208.08,17.34,8.65,3.5,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-supreme-small-program-35cm,https://www.mayesh.com/backend/files/flowers/bouquet_supreme_small_program.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:07.783751,2025-05-20
Mayesh,6841540,Bouquet Supreme Small Program,Bouquet,545,,50,12,270.96,22.58,11.93,3.5,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-supreme-small-program-50cm,https://www.mayesh.com/backend/files/flowers/bouquet_supreme_small_program.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:07.827663,2025-05-20
Mayesh,6841559,Bouquet Tempting,Bouquet,545,,40,12,230.52,19.21,9.82,3.5,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-tempting-40cm,https://www.mayesh.com/backend/files/flowers/bouquet_tempting.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:07.901346,2025-05-20
Mayesh,6841560,Bouquet Tempting,Bouquet,545,,50,12,302.52,25.21,13.57,3.5,37.5,46,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-tempting-50cm,https://www.mayesh.com/backend/files/flowers/bouquet_tempting.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:07.947137,2025-05-20
Mayesh,6841545,Bouquet Tender Love,Bouquet,545,,40,12,223.8,18.65,9.47,3.5,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-tender-love-40cm,https://www.mayesh.com/backend/files/flowers/bouquet_tender_love.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:07.991854,2025-05-20
Mayesh,6841546,Bouquet Tender Love,Bouquet,545,,50,12,291.12,24.26,12.98,3.5,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-tender-love-50cm,https://www.mayesh.com/backend/files/flowers/bouquet_tender_love.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:08.037038,2025-05-20
Mayesh,6841555,Bouquet The Farm House Bouquet,Bouquet,545,,40,12,208.08,17.34,8.65,3.5,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-the-farm-house-bouquet-40cm,https://www.mayesh.com/backend/files/flowers/bouquet_the_farm_house.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:08.087719,2025-05-20
Mayesh,6841556,Bouquet The Farm House Bouquet,Bouquet,545,,50,12,270.96,22.58,11.93,3.5,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-the-farm-house-bouquet-50cm,https://www.mayesh.com/backend/files/flowers/bouquet_the_farm_house.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:08.135362,2025-05-20
Mayesh,6841598,Bouquet Tinted Craspedia Large,Bouquet,545,,40,10,165.4,16.54,7.18,5.05,37.5,50,Rosaspe - Much Flowers,Ecuador,https://www.mayesh.com/bouquet-tinted-craspedia-large-40cm,https://www.mayesh.com/backend/files/flowers/bouquet_tinted_craspedia.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:08.186216,2025-05-20
Mayesh,6841600,Bouquet Tinted Craspedia Large,Bouquet,545,,50,8,168.0,21.0,9.18,6.31,37.5,50,Rosaspe - Much Flowers,Ecuador,https://www.mayesh.com/bouquet-tinted-craspedia-large-50cm,https://www.mayesh.com/backend/files/flowers/bouquet_tinted_craspedia.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:08.236931,2025-05-20
Mayesh,6841597,Bouquet Tinted Craspedia Medium,Bouquet,545,,40,12,158.28,13.19,5.61,4.21,37.5,50,Rosaspe - Much Flowers,Ecuador,https://www.mayesh.com/bouquet-tinted-craspedia-medium-40cm,https://www.mayesh.com/backend/files/flowers/bouquet_tinted_craspedia.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:08.287136,2025-05-20
Mayesh,6841599,Bouquet Tinted Craspedia Medium,Bouquet,545,,50,12,179.88,14.99,6.74,4.21,37.5,50,Rosaspe - Much Flowers,Ecuador,https://www.mayesh.com/bouquet-tinted-craspedia-medium-50cm,https://www.mayesh.com/backend/files/flowers/bouquet_tinted_craspedia.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:08.337714,2025-05-20
Mayesh,6841549,Bouquet Victorian Medium,Bouquet,545,,25,4,150.36,37.59,16.94,10.49,37.5,49,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-victorian-medium-25cm,https://www.mayesh.com/backend/files/flowers/bouquet_victorian_medium.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:08.383363,2025-05-20
Mayesh,6841550,Bouquet Victorian Medium,Bouquet,545,,50,4,187.08,46.77,22.68,10.49,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-victorian-medium-50cm,https://www.mayesh.com/backend/files/flowers/bouquet_victorian_medium.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:08.428502,2025-05-20
Mayesh,6841547,Bouquet Victorian Small,Bouquet,545,,25,6,156.36,26.06,11.92,6.99,37.5,49,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-victorian-small-25cm,https://www.mayesh.com/backend/files/flowers/bouquet_victorian_small.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:08.474671,2025-05-20
Mayesh,6841548,Bouquet Victorian Small,Bouquet,545,,50,6,195.66,32.61,16.01,6.99,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-victorian-small-50cm,https://www.mayesh.com/backend/files/flowers/bouquet_victorian_small.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:08.519782,2025-05-20
Mayesh,6841551,Bouquet Wonder Breeze,Bouquet,545,,40,8,199.04,24.88,12.27,5.24,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-wonder-breeze-40cm,https://www.mayesh.com/backend/files/flowers/bouquet_wonder_breeze.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:08.563589,2025-05-20
Mayesh,6841552,Bouquet Wonder Breeze,Bouquet,545,,50,8,257.36,32.17,16.83,5.24,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-wonder-breeze-50cm,https://www.mayesh.com/backend/files/flowers/bouquet_wonder_breeze.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:08.606875,2025-05-20
Mayesh,6841564,Bouquet Zen Garden,Bouquet,545,,40,8,208.0,26.0,12.97,5.24,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-zen-garden-40cm,https://www.mayesh.com/backend/files/flowers/bouquet_zen_garden.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:08.650520,2025-05-20
Mayesh,6841565,Bouquet Zen Garden,Bouquet,545,,50,8,275.44,34.43,18.24,5.24,37.5,50,Bellaflor,Ecuador,https://www.mayesh.com/bouquet-zen-garden-50cm,https://www.mayesh.com/backend/files/flowers/bouquet_zen_garden.jpg,,,,Bouquets,5c2ebc74-f0d5-409f-83f2-a1d33372c246,0.9430897235870361,2025-05-12T07:45:08.694173,2025-05-20
Mayesh,484171,Bromeliad Red,Bromeliad,549,Red,,30,77.1,2.57,1.16,0.72,37.5,4,Latitude 0 Farms,Ecuador,https://www.mayesh.com/bromeliad-red,https://www.mayesh.com/backend/files/flowers/bromeliad-red.jpg,,,,,,,2025-05-12T07:45:08.737896,2025-05-20
Mayesh,513531,Brunia Albiflora Green,Brunia,550,Green,,100,165.0,1.65,1.03,,37.5,2,Global Flowers,South Africa,https://www.mayesh.com/brunia-albiflora-green,https://www.mayesh.com/backend/files/flowers/brunia-albiflora-green.jpg,,,,Brunia,25de2642-9262-4877-a505-70bff5a8ba5a,1.0000001192092896,2025-05-12T07:45:08.789413,2025-05-20
Mayesh,513533,Brunia Spray Silver,Brunia,550,Silver,,100,149.0,1.49,0.93,,37.5,2,Global Flowers,South Africa,https://www.mayesh.com/brunia-spray-silver,https://www.mayesh.com/backend/files/flowers/brunia-spray-silver.jpg,,,,Brunia,25de2642-9262-4877-a505-70bff5a8ba5a,1.0000001192092896,2025-05-12T07:45:08.835405,2025-05-20
Mayesh,490599,Bupleurum Green,Bupleurum,1091,Green,,8,102.88,12.86,5.73,3.69,37.5,35,,Ecuador,https://www.mayesh.com/bupleurum-green,https://www.mayesh.com/backend/files/flowers/bupleurum_green.jpg,,,,Bupleurum,b0669d59-c36e-40d0-a8f8-044614bf9411,1.0,2025-05-12T07:45:08.880664,2025-05-20
Mayesh,490599,Bupleurum Green,Bupleurum,1091,Green,,18,212.04,11.78,5.61,2.81,37.5,36,,Ecuador,https://www.mayesh.com/bupleurum-green,https://www.mayesh.com/backend/files/flowers/bupleurum_green.jpg,,,,Bupleurum,b0669d59-c36e-40d0-a8f8-044614bf9411,1.0,2025-05-12T07:45:08.925913,2025-05-20
Mayesh,484178,Calla Lily Mini Assorted,Calla Lily Mini,1192,Assorted,40,100,182.0,1.82,0.95,0.3,37.5,4,,Colombia,https://www.mayesh.com/calla-lily-assorted-40-cm,https://www.mayesh.com/backend/files/flowers/calla-lily-assorted.jpg,,,,Mini Calla,f34eaca7-c4d0-4824-a331-ce601ee98869,0.8901983499526978,2025-05-12T07:45:08.971520,2025-05-20
Mayesh,484179,Calla Lily Mini Assorted,Calla Lily Mini,1192,Assorted,50,70,150.5,2.15,1.08,0.42,37.5,5,,Colombia,https://www.mayesh.com/calla-lily-assorted-50-cm,https://www.mayesh.com/backend/files/flowers/calla-lily-assorted.jpg,,,,Mini Calla,f34eaca7-c4d0-4824-a331-ce601ee98869,0.8901983499526978,2025-05-12T07:45:09.017636,2025-05-20
Mayesh,484192,Calla Lily Mini Burgundy,Calla Lily Mini,1192,Burgundy,40,100,199.0,1.99,1.06,0.3,37.5,2,,Colombia,https://www.mayesh.com/calla-lily-burgundy-40-cm,https://www.mayesh.com/backend/files/flowers/calla-lily-burgundy.jpg,,,,Mini Calla,f34eaca7-c4d0-4824-a331-ce601ee98869,0.8901983499526978,2025-05-12T07:45:09.062695,2025-05-20
