competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,competitor_product_group_id,state,color,stem_length,stems_per_unit,unit_price,stem_price,base_price,freight_price,margin,available_units,grower_name,grower_country,highlight_name,cleaned_name_used,product_group_key,created_at,eta_date
Mayesh,8699108,Rose Dallas Red,Rose,900,Kentucky,Red,40,100,143.0,1.43,0.58,0.51,37.5,2,,Ecuador,,Rose Dallas Red,900,2025-06-02,2025-06-10
Mayesh,8699109,Rose Dallas Red,Rose,900,Kentucky,Red,50,100,163.0,1.63,0.7,0.51,37.5,2,,Ecuador,,Rose Dallas Red,900,2025-06-02,2025-06-10
Mayesh,8699110,Rose Dallas Red,Rose,900,Kentucky,Red,60,100,180.0,1.8,0.81,0.51,37.5,2,,Ecuador,,Rose Dallas Red,900,2025-06-02,2025-06-10
Mayesh,486215,Rose Deep Purple Lavender,Rose,900,Kentucky,Lavender,40,100,119.0,1.19,0.43,0.51,37.5,19,,Ecuador,,Rose Deep Purple Lavender,900,2025-06-02,2025-06-10
Mayesh,486216,Rose Deep Purple Lavender,Rose,900,Kentucky,Lavender,50,100,131.0,1.31,0.5,0.51,37.5,19,,Ecuador,,Rose Deep Purple Lavender,900,2025-06-02,2025-06-10
Mayesh,486217,Rose Deep Purple Lavender,Rose,900,Kentucky,Lavender,60,100,143.0,1.43,0.58,0.51,37.5,19,,Ecuador,,Rose Deep Purple Lavender,900,2025-06-02,2025-06-10
Mayesh,8699116,Rose Dragon Tale Orange,Rose,900,Kentucky,Orange,50,100,137.0,1.37,0.54,0.51,37.5,2,,Ecuador,,Rose Dragon Tale Orange,900,2025-06-02,2025-06-10
Mayesh,8699117,Rose Dragon Tale Orange,Rose,900,Kentucky,Orange,60,100,153.0,1.53,0.64,0.51,37.5,1,,Ecuador,,Rose Dragon Tale Orange,900,2025-06-02,2025-06-10
Mayesh,8699121,Rose Dragonfly Orange,Rose,900,Kentucky,Orange,40,100,153.0,1.53,0.64,0.51,37.5,0,,Ecuador,,Rose Dragonfly Orange,900,2025-06-02,2025-06-10
Mayesh,8699122,Rose Dragonfly Orange,Rose,900,Kentucky,Orange,50,100,172.0,1.72,0.76,0.51,37.5,0,,Ecuador,,Rose Dragonfly Orange,900,2025-06-02,2025-06-10
Mayesh,8699123,Rose Dragonfly Orange,Rose,900,Kentucky,Orange,60,100,190.0,1.9,0.87,0.51,37.5,1,,Ecuador,,Rose Dragonfly Orange,900,2025-06-02,2025-06-10
Mayesh,1079342,Rose Dyed Blue,Rose,900,Kentucky,Blue,50,100,209.0,2.09,0.99,0.51,37.5,14,,Ecuador,,Rose Dyed Blue,900,2025-06-02,2025-06-10
Mayesh,1079343,Rose Dyed Blue,Rose,900,Kentucky,Blue,60,100,228.0,2.28,1.11,0.51,37.5,15,,Ecuador,,Rose Dyed Blue,900,2025-06-02,2025-06-10
Mayesh,1008794,Rose Dynamic Light Peach,Rose,900,Kentucky,Light Peach,40,100,126.0,1.26,0.47,0.51,37.5,4,,Ecuador,,Rose Dynamic Light Peach,900,2025-06-02,2025-06-10
Mayesh,1008795,Rose Dynamic Light Peach,Rose,900,Kentucky,Light Peach,50,100,143.0,1.43,0.58,0.51,37.5,10,,Ecuador,,Rose Dynamic Light Peach,900,2025-06-02,2025-06-10
Mayesh,1008796,Rose Dynamic Light Peach,Rose,900,Kentucky,Light Peach,60,100,163.0,1.63,0.7,0.51,37.5,10,,Ecuador,,Rose Dynamic Light Peach,900,2025-06-02,2025-06-10
Mayesh,486270,Rose Early Grey Silver,Rose,900,Kentucky,Silver,40,100,126.0,1.26,0.47,0.51,37.5,8,,Ecuador,,Rose Early Grey Silver,900,2025-06-02,2025-06-10
Mayesh,486271,Rose Early Grey Silver,Rose,900,Kentucky,Silver,50,100,143.0,1.43,0.58,0.51,37.5,14,,Ecuador,,Rose Early Grey Silver,900,2025-06-02,2025-06-10
Mayesh,486310,Rose Encanto Orange/Yellow,Rose,900,Kentucky,Orange/Yellow,40,100,134.0,1.34,0.52,0.51,37.5,2,,Ecuador,,Rose Encanto Orange/Yellow,900,2025-06-02,2025-06-10
Mayesh,4265279,Rose Enchantment Hot Pink,Rose,900,Kentucky,Hot Pink,40,100,134.0,1.34,0.52,0.51,37.5,9,,Ecuador,,Rose Enchantment Hot Pink,900,2025-06-02,2025-06-10
Mayesh,4265326,Rose Enchantment Hot Pink,Rose,900,Kentucky,Hot Pink,50,100,153.0,1.53,0.64,0.51,37.5,10,,Ecuador,,Rose Enchantment Hot Pink,900,2025-06-02,2025-06-10
Mayesh,4265373,Rose Enchantment Hot Pink,Rose,900,Kentucky,Hot Pink,60,100,172.0,1.72,0.76,0.51,37.5,9,,Ecuador,,Rose Enchantment Hot Pink,900,2025-06-02,2025-06-10
Mayesh,486325,Rose Escimo White,Rose,900,Kentucky,White,40,125,142.5,1.14,0.46,0.4,37.5,13,,Ecuador,,Rose Escimo White,900,2025-06-02,2025-06-10
Mayesh,486326,Rose Escimo White,Rose,900,Kentucky,White,50,100,153.0,1.53,0.64,0.51,37.5,20,,Ecuador,,Rose Escimo White,900,2025-06-02,2025-06-10
Mayesh,486327,Rose Escimo White,Rose,900,Kentucky,White,60,100,172.0,1.72,0.76,0.51,37.5,3,,Ecuador,,Rose Escimo White,900,2025-06-02,2025-06-10
Mayesh,486330,Rose Esperance Pink/White,Rose,900,Kentucky,Pink/White,40,100,123.0,1.23,0.45,0.51,37.5,7,,Ecuador,,Rose Esperance Pink/White,900,2025-06-02,2025-06-10
Mayesh,486331,Rose Esperance Pink/White,Rose,900,Kentucky,Pink/White,50,100,134.0,1.34,0.52,0.51,37.5,29,,Ecuador,,Rose Esperance Pink/White,900,2025-06-02,2025-06-10
Mayesh,486332,Rose Esperance Pink/White,Rose,900,Kentucky,Pink/White,60,100,153.0,1.53,0.64,0.51,37.5,10,,Ecuador,,Rose Esperance Pink/White,900,2025-06-02,2025-06-10
Mayesh,486366,Rose Explorer Red,Rose,900,Kentucky,Red,50,100,153.0,1.53,0.64,0.51,37.5,7,,Ecuador,,Rose Explorer Red,900,2025-06-02,2025-06-10
Mayesh,486367,Rose Explorer Red,Rose,900,Kentucky,Red,60,100,172.0,1.72,0.76,0.51,37.5,18,,Ecuador,,Rose Explorer Red,900,2025-06-02,2025-06-10
Mayesh,486368,Rose Explorer Red,Rose,900,Kentucky,Red,70,100,190.0,1.9,0.87,0.51,37.5,20,,Ecuador,,Rose Explorer Red,900,2025-06-02,2025-06-10
Mayesh,486369,Rose Explorer Red,Rose,900,Kentucky,Red,80,100,190.0,1.9,0.87,0.51,37.5,10,,Ecuador,,Rose Explorer Red,900,2025-06-02,2025-06-10
Mayesh,486375,Rose Faith Mauve,Rose,900,Kentucky,Mauve,40,100,123.0,1.23,0.45,0.51,37.5,9,,Ecuador,,Rose Faith Mauve,900,2025-06-02,2025-06-10
Mayesh,486376,Rose Faith Mauve,Rose,900,Kentucky,Mauve,50,100,143.0,1.43,0.58,0.51,37.5,9,,Ecuador,,Rose Faith Mauve,900,2025-06-02,2025-06-10
Mayesh,486377,Rose Faith Mauve,Rose,900,Kentucky,Mauve,60,100,153.0,1.53,0.64,0.51,37.5,5,,Ecuador,,Rose Faith Mauve,900,2025-06-02,2025-06-10
Mayesh,4084055,Rose Fascination Peach,Rose,900,Kentucky,Peach,50,100,153.0,1.53,0.64,0.51,37.5,5,,Ecuador,,Rose Fascination Peach,900,2025-06-02,2025-06-10
Mayesh,4084056,Rose Fascination Peach,Rose,900,Kentucky,Peach,60,100,172.0,1.72,0.76,0.51,37.5,5,,Ecuador,,Rose Fascination Peach,900,2025-06-02,2025-06-10
Mayesh,8699139,Rose Felicity Peach,Rose,900,Kentucky,Peach,40,100,131.0,1.31,0.5,0.51,37.5,0,,Ecuador,,Rose Felicity Peach,900,2025-06-02,2025-06-10
Mayesh,8699140,Rose Felicity Peach,Rose,900,Kentucky,Peach,50,100,143.0,1.43,0.58,0.51,37.5,0,,Ecuador,,Rose Felicity Peach,900,2025-06-02,2025-06-10
Mayesh,8699141,Rose Felicity Peach,Rose,900,Kentucky,Peach,60,100,163.0,1.63,0.7,0.51,37.5,4,,Ecuador,,Rose Felicity Peach,900,2025-06-02,2025-06-10
Mayesh,542869,Rose Fidji Orange/Peach,Rose,900,Kentucky,Orange/Peach,40,100,131.0,1.31,0.5,0.51,37.5,10,,Ecuador,,Rose Fidji Orange/Peach,900,2025-06-02,2025-06-10
Mayesh,1016455,Rose Finally Dark Red,Rose,900,Kentucky,Dark Red,50,100,153.0,1.53,0.64,0.51,37.5,14,,Ecuador,,Rose Finally Dark Red,900,2025-06-02,2025-06-10
Mayesh,1016456,Rose Finally Dark Red,Rose,900,Kentucky,Dark Red,60,100,172.0,1.72,0.76,0.51,37.5,15,,Ecuador,,Rose Finally Dark Red,900,2025-06-02,2025-06-10
Mayesh,4265364,Rose Fortune Red,Rose,900,Kentucky,Red,50,100,153.0,1.53,0.64,0.51,37.5,10,,Ecuador,,Rose Fortune Red,900,2025-06-02,2025-06-10
Mayesh,4265411,Rose Fortune Red,Rose,900,Kentucky,Red,60,100,172.0,1.72,0.76,0.51,37.5,10,,Ecuador,,Rose Fortune Red,900,2025-06-02,2025-06-10
Mayesh,486459,Rose Free Spirit Apricot,Rose,900,Kentucky,Apricot,40,100,134.0,1.34,0.52,0.51,37.5,15,,Ecuador,,Rose Free Spirit Apricot,900,2025-06-02,2025-06-10
Mayesh,486460,Rose Free Spirit Apricot,Rose,900,Kentucky,Apricot,50,100,153.0,1.53,0.64,0.51,37.5,13,,Ecuador,,Rose Free Spirit Apricot,900,2025-06-02,2025-06-10
Mayesh,486461,Rose Free Spirit Apricot,Rose,900,Kentucky,Apricot,60,100,172.0,1.72,0.76,0.51,37.5,4,,Ecuador,,Rose Free Spirit Apricot,900,2025-06-02,2025-06-10
Mayesh,486467,Rose Freedom Red,Rose,900,Kentucky,Red,40,125,122.5,0.98,0.36,0.4,37.5,94,,Ecuador,,Rose Freedom Red,900,2025-06-02,2025-06-10
Mayesh,486468,Rose Freedom Red,Rose,900,Kentucky,Red,50,100,124.0,1.24,0.46,0.51,37.5,94,,Ecuador,,Rose Freedom Red,900,2025-06-02,2025-06-10
Mayesh,486469,Rose Freedom Red,Rose,900,Kentucky,Red,60,100,134.0,1.34,0.52,0.51,37.5,86,,Ecuador,,Rose Freedom Red,900,2025-06-02,2025-06-10
Mayesh,486470,Rose Freedom Red,Rose,900,Kentucky,Red,70,100,142.0,1.42,0.57,0.51,37.5,46,,Ecuador,,Rose Freedom Red,900,2025-06-02,2025-06-10
Mayesh,486471,Rose Freedom Red,Rose,900,Kentucky,Red,80,100,153.0,1.53,0.64,0.51,37.5,30,,Ecuador,,Rose Freedom Red,900,2025-06-02,2025-06-10
Mayesh,1003869,Rose Frutetto Blush/Pink,Rose,900,Kentucky,Blush/Pink,40,100,126.0,1.26,0.47,0.51,37.5,15,,Ecuador,,Rose Frutetto Blush/Pink,900,2025-06-02,2025-06-10
Mayesh,1003870,Rose Frutetto Blush/Pink,Rose,900,Kentucky,Blush/Pink,50,100,143.0,1.43,0.58,0.51,37.5,30,,Ecuador,,Rose Frutetto Blush/Pink,900,2025-06-02,2025-06-10
Mayesh,1003871,Rose Frutetto Blush/Pink,Rose,900,Kentucky,Blush/Pink,60,100,163.0,1.63,0.7,0.51,37.5,30,,Ecuador,,Rose Frutetto Blush/Pink,900,2025-06-02,2025-06-10
Mayesh,3653561,Rose Full Monty Hot Pink,Rose,900,Kentucky,Hot Pink,40,100,123.0,1.23,0.45,0.51,37.5,12,,Ecuador,,Rose Full Monty Hot Pink,900,2025-06-02,2025-06-10
Mayesh,3653562,Rose Full Monty Hot Pink,Rose,900,Kentucky,Hot Pink,50,100,134.0,1.34,0.52,0.51,37.5,14,,Ecuador,,Rose Full Monty Hot Pink,900,2025-06-02,2025-06-10
Mayesh,3653563,Rose Full Monty Hot Pink,Rose,900,Kentucky,Hot Pink,60,100,153.0,1.53,0.64,0.51,37.5,15,,Ecuador,,Rose Full Monty Hot Pink,900,2025-06-02,2025-06-10
Mayesh,487967,Rose Garden Alabaster White,Rose Garden,556,Kentucky,White,40,48,172.8,3.6,1.94,0.5,37.5,2,Alexandra Farms,Colombia,,Rose Garden Alabaster White,556,2025-06-02,2025-06-10
Mayesh,8698900,Rose Garden Angelkiss White,Rose Garden,556,Kentucky,White,40,96,220.8,2.3,1.11,0.53,37.5,2,,Ecuador,,Rose Garden Angelkiss White,556,2025-06-02,2025-06-10
Mayesh,8698901,Rose Garden Angelkiss White,Rose Garden,556,Kentucky,White,50,96,238.08,2.48,1.22,0.53,37.5,2,,Ecuador,,Rose Garden Angelkiss White,556,2025-06-02,2025-06-10
Mayesh,8698909,Rose Garden Antonia Garden Cream,Rose Garden,556,Kentucky,Cream,40,100,172.0,1.72,0.76,0.51,37.5,0,,Ecuador,,Rose Garden Antonia Garden Cream,556,2025-06-02,2025-06-10
Mayesh,8698910,Rose Garden Antonia Garden Cream,Rose Garden,556,Kentucky,Cream,50,100,190.0,1.9,0.87,0.51,37.5,0,,Ecuador,,Rose Garden Antonia Garden Cream,556,2025-06-02,2025-06-10
Mayesh,5419636,Rose Garden Apple Jack Bicolor Pink,Rose Garden,556,Kentucky,Bicolor Pink,,100,236.0,2.36,1.16,0.51,37.5,2,Inversiones Ponte Tresa,Ecuador,,Rose Garden Apple Jack Bicolor Pink,556,2025-06-02,2025-06-10
Mayesh,5613596,Rose Garden Art Nouvo Light Pink,Rose Garden,556,Kentucky,Light Pink,,48,125.76,2.62,1.22,0.67,37.5,3,Sagat International,Ecuador,,Rose Garden Art Nouvo Light Pink,556,2025-06-02,2025-06-10
Mayesh,487962,Rose Garden Assorted,Rose Garden,556,Kentucky,Assorted,40,48,87.84,1.83,0.76,0.62,37.5,20,,Ecuador,,Rose Garden Assorted,556,2025-06-02,2025-06-10
Mayesh,487962,Rose Garden Assorted,Rose Garden,556,Kentucky,Assorted,40,96,167.04,1.74,0.76,0.53,37.5,20,,Ecuador,,Rose Garden Assorted,556,2025-06-02,2025-06-10
Mayesh,487962,Rose Garden Assorted,Rose Garden,556,Kentucky,Assorted,40,48,130.56,2.72,1.39,0.5,37.5,20,Alexandra Farms,Ecuador,,Rose Garden Assorted,556,2025-06-02,2025-06-10
Mayesh,487963,Rose Garden Assorted,Rose Garden,556,Kentucky,Assorted,50,96,184.32,1.92,0.87,0.53,37.5,20,,Ecuador,,Rose Garden Assorted,556,2025-06-02,2025-06-10
Mayesh,487963,Rose Garden Assorted,Rose Garden,556,Kentucky,Assorted,50,48,96.48,2.01,0.87,0.62,37.5,19,,Ecuador,,Rose Garden Assorted,556,2025-06-02,2025-06-10
Mayesh,1427702,Rose Garden Atomic Red/Orange,Rose Garden,556,Kentucky,Red/Orange,40,100,126.0,1.26,0.47,0.51,37.5,10,,Ecuador,,Rose Garden Atomic Red/Orange,556,2025-06-02,2025-06-10
Mayesh,1427705,Rose Garden Atomic Red/Orange,Rose Garden,556,Kentucky,Red/Orange,50,100,143.0,1.43,0.58,0.51,37.5,10,,Ecuador,,Rose Garden Atomic Red/Orange,556,2025-06-02,2025-06-10
Mayesh,1427706,Rose Garden Atomic Red/Orange,Rose Garden,556,Kentucky,Red/Orange,60,100,163.0,1.63,0.7,0.51,37.5,10,,Ecuador,,Rose Garden Atomic Red/Orange,556,2025-06-02,2025-06-10
Mayesh,1356467,Rose Garden Buttercup Cream,Rose Garden,556,Kentucky,Cream,50,100,172.0,1.72,0.76,0.51,37.5,5,,Ecuador,,Rose Garden Buttercup Cream,556,2025-06-02,2025-06-10
Mayesh,726069,Rose Garden Cafe Latte Beige/Lavender,Rose Garden,556,Kentucky,Beige/Lavender,40,48,160.8,3.35,1.78,0.5,37.5,2,Alexandra Farms,Colombia,,Rose Garden Cafe Latte Beige/Lavender,556,2025-06-02,2025-06-10
Mayesh,726070,Rose Garden Cafe Latte Beige/Lavender,Rose Garden,556,Kentucky,Beige/Lavender,50,120,325.2,2.71,1.43,0.42,37.5,2,,Colombia,,Rose Garden Cafe Latte Beige/Lavender,556,2025-06-02,2025-06-10
Mayesh,884744,Rose Garden Campanella Peach,Rose Garden,556,Kentucky,Peach,,48,87.84,1.83,0.76,0.62,37.5,0,,Ecuador,,Rose Garden Campanella Peach,556,2025-06-02,2025-06-10
Mayesh,488062,Rose Garden Caramel Antique Apricot,Rose Garden,556,Kentucky,Apricot,40,48,113.76,2.37,1.17,0.5,37.5,18,Alexandra Farms,Colombia,,Rose Garden Caramel Antique Apricot,556,2025-06-02,2025-06-10
Mayesh,488077,Rose Garden Catalina Yellow,Rose Garden,556,Kentucky,Yellow,40,48,150.24,3.13,1.41,0.87,37.5,14,Alexandra Farms,Colombia,,Rose Garden Catalina Yellow,556,2025-06-02,2025-06-10
Mayesh,488077,Rose Garden Catalina Yellow,Rose Garden,556,Kentucky,Yellow,40,48,117.6,2.45,1.11,0.67,37.5,1,Sagat International,Ecuador,,Rose Garden Catalina Yellow,556,2025-06-02,2025-06-10
Mayesh,8661255,Rose Garden Claire De Lune White,Rose Garden,556,Kentucky,White,40,48,134.88,2.81,1.34,0.67,37.5,1,Sagat International,Ecuador,,Rose Garden Claire De Lune White,556,2025-06-02,2025-06-10
Mayesh,8661256,Rose Garden Claire De Lune White,Rose Garden,556,Kentucky,White,50,48,144.48,3.01,1.46,0.67,37.5,1,Sagat International,Ecuador,,Rose Garden Claire De Lune White,556,2025-06-02,2025-06-10
Mayesh,2084874,Rose Garden Coldplay White,Rose Garden,556,Kentucky,White,60,100,190.0,1.9,0.87,0.51,37.5,4,,Ecuador,,Rose Garden Coldplay White,556,2025-06-02,2025-06-10
Mayesh,1241510,Rose Garden Coral X-pression Coral,Rose Garden,556,Kentucky,Coral,40,100,190.0,1.9,0.87,0.51,37.5,1,,Ecuador,,Rose Garden Coral X-pression Coral,556,2025-06-02,2025-06-10
Mayesh,1241511,Rose Garden Coral X-pression Coral,Rose Garden,556,Kentucky,Coral,50,100,209.0,2.09,0.99,0.51,37.5,2,,Ecuador,,Rose Garden Coral X-pression Coral,556,2025-06-02,2025-06-10
Mayesh,4265227,Rose Garden Cotton X-pression Cream,Rose Garden,556,Kentucky,Cream,50,100,163.0,1.63,0.7,0.51,37.5,7,,Ecuador,,Rose Garden Cotton X-pression Cream,556,2025-06-02,2025-06-10
Mayesh,4265243,Rose Garden Cotton X-pression Cream,Rose Garden,556,Kentucky,Cream,60,100,172.0,1.72,0.76,0.51,37.5,29,,Ecuador,,Rose Garden Cotton X-pression Cream,556,2025-06-02,2025-06-10
Mayesh,3423460,Rose Garden Country Secret Blush,Rose Garden,556,Kentucky,Blush,40,100,153.0,1.53,0.64,0.51,37.5,3,,Ecuador,,Rose Garden Country Secret Blush,556,2025-06-02,2025-06-10
Mayesh,3423461,Rose Garden Country Secret Blush,Rose Garden,556,Kentucky,Blush,50,100,172.0,1.72,0.76,0.51,37.5,10,,Ecuador,,Rose Garden Country Secret Blush,556,2025-06-02,2025-06-10
Mayesh,4277204,Rose Garden Cream X-pression Cream,Rose Garden,556,Kentucky,Cream,40,100,153.0,1.53,0.64,0.51,37.5,1,,Ecuador,Limited,Rose Garden Cream X-pression Cream,556,2025-06-02,2025-06-10
Mayesh,4277205,Rose Garden Cream X-pression Cream,Rose Garden,556,Kentucky,Cream,50,100,172.0,1.72,0.76,0.51,37.5,2,,Ecuador,Limited,Rose Garden Cream X-pression Cream,556,2025-06-02,2025-06-10
Mayesh,4277206,Rose Garden Cream X-pression Cream,Rose Garden,556,Kentucky,Cream,60,100,190.0,1.9,0.87,0.51,37.5,0,,Ecuador,Limited,Rose Garden Cream X-pression Cream,556,2025-06-02,2025-06-10
Mayesh,8699076,Rose Garden Creamykiss Cream,Rose Garden,556,Kentucky,Cream,40,96,220.8,2.3,1.11,0.53,37.5,1,,Ecuador,,Rose Garden Creamykiss Cream,556,2025-06-02,2025-06-10
Mayesh,8699080,Rose Garden Creamykiss Cream,Rose Garden,556,Kentucky,Cream,50,96,238.08,2.48,1.22,0.53,37.5,2,,Ecuador,,Rose Garden Creamykiss Cream,556,2025-06-02,2025-06-10
Mayesh,8699094,Rose Garden Crystal Flame Orange,Rose Garden,556,Kentucky,Orange,40,100,246.0,2.46,1.22,0.51,37.5,0,,Ecuador,,Rose Garden Crystal Flame Orange,556,2025-06-02,2025-06-10
Mayesh,8699095,Rose Garden Crystal Flame Orange,Rose Garden,556,Kentucky,Orange,50,100,228.0,2.28,1.11,0.51,37.5,1,,Ecuador,,Rose Garden Crystal Flame Orange,556,2025-06-02,2025-06-10
Mayesh,3423467,Rose Garden Dark X-pression Hot Pink,Rose Garden,556,Kentucky,Hot Pink,40,100,172.0,1.72,0.76,0.51,37.5,0,,Ecuador,,Rose Garden Dark X-pression Hot Pink,556,2025-06-02,2025-06-10
Mayesh,3423468,Rose Garden Dark X-pression Hot Pink,Rose Garden,556,Kentucky,Hot Pink,50,100,190.0,1.9,0.87,0.51,37.5,1,,Ecuador,,Rose Garden Dark X-pression Hot Pink,556,2025-06-02,2025-06-10
Mayesh,1203980,Rose Garden David Austin Assorted,Rose Garden,556,Kentucky,Assorted,40,48,172.8,3.6,1.94,0.5,37.5,17,Alexandra Farms,Colombia,,Rose Garden David Austin Assorted,556,2025-06-02,2025-06-10
Mayesh,9082367,Rose Garden Degas Bronze,Rose Garden,556,Kentucky,Bronze,40,48,180.48,3.76,1.93,0.67,37.5,4,Sagat International,Ecuador,,Rose Garden Degas Bronze,556,2025-06-02,2025-06-10
Mayesh,490140,Rose Garden Garden Spirit Blush,Rose Garden,556,Kentucky,Blush,50,100,172.0,1.72,0.76,0.51,37.5,3,,Ecuador,,Rose Garden Garden Spirit Blush,556,2025-06-02,2025-06-10
Mayesh,490165,Rose Garden Garden Spirit Blush,Rose Garden,556,Kentucky,Blush,60,100,190.0,1.9,0.87,0.51,37.5,9,,Ecuador,,Rose Garden Garden Spirit Blush,556,2025-06-02,2025-06-10
Mayesh,488246,Rose Garden Juliet Peach,Rose Garden,556,Kentucky,Peach,30,48,172.8,3.6,1.94,0.5,37.5,3,Alexandra Farms,Colombia,,Rose Garden Juliet Peach,556,2025-06-02,2025-06-10
Mayesh,488247,Rose Garden Juliet Peach,Rose Garden,556,Kentucky,Peach,40,48,181.44,3.78,2.05,0.5,37.5,15,Alexandra Farms,Colombia,,Rose Garden Juliet Peach,556,2025-06-02,2025-06-10
Mayesh,488267,Rose Garden Keira Blush,Rose Garden,556,Kentucky,Blush,40,48,172.8,3.6,1.94,0.5,37.5,1,Alexandra Farms,Colombia,,Rose Garden Keira Blush,556,2025-06-02,2025-06-10
Mayesh,1818975,Rose Garden Leonora Cream/White,Rose Garden,556,Kentucky,Cream/White,,48,172.8,3.6,1.94,0.5,37.5,0,Alexandra Farms,Colombia,,Rose Garden Leonora Cream/White,556,2025-06-02,2025-06-10
Mayesh,8699212,Rose Garden Magnolia Cream,Rose Garden,556,Kentucky,Cream,40,100,172.0,1.72,0.76,0.51,37.5,5,,Ecuador,,Rose Garden Magnolia Cream,556,2025-06-02,2025-06-10
Mayesh,8699213,Rose Garden Magnolia Cream,Rose Garden,556,Kentucky,Cream,50,100,190.0,1.9,0.87,0.51,37.5,2,,Ecuador,,Rose Garden Magnolia Cream,556,2025-06-02,2025-06-10
Mayesh,884806,Rose Garden Mamy Blue Purple,Rose Garden,556,Kentucky,Purple,,60,121.8,2.03,0.96,0.49,37.5,2,,Ecuador,,Rose Garden Mamy Blue Purple,556,2025-06-02,2025-06-10
Mayesh,488307,Rose Garden Mamy Blue Purple,Rose Garden,556,Kentucky,Purple,40,100,268.0,2.68,1.36,0.51,37.5,2,,Ecuador,,Rose Garden Mamy Blue Purple,556,2025-06-02,2025-06-10
Mayesh,4265216,Rose Garden Mandarin X-pression Pink,Rose Garden,556,Kentucky,Pink,40,100,153.0,1.53,0.64,0.51,37.5,2,,Ecuador,,Rose Garden Mandarin X-pression Pink,556,2025-06-02,2025-06-10
Mayesh,508843,Rose Garden Mayra Bridal Pink Light Pink,Rose Garden,556,Kentucky,Light Pink,40,100,195.0,1.95,0.9,0.51,37.5,0,,Colombia,,Rose Garden Mayra Bridal Pink Light Pink,556,2025-06-02,2025-06-10
Mayesh,884812,Rose Garden Mayra Peach Peach,Rose Garden,556,Kentucky,Peach,,96,175.68,1.83,0.87,0.44,37.5,2,Florecal,Ecuador,,Rose Garden Mayra Peach Peach,556,2025-06-02,2025-06-10
Mayesh,8699222,Rose Garden Melon X-pression Peach,Rose Garden,556,Kentucky,Peach,40,100,172.0,1.72,0.76,0.51,37.5,1,,Ecuador,,Rose Garden Melon X-pression Peach,556,2025-06-02,2025-06-10
Mayesh,8699223,Rose Garden Melon X-pression Peach,Rose Garden,556,Kentucky,Peach,50,100,190.0,1.9,0.87,0.51,37.5,2,,Ecuador,,Rose Garden Melon X-pression Peach,556,2025-06-02,2025-06-10
Mayesh,3459162,Rose Garden Miyabi Brown Tan/Light Pink,Rose Garden,556,Kentucky,Tan/Light Pink,40,48,172.8,3.6,1.94,0.5,37.5,12,Alexandra Farms,Colombia,,Rose Garden Miyabi Brown Tan/Light Pink,556,2025-06-02,2025-06-10
Mayesh,1784970,Rose Garden Miyabi Pink Shades,Rose Garden,556,Kentucky,Pink Shades,40,48,172.8,3.6,1.94,0.5,37.5,3,Alexandra Farms,Colombia,,Rose Garden Miyabi Pink Shades,556,2025-06-02,2025-06-10
Mayesh,3452242,Rose Garden Monet Pale Peach,Rose Garden,556,Kentucky,Pale Peach,,48,134.88,2.81,1.34,0.67,37.5,2,Sagat International,Ecuador,,Rose Garden Monet Pale Peach,556,2025-06-02,2025-06-10
Mayesh,1247673,Rose Garden Notting Hill Peach,Rose Garden,556,Kentucky,Peach,,48,125.76,2.62,1.22,0.67,37.5,0,Sagat International,Ecuador,,Rose Garden Notting Hill Peach,556,2025-06-02,2025-06-10
Mayesh,488352,Rose Garden O'hara Light Pink,Rose Garden,556,Kentucky,Light Pink,40,100,172.0,1.72,0.76,0.51,37.5,15,,Ecuador,,Rose Garden O'hara Light Pink,556,2025-06-02,2025-06-10
Mayesh,488352,Rose Garden O'hara Light Pink,Rose Garden,556,Kentucky,Light Pink,40,48,113.76,2.37,1.17,0.5,37.5,7,Alexandra Farms,Colombia,,Rose Garden O'hara Light Pink,556,2025-06-02,2025-06-10
Mayesh,488353,Rose Garden O'hara Light Pink,Rose Garden,556,Kentucky,Light Pink,50,100,190.0,1.9,0.87,0.51,37.5,5,,Ecuador,,Rose Garden O'hara Light Pink,556,2025-06-02,2025-06-10
Mayesh,488372,Rose Garden Patience Cream,Rose Garden,556,Kentucky,Cream,40,48,172.8,3.6,1.94,0.5,37.5,15,Alexandra Farms,Colombia,,Rose Garden Patience Cream,556,2025-06-02,2025-06-10
Mayesh,8699274,Rose Garden Peonikiss Pink,Rose Garden,556,Kentucky,Pink,40,96,220.8,2.3,1.11,0.53,37.5,2,,Ecuador,,Rose Garden Peonikiss Pink,556,2025-06-02,2025-06-10
Mayesh,8699275,Rose Garden Peonikiss Pink,Rose Garden,556,Kentucky,Pink,50,96,238.08,2.48,1.22,0.53,37.5,4,,Ecuador,,Rose Garden Peonikiss Pink,556,2025-06-02,2025-06-10
Mayesh,884829,Rose Garden Piano Red,Rose Garden,556,Kentucky,Red,,48,152.64,3.18,1.57,0.67,37.5,2,Sagat International,Ecuador,,Rose Garden Piano Red,556,2025-06-02,2025-06-10
Mayesh,8699290,Rose Garden Pink Monster Pink,Rose Garden,556,Kentucky,Pink,40,100,172.0,1.72,0.76,0.51,37.5,2,,Ecuador,,Rose Garden Pink Monster Pink,556,2025-06-02,2025-06-10
