competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,competitor_product_group_id,color,stem_length,stems_per_unit,unit_price,price_per_stem,base_price,freight_price,margin,available_units,grower_name,grower_country,product_url,image_url,matched_variety_name,variety_key,variety_score,matched_product_group_name,product_group_key,product_group_score,created_at,eta_date
Mayesh,8448957,Achillea Ptarmica Pearl White,Achillea Ptarmica,1181,White,,100,172.0,1.72,0.76,0.51,37.5,,Rosaspe - Much Flowers,Ecuador,https://www.mayesh.com/achillea-ptarmica-pearl-white,https://www.mayesh.com/backend/files/flowers/achillea_ptarmica_pearl_1.jpg,,,,,,,2025-05-07T10:08:29.137345,2025-05-15
Mayesh,490587,Agapanthus Blue,Agapanthus,479,Blue,,70,135.1,1.93,0.83,0.6,37.5,10,Damagro Farms,Ecuador,https://www.mayesh.com/agapanthus-blue,https://www.mayesh.com/backend/files/flowers/agapanthus-blue.jpg,Blue Agapanthus,b7bfd76a-e2e2-4f50-a71d-d12d3bfd7e14,0.996675968170166,Agapanthus,3261737f-f6a8-415d-825e-431841e44ac7,0.9999999403953552,2025-05-07T10:08:29.166373,2025-05-15
Mayesh,483746,Alstroemeria Assorted Fancy,Alstroemeria,490,Assorted,,150,108.0,0.72,0.27,0.29,37.5,18,C.I. Flores De Funza,Colombia,https://www.mayesh.com/alstroemeria-assorted-fancy,https://www.mayesh.com/backend/files/flowers/alstroemeria-assorted.jpg,Bali Alstroemeria,75a81476-0558-4c15-8f82-4421ec18c306,0.9994028806686401,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0000001192092896,2025-05-07T10:08:29.194165,2025-05-15
Mayesh,483748,Alstroemeria Assorted Select,Alstroemeria,490,Assorted,,150,117.0,0.78,0.31,0.29,37.5,18,C.I. Flores De Funza,Colombia,https://www.mayesh.com/alstroemeria-assorted-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-assorted.jpg,Cream Alstroemeria,a8ba5d93-e046-4442-98fa-23bdb0f3462b,0.9991839528083801,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0000001192092896,2025-05-07T10:08:29.221205,2025-05-15
Mayesh,490071,Alstroemeria Assorted Super Select,Alstroemeria,490,Assorted,,120,114.0,0.95,0.37,0.36,37.5,20,C.I. Flores De Funza,Colombia,https://www.mayesh.com/alstroemeria-assorted-super-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-assorted.jpg,Super Select Assorted Alstroemeria,c3762beb-ea44-48d4-be71-6e6197509c08,0.9983948469161987,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0000001192092896,2025-05-07T10:08:29.252381,2025-05-15
Mayesh,941009,Alstroemeria Dirty Dancing Cream Fancy,Alstroemeria,490,Cream,,150,124.5,0.83,0.31,0.34,37.5,8,,Colombia,https://www.mayesh.com/alstroemeria-dirty-dancing-cream-fancy,https://www.mayesh.com/backend/files/flowers/alstroemeria-dirty-dancing-cream.jpg,Hot Pink Alstroemeria,dce8402b-0c6f-425d-964a-dbd363e3c5c3,0.9988799095153809,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0000001192092896,2025-05-07T10:08:29.283198,2025-05-15
Mayesh,941010,Alstroemeria Dirty Dancing Cream Select,Alstroemeria,490,Cream,,150,135.0,0.9,0.35,0.34,37.5,10,,Colombia,https://www.mayesh.com/alstroemeria-dirty-dancing-cream-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-dirty-dancing-cream.jpg,Pink Select Alstroemeria,7b711ccf-9241-44ce-8158-7e390c4c3910,0.9987239837646484,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0000001192092896,2025-05-07T10:08:29.313152,2025-05-15
Mayesh,941011,Alstroemeria Dirty Dancing Cream Super Select,Alstroemeria,490,Cream,,120,130.8,1.09,0.42,0.42,37.5,5,,Colombia,https://www.mayesh.com/alstroemeria-dirty-dancing-cream-super-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-dirty-dancing-cream.jpg,Super Select Assorted Alstroemeria,c3762beb-ea44-48d4-be71-6e6197509c08,0.9983539581298828,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0000001192092896,2025-05-07T10:08:29.345091,2025-05-15
Mayesh,1032020,Alstroemeria Dubai Light Pink Fancy,Alstroemeria,490,Light Pink,,150,115.5,0.77,0.27,0.34,37.5,16,,Colombia,https://www.mayesh.com/alstroemeria-dubai-light-pink-fancy,https://www.mayesh.com/backend/files/flowers/alstroemeria-dubai-light-pink.jpg,Sunny Lady Alstroemeria,d0b7b45b-738b-4ff3-9667-f8bd91ac3321,0.9986824989318848,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0000001192092896,2025-05-07T10:08:29.375644,2025-05-15
Mayesh,1032021,Alstroemeria Dubai Light Pink Select,Alstroemeria,490,Light Pink,,150,120.0,0.8,0.29,0.34,37.5,20,,Colombia,https://www.mayesh.com/alstroemeria-dubai-light-pink-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-dubai-light-pink.jpg,Dubai Alstroemeria,bda391f1-d884-4a0f-8c77-fb4d324658aa,0.9981776475906372,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0000001192092896,2025-05-07T10:08:29.404043,2025-05-15
Mayesh,940749,Alstroemeria Fifi Light Pink Fancy,Alstroemeria,490,Light Pink,,150,124.5,0.83,0.31,0.34,37.5,19,,Colombia,https://www.mayesh.com/alstroemeria-fifi-light-pink-fancy,https://www.mayesh.com/backend/files/flowers/alstro_fifi.jpg,Sunny Lady Alstroemeria,d0b7b45b-738b-4ff3-9667-f8bd91ac3321,0.9986643195152283,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0000001192092896,2025-05-07T10:08:29.435231,2025-05-15
Mayesh,940750,Alstroemeria Fifi Light Pink Select,Alstroemeria,490,Light Pink,,150,135.0,0.9,0.35,0.34,37.5,20,,Colombia,https://www.mayesh.com/alstroemeria-fifi-light-pink-select,https://www.mayesh.com/backend/files/flowers/alstro_fifi.jpg,Assorted Select  Alstroemeria,b50a3557-b17f-44af-a7ca-07c86bf9a171,0.9982843399047852,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0000001192092896,2025-05-07T10:08:29.467260,2025-05-15
Mayesh,940751,Alstroemeria Fifi Light Pink Super Select,Alstroemeria,490,Light Pink,,120,130.8,1.09,0.42,0.42,37.5,20,,Colombia,https://www.mayesh.com/alstroemeria-fifi-light-pink-super-select,https://www.mayesh.com/backend/files/flowers/alstro_fifi.jpg,Super Select Assorted Alstroemeria,c3762beb-ea44-48d4-be71-6e6197509c08,0.9980278015136719,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0000001192092896,2025-05-07T10:08:29.502003,2025-05-15
Mayesh,1050611,Alstroemeria Galaxy Lavender Fancy,Alstroemeria,490,Lavender,,150,115.5,0.77,0.27,0.34,37.5,15,,Colombia,https://www.mayesh.com/alstroemeria-galaxy-lavender-fancy,https://www.mayesh.com/backend/files/flowers/alstroemeria-galaxy-lavender.jpg,Bali Alstroemeria,75a81476-0558-4c15-8f82-4421ec18c306,0.9991226196289062,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0000001192092896,2025-05-07T10:08:29.535889,2025-05-15
Mayesh,1050612,Alstroemeria Galaxy Lavender Select,Alstroemeria,490,Lavender,,150,120.0,0.8,0.29,0.34,37.5,20,,Colombia,https://www.mayesh.com/alstroemeria-galaxy-lavender-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-galaxy-lavender.jpg,Pink Select Alstroemeria,7b711ccf-9241-44ce-8158-7e390c4c3910,0.9987603425979614,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0000001192092896,2025-05-07T10:08:29.570757,2025-05-15
