competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,competitor_product_group_id,color,stem_length,stems_per_unit,unit_price,price_per_stem,base_price,freight_price,margin,available_units,grower_name,grower_country,highlight_name,image_url,matched_variety_name,variety_key,variety_score,cleaned_name_used,matched_product_group_name,product_group_key,product_group_score,created_at,eta_date
Mayesh,940749,Alstroemeria Fifi Light Pink Fancy,Alstroemeria,490,Light Pink,,150,124.5,0.83,0.31,0.34,37.5,17,,Colombia,,https://www.mayesh.com/backend/files/flowers/alstro_fifi.jpg,,,,alstroemeria fancy fifi light pink,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:47.339046,2025-05-29
Mayesh,940750,Alstroemeria Fifi Light Pink Select,Alstroemeria,490,Light Pink,,150,135.0,0.9,0.35,0.34,37.5,20,,Colombia,,https://www.mayesh.com/backend/files/flowers/alstro_fifi.jpg,,,,alstroemeria fifi light pink select,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:47.714598,2025-05-29
Mayesh,940751,Alstroemeria Fifi Light Pink Super Select,Alstroemeria,490,Light Pink,,120,130.8,1.09,0.42,0.42,37.5,20,,Colombia,,https://www.mayesh.com/backend/files/flowers/alstro_fifi.jpg,,,,alstroemeria fifi light pink select super,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:48.105847,2025-05-29
Mayesh,1050611,Alstroemeria Galaxy Lavender Fancy,Alstroemeria,490,Lavender,,150,115.5,0.77,0.27,0.34,37.5,14,,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-galaxy-lavender.jpg,,,,alstroemeria fancy galaxy lavender,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:48.451650,2025-05-29
Mayesh,1050612,Alstroemeria Galaxy Lavender Select,Alstroemeria,490,Lavender,,150,120.0,0.8,0.29,0.34,37.5,20,,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-galaxy-lavender.jpg,,,,alstroemeria galaxy lavender select,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:48.811156,2025-05-29
Mayesh,1050613,Alstroemeria Galaxy Lavender Super Select,Alstroemeria,490,Lavender,,120,114.0,0.95,0.33,0.42,37.5,20,,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-galaxy-lavender.jpg,,,,alstroemeria galaxy lavender select super,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:49.205525,2025-05-29
Mayesh,14631876,Alstroemeria Green Planet Green Select,Alstroemeria,490,Green,,100,80.0,0.8,0.34,0.25,37.5,1,Flores Del Valle,Ecuador,,https://www.mayesh.com/backend/files/flowers/alstroemeria_green_planet_green_1.jpg,,,,alstroemeria green green planet select,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:49.587869,2025-05-29
Mayesh,483770,Alstroemeria Hot Pink Fancy,Alstroemeria,490,Hot Pink,,150,108.0,0.72,0.27,0.29,37.5,20,C.I. Flores De Funza,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-hot-pink.jpg,,,,alstroemeria fancy hot pink,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:49.942461,2025-05-29
Mayesh,483772,Alstroemeria Hot Pink Select,Alstroemeria,490,Hot Pink,,150,117.0,0.78,0.31,0.29,37.5,20,C.I. Flores De Funza,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-hot-pink.jpg,,,,alstroemeria hot pink select,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:50.299941,2025-05-29
Mayesh,483771,Alstroemeria Hot Pink Super Select,Alstroemeria,490,Hot Pink,,120,114.0,0.95,0.37,0.36,37.5,20,C.I. Flores De Funza,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-hot-pink.jpg,,,,alstroemeria hot pink select super,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:50.647281,2025-05-29
Mayesh,483774,Alstroemeria Lavender Fancy,Alstroemeria,490,Lavender,,150,108.0,0.72,0.27,0.29,37.5,19,C.I. Flores De Funza,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-lavender.jpg,,,,alstroemeria fancy lavender,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:51.020658,2025-05-29
Mayesh,483776,Alstroemeria Lavender Select,Alstroemeria,490,Lavender,,150,117.0,0.78,0.31,0.29,37.5,20,C.I. Flores De Funza,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-lavender.jpg,,,,alstroemeria lavender select,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:51.402222,2025-05-29
Mayesh,483775,Alstroemeria Lavender Super Select,Alstroemeria,490,Lavender,,120,114.0,0.95,0.37,0.36,37.5,20,C.I. Flores De Funza,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-lavender.jpg,,,,alstroemeria lavender select super,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:51.836874,2025-05-29
Mayesh,484032,Alstroemeria Nadya Red Fancy,Alstroemeria,490,Red,,150,135.0,0.9,0.35,0.34,37.5,20,,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-nadya-red.jpg,,,,alstroemeria fancy nadya red,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:52.329766,2025-05-29
Mayesh,484034,Alstroemeria Nadya Red Select,Alstroemeria,490,Red,,150,147.0,0.98,0.4,0.34,37.5,18,,Colombia,Special,https://www.mayesh.com/backend/files/flowers/alstroemeria-nadya-red.jpg,,,,alstroemeria nadya red select,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:52.727652,2025-05-29
Mayesh,484033,Alstroemeria Nadya Red Super Select,Alstroemeria,490,Red,,120,139.2,1.16,0.46,0.42,37.5,20,,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-nadya-red.jpg,,,,alstroemeria nadya red select super,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:53.123579,2025-05-29
Mayesh,483782,Alstroemeria Orange Fancy,Alstroemeria,490,Orange,,150,117.0,0.78,0.31,0.29,37.5,20,C.I. Flores De Funza,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-orange-2.jpg,,,,alstroemeria fancy orange,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:53.497803,2025-05-29
Mayesh,484056,Alstroemeria Orange Queen Orange Fancy,Alstroemeria,490,Orange,,150,124.5,0.83,0.31,0.34,37.5,20,,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-orange-queen-orange.jpg,,,,alstroemeria fancy orange orange queen,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:53.894209,2025-05-29
Mayesh,484058,Alstroemeria Orange Queen Orange Select,Alstroemeria,490,Orange,,150,135.0,0.9,0.35,0.34,37.5,20,,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-orange-queen-orange.jpg,,,,alstroemeria orange orange queen select,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:54.306101,2025-05-29
Mayesh,484057,Alstroemeria Orange Queen Orange Super Select,Alstroemeria,490,Orange,,120,130.8,1.09,0.42,0.42,37.5,20,,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-orange-queen-orange.jpg,,,,alstroemeria orange orange queen select super,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:54.687568,2025-05-29
Mayesh,483784,Alstroemeria Orange Select,Alstroemeria,490,Orange,,150,127.5,0.85,0.35,0.29,37.5,20,C.I. Flores De Funza,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-orange.jpg,,,,alstroemeria orange select,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:55.056483,2025-05-29
Mayesh,483783,Alstroemeria Orange Super Select,Alstroemeria,490,Orange,,120,127.2,1.06,0.44,0.36,37.5,20,C.I. Flores De Funza,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-orange.jpg,,,,alstroemeria orange select super,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:55.453399,2025-05-29
Mayesh,483790,Alstroemeria Pink Fancy,Alstroemeria,490,Pink,,150,112.5,0.75,0.29,0.29,37.5,20,C.I. Flores De Funza,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-pink-2.jpg,,,,alstroemeria fancy pink,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:55.852145,2025-05-29
Mayesh,483792,Alstroemeria Pink Select,Alstroemeria,490,Pink,,150,123.0,0.82,0.33,0.29,37.5,20,C.I. Flores De Funza,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-pink-2.jpg,,,,alstroemeria pink select,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:56.233567,2025-05-29
Mayesh,483791,Alstroemeria Pink Super Select,Alstroemeria,490,Pink,,120,120.0,1.0,0.4,0.36,37.5,19,C.I. Flores De Funza,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-pink-2.jpg,,,,alstroemeria pink select super,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:56.602753,2025-05-29
Mayesh,1822882,Alstroemeria Pink/White Fancy,Alstroemeria,490,Pink/White,,150,108.0,0.72,0.27,0.29,37.5,20,C.I. Flores De Funza,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-pink-white.jpg,,,,alstroemeria fancy pink white,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:56.986666,2025-05-29
Mayesh,1822883,Alstroemeria Pink/White Select,Alstroemeria,490,Pink/White,,150,117.0,0.78,0.31,0.29,37.5,20,C.I. Flores De Funza,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-pink-white.jpg,,,,alstroemeria pink select white,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:57.428507,2025-05-29
Mayesh,1822884,Alstroemeria Pink/White Super Select,Alstroemeria,490,Pink/White,,120,114.0,0.95,0.37,0.36,37.5,20,C.I. Flores De Funza,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-pink-white.jpg,,,,alstroemeria pink select super white,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:57.819162,2025-05-29
Mayesh,484068,Alstroemeria Primadonna Pink Fancy,Alstroemeria,490,Pink,,150,115.5,0.77,0.27,0.34,37.5,20,,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-primadonna-pink.jpg,,,,alstroemeria fancy pink primadonna,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:58.172261,2025-05-29
Mayesh,484070,Alstroemeria Primadonna Pink Select,Alstroemeria,490,Pink,,150,120.0,0.8,0.29,0.34,37.5,20,,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-primadonna-pink.jpg,,,,alstroemeria pink primadonna select,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:58.595787,2025-05-29
Mayesh,484069,Alstroemeria Primadonna Pink Super Select,Alstroemeria,490,Pink,,120,114.0,0.95,0.33,0.42,37.5,20,,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-primadonna-pink.jpg,,,,alstroemeria pink primadonna select super,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:58.971511,2025-05-29
Mayesh,646524,Alstroemeria Shakira Green Select,Alstroemeria,490,Green,,100,88.0,0.88,0.39,0.26,37.5,20,Queens Flowers,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-shakira-green.jpg,,,,alstroemeria green select shakira,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:59.343235,2025-05-29
Mayesh,484108,Alstroemeria Tampa Orange Fancy,Alstroemeria,490,Orange,,150,124.5,0.83,0.31,0.34,37.5,20,,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-tampa-orange.jpg,,,,alstroemeria fancy orange tampa,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:32:59.731769,2025-05-29
Mayesh,484110,Alstroemeria Tampa Orange Select,Alstroemeria,490,Orange,,150,135.0,0.9,0.35,0.34,37.5,20,,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-tampa-orange.jpg,,,,alstroemeria orange select tampa,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:33:00.134039,2025-05-29
Mayesh,645935,Alstroemeria Voyager Yellow Fancy,Alstroemeria,490,Yellow,,150,117.0,0.78,0.31,0.29,37.5,17,C.I. Flores De Funza,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-voyager-yellow.jpg,,,,alstroemeria fancy voyager yellow,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:33:00.531976,2025-05-29
Mayesh,645936,Alstroemeria Voyager Yellow Select,Alstroemeria,490,Yellow,,150,127.5,0.85,0.35,0.29,37.5,20,C.I. Flores De Funza,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-voyager-yellow.jpg,,,,alstroemeria select voyager yellow,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:33:00.922430,2025-05-29
Mayesh,1052764,Alstroemeria Whistler White Fancy,Alstroemeria,490,White,,150,135.0,0.9,0.35,0.34,37.5,19,,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-whistler-white.jpg,,,,alstroemeria fancy whistler white,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:33:01.323554,2025-05-29
Mayesh,1052765,Alstroemeria Whistler White Select,Alstroemeria,490,White,,150,147.0,0.98,0.4,0.34,37.5,19,,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-whistler-white.jpg,,,,alstroemeria select whistler white,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:33:01.722730,2025-05-29
Mayesh,1052766,Alstroemeria Whistler White Super Select,Alstroemeria,490,White,,120,139.2,1.16,0.46,0.42,37.5,20,,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-whistler-white.jpg,,,,alstroemeria select super whistler white,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:33:02.109496,2025-05-29
Mayesh,483806,Alstroemeria White Fancy,Alstroemeria,490,White,,150,117.0,0.78,0.31,0.29,37.5,8,C.I. Flores De Funza,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-white-2.jpg,,,,alstroemeria fancy white,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:33:02.502444,2025-05-29
Mayesh,483808,Alstroemeria White Select,Alstroemeria,490,White,,150,127.5,0.85,0.35,0.29,37.5,20,C.I. Flores De Funza,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-white-2.jpg,,,,alstroemeria select white,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:33:02.884109,2025-05-29
Mayesh,483807,Alstroemeria White Super Select,Alstroemeria,490,White,,120,123.6,1.03,0.42,0.36,37.5,19,C.I. Flores De Funza,Colombia,,https://www.mayesh.com/backend/files/flowers/alstroemeria-white-2.jpg,,,,alstroemeria select super white,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-20T21:33:03.348096,2025-05-29
Mayesh,500277,Amaranthus Hanging Green,Amaranthus,491,Green,,8,182.08,22.76,10.28,6.31,37.5,,,Ecuador,,https://www.mayesh.com/backend/files/flowers/amaranthus-hanging-green.jpg,,,,amaranthus green hanging,Amaranthus,83a8817f-88b8-45a9-bc11-f9e3868e1882,1.0000001192092896,2025-05-20T21:33:04.231522,2025-05-29
Mayesh,513360,Amaranthus Hanging Red,Amaranthus,491,Red,,8,182.08,22.76,10.28,6.31,37.5,,,Ecuador,,https://www.mayesh.com/backend/files/flowers/amaranthus-hanging-red.jpg,Impulz Anthurium red,b74d24c9-f4de-4546-9f7c-a2c5b1bccbe9,0.9716863632202148,amaranthus hanging red,Amaranthus,83a8817f-88b8-45a9-bc11-f9e3868e1882,1.0000001192092896,2025-05-20T21:33:04.686691,2025-05-29
Mayesh,1937431,Amaranthus Upright Bronze,Amaranthus,491,Bronze,,12,223.56,18.63,9.01,4.21,37.5,2,,Ecuador,,https://www.mayesh.com/backend/files/flowers/amaranthus-upright-bronze.jpg,,,,amaranthus bronze upright,Amaranthus,83a8817f-88b8-45a9-bc11-f9e3868e1882,1.0000001192092896,2025-05-20T21:33:05.077414,2025-05-29
Mayesh,513364,Amaranthus Upright Red,Amaranthus,491,Red,,12,223.56,18.63,9.01,4.21,37.5,2,,Ecuador,,https://www.mayesh.com/backend/files/flowers/amaranthus-upright-red.jpg,Hang Red Spider Amaranthus red,475a7363-d3da-4829-83cd-ecf6048d25d7,0.9702939987182617,amaranthus red upright,Amaranthus,83a8817f-88b8-45a9-bc11-f9e3868e1882,1.0000001192092896,2025-05-20T21:33:05.460767,2025-05-29
Mayesh,513365,Anemone Assorted,Anemone,495,Assorted,,120,223.2,1.86,1.01,0.25,37.5,10,,Ecuador,,https://www.mayesh.com/backend/files/flowers/anemone-assorted.jpg,Meron Red Anemone red,50cae618-90fd-44f7-b5e3-8b02fe9e0400,0.9620914459228516,anemone assorted,Anemone,0b6221f4-9306-4e15-9949-d403524c3a7d,1.0,2025-05-20T21:33:05.860251,2025-05-29
Mayesh,513375,Anemone Black Center White,Anemone,495,White,,120,244.8,2.04,1.12,0.25,37.5,,Agricola El Chaupi,Ecuador,,https://www.mayesh.com/backend/files/flowers/anemone-black-center-white.jpg,,,,anemone black center white,Anemone,0b6221f4-9306-4e15-9949-d403524c3a7d,1.0,2025-05-20T21:33:06.248892,2025-05-29
Mayesh,513367,Anemone Blue,Anemone,495,Blue,,120,223.2,1.86,1.01,0.25,37.5,8,,Ecuador,,https://www.mayesh.com/backend/files/flowers/anemone-blue.jpg,Intermedius Agapanthus blue,02dbe8ae-5390-49a5-92e5-da825feb59a3,0.9505131244659424,anemone blue,Anemone,0b6221f4-9306-4e15-9949-d403524c3a7d,1.0,2025-05-20T21:33:06.665263,2025-05-29
Mayesh,513366,Anemone Blush,Anemone,495,Blush,,120,223.2,1.86,1.01,0.25,37.5,9,,Ecuador,,https://www.mayesh.com/backend/files/flowers/anemone-blush.jpg,,,,anemone blush,Anemone,0b6221f4-9306-4e15-9949-d403524c3a7d,1.0,2025-05-20T21:33:07.153397,2025-05-29
Mayesh,12983878,Anemone Levante Blue,Anemone,495,Blue,,120,217.2,1.81,1.03,0.16,37.5,10,Rosaprima,Ecuador,Special,https://www.mayesh.com/backend/files/flowers/anemone_levante_blue_1.jpg,,,,anemone blue levante,Anemone,0b6221f4-9306-4e15-9949-d403524c3a7d,1.0,2025-05-20T21:33:07.562655,2025-05-29
Mayesh,12983873,Anemone Levante Fuchsia,Anemone,495,Fuchsia,,120,217.2,1.81,1.03,0.16,37.5,10,Rosaprima,Ecuador,Special,https://www.mayesh.com/backend/files/flowers/anemone_levante_fucsia_1.jpg,,,,anemone fuchsia levante,Anemone,0b6221f4-9306-4e15-9949-d403524c3a7d,1.0,2025-05-20T21:33:07.987587,2025-05-29
Mayesh,12983877,Anemone Levante Pink,Anemone,495,Pink,,120,217.2,1.81,1.03,0.16,37.5,8,Rosaprima,Ecuador,Special,https://www.mayesh.com/backend/files/flowers/anemone_levante_pink_1.jpg,,,,anemone levante pink,Anemone,0b6221f4-9306-4e15-9949-d403524c3a7d,1.0,2025-05-20T21:33:08.463706,2025-05-29
Mayesh,12983905,Anemone Levante Red,Anemone,495,Red,,120,217.2,1.81,1.03,0.16,37.5,10,Rosaprima,Ecuador,Special,https://www.mayesh.com/backend/files/flowers/anemone_levante_red_1.jpg,,,,anemone levante red,Anemone,0b6221f4-9306-4e15-9949-d403524c3a7d,1.0,2025-05-20T21:33:08.909752,2025-05-29
Mayesh,12983858,Anemone Levante White,Anemone,495,White,,120,217.2,1.81,1.03,0.16,37.5,8,Rosaprima,Ecuador,Special,https://www.mayesh.com/backend/files/flowers/anemone_levante_white_1.jpg,,,,anemone levante white,Anemone,0b6221f4-9306-4e15-9949-d403524c3a7d,1.0,2025-05-20T21:33:09.428734,2025-05-29
Mayesh,3912336,Anemone Mistral Bordeaux Burgundy,Anemone Mistral,496,Burgundy,,120,244.8,2.04,1.12,0.25,37.5,3,,Ecuador,,https://www.mayesh.com/backend/files/flowers/anemone_mistral_bordeaux_burgundy.jpg,,,,anemone bordeaux burgundy mistral,Anemone,0b6221f4-9306-4e15-9949-d403524c3a7d,0.9626483917236328,2025-05-20T21:33:09.960636,2025-05-29
Mayesh,3111261,Anemone Mistral Grape Purple,Anemone Mistral,496,Purple,,120,244.8,2.04,1.12,0.25,37.5,4,,Ecuador,,https://www.mayesh.com/backend/files/flowers/anemone_mistral_grape_purple.jpg,,,,anemone grape mistral purple,Anemone,0b6221f4-9306-4e15-9949-d403524c3a7d,0.9626483917236328,2025-05-20T21:33:10.398060,2025-05-29
Mayesh,513373,Anemone Red,Anemone,495,Red,,120,267.6,2.23,1.24,0.25,37.5,2,,Ecuador,,https://www.mayesh.com/backend/files/flowers/anemone-red.jpg,Meron Red Anemone red,50cae618-90fd-44f7-b5e3-8b02fe9e0400,0.9542213082313538,anemone red,Anemone,0b6221f4-9306-4e15-9949-d403524c3a7d,1.0,2025-05-20T21:33:10.863725,2025-05-29
Mayesh,514524,Aralia Leaves Green,Aralia,499,Green,,50,70.5,1.41,0.44,0.7,37.5,46,Natural Farms,Colombia,,https://www.mayesh.com/backend/files/flowers/aralia-leaves-green.jpg,,,,aralia green leaf,Aralia,10b20333-d122-4699-b140-96914c6046aa,1.000000238418579,2025-05-20T21:33:11.458701,2025-05-29
