competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,competitor_product_group_id,color,stem_length,stems_per_unit,unit_price,price_per_stem,base_price,freight_price,margin,available_units,grower_name,grower_country,product_url,image_url,matched_variety_name,variety_key,variety_score,cleaned_name_used,matched_product_group_name,product_group_key,product_group_score,created_at,eta_date
Mayesh,940749,Alstroemeria Fifi Light Pink Fancy,Alstroemeria,490,Light Pink,,150,124.5,0.83,0.31,0.34,37.5,18,,Colombia,https://www.mayesh.com/alstroemeria-fifi-light-pink-fancy,https://www.mayesh.com/backend/files/flowers/alstro_fifi.jpg,Super Select Assorted Alstroemeria mixed,c3762beb-ea44-48d4-be71-6e6197509c08,0.9963768720626831,alstroemeria fancy fifi light pink,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14T12:39:05.381594,2025-05-23
Mayesh,940750,Alstroemeria Fifi Light Pink Select,Alstroemeria,490,Light Pink,,150,135.0,0.9,0.35,0.34,37.5,19,,Colombia,https://www.mayesh.com/alstroemeria-fifi-light-pink-select,https://www.mayesh.com/backend/files/flowers/alstro_fifi.jpg,Pink Select Alstroemeria pink - multiple,7b711ccf-9241-44ce-8158-7e390c4c3910,0.9966351985931396,alstroemeria fifi light pink select,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14T12:39:05.427565,2025-05-23
Mayesh,940751,Alstroemeria Fifi Light Pink Super Select,Alstroemeria,490,Light Pink,,120,130.8,1.09,0.42,0.42,37.5,20,,Colombia,https://www.mayesh.com/alstroemeria-fifi-light-pink-super-select,https://www.mayesh.com/backend/files/flowers/alstro_fifi.jpg,Super Select Assorted Alstroemeria mixed,c3762beb-ea44-48d4-be71-6e6197509c08,0.9964041709899902,alstroemeria fifi light pink select super,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14T12:39:05.507923,2025-05-23
Mayesh,1050611,Alstroemeria Galaxy Lavender Fancy,Alstroemeria,490,Lavender,,150,115.5,0.77,0.27,0.34,37.5,16,,Colombia,https://www.mayesh.com/alstroemeria-galaxy-lavender-fancy,https://www.mayesh.com/backend/files/flowers/alstroemeria-galaxy-lavender.jpg,Galaxy Alstroemeria lavender,03473804-6979-470f-820c-e94440da1493,0.9979909658432007,alstroemeria fancy galaxy lavender,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14T12:39:05.558993,2025-05-23
Mayesh,1050612,Alstroemeria Galaxy Lavender Select,Alstroemeria,490,Lavender,,150,120.0,0.8,0.29,0.34,37.5,20,,Colombia,https://www.mayesh.com/alstroemeria-galaxy-lavender-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-galaxy-lavender.jpg,Galaxy Alstroemeria lavender,03473804-6979-470f-820c-e94440da1493,0.998318076133728,alstroemeria galaxy lavender select,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14T12:39:05.609663,2025-05-23
Mayesh,1050613,Alstroemeria Galaxy Lavender Super Select,Alstroemeria,490,Lavender,,120,114.0,0.95,0.33,0.42,37.5,20,,Colombia,https://www.mayesh.com/alstroemeria-galaxy-lavender-super-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-galaxy-lavender.jpg,Galaxy Alstroemeria lavender,03473804-6979-470f-820c-e94440da1493,0.9973520040512085,alstroemeria galaxy lavender select super,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14T12:39:05.655564,2025-05-23
Mayesh,14631876,Alstroemeria Green Planet Green Select,Alstroemeria,490,Green,,100,80.0,0.8,0.34,0.25,37.5,1,Flores Del Valle,Ecuador,https://www.mayesh.com/alstroemeria-green-planet-green-select,https://www.mayesh.com/backend/files/flowers/alstroemeria_green_planet_green_1.jpg,Green Alstroemeria green,2e52f64f-0e58-4ac8-bc8a-c7777d55acb2,0.9945058822631836,alstroemeria green green planet select,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14T12:39:05.700906,2025-05-23
Mayesh,483770,Alstroemeria Hot Pink Fancy,Alstroemeria,490,Hot Pink,,150,108.0,0.72,0.27,0.29,37.5,20,C.I. Flores De Funza,Colombia,https://www.mayesh.com/alstroemeria-hot-pink-fancy,https://www.mayesh.com/backend/files/flowers/alstroemeria-hot-pink.jpg,Green Alstroemeria green,2e52f64f-0e58-4ac8-bc8a-c7777d55acb2,0.9967174530029297,alstroemeria fancy hot pink,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14T12:39:05.751699,2025-05-23
Mayesh,483772,Alstroemeria Hot Pink Select,Alstroemeria,490,Hot Pink,,150,117.0,0.78,0.31,0.29,37.5,20,C.I. Flores De Funza,Colombia,https://www.mayesh.com/alstroemeria-hot-pink-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-hot-pink.jpg,Green Alstroemeria green,2e52f64f-0e58-4ac8-bc8a-c7777d55acb2,0.9971849918365479,alstroemeria hot pink select,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14T12:39:05.802147,2025-05-23
Mayesh,483771,Alstroemeria Hot Pink Super Select,Alstroemeria,490,Hot Pink,,120,114.0,0.95,0.37,0.36,37.5,19,C.I. Flores De Funza,Colombia,https://www.mayesh.com/alstroemeria-hot-pink-super-select,https://www.mayesh.com/backend/files/flowers/alstroemeria-hot-pink.jpg,Super Select Assorted Alstroemeria mixed,c3762beb-ea44-48d4-be71-6e6197509c08,0.9963430166244507,alstroemeria hot pink select super,Alstroemeria,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0,2025-05-14T12:39:05.850015,2025-05-23
