competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,competitor_product_group_id,color,stem_length,stems_per_unit,unit_price,price_per_stem,base_price,freight_price,margin,available_units,grower_name,grower_country,product_url,image_url,matched_variety_name,variety_key,variety_score,cleaned_name_used,matched_product_group_name,product_group_key,product_group_score,created_at,eta_date
Mayesh,514357,Carnation Tiepolo Fuschia Lavender Fancy,Carnation,562,Lavender,,200,150.0,0.75,0.31,0.25,37.5,20,,Colombia,https://www.mayesh.com/carnation-tiepolo-fuschia-lavender-fancy,https://www.mayesh.com/backend/files/flowers/carnation-tiepolo-fuschia-lavender.jpg,Excl. Japanese Minami Arlequin (tinted/ dyed) Carnation mixed,b3624881-7acb-41ad-893f-b0a7fdde689d,0.9082589149475098,carnation fancy fuschia lavender tiepolo,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-14T12:39:19.233110,2025-05-23
Mayesh,514358,Carnation Tiepolo Fuschia Lavender Select,Carnation,562,Lavender,,200,152.0,0.76,0.32,0.25,37.5,20,,Colombia,https://www.mayesh.com/carnation-tiepolo-fuschia-lavender-select,https://www.mayesh.com/backend/files/flowers/carnation-tiepolo-fuschia-lavender.jpg,,,,carnation fuschia lavender select tiepolo,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-14T12:39:19.279179,2025-05-23
Mayesh,484767,Carnation White Fancy,Carnation,562,White,,100,82.0,0.82,0.33,0.3,37.5,2,,Colombia,https://www.mayesh.com/carnation-white-fancy,https://www.mayesh.com/backend/files/flowers/carnation-white.jpg,Green Carnation green - light,aac3938f-2de1-4f73-945b-ad9dca027473,0.9668271541595459,carnation fancy white,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-14T12:39:19.323883,2025-05-23
Mayesh,484768,Carnation White Select,Carnation,562,White,,100,87.0,0.87,0.36,0.3,37.5,19,,Colombia,https://www.mayesh.com/carnation-white-select,https://www.mayesh.com/backend/files/flowers/carnation-white.jpg,Green Carnation green - light,aac3938f-2de1-4f73-945b-ad9dca027473,0.9703050255775452,carnation select white,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-14T12:39:19.368638,2025-05-23
Mayesh,484771,Carnation Yellow Fancy,Carnation,562,Yellow,,100,79.0,0.79,0.31,0.3,37.5,17,,Colombia,https://www.mayesh.com/carnation-yellow-fancy,https://www.mayesh.com/backend/files/flowers/carnation-yellow.jpg,Mini Carnation Citrine (ems + 1 gypso Elena) Bouquets yellow,bbeb2050-e888-4806-8c8a-56e7ff60e641,0.933772623538971,carnation fancy yellow,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-14T12:39:19.413220,2025-05-23
Mayesh,484772,Carnation Yellow Select,Carnation,562,Yellow,,100,81.0,0.81,0.32,0.3,37.5,20,,Colombia,https://www.mayesh.com/carnation-yellow-select,https://www.mayesh.com/backend/files/flowers/carnation-yellow.jpg,Mini Carnation Citrine (ems + 1 gypso Elena) Bouquets yellow,bbeb2050-e888-4806-8c8a-56e7ff60e641,0.9385397434234619,carnation select yellow,Carnation,3322369c-cdde-479c-a465-e03c0826111e,1.0,2025-05-14T12:39:19.457740,2025-05-23
Mayesh,513502,CB Rose Assorted,CB,1090,Assorted,40,120,142.8,1.19,0.43,0.5,37.5,50,Sachaflor,Ecuador,https://www.mayesh.com/cb-rose-12-stem-assorted-40-cm,,Assorted Roses mixed,d249ac48-0eb3-4c75-91aa-9868ce34760a,0.916632890701294,assorted cb rose,,,,2025-05-14T12:39:19.501727,2025-05-23
Mayesh,513503,CB Rose Assorted,CB,1090,Assorted,50,96,139.2,1.45,0.52,0.62,37.5,50,Sachaflor,Ecuador,https://www.mayesh.com/cb-rose-12-stem-assorted-50-cm,,Assorted Roses mixed,d249ac48-0eb3-4c75-91aa-9868ce34760a,0.916632890701294,assorted cb rose,,,,2025-05-14T12:39:19.545784,2025-05-23
Mayesh,513506,CB Rose Red,CB,1090,Red,40,120,150.0,1.25,0.47,0.5,37.5,50,Sachaflor,Ecuador,https://www.mayesh.com/cb-rose-12-stem-red-40-cm,,,,,cb red rose,,,,2025-05-14T12:39:19.591154,2025-05-23
Mayesh,513507,CB Rose Red,CB,1090,Red,50,96,143.04,1.49,0.54,0.62,37.5,50,Sachaflor,Ecuador,https://www.mayesh.com/cb-rose-12-stem-red-50-cm,,,,,cb red rose,,,,2025-05-14T12:39:19.636180,2025-05-23
Mayesh,1814392,CB Rose Red/Assorted,CB,1090,Red/Assorted,40,120,142.8,1.19,0.43,0.5,37.5,50,Sachaflor,Ecuador,https://www.mayesh.com/cb-rose-12-stem-red-assorted-40-cm,,,,,assorted cb red rose,,,,2025-05-14T12:39:19.686225,2025-05-23
Mayesh,1814394,CB Rose Red/Assorted,CB,1090,Red/Assorted,50,96,139.2,1.45,0.52,0.62,37.5,50,Sachaflor,Ecuador,https://www.mayesh.com/cb-rose-12-stem-red-assorted-50-cm,,,,,assorted cb red rose,,,,2025-05-14T12:39:19.734169,2025-05-23
Mayesh,3638498,CB Rose Assorted,CB,1090,Assorted,40,100,133.0,1.33,0.46,0.6,37.5,50,Sachaflor,Ecuador,https://www.mayesh.com/cb-rose-40-cm-assorted-10-stem,,Assorted Roses mixed,d249ac48-0eb3-4c75-91aa-9868ce34760a,0.916632890701294,assorted cb rose,,,,2025-05-14T12:39:19.779701,2025-05-23
Mayesh,3691397,CB Rose Assorted,CB,1090,Assorted,50,80,131.2,1.64,0.56,0.75,37.5,50,Sachaflor,Ecuador,https://www.mayesh.com/cb-rose-50cm-assorted-10-stem,,Assorted Roses mixed,d249ac48-0eb3-4c75-91aa-9868ce34760a,0.916632890701294,assorted cb rose,,,,2025-05-14T12:39:19.825558,2025-05-23
Mayesh,3052188,CB Rose Assorted,CB,1090,Assorted,40,120,142.8,1.19,0.43,0.5,37.5,50,Sachaflor,Ecuador,https://www.mayesh.com/cb-rose-6st-assorted-40-cm,,Assorted Roses mixed,d249ac48-0eb3-4c75-91aa-9868ce34760a,0.916632890701294,assorted cb rose,,,,2025-05-14T12:39:19.871371,2025-05-23
Mayesh,3052189,CB Rose Assorted,CB,1090,Assorted,50,96,139.2,1.45,0.52,0.62,37.5,50,Sachaflor,Ecuador,https://www.mayesh.com/cb-rose-6st-assorted-50-cm,,Assorted Roses mixed,d249ac48-0eb3-4c75-91aa-9868ce34760a,0.916632890701294,assorted cb rose,,,,2025-05-14T12:39:19.916988,2025-05-23
Mayesh,3052190,CB Rose Red,CB,1090,Red,40,120,150.0,1.25,0.47,0.5,37.5,50,Sachaflor,Ecuador,https://www.mayesh.com/cb-rose-6st-red-40-cm,,,,,cb red rose,,,,2025-05-14T12:39:19.963956,2025-05-23
Mayesh,3052202,CB Rose Red,CB,1090,Red,50,96,143.04,1.49,0.54,0.62,37.5,50,Sachaflor,Ecuador,https://www.mayesh.com/cb-rose-6st-red-50-cm,,,,,cb red rose,,,,2025-05-14T12:39:20.010718,2025-05-23
Mayesh,3052177,CB Rose Red/Assorted,CB,1090,Red/Assorted,40,120,142.8,1.19,0.43,0.5,37.5,50,Sachaflor,Ecuador,https://www.mayesh.com/cb-rose-6st-red-assorted-40-cm,,,,,assorted cb red rose,,,,2025-05-14T12:39:20.058051,2025-05-23
Mayesh,3052185,CB Rose Red/Assorted,CB,1090,Red/Assorted,50,96,139.2,1.45,0.52,0.62,37.5,50,Sachaflor,Ecuador,https://www.mayesh.com/cb-rose-6st-red-assorted-50-cm,,,,,assorted cb red rose,,,,2025-05-14T12:39:20.104555,2025-05-23
Mayesh,2937184,CB Rose Assorted,CB,1090,Assorted,60,96,153.6,1.6,0.61,0.62,37.5,50,Sachaflor,Ecuador,https://www.mayesh.com/cb-rose-assorted-60-cm-6-stem,,Assorted Roses mixed,d249ac48-0eb3-4c75-91aa-9868ce34760a,0.916632890701294,assorted cb rose,,,,2025-05-14T12:39:20.150217,2025-05-23
Mayesh,3204730,CB Rose One Dozen Assorted,CB,1090,Assorted,70,96,158.4,1.65,0.64,0.62,37.5,50,Sachaflor,Ecuador,https://www.mayesh.com/cb-rose-one-dozen-assorted-70-cm,,Assorted Roses mixed,d249ac48-0eb3-4c75-91aa-9868ce34760a,0.9325517416000366,assorted cb dozen one rose,,,,2025-05-14T12:39:20.198168,2025-05-23
Mayesh,4177444,CB Rose Pink,CB,1090,Pink,50,96,148.8,1.55,0.58,0.62,37.5,50,Sachaflor,Ecuador,https://www.mayesh.com/cb-rose-pink-12-stem-50-cm,,,,,cb pink rose,,,,2025-05-14T12:39:20.243498,2025-05-23
Mayesh,3198437,CB Rose Two Dozen Assorted,CB,1090,Assorted,70,96,158.4,1.65,0.64,0.62,37.5,50,Sachaflor,Ecuador,https://www.mayesh.com/cb-rose-two-dozen-assorted-70-cm,,,,,assorted cb dozen rose two,,,,2025-05-14T12:39:20.291004,2025-05-23
Mayesh,4177446,CB Rose White,CB,1090,White,50,96,148.8,1.55,0.58,0.62,37.5,50,Sachaflor,Ecuador,https://www.mayesh.com/cb-rose-white-12-stem-50-cm,,,,,cb rose white,,,,2025-05-14T12:39:20.334817,2025-05-23
Mayesh,1091764,Chrysanthemum Disbud Ball Green,Chrysanthemum Disbud,582,Green,,100,135.0,1.35,0.53,0.51,37.5,10,,Colombia,https://www.mayesh.com/chrysanthemum-disbud-ball-green,https://www.mayesh.com/backend/files/flowers/chrysanthemum-disbud-ball-green.jpg,Bombon (ball) Evidence Chrysanthemum Disbuds/ Mums white,afbc8069-88fc-472b-92a7-d95e5777efaa,0.9664726257324219,ball chrysanthemum disbud green,Chrysanthemum Disbuds/ Mums,73eebcd2-6c71-4e23-939a-410a82bd675a,0.9693074226379395,2025-05-14T12:39:20.380652,2025-05-23
Mayesh,3240253,Chrysanthemum Disbud Ball Gustav Purple,Chrysanthemum Disbud,582,Purple,,100,135.0,1.35,0.53,0.51,37.5,9,,Colombia,https://www.mayesh.com/chrysanthemum-disbud-ball-gustav-purple,https://www.mayesh.com/backend/files/flowers/chrysanthemumdisbud_gustav.jpg,Bombon (ball) Aragon Chrysanthemum Disbuds/ Mums purple - dark,44c05239-43e8-42a9-8633-6dce97b0474e,0.9584215879440308,ball chrysanthemum disbud gustav purple,Chrysanthemum Disbuds/ Mums,73eebcd2-6c71-4e23-939a-410a82bd675a,0.9693074226379395,2025-05-14T12:39:20.461675,2025-05-23
Mayesh,762586,Chrysanthemum Disbud Ball White,Chrysanthemum Disbud,582,White,,100,135.0,1.35,0.53,0.51,37.5,9,,Colombia,https://www.mayesh.com/chrysanthemum-disbud-ball-white,https://www.mayesh.com/backend/files/flowers/chrysant-disbud-ball-white.jpg,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.965569019317627,ball chrysanthemum disbud white,Chrysanthemum Disbuds/ Mums,73eebcd2-6c71-4e23-939a-410a82bd675a,0.9693074226379395,2025-05-14T12:39:20.507385,2025-05-23
Mayesh,762587,Chrysanthemum Disbud Ball Yellow,Chrysanthemum Disbud,582,Yellow,,100,135.0,1.35,0.53,0.51,37.5,10,,Colombia,https://www.mayesh.com/chrysanthemum-disbud-ball-yellow,https://www.mayesh.com/backend/files/flowers/chrysanthemum-disbud-ball-yellow.jpg,Magnum Yellow  Chrysanthemum Disbuds/ Mums yellow,85586b02-bfea-49b0-b947-333f7ad1f9aa,0.9693525433540344,ball chrysanthemum disbud yellow,Chrysanthemum Disbuds/ Mums,73eebcd2-6c71-4e23-939a-410a82bd675a,0.9693074226379395,2025-05-14T12:39:20.553300,2025-05-23
Mayesh,1999673,Chrysanthemum Disbud Candyfloss Light Pink,Chrysanthemum Disbud,582,Light Pink,,100,116.0,1.16,0.46,0.42,37.5,10,Flores del Lago,Colombia,https://www.mayesh.com/chrysanthemum-disbud-candyfloss-light-pink,https://www.mayesh.com/backend/files/flowers/chrysanthemum-disbud-candyfloss-light-pink.jpg,Cremon Super Candy Floss Chrysanthemum Disbuds/ Mums pink - light,fc968568-0dda-4f33-a1d6-51c66d4ed8e7,0.9748016595840454,candyfloss chrysanthemum disbud light pink,Chrysanthemum Disbuds/ Mums,73eebcd2-6c71-4e23-939a-410a82bd675a,0.9693074226379395,2025-05-14T12:39:20.639744,2025-05-23
Mayesh,1999673,Chrysanthemum Disbud Candyfloss Light Pink,Chrysanthemum Disbud,582,Light Pink,,90,125.1,1.39,0.69,0.29,37.5,10,Queens Flowers,Colombia,https://www.mayesh.com/chrysanthemum-disbud-candyfloss-light-pink,https://www.mayesh.com/backend/files/flowers/chrysanthemum-disbud-candyfloss-light-pink.jpg,Cremon Super Candy Floss Chrysanthemum Disbuds/ Mums pink - light,fc968568-0dda-4f33-a1d6-51c66d4ed8e7,0.9748016595840454,candyfloss chrysanthemum disbud light pink,Chrysanthemum Disbuds/ Mums,73eebcd2-6c71-4e23-939a-410a82bd675a,0.9693074226379395,2025-05-14T12:39:20.686727,2025-05-23
Mayesh,514812,Chrysanthemum Disbud Cooper Bronze,Chrysanthemum Disbud,582,Bronze,,100,133.0,1.33,0.57,0.42,37.5,,Multiflora International,Colombia,https://www.mayesh.com/chrysanthemum-disbud-cooper-bronze,https://www.mayesh.com/backend/files/flowers/chrysant-disbud-cooper-bronze.jpg,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.959083080291748,bronze chrysanthemum cooper disbud,Chrysanthemum Disbuds/ Mums,73eebcd2-6c71-4e23-939a-410a82bd675a,0.9693074226379395,2025-05-14T12:39:20.732447,2025-05-23
Mayesh,2025973,Chrysanthemum Disbud Creme Brulee Yellow,Chrysanthemum Disbud,582,Yellow,,100,139.0,1.39,0.52,0.56,37.5,9,Uniflor,Colombia,https://www.mayesh.com/chrysanthemum-disbud-creme-brulee-yellow,https://www.mayesh.com/backend/files/flowers/chrysanthemum-disbud-creme-brulee-yellow.jpg,Cremon Rossano Pink Chrysanthemum Disbuds/ Mums pink,235be1fd-a95b-4ed5-bca8-b80717cabf3e,0.9354345202445984,brulee chrysanthemum creme disbud yellow,Chrysanthemum Disbuds/ Mums,73eebcd2-6c71-4e23-939a-410a82bd675a,0.9693074226379395,2025-05-14T12:39:20.812111,2025-05-23
Mayesh,2100085,Chrysanthemum Disbud Dark Rossano Lavender,Chrysanthemum Disbud,582,Lavender,,100,127.0,1.27,0.48,0.51,37.5,5,,Colombia,https://www.mayesh.com/chrysanthemum-disbud-dark-rossano-lavender,https://www.mayesh.com/backend/files/flowers/chrysanthemum-disbud-dark-rossano-lavender.jpg,Cremon Lavender Chrysanthemum Disbuds/ Mums lavender,99bb9f2e-8a48-4abb-ae1d-f3b843162dec,0.9887580871582031,chrysanthemum dark disbud lavender rossano,Chrysanthemum Disbuds/ Mums,73eebcd2-6c71-4e23-939a-410a82bd675a,0.9693074226379395,2025-05-14T12:39:20.888525,2025-05-23
Mayesh,1999674,Chrysanthemum Disbud Fairytale Light Pink,Chrysanthemum Disbud,582,Light Pink,,100,121.0,1.21,0.44,0.51,37.5,9,,Colombia,https://www.mayesh.com/chrysanthemum-disbud-fairytale-light-pink,https://www.mayesh.com/backend/files/flowers/chrysanthemum-disbud-fairytale-light-pink.jpg,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.9809276461601257,chrysanthemum disbud fairytale light pink,Chrysanthemum Disbuds/ Mums,73eebcd2-6c71-4e23-939a-410a82bd675a,0.9693074226379395,2025-05-14T12:39:20.939082,2025-05-23
Mayesh,3893429,Chrysanthemum Disbud Fantasia Pink/Peach,Chrysanthemum Disbud,582,Pink/Peach,,100,116.0,1.16,0.46,0.42,37.5,3,Flores del Lago,Colombia,https://www.mayesh.com/chrysanthemum-disbud-fantasia-pink-peach,https://www.mayesh.com/backend/files/flowers/chrysanthemum-disbud-fantasia-pink-peach.jpg,Magnum Verde Claro (tinted) Chrysanthemum Disbuds/ Mums green,80620702-68d3-4e24-81df-95b81f65347c,0.9772120118141174,chrysanthemum disbud fantasia peach pink,Chrysanthemum Disbuds/ Mums,73eebcd2-6c71-4e23-939a-410a82bd675a,0.9693074226379395,2025-05-14T12:39:20.993091,2025-05-23
Mayesh,609314,Chrysanthemum Disbud Four Ladies Bronze,Chrysanthemum Disbud,582,Bronze,,100,133.0,1.33,0.57,0.42,37.5,,Multiflora International,Colombia,https://www.mayesh.com/chrysanthemum-disbud-four-ladies-bronze,https://www.mayesh.com/backend/files/flowers/chrysanthemum_disbud_four_ladies_bronze_1.jpg,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.96965092420578,bronze chrysanthemum disbud four lady,Chrysanthemum Disbuds/ Mums,73eebcd2-6c71-4e23-939a-410a82bd675a,0.9693074226379395,2025-05-14T12:39:21.046607,2025-05-23
Mayesh,1736516,Chrysanthemum Disbud Fuego Brown,Chrysanthemum Disbud,582,Brown,,100,133.0,1.33,0.57,0.42,37.5,,Multiflora International,Colombia,https://www.mayesh.com/chrysanthemum-disbud-fuego-brown,https://www.mayesh.com/backend/files/flowers/chrysanthemum_disbud_fuego_brown.jpg,Magnum Verde Claro (tinted) Chrysanthemum Disbuds/ Mums green,80620702-68d3-4e24-81df-95b81f65347c,0.9727154970169067,brown chrysanthemum disbud fuego,Chrysanthemum Disbuds/ Mums,73eebcd2-6c71-4e23-939a-410a82bd675a,0.9693074226379395,2025-05-14T12:39:21.099637,2025-05-23
Mayesh,1812281,Chrysanthemum Disbud Linette Peach,Chrysanthemum Disbud,582,Peach,,100,124.0,1.24,0.46,0.51,37.5,6,,Colombia,https://www.mayesh.com/chrysanthemum-disbud-linette-peach,https://www.mayesh.com/backend/files/flowers/chrysanthemum-disbud-linette-peach_2.jpg,Magnum Verde Claro (tinted) Chrysanthemum Disbuds/ Mums green,80620702-68d3-4e24-81df-95b81f65347c,0.9587643146514893,chrysanthemum disbud linette peach,Chrysanthemum Disbuds/ Mums,73eebcd2-6c71-4e23-939a-410a82bd675a,0.9693074226379395,2025-05-14T12:39:21.151988,2025-05-23
Mayesh,2166722,Chrysanthemum Disbud Mochi Vintage Pink,Chrysanthemum Disbud,582,Vintage Pink,,100,145.0,1.45,0.59,0.51,37.5,,Florisol,Colombia,https://www.mayesh.com/chrysanthemum-disbud-mochi-vintage-pink,https://www.mayesh.com/backend/files/flowers/chrysanthemum_disbud_mochi_vintage_pink_1.jpg,Light Pink (Tinted/ Dyed) Chrysanthemum Disbuds/ Mums pink,4981d262-8098-4e09-9a17-a91811142e2e,0.9765673875808716,chrysanthemum disbud mochi pink vintage,Chrysanthemum Disbuds/ Mums,73eebcd2-6c71-4e23-939a-410a82bd675a,0.9693074226379395,2025-05-14T12:39:21.203637,2025-05-23
Mayesh,514808,Chrysanthemum Disbud Red,Chrysanthemum Disbud,582,Red,,100,124.0,1.24,0.46,0.51,37.5,10,,Colombia,https://www.mayesh.com/chrysanthemum-disbud-red,https://www.mayesh.com/backend/files/flowers/chrysanthemum-disbud-red.jpg,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.9811099171638489,chrysanthemum disbud red,Chrysanthemum Disbuds/ Mums,73eebcd2-6c71-4e23-939a-410a82bd675a,0.9693074226379395,2025-05-14T12:39:21.250549,2025-05-23
Mayesh,879899,Chrysanthemum Disbud Resourci Bronze,Chrysanthemum Disbud,582,Bronze,,100,139.0,1.39,0.52,0.56,37.5,10,Uniflor,Colombia,https://www.mayesh.com/chrysanthemum-disbud-resourci-bronze,https://www.mayesh.com/backend/files/flowers/china_mum_resourci_bronze.jpg,Cremon Bronze Chrysanthemum Disbuds/ Mums bronze,638c16b0-393c-4142-afaf-e556b6a0e522,0.9742845296859741,bronze chrysanthemum disbud resourci,Chrysanthemum Disbuds/ Mums,73eebcd2-6c71-4e23-939a-410a82bd675a,0.9693074226379395,2025-05-14T12:39:21.296609,2025-05-23
Mayesh,1435609,Chrysanthemum Disbud Romancero Salmon,Chrysanthemum Disbud,582,Salmon,,100,121.0,1.21,0.44,0.51,37.5,8,,Colombia,https://www.mayesh.com/chrysanthemum-disbud-romancero-salmon,https://www.mayesh.com/backend/files/flowers/chrysanthemum_disbud_romancero_salmon.jpg,Magnum Verde Claro (tinted) Chrysanthemum Disbuds/ Mums green,80620702-68d3-4e24-81df-95b81f65347c,0.9754868745803833,chrysanthemum disbud romancero salmon,Chrysanthemum Disbuds/ Mums,73eebcd2-6c71-4e23-939a-410a82bd675a,0.9693074226379395,2025-05-14T12:39:21.342460,2025-05-23
Mayesh,762592,Chrysanthemum Disbud Tornado Red,Chrysanthemum Disbud,582,Red,,100,127.0,1.27,0.44,0.56,37.5,10,Uniflor,Colombia,https://www.mayesh.com/chrysanthemum-disbud-tornado-red,https://www.mayesh.com/backend/files/flowers/chrysant-disbud-tornado-red.jpg,Magnum Chrysanthemum Disbuds/ Mums white,4b1c4e06-ea07-4234-9e50-48fa1d781683,0.9677639007568359,chrysanthemum disbud red tornado,Chrysanthemum Disbuds/ Mums,73eebcd2-6c71-4e23-939a-410a82bd675a,0.9693074226379395,2025-05-14T12:39:21.390028,2025-05-23
Mayesh,4333590,Chrysanthemum Disbud Veronica Salmon,Chrysanthemum Disbud,582,Salmon,,100,125.0,1.25,0.52,0.42,37.5,6,Flores del Lago,Colombia,https://www.mayesh.com/chrysanthemum-disbud-veronica-salmon,https://www.mayesh.com/backend/files/flowers/chrysanthemum_disbud_veronica_salmon.jpg,Magnum Verde Claro (tinted) Chrysanthemum Disbuds/ Mums green,80620702-68d3-4e24-81df-95b81f65347c,0.9800639152526855,chrysanthemum disbud salmon veronica,Chrysanthemum Disbuds/ Mums,73eebcd2-6c71-4e23-939a-410a82bd675a,0.9693074226379395,2025-05-14T12:39:21.435731,2025-05-23
Mayesh,514836,Cocculus Green,Cocculus,590,Green,,8,47.76,5.97,2.46,2.03,37.5,85,Natural Farms,Colombia,https://www.mayesh.com/cocculus-green,https://www.mayesh.com/backend/files/flowers/cocculus-green.jpg,Cocculus Cocculus green,38e27336-fc0a-4a08-b78f-bf8f7533511d,0.9844624996185303,cocculus green,Cocculus,7c6b80d8-ab63-4b26-9e3c-63c4ec632365,1.0,2025-05-14T12:39:21.480534,2025-05-23
Mayesh,514843,Commodore Teepee Green,Commodore,593,Green,,15,184.8,12.32,4.62,4.92,37.5,10,Underhill Ferneries,United States,https://www.mayesh.com/commodore-teepee-green,https://www.mayesh.com/backend/files/flowers/commodore-teepee-green.jpg,,,,commodore green teepee,,,,2025-05-14T12:39:21.525469,2025-05-23
Mayesh,514843,Commodore Teepee Green,Commodore,593,Green,,30,328.5,10.95,4.38,3.94,37.5,10,Underhill Ferneries,United States,https://www.mayesh.com/commodore-teepee-green,https://www.mayesh.com/backend/files/flowers/commodore-teepee-green.jpg,,,,commodore green teepee,,,,2025-05-14T12:39:21.571710,2025-05-23
Mayesh,627846,Craspedia Billy Balls Yellow,Craspedia Billy Balls,607,Yellow,,150,142.5,0.95,0.47,0.2,37.5,2,,Ecuador,https://www.mayesh.com/craspedia-billy-balls-yellow,https://www.mayesh.com/backend/files/flowers/craspedia-billy-balls-yellow.jpg,Globosa Billy Balls yellow,25f6db00-f356-41b8-8725-c1f493351e65,0.9376882314682007,ball billy craspedia yellow,Billy Balls,8f349be2-56d7-4e5b-9d59-27b9d97b7793,0.8772261142730713,2025-05-14T12:39:21.625279,2025-05-23
Mayesh,490520,Cremons Assorted,Cremons,608,Assorted,,100,121.0,1.21,0.44,0.51,37.5,18,,Colombia,https://www.mayesh.com/cremons-assorted,https://www.mayesh.com/backend/files/flowers/cremons-assorted.jpg,"Chrysanthemum CDN, CREMON and SPIDER Fall Assorted Mixed box mixed",23bc8a8f-e3fd-459c-a592-9ced8c621c70,0.934744119644165,assorted cremons,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.835040271282196,2025-05-14T12:39:21.671770,2025-05-23
Mayesh,485024,Cremons Purple,Cremons,608,Purple,,100,121.0,1.21,0.44,0.51,37.5,20,,Colombia,https://www.mayesh.com/cremons-purple,https://www.mayesh.com/backend/files/flowers/cremon_purple.jpg,"Chrysanthemum CDN, CREMON and SPIDER Fall Assorted Mixed box mixed",23bc8a8f-e3fd-459c-a592-9ced8c621c70,0.905889630317688,cremons purple,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.835040271282196,2025-05-14T12:39:21.717732,2025-05-23
Mayesh,988313,Cremons Rossano Charlotte Pink/Green,Cremons,608,Pink/Green,,100,124.0,1.24,0.46,0.51,37.5,8,,Colombia,https://www.mayesh.com/cremons-rossano-charlotte-pink-green,https://www.mayesh.com/backend/files/flowers/cremons-rossano-charlotte-pink-green.jpg,,,,charlotte cremons green pink rossano,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.835040271282196,2025-05-14T12:39:21.763873,2025-05-23
Mayesh,485025,Cremons White,Cremons,608,White,,100,121.0,1.21,0.44,0.51,37.5,20,,Colombia,https://www.mayesh.com/cremons-white,https://www.mayesh.com/backend/files/flowers/cremons-white.jpg,,,,cremons white,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.835040271282196,2025-05-14T12:39:21.809123,2025-05-23
Mayesh,485026,Cremons Yellow,Cremons,608,Yellow,,100,121.0,1.21,0.44,0.51,37.5,19,,Colombia,https://www.mayesh.com/cremons-yellow,https://www.mayesh.com/backend/files/flowers/cremons-yellow.jpg,Elegance Creme Ranunculus yellow - light,774642a7-40d3-48c6-80f8-c356e766d298,0.9682592153549194,cremons yellow,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.835040271282196,2025-05-14T12:39:21.854063,2025-05-23
Mayesh,515298,Dahlia Assorted,Dahlia,619,Assorted,,30,159.9,5.33,2.26,1.71,37.5,9,Alexandra Farms,Colombia,https://www.mayesh.com/dahlia-assorted,https://www.mayesh.com/backend/files/flowers/dahlia-assorted.jpg,Assorted Dahlias mixed,80eb364c-d311-44a0-822a-5ad415cd530e,0.9553261995315552,assorted dahlia,Dahlias,3cdd743c-9824-4d55-963a-b7bfdf555466,0.9113828539848328,2025-05-14T12:39:21.899681,2025-05-23
Mayesh,515305,Dahlia Burgundy,Dahlia,619,Burgundy,,30,159.9,5.33,2.26,1.71,37.5,8,Alexandra Farms,Colombia,https://www.mayesh.com/dahlia-burgundy,https://www.mayesh.com/backend/files/flowers/dahlia-burgundy.jpg,Burgundy Dahlias burgundy,d0a1ad49-de4c-4fee-94fe-e9a6e3868652,0.9188030362129211,burgundy dahlia,Dahlias,3cdd743c-9824-4d55-963a-b7bfdf555466,0.9113828539848328,2025-05-14T12:39:21.943202,2025-05-23
Mayesh,515349,Dahlia Cafe Au Lait Cream,Dahlia,619,Cream,,30,186.3,6.21,2.81,1.71,37.5,7,Alexandra Farms,Colombia,https://www.mayesh.com/dahlia-cafe-au-lait-cream,https://www.mayesh.com/backend/files/flowers/dahlia-cafe-au-lait-cream.jpg,Cream (best sub for Cafe Au Lait) Dahlias cream,6aa94417-188f-4d99-9661-f89bf6a7becb,0.9163718223571777,au cafe cream dahlia lait,Dahlias,3cdd743c-9824-4d55-963a-b7bfdf555466,0.9113828539848328,2025-05-14T12:39:21.992300,2025-05-23
Mayesh,515315,Dahlia Orange,Dahlia,619,Orange,,30,159.9,5.33,2.26,1.71,37.5,,Alexandra Farms,Colombia,https://www.mayesh.com/dahlia-orange,https://www.mayesh.com/backend/files/flowers/dahlia-orange.jpg,Orange Dahlias orange,f9171c57-851e-477d-8f8a-3e22d2cd1429,0.9240391254425049,dahlia orange,Dahlias,3cdd743c-9824-4d55-963a-b7bfdf555466,0.9113828539848328,2025-05-14T12:39:22.036012,2025-05-23
