competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,competitor_product_group_id,color,stem_length,stems_per_unit,unit_price,stem_price,base_price,freight_price,margin,available_units,grower_name,grower_country,highlight_name,created_at,eta_date
Mayesh,4618502,Garland Gypsophila Tinted Light Green 5',Garland,1051,Light Green,,2,167.18,83.59,36.46,25.26,37.5,20,,Ecuador,,2025-05-28,2025-06-06
Mayesh,4726075,Garland Gypsophila Tinted Light Pink 10',Garland,1051,Light Pink,,1,167.17,167.17,72.91,50.51,37.5,10,,Ecuador,,2025-05-28,2025-06-06
Mayesh,4618513,Garland Gypsophila Tinted Light Pink 5',Garland,1051,Light Pink,,2,167.18,83.59,36.46,25.26,37.5,20,,Ecuador,,2025-05-28,2025-06-06
Mayesh,4726093,Garland Gypsophila Tinted Light Yellow 10',Garland,1051,Light Yellow,,1,167.17,167.17,72.91,50.51,37.5,10,,Ecuador,,2025-05-28,2025-06-06
Mayesh,4618530,Garland Gypsophila Tinted Light Yellow 5',Garland,1051,Light Yellow,,2,167.18,83.59,36.46,25.26,37.5,20,,Ecuador,,2025-05-28,2025-06-06
Mayesh,4726095,Garland Gypsophila Tinted Malima Rainbow 10',Garland,1051,Rainbow,,1,189.63,189.63,86.95,50.51,37.5,10,,Ecuador,,2025-05-28,2025-06-06
Mayesh,4618533,Garland Gypsophila Tinted Malima Rainbow 5',Garland,1051,Rainbow,,2,189.64,94.82,43.48,25.26,37.5,20,,Ecuador,,2025-05-28,2025-06-06
Mayesh,4726080,Garland Gypsophila Tinted New Pink Erika Pink 10',Garland,1051,Pink,,1,167.17,167.17,72.91,50.51,37.5,10,,Ecuador,,2025-05-28,2025-06-06
Mayesh,4618524,Garland Gypsophila Tinted New Pink Erika Pink 5',Garland,1051,Pink,,2,167.18,83.59,36.46,25.26,37.5,20,,Ecuador,,2025-05-28,2025-06-06
Mayesh,4726082,Garland Gypsophila Tinted Orange 10',Garland,1051,Orange,,1,167.17,167.17,72.91,50.51,37.5,10,,Ecuador,,2025-05-28,2025-06-06
Mayesh,4618527,Garland Gypsophila Tinted Orange 5',Garland,1051,Orange,,2,167.18,83.59,36.46,25.26,37.5,20,,Ecuador,,2025-05-28,2025-06-06
Mayesh,4726073,Garland Gypsophila Tinted Purple 10',Garland,1051,Purple,,1,167.17,167.17,72.91,50.51,37.5,10,,Ecuador,,2025-05-28,2025-06-06
Mayesh,4618511,Garland Gypsophila Tinted Purple 5',Garland,1051,Purple,,2,167.18,83.59,36.46,25.26,37.5,20,,Ecuador,,2025-05-28,2025-06-06
Mayesh,4726077,Garland Gypsophila Tinted Red 10',Garland,1051,Red,,1,167.17,167.17,72.91,50.51,37.5,10,,Ecuador,,2025-05-28,2025-06-06
Mayesh,4618514,Garland Gypsophila Tinted Red 5',Garland,1051,Red,,2,167.18,83.59,36.46,25.26,37.5,20,,Ecuador,,2025-05-28,2025-06-06
Mayesh,4726128,Garland Gypsophila Tinted Sunrise Rainbow 10',Garland,1051,Rainbow,,1,189.63,189.63,86.95,50.51,37.5,10,,Ecuador,,2025-05-28,2025-06-06
Mayesh,4618539,Garland Gypsophila Tinted Sunrise Rainbow 5',Garland,1051,Rainbow,,2,189.64,94.82,43.48,25.26,37.5,20,,Ecuador,,2025-05-28,2025-06-06
Mayesh,4726131,Garland Gypsophila Tinted Sunset Rainbow 10',Garland,1051,Rainbow,,1,189.63,189.63,86.95,50.51,37.5,10,,Ecuador,,2025-05-28,2025-06-06
Mayesh,4618541,Garland Gypsophila Tinted Sunset Rainbow 5',Garland,1051,Rainbow,,2,189.64,94.82,43.48,25.26,37.5,20,,Ecuador,,2025-05-28,2025-06-06
Mayesh,4726126,Garland Gypsophila Tinted Sweet Candy Pink Mix 10',Garland,1051,Pink Mix,,1,167.17,167.17,72.91,50.51,37.5,10,,Ecuador,,2025-05-28,2025-06-06
Mayesh,4618538,Garland Gypsophila Tinted Sweet Candy Pink Mix 5',Garland,1051,Pink Mix,,2,167.18,83.59,36.46,25.26,37.5,20,,Ecuador,,2025-05-28,2025-06-06
Mayesh,4726067,Garland Gypsophila Tinted Turquoise 10',Garland,1051,Turquoise,,1,167.17,167.17,72.91,50.51,37.5,10,,Ecuador,,2025-05-28,2025-06-06
Mayesh,4618507,Garland Gypsophila Tinted Turquoise 5',Garland,1051,Turquoise,,2,167.18,83.59,36.46,25.26,37.5,20,,Ecuador,,2025-05-28,2025-06-06
Mayesh,4726083,Garland Gypsophila Tinted Yellow 10',Garland,1051,Yellow,,1,167.17,167.17,72.91,50.51,37.5,10,,Ecuador,,2025-05-28,2025-06-06
Mayesh,4618529,Garland Gypsophila Tinted Yellow 5',Garland,1051,Yellow,,2,167.18,83.59,36.46,25.26,37.5,20,,Ecuador,,2025-05-28,2025-06-06
Mayesh,4726064,Garland Gypsophila Xlence Natural White 10',Garland,1051,Natural White,,1,146.58,146.58,60.04,50.51,37.5,15,,Ecuador,,2025-05-28,2025-06-06
Mayesh,4618479,Garland Gypsophila Xlence Natural White 5',Garland,1051,Natural White,,2,146.6,73.3,30.03,25.26,37.5,29,,Ecuador,,2025-05-28,2025-06-06
Mayesh,513625,Gerbera Black Center Assorted,Gerbera,678,Assorted,,80,127.2,1.59,0.6,0.63,37.5,7,,Colombia,,2025-05-28,2025-06-06
Mayesh,513641,Gerbera Black Center Hot Pink,Gerbera,678,Hot Pink,,80,127.2,1.59,0.6,0.63,37.5,7,,Colombia,,2025-05-28,2025-06-06
Mayesh,513651,Gerbera Black Center Orange,Gerbera,678,Orange,,80,127.2,1.59,0.6,0.63,37.5,8,,Colombia,,2025-05-28,2025-06-06
Mayesh,513655,Gerbera Black Center Pink,Gerbera,678,Pink,,80,127.2,1.59,0.6,0.63,37.5,9,,Colombia,,2025-05-28,2025-06-06
Mayesh,513657,Gerbera Black Center Red,Gerbera,678,Red,,80,127.2,1.59,0.6,0.63,37.5,9,,Colombia,,2025-05-28,2025-06-06
Mayesh,513788,Gerbera Green Center Yellow,Gerbera,678,Yellow,,80,127.2,1.59,0.6,0.63,37.5,9,,Colombia,,2025-05-28,2025-06-06
Mayesh,2665240,Grass Pampas Beige Tall,Grass,691,Beige,,100,89.0,0.89,0.37,0.3,37.5,20,,Ecuador,,2025-05-28,2025-06-06
Mayesh,515858,Green Mist Green,Green Mist,692,Green,,12,158.64,13.22,6.08,3.5,37.5,7,Bellaflor,Ecuador,,2025-05-28,2025-06-06
Mayesh,1034329,Gypsophila Cosmic White,Gypsophila,695,White,,10,127.6,12.76,4.82,5.05,37.5,20,,Colombia,,2025-05-28,2025-06-06
Mayesh,485064,Gypsophila Million Star White,Gypsophila,695,White,,13,160.16,12.32,5.27,3.89,37.5,40,,Ecuador,,2025-05-28,2025-06-06
Mayesh,485064,Gypsophila Million Star White,Gypsophila,695,White,,10,106.7,10.67,4.82,2.95,37.5,35,,Ecuador,,2025-05-28,2025-06-06
Mayesh,485064,Gypsophila Million Star White,Gypsophila,695,White,,26,320.32,12.32,5.27,3.89,37.5,20,,Ecuador,,2025-05-28,2025-06-06
Mayesh,485065,Gypsophila Mirabella White,Gypsophila,695,White,,10,106.7,10.67,4.82,2.95,37.5,10,,Ecuador,,2025-05-28,2025-06-06
Mayesh,485066,Gypsophila New Love White,Gypsophila,695,White,,13,160.16,12.32,5.27,3.89,37.5,10,,Ecuador,,2025-05-28,2025-06-06
Mayesh,485069,Gypsophila Xlence White,Gypsophila,695,White,,26,320.32,12.32,5.27,3.89,37.5,18,,Ecuador,,2025-05-28,2025-06-06
Mayesh,485069,Gypsophila Xlence White,Gypsophila,695,White,,10,106.7,10.67,4.82,2.95,37.5,49,,Ecuador,,2025-05-28,2025-06-06
Mayesh,485069,Gypsophila Xlence White,Gypsophila,695,White,,13,160.16,12.32,5.27,3.89,37.5,40,,Ecuador,,2025-05-28,2025-06-06
Mayesh,515911,Honey Bracelet Green,Honey Bracelet,710,Green,,80,61.6,0.77,0.31,0.27,37.5,10,Latitude 0 Farms,Ecuador,,2025-05-28,2025-06-06
Mayesh,1756473,Hydrangea 50/50 Mix White/Light Blue,Hydrangea,717,White/Light Blue,50,40,105.6,2.64,0.86,1.26,37.5,3,,Colombia,,2025-05-28,2025-06-06
Mayesh,1055325,Hydrangea Antique Assorted,Hydrangea,717,Assorted,,40,163.2,4.08,1.76,1.26,37.5,1,,Colombia,,2025-05-28,2025-06-06
Mayesh,1050373,Hydrangea Antique Assorted Large,Hydrangea,717,Assorted,,30,145.2,4.84,1.97,1.68,37.5,4,,Colombia,,2025-05-28,2025-06-06
Mayesh,485132,Hydrangea Antique Green Large,Hydrangea,717,Green,,20,114.0,5.7,2.25,2.1,37.5,3,Colombian Harmony Flowers,Colombia,,2025-05-28,2025-06-06
Mayesh,485133,Hydrangea Antique Green Medium,Hydrangea,717,Green,,40,154.0,3.85,1.82,0.94,37.5,8,Julieta Flowers,Colombia,,2025-05-28,2025-06-06
Mayesh,646798,Hydrangea Antique Hulk Green/Blue Large,Hydrangea,717,Green/Blue,,20,134.6,6.73,2.63,2.53,37.5,4,,Colombia,,2025-05-28,2025-06-06
Mayesh,646798,Hydrangea Antique Hulk Green/Blue Large,Hydrangea,717,Green/Blue,,16,117.92,7.37,2.63,3.16,37.5,4,,Colombia,,2025-05-28,2025-06-06
Mayesh,865842,Hydrangea Antique Red/Green Jumbo,Hydrangea,717,Red/Green,,16,126.24,7.89,2.96,3.16,37.5,0,,Colombia,,2025-05-28,2025-06-06
Mayesh,485165,Hydrangea Antique Red/Green Large,Hydrangea,717,Red/Green,,20,131.2,6.56,2.52,2.53,37.5,0,,Colombia,,2025-05-28,2025-06-06
Mayesh,485075,Hydrangea Dark Blue Large,Hydrangea,717,Dark Blue,,30,111.0,3.7,1.26,1.68,37.5,9,,Colombia,,2025-05-28,2025-06-06
Mayesh,485076,Hydrangea Dark Blue Medium,Hydrangea,717,Dark Blue,,40,97.6,2.44,0.87,1.05,37.5,20,Colombian Harmony Flowers,Colombia,,2025-05-28,2025-06-06
Mayesh,485090,Hydrangea Light Blue Large,Hydrangea,717,Light Blue,,30,111.0,3.7,1.26,1.68,37.5,3,,Colombia,,2025-05-28,2025-06-06
Mayesh,485091,Hydrangea Light Blue Medium,Hydrangea,717,Light Blue,,40,97.6,2.44,0.87,1.05,37.5,4,Colombian Harmony Flowers,Colombia,,2025-05-28,2025-06-06
Mayesh,485091,Hydrangea Light Blue Medium,Hydrangea,717,Light Blue,,40,91.2,2.28,0.84,0.94,37.5,6,Julieta Flowers,Colombia,,2025-05-28,2025-06-06
Mayesh,1372587,Hydrangea Light Lavender Large,Hydrangea,717,Light Lavender,,30,120.6,4.02,1.64,1.4,37.5,6,Colombian Harmony Flowers,Colombia,,2025-05-28,2025-06-06
Mayesh,485096,Hydrangea Light Pink Large,Hydrangea,717,Light Pink,,30,198.0,6.6,3.07,1.68,37.5,4,,Colombia,,2025-05-28,2025-06-06
Mayesh,485097,Hydrangea Light Pink Medium,Hydrangea,717,Light Pink,,40,204.8,5.12,2.41,1.26,37.5,1,,Colombia,,2025-05-28,2025-06-06
Mayesh,490077,Hydrangea Mini Dark Green Small,Hydrangea,717,Dark Green,,50,106.5,2.13,0.7,1.01,37.5,49,,Colombia,,2025-05-28,2025-06-06
Mayesh,485202,Hydrangea Mini Green Small,Hydrangea,717,Green,,50,101.0,2.02,0.63,1.01,37.5,49,,Colombia,,2025-05-28,2025-06-06
Mayesh,485204,Hydrangea Mojito Green Medium,Hydrangea,717,Green,,40,103.2,2.58,0.94,1.08,37.5,0,Condor Andino,Colombia,,2025-05-28,2025-06-06
Mayesh,485204,Hydrangea Mojito Green Medium,Hydrangea,717,Green,,40,109.2,2.73,1.05,1.05,37.5,1,Colombian Harmony Flowers,Colombia,,2025-05-28,2025-06-06
Mayesh,485205,Hydrangea Mojito Green Small,Hydrangea,717,Green,,60,119.4,1.99,0.72,0.84,37.5,10,,Colombia,,2025-05-28,2025-06-06
Mayesh,485111,Hydrangea Purple Large,Hydrangea,717,Purple,,20,114.0,5.7,2.25,2.1,37.5,5,Colombian Harmony Flowers,Colombia,,2025-05-28,2025-06-06
Mayesh,485113,Hydrangea Purple Small,Hydrangea,717,Purple,,35,104.65,2.99,1.2,1.07,37.5,8,Julieta Flowers,Colombia,,2025-05-28,2025-06-06
Mayesh,522046,Hydrangea Shamrock Green Dark Green Medium,Hydrangea,717,Dark Green,,40,124.8,3.12,1.16,1.26,37.5,5,,Colombia,,2025-05-28,2025-06-06
Mayesh,509943,Hydrangea Shamrock Green/White Medium,Hydrangea,717,Green/White,,40,124.8,3.12,1.16,1.26,37.5,4,,Colombia,,2025-05-28,2025-06-06
Mayesh,485117,Hydrangea White Jumbo,Hydrangea,717,White,,20,120.6,6.03,2.19,2.53,37.5,0,,Colombia,,2025-05-28,2025-06-06
Mayesh,485118,Hydrangea White Large,Hydrangea,717,White,,30,89.1,2.97,0.96,1.44,37.5,20,Condor Andino,Colombia,,2025-05-28,2025-06-06
Mayesh,485118,Hydrangea White Large,Hydrangea,717,White,,30,102.3,3.41,1.26,1.4,37.5,17,Colombian Harmony Flowers,Colombia,,2025-05-28,2025-06-06
Mayesh,485118,Hydrangea White Large,Hydrangea,717,White,,30,83.1,2.77,0.95,1.25,37.5,18,Julieta Flowers,Colombia,,2025-05-28,2025-06-06
Mayesh,485119,Hydrangea White Medium,Hydrangea,717,White,,40,94.8,2.37,0.81,1.08,37.5,50,Condor Andino,Colombia,,2025-05-28,2025-06-06
Mayesh,485119,Hydrangea White Medium,Hydrangea,717,White,,40,95.6,2.39,0.84,1.05,37.5,32,Colombian Harmony Flowers,Colombia,,2025-05-28,2025-06-06
Mayesh,485119,Hydrangea White Medium,Hydrangea,717,White,,40,89.2,2.23,0.81,0.94,37.5,45,Julieta Flowers,Colombia,,2025-05-28,2025-06-06
Mayesh,485120,Hydrangea White Small,Hydrangea,717,White,,50,105.0,2.1,0.68,1.01,37.5,6,,Colombia,,2025-05-28,2025-06-06
Mayesh,485236,Hypericum Assorted,Hypericum,719,Assorted,50,180,156.6,0.87,0.37,0.28,37.5,50,,Ecuador,,2025-05-28,2025-06-06
Mayesh,485237,Hypericum Assorted,Hypericum,719,Assorted,60,160,147.2,0.92,0.38,0.32,37.5,49,,Ecuador,,2025-05-28,2025-06-06
Mayesh,485238,Hypericum Assorted,Hypericum,719,Assorted,70,140,151.2,1.08,0.45,0.36,37.5,50,,Ecuador,,2025-05-28,2025-06-06
Mayesh,485246,Hypericum Burgundy,Hypericum,719,Burgundy,50,180,151.2,0.84,0.35,0.28,37.5,50,,Ecuador,,2025-05-28,2025-06-06
Mayesh,485247,Hypericum Burgundy,Hypericum,719,Burgundy,60,160,160.0,1.0,0.43,0.32,37.5,50,,Ecuador,,2025-05-28,2025-06-06
Mayesh,485248,Hypericum Burgundy,Hypericum,719,Burgundy,70,140,159.6,1.14,0.49,0.36,37.5,50,,Ecuador,,2025-05-28,2025-06-06
Mayesh,490142,Hypericum Coco Bamboo Green,Hypericum,719,Green,50,110,115.5,1.05,0.42,0.38,37.5,50,Sunkist,Kenya,,2025-05-28,2025-06-06
Mayesh,485289,Hypericum Coco Casino Pink,Hypericum,719,Pink,50,90,102.6,1.14,0.42,0.47,37.5,47,Sunkist,Kenya,,2025-05-28,2025-06-06
Mayesh,988195,Hypericum Coco Rio Red,Hypericum,719,Red,50,120,122.4,1.02,0.42,0.35,37.5,50,Sunkist,Kenya,,2025-05-28,2025-06-06
Mayesh,988197,Hypericum Coco Rio Red,Hypericum,719,Red,70,60,93.0,1.55,0.53,0.7,37.5,50,Sunkist,Kenya,,2025-05-28,2025-06-06
Mayesh,988199,Hypericum Coco Uno White,Hypericum,719,White,50,100,109.0,1.09,0.42,0.42,37.5,48,Sunkist,Kenya,,2025-05-28,2025-06-06
Mayesh,988203,Hypericum Coco Uno White,Hypericum,719,White,70,60,93.0,1.55,0.53,0.7,37.5,50,Sunkist,Kenya,,2025-05-28,2025-06-06
Mayesh,485297,Hypericum Cool Romance White,Hypericum,719,White,50,90,74.7,0.83,0.37,0.24,37.5,50,Latitude 0 Farms,Ecuador,,2025-05-28,2025-06-06
Mayesh,485298,Hypericum Cool Romance White,Hypericum,719,White,60,80,76.8,0.96,0.43,0.27,37.5,50,Latitude 0 Farms,Ecuador,,2025-05-28,2025-06-06
Mayesh,485299,Hypericum Cool Romance White,Hypericum,719,White,70,70,76.3,1.09,0.49,0.31,37.5,50,Latitude 0 Farms,Ecuador,,2025-05-28,2025-06-06
Mayesh,485251,Hypericum Green,Hypericum,719,Green,50,100,83.0,0.83,0.36,0.25,37.5,50,Muru Flowers,Ecuador,,2025-05-28,2025-06-06
Mayesh,485251,Hypericum Green,Hypericum,719,Green,50,100,83.0,0.83,0.36,0.25,37.5,48,Muru Flowers,Ecuador,,2025-05-28,2025-06-06
Mayesh,485252,Hypericum Green,Hypericum,719,Green,60,80,76.0,0.95,0.4,0.31,37.5,50,Muru Flowers,Ecuador,,2025-05-28,2025-06-06
Mayesh,485315,Hypericum Jungle Romance Green,Hypericum,719,Green,50,90,74.7,0.83,0.37,0.24,37.5,50,Latitude 0 Farms,Ecuador,,2025-05-28,2025-06-06
Mayesh,485316,Hypericum Jungle Romance Green,Hypericum,719,Green,60,80,76.8,0.96,0.43,0.27,37.5,50,Latitude 0 Farms,Ecuador,,2025-05-28,2025-06-06
Mayesh,485317,Hypericum Jungle Romance Green,Hypericum,719,Green,70,70,76.3,1.09,0.49,0.31,37.5,50,Latitude 0 Farms,Ecuador,,2025-05-28,2025-06-06
Mayesh,3330074,Hypericum Lovely Romance Pink,Hypericum,719,Pink,50,90,74.7,0.83,0.37,0.24,37.5,5,Latitude 0 Farms,Ecuador,,2025-05-28,2025-06-06
Mayesh,3330076,Hypericum Lovely Romance Pink,Hypericum,719,Pink,60,80,76.8,0.96,0.43,0.27,37.5,4,Latitude 0 Farms,Ecuador,,2025-05-28,2025-06-06
Mayesh,3330077,Hypericum Lovely Romance Pink,Hypericum,719,Pink,70,70,76.3,1.09,0.49,0.31,37.5,5,Latitude 0 Farms,Ecuador,,2025-05-28,2025-06-06
Mayesh,608446,Hypericum Lucky Romance Green,Hypericum,719,Green,50,90,74.7,0.83,0.37,0.24,37.5,50,Latitude 0 Farms,Ecuador,,2025-05-28,2025-06-06
Mayesh,608447,Hypericum Lucky Romance Green,Hypericum,719,Green,60,80,76.8,0.96,0.43,0.27,37.5,50,Latitude 0 Farms,Ecuador,,2025-05-28,2025-06-06
Mayesh,608448,Hypericum Lucky Romance Green,Hypericum,719,Green,70,70,76.3,1.09,0.49,0.31,37.5,50,Latitude 0 Farms,Ecuador,,2025-05-28,2025-06-06
Mayesh,1032796,Hypericum Magical Triumph II Red,Hypericum,719,Red,50,180,151.2,0.84,0.35,0.28,37.5,50,,Ecuador,,2025-05-28,2025-06-06
Mayesh,1032797,Hypericum Magical Triumph II Red,Hypericum,719,Red,60,160,160.0,1.0,0.43,0.32,37.5,50,,Ecuador,,2025-05-28,2025-06-06
Mayesh,1032798,Hypericum Magical Triumph II Red,Hypericum,719,Red,70,140,159.6,1.14,0.49,0.36,37.5,50,,Ecuador,,2025-05-28,2025-06-06
Mayesh,485339,Hypericum Magical Victory Green,Hypericum,719,Green,50,180,151.2,0.84,0.35,0.28,37.5,41,,Ecuador,,2025-05-28,2025-06-06
Mayesh,485340,Hypericum Magical Victory Green,Hypericum,719,Green,60,160,160.0,1.0,0.43,0.32,37.5,50,,Ecuador,,2025-05-28,2025-06-06
Mayesh,485341,Hypericum Magical Victory Green,Hypericum,719,Green,70,140,159.6,1.14,0.49,0.36,37.5,50,,Ecuador,,2025-05-28,2025-06-06
Mayesh,485343,Hypericum Mellow Romance Peach,Hypericum,719,Peach,50,90,72.0,0.8,0.35,0.24,37.5,48,Latitude 0 Farms,Ecuador,,2025-05-28,2025-06-06
Mayesh,485344,Hypericum Mellow Romance Peach,Hypericum,719,Peach,60,80,76.8,0.96,0.43,0.27,37.5,50,Latitude 0 Farms,Ecuador,,2025-05-28,2025-06-06
Mayesh,485345,Hypericum Mellow Romance Peach,Hypericum,719,Peach,70,70,76.3,1.09,0.49,0.31,37.5,50,Latitude 0 Farms,Ecuador,,2025-05-28,2025-06-06
Mayesh,485266,Hypericum Peach,Hypericum,719,Peach,50,200,160.0,0.8,0.34,0.25,37.5,50,,Ecuador,,2025-05-28,2025-06-06
Mayesh,485266,Hypericum Peach,Hypericum,719,Peach,50,100,83.0,0.83,0.36,0.25,37.5,50,Muru Flowers,Ecuador,,2025-05-28,2025-06-06
Mayesh,485267,Hypericum Peach,Hypericum,719,Peach,60,80,76.0,0.95,0.4,0.31,37.5,50,Muru Flowers,Ecuador,,2025-05-28,2025-06-06
Mayesh,485267,Hypericum Peach,Hypericum,719,Peach,60,180,171.0,0.95,0.42,0.28,37.5,50,,Ecuador,,2025-05-28,2025-06-06
Mayesh,485268,Hypericum Peach,Hypericum,719,Peach,70,160,171.2,1.07,0.47,0.32,37.5,50,,Ecuador,,2025-05-28,2025-06-06
Mayesh,485271,Hypericum Pink,Hypericum,719,Pink,50,100,83.0,0.83,0.36,0.25,37.5,50,Muru Flowers,Ecuador,,2025-05-28,2025-06-06
Mayesh,485271,Hypericum Pink,Hypericum,719,Pink,50,100,83.0,0.83,0.36,0.25,37.5,50,Muru Flowers,Ecuador,,2025-05-28,2025-06-06
Mayesh,485272,Hypericum Pink,Hypericum,719,Pink,60,80,76.0,0.95,0.4,0.31,37.5,50,Muru Flowers,Ecuador,,2025-05-28,2025-06-06
Mayesh,485272,Hypericum Pink,Hypericum,719,Pink,60,160,160.0,1.0,0.43,0.32,37.5,50,,Ecuador,,2025-05-28,2025-06-06
Mayesh,485273,Hypericum Pink,Hypericum,719,Pink,70,140,159.6,1.14,0.49,0.36,37.5,50,,Ecuador,,2025-05-28,2025-06-06
Mayesh,485276,Hypericum Red,Hypericum,719,Red,50,100,83.0,0.83,0.36,0.25,37.5,50,Muru Flowers,Ecuador,,2025-05-28,2025-06-06
Mayesh,485277,Hypericum Red,Hypericum,719,Red,60,80,76.0,0.95,0.4,0.31,37.5,50,Muru Flowers,Ecuador,,2025-05-28,2025-06-06
Mayesh,485351,Hypericum Rocky Romance Burgundy,Hypericum,719,Burgundy,50,90,74.7,0.83,0.37,0.24,37.5,50,Latitude 0 Farms,Ecuador,,2025-05-28,2025-06-06
Mayesh,485352,Hypericum Rocky Romance Burgundy,Hypericum,719,Burgundy,60,80,76.8,0.96,0.43,0.27,37.5,50,Latitude 0 Farms,Ecuador,,2025-05-28,2025-06-06
Mayesh,1032782,Hypericum Royal Princess Peach,Hypericum,719,Peach,60,160,160.0,1.0,0.43,0.32,37.5,50,,Ecuador,,2025-05-28,2025-06-06
Mayesh,1032783,Hypericum Royal Princess Peach,Hypericum,719,Peach,70,140,159.6,1.14,0.49,0.36,37.5,50,,Ecuador,,2025-05-28,2025-06-06
Mayesh,661677,Hypericum Sweet Romance Pink,Hypericum,719,Pink,50,90,72.0,0.8,0.35,0.24,37.5,50,Latitude 0 Farms,Ecuador,,2025-05-28,2025-06-06
Mayesh,661679,Hypericum Sweet Romance Pink,Hypericum,719,Pink,60,80,76.8,0.96,0.43,0.27,37.5,50,Latitude 0 Farms,Ecuador,,2025-05-28,2025-06-06
Mayesh,642523,Hypericum Sweet Romance Pink,Hypericum,719,Pink,70,70,76.3,1.09,0.49,0.31,37.5,50,Latitude 0 Farms,Ecuador,,2025-05-28,2025-06-06
Mayesh,485371,Hypericum True Romance Red,Hypericum,719,Red,50,90,74.7,0.83,0.37,0.24,37.5,50,Latitude 0 Farms,Ecuador,,2025-05-28,2025-06-06
Mayesh,485372,Hypericum True Romance Red,Hypericum,719,Red,60,80,76.8,0.96,0.43,0.27,37.5,50,Latitude 0 Farms,Ecuador,,2025-05-28,2025-06-06
Mayesh,485281,Hypericum White,Hypericum,719,White,50,180,156.6,0.87,0.37,0.28,37.5,50,,Ecuador,,2025-05-28,2025-06-06
Mayesh,485282,Hypericum White,Hypericum,719,White,60,160,160.0,1.0,0.43,0.32,37.5,50,,Ecuador,,2025-05-28,2025-06-06
Mayesh,485283,Hypericum White,Hypericum,719,White,70,140,159.6,1.14,0.49,0.36,37.5,50,,Ecuador,,2025-05-28,2025-06-06
Mayesh,491454,Iris Assorted,Iris,724,Assorted,,30,280.5,9.35,4.09,2.81,37.5,4,Vivo Floral,Mexico,,2025-05-28,2025-06-06
Mayesh,7558744,Iris Purple,Iris,724,Purple,,30,280.5,9.35,4.09,2.81,37.5,4,Vivo Floral,Mexico,,2025-05-28,2025-06-06
Mayesh,491467,Iris Telstar Dark Blue,Iris,724,Dark Blue,,30,280.5,9.35,4.09,2.81,37.5,15,Vivo Floral,Mexico,,2025-05-28,2025-06-06
Mayesh,7407079,Iris White,Iris,724,White,,30,280.5,9.35,4.09,2.81,37.5,3,Vivo Floral,Mexico,,2025-05-28,2025-06-06
Mayesh,490601,Kale Green,Kale,738,Green,,60,144.6,2.41,0.98,0.84,37.5,9,,Ecuador,,2025-05-28,2025-06-06
Mayesh,490602,Kale Purple,Kale,738,Purple,,60,144.6,2.41,0.98,0.84,37.5,9,,Ecuador,,2025-05-28,2025-06-06
Mayesh,490600,Kale White,Kale,738,White,,50,133.5,2.67,1.04,1.01,37.5,4,,Ecuador,,2025-05-28,2025-06-06
Mayesh,515958,Kangaroo Paw Assorted,Kangaroo Paw,739,Assorted,,75,103.5,1.38,0.51,0.56,37.5,5,Roots Peru,Peru,,2025-05-28,2025-06-06
Mayesh,515958,Kangaroo Paw Assorted,Kangaroo Paw,739,Assorted,,120,134.4,1.12,0.44,0.42,37.5,4,,Colombia,,2025-05-28,2025-06-06
Mayesh,515961,Kangaroo Paw Burgundy,Kangaroo Paw,739,Burgundy,,120,134.4,1.12,0.44,0.42,37.5,3,,Colombia,,2025-05-28,2025-06-06
Mayesh,515963,Kangaroo Paw Green,Kangaroo Paw,739,Green,,120,134.4,1.12,0.44,0.42,37.5,3,,Colombia,,2025-05-28,2025-06-06
Mayesh,515964,Kangaroo Paw Orange,Kangaroo Paw,739,Orange,,75,103.5,1.38,0.51,0.56,37.5,20,Roots Peru,Peru,,2025-05-28,2025-06-06
Mayesh,515967,Kangaroo Paw Red,Kangaroo Paw,739,Red,,75,103.5,1.38,0.51,0.56,37.5,17,Roots Peru,Peru,,2025-05-28,2025-06-06
Mayesh,1219815,Kangaroo Paw Red/Orange,Kangaroo Paw,739,Red/Orange,,120,134.4,1.12,0.44,0.42,37.5,2,,Colombia,,2025-05-28,2025-06-06
Mayesh,515968,Kangaroo Paw Yellow,Kangaroo Paw,739,Yellow,,75,103.5,1.38,0.51,0.56,37.5,4,Roots Peru,Peru,,2025-05-28,2025-06-06
Mayesh,513900,Larkspur Assorted,Larkspur,745,Assorted,,12,176.28,14.69,6.55,4.21,37.5,4,,Ecuador,,2025-05-28,2025-06-06
Mayesh,513904,Larkspur Pink,Larkspur,745,Pink,,12,176.28,14.69,6.55,4.21,37.5,5,,Ecuador,,2025-05-28,2025-06-06
Mayesh,513905,Larkspur Purple,Larkspur,745,Purple,,12,176.28,14.69,6.55,4.21,37.5,5,,Ecuador,,2025-05-28,2025-06-06
Mayesh,491524,Larkspur White,Larkspur,745,White,,12,189.72,15.81,7.25,4.21,37.5,5,,Ecuador,,2025-05-28,2025-06-06
Mayesh,515987,Leather Cleopatra Green,Leather,748,Green,,30,173.7,5.79,2.08,2.46,37.5,5,Underhill Ferneries,United States,,2025-05-28,2025-06-06
Mayesh,515987,Leather Cleopatra Green,Leather,748,Green,,12,90.36,7.53,2.43,3.64,37.5,3,Underhill Ferneries,United States,,2025-05-28,2025-06-06
