competitor_product_id,product_name
63324,Gerbera Coral Treasure
32075,Gerbera Assorted
59909,Gerbera Assorted Rainboward
58847,Gerbera Assorted Spring Mix
17660,Gerbera Cream/Peach Cartizze
35807,Garden Rose Cream Caramel
27159,Gerbera Burgundy Amarone
55410,Gerbera Burgundy Humberto
57588,Rose Var Magic Times
42615,Gerbera Pink-Hot
47908,Gerbera Pink-Hot
63301,Gerbera Pink-Hot/White Mandala
43594,Gerbera Red
29905,Gerbera Red
55231,Gerberaoral Hamptons
42615,Gerbera Pink-Hot
47908,Gerbera Pink-Hot
63301,Gerbera Pink-Hot/White Mandala
25789,Gerbera Pink-Light
29886,Gerbera Pink-Light
42613,Gerbera Var Pink Hippiehic
39739,Garden Rose Peach Charity
65029,Gerpom Yellow Rhea
22915,Gerrondo Peacheaker
49487,Gerrondo Peach Terra Maga
37309,Garden Rose White Pr. Miyuki
58898,Gerpom Pink-Hot Pluck
25695,Gerbera Mini Purple Dolcetto D
42161,Gerbera Mini White
37627,Gerbera Mini White
48911,Rose Hot Pink Queenberry
58898,Gerpom Pink-Hot Pluck
53302,Gerbera Mini Orange
49794,Gerbera Mini Orange Jordy
63314,Gerbera Mini Orange
62900,Gerbera Mini Yellow Franky
43606,Gerbera Mini Red
43660,Gerbera Mini Red
48911,Rose Hot Pink Queenberry
28002,Gerbera Mini Lav/Pnk Kimsey
35842,Gerbera Mini Peach Cream Cafe
55396,Gerbera Mini Peach Larissa
43353,Gerbera Mini Peach Oreo
40901,Garden Rose White Leonora
43325,Garden Rose Red Tess
68791,Gerbera Minioral Time Out
49798,Gerbera Minioral Vidal
21468,Gerbera Mini Cream Milady
56096,Gerbera Mini Cream Peach Pelican
35842,Gerbera Mini Peach Cream Cafe
62900,Gerbera Mini Yellow Franky
57576,Gerbera Mini Yellow
28051,Gerbera Mini Yellow
55308,Gerbera Mini Assorted
43584,Gerbera Mini Assorted
