competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,color,stem_length,stems_per_unit,unit_price,stem_price,cleaned_name_used,created_at,eta_date
PetalJet,8078677705013,Hot Pepper Alstroemeria,Alstroemeria,Alstroemeria,70,100,106.0,1.06,Hot Pepper Alstroemeria,2025-05-28,2025-06-06
PetalJet,10035695288629,Hot Pink (fuchsia) Anemone,Anemone,fuchsia,50,80,147.2,1.84,Hot Pink (fuchsia) Anemone,2025-05-28,2025-06-06
PetalJet,10035695288629,Hot Pink (fuchsia) Anemone,Anemone,fuchsia,50,100,170.0,1.7,Hot Pink (fuchsia) Anemone,2025-05-28,2025-06-06
PetalJet,10035695288629,Hot Pink (fuchsia) Anemone,Anemone,fuchsia,50,120,193.2,1.61,Hot Pink (fuchsia) Anemone,2025-05-28,2025-06-06
PetalJet,10035695288629,Hot Pink (fuchsia) Anemone,Anemone,fuchsia,50,200,308.0,1.54,Hot Pink (fuchsia) Anemone,2025-05-28,2025-06-06
PetalJet,4375841079395,Hot Pink Double Stock,Stock,Filler Flower,60,80,88.0,1.1,Hot Pink Double Stock,2025-05-28,2025-06-06
PetalJet,4375841079395,Hot Pink Double Stock,Stock,Filler Flower,60,140,133.0,0.95,Hot Pink Double Stock,2025-05-28,2025-06-06
PetalJet,4375841079395,Hot Pink Double Stock,Stock,Filler Flower,70,120,129.6,1.08,Hot Pink Double Stock,2025-05-28,2025-06-06
PetalJet,4405860565091,Hot Pink Elegance Ranunculus,Ranunculus,Hot Pink,35,80,151.2,1.89,Hot Pink Elegance Ranunculus,2025-05-28,2025-06-06
PetalJet,4405860565091,Hot Pink Elegance Ranunculus,Ranunculus,Hot Pink,35,100,175.0,1.75,Hot Pink Elegance Ranunculus,2025-05-28,2025-06-06
PetalJet,4405860565091,Hot Pink Elegance Ranunculus,Ranunculus,Hot Pink,35,120,200.4,1.67,Hot Pink Elegance Ranunculus,2025-05-28,2025-06-06
PetalJet,4405860565091,Hot Pink Elegance Ranunculus,Ranunculus,Hot Pink,40,80,157.6,1.97,Hot Pink Elegance Ranunculus,2025-05-28,2025-06-06
PetalJet,4405860565091,Hot Pink Elegance Ranunculus,Ranunculus,Hot Pink,40,100,184.0,1.84,Hot Pink Elegance Ranunculus,2025-05-28,2025-06-06
PetalJet,4405860565091,Hot Pink Elegance Ranunculus,Ranunculus,Hot Pink,40,120,210.0,1.75,Hot Pink Elegance Ranunculus,2025-05-28,2025-06-06
PetalJet,4405860565091,Hot Pink Elegance Ranunculus,Ranunculus,Hot Pink,45,80,164.0,2.05,Hot Pink Elegance Ranunculus,2025-05-28,2025-06-06
PetalJet,4405860565091,Hot Pink Elegance Ranunculus,Ranunculus,Hot Pink,45,100,192.0,1.92,Hot Pink Elegance Ranunculus,2025-05-28,2025-06-06
PetalJet,4405860565091,Hot Pink Elegance Ranunculus,Ranunculus,Hot Pink,45,120,220.8,1.84,Hot Pink Elegance Ranunculus,2025-05-28,2025-06-06
PetalJet,8206600372533,Hot Pink Spray Stock,Stock,Filler Flower,60,70,126.7,1.81,Hot Pink Spray Stock,2025-05-28,2025-06-06
PetalJet,4503628808291,Hot Spot Rose,Premium Roses,Hot Pink,50,48,80.64,1.68,Hot Spot Rose,2025-05-28,2025-06-06
PetalJet,4503628808291,Hot Spot Rose,Premium Roses,Hot Pink,50,72,115.2,1.6,Hot Spot Rose,2025-05-28,2025-06-06
PetalJet,4503628808291,Hot Spot Rose,Premium Roses,Hot Pink,50,144,224.64,1.56,Hot Spot Rose,2025-05-28,2025-06-06
PetalJet,4503628808291,Hot Spot Rose,Premium Roses,Hot Pink,50,288,434.88,1.51,Hot Spot Rose,2025-05-28,2025-06-06
PetalJet,4503628808291,Hot Spot Rose,Premium Roses,Hot Pink,60,72,119.52,1.66,Hot Spot Rose,2025-05-28,2025-06-06
PetalJet,4503628808291,Hot Spot Rose,Premium Roses,Hot Pink,60,144,233.28,1.62,Hot Spot Rose,2025-05-28,2025-06-06
PetalJet,4503628808291,Hot Spot Rose,Premium Roses,Hot Pink,60,288,457.92,1.59,Hot Spot Rose,2025-05-28,2025-06-06
PetalJet,4516913479779,Humberto Jumbo Gerber Daisy,Jumbo Gerber Daisies,Gerbera,40,60,82.2,1.37,Humberto Jumbo Gerber Daisy,2025-05-28,2025-06-06
PetalJet,4516913479779,Humberto Jumbo Gerber Daisy,Jumbo Gerber Daisies,Gerbera,50,40,73.6,1.84,Humberto Jumbo Gerber Daisy,2025-05-28,2025-06-06
PetalJet,9039558377781,Hybrid Delphinium ELATUM Assorted Box #001,Delphinium,assorted,60,60,121.8,2.03,Hybrid Delphinium ELATUM Assorted Box #001,2025-05-28,2025-06-06
PetalJet,9039558377781,Hybrid Delphinium ELATUM Assorted Box #001,Delphinium,assorted,60,100,187.0,1.87,Hybrid Delphinium ELATUM Assorted Box #001,2025-05-28,2025-06-06
PetalJet,9039558377781,Hybrid Delphinium ELATUM Assorted Box #001,Delphinium,assorted,70,75,215.25,2.87,Hybrid Delphinium ELATUM Assorted Box #001,2025-05-28,2025-06-06
PetalJet,9039558377781,Hybrid Delphinium ELATUM Assorted Box #001,Delphinium,assorted,80,60,196.2,3.27,Hybrid Delphinium ELATUM Assorted Box #001,2025-05-28,2025-06-06
PetalJet,10036777910581,Hybrid Delphinium ELATUM Assorted Box #002,Delphinium,assorted,60,60,113.4,1.89,Hybrid Delphinium ELATUM Assorted Box #002,2025-05-28,2025-06-06
PetalJet,10036777910581,Hybrid Delphinium ELATUM Assorted Box #002,Delphinium,assorted,60,100,172.0,1.72,Hybrid Delphinium ELATUM Assorted Box #002,2025-05-28,2025-06-06
PetalJet,10036777910581,Hybrid Delphinium ELATUM Assorted Box #002,Delphinium,assorted,70,75,150.0,2.0,Hybrid Delphinium ELATUM Assorted Box #002,2025-05-28,2025-06-06
PetalJet,10036777910581,Hybrid Delphinium ELATUM Assorted Box #002,Delphinium,assorted,80,60,144.6,2.41,Hybrid Delphinium ELATUM Assorted Box #002,2025-05-28,2025-06-06
PetalJet,6841682624611,Hybrid Delphinium ELATUM Assorted Box #003,Delphinium,Filler Flower,60,60,113.4,1.89,Hybrid Delphinium ELATUM Assorted Box #003,2025-05-28,2025-06-06
PetalJet,6841682624611,Hybrid Delphinium ELATUM Assorted Box #003,Delphinium,Filler Flower,60,100,172.0,1.72,Hybrid Delphinium ELATUM Assorted Box #003,2025-05-28,2025-06-06
PetalJet,6841682624611,Hybrid Delphinium ELATUM Assorted Box #003,Delphinium,Filler Flower,70,75,225.0,3.0,Hybrid Delphinium ELATUM Assorted Box #003,2025-05-28,2025-06-06
PetalJet,6841682624611,Hybrid Delphinium ELATUM Assorted Box #003,Delphinium,Filler Flower,80,60,204.6,3.41,Hybrid Delphinium ELATUM Assorted Box #003,2025-05-28,2025-06-06
PetalJet,6684611182691,Igloo Carnation,Carantions,iglu,60,200,102.0,0.51,Igloo Carnation,2025-05-28,2025-06-06
PetalJet,6684611182691,Igloo Carnation,Carantions,iglu,60,350,161.0,0.46,Igloo Carnation,2025-05-28,2025-06-06
PetalJet,6684611182691,Igloo Carnation,Carantions,iglu,70,300,153.0,0.51,Igloo Carnation,2025-05-28,2025-06-06
PetalJet,4171048714301,Iguana Rose,Premium Roses,Coral,40,48,69.12,1.44,Iguana Rose,2025-05-28,2025-06-06
PetalJet,4171048714301,Iguana Rose,Premium Roses,Coral,40,72,96.48,1.34,Iguana Rose,2025-05-28,2025-06-06
PetalJet,4171048714301,Iguana Rose,Premium Roses,Coral,40,144,187.2,1.3,Iguana Rose,2025-05-28,2025-06-06
PetalJet,4171048714301,Iguana Rose,Premium Roses,Coral,40,288,365.76,1.27,Iguana Rose,2025-05-28,2025-06-06
PetalJet,4171048714301,Iguana Rose,Premium Roses,Coral,50,48,76.8,1.6,Iguana Rose,2025-05-28,2025-06-06
PetalJet,4171048714301,Iguana Rose,Premium Roses,Coral,50,72,108.72,1.51,Iguana Rose,2025-05-28,2025-06-06
PetalJet,4171048714301,Iguana Rose,Premium Roses,Coral,50,144,213.12,1.48,Iguana Rose,2025-05-28,2025-06-06
PetalJet,4171048714301,Iguana Rose,Premium Roses,Coral,50,288,414.72,1.44,Iguana Rose,2025-05-28,2025-06-06
PetalJet,4171048714301,Iguana Rose,Premium Roses,Coral,60,72,114.48,1.59,Iguana Rose,2025-05-28,2025-06-06
PetalJet,4171048714301,Iguana Rose,Premium Roses,Coral,60,144,223.2,1.55,Iguana Rose,2025-05-28,2025-06-06
PetalJet,4171048714301,Iguana Rose,Premium Roses,Coral,60,288,434.88,1.51,Iguana Rose,2025-05-28,2025-06-06
PetalJet,8391528546613,Iguazu Rose,Premium Roses,Bicolor,40,48,71.04,1.48,Iguazu Rose,2025-05-28,2025-06-06
PetalJet,8391528546613,Iguazu Rose,Premium Roses,Bicolor,40,72,100.08,1.39,Iguazu Rose,2025-05-28,2025-06-06
PetalJet,8391528546613,Iguazu Rose,Premium Roses,Bicolor,40,144,195.84,1.36,Iguazu Rose,2025-05-28,2025-06-06
PetalJet,8391528546613,Iguazu Rose,Premium Roses,Bicolor,40,288,380.16,1.32,Iguazu Rose,2025-05-28,2025-06-06
PetalJet,8391528546613,Iguazu Rose,Premium Roses,Bicolor,50,48,76.8,1.6,Iguazu Rose,2025-05-28,2025-06-06
PetalJet,8391528546613,Iguazu Rose,Premium Roses,Bicolor,50,72,108.72,1.51,Iguazu Rose,2025-05-28,2025-06-06
PetalJet,8391528546613,Iguazu Rose,Premium Roses,Bicolor,50,144,213.12,1.48,Iguazu Rose,2025-05-28,2025-06-06
PetalJet,8391528546613,Iguazu Rose,Premium Roses,Bicolor,50,288,414.72,1.44,Iguazu Rose,2025-05-28,2025-06-06
PetalJet,8391528546613,Iguazu Rose,Premium Roses,Bicolor,60,72,114.48,1.59,Iguazu Rose,2025-05-28,2025-06-06
PetalJet,8391528546613,Iguazu Rose,Premium Roses,Bicolor,60,144,223.2,1.55,Iguazu Rose,2025-05-28,2025-06-06
PetalJet,8391528546613,Iguazu Rose,Premium Roses,Bicolor,60,288,434.88,1.51,Iguazu Rose,2025-05-28,2025-06-06
PetalJet,8391528546613,Iguazu Rose,Premium Roses,Bicolor,70,72,119.52,1.66,Iguazu Rose,2025-05-28,2025-06-06
PetalJet,8391528546613,Iguazu Rose,Premium Roses,Bicolor,70,144,233.28,1.62,Iguazu Rose,2025-05-28,2025-06-06
PetalJet,8391528546613,Iguazu Rose,Premium Roses,Bicolor,70,288,457.92,1.59,Iguazu Rose,2025-05-28,2025-06-06
PetalJet,4545976991843,Impact Rose,Premium Roses,Fall,50,48,76.8,1.6,Impact Rose,2025-05-28,2025-06-06
PetalJet,4545976991843,Impact Rose,Premium Roses,Fall,50,72,108.72,1.51,Impact Rose,2025-05-28,2025-06-06
PetalJet,4545976991843,Impact Rose,Premium Roses,Fall,50,144,213.12,1.48,Impact Rose,2025-05-28,2025-06-06
PetalJet,4545976991843,Impact Rose,Premium Roses,Fall,50,288,414.72,1.44,Impact Rose,2025-05-28,2025-06-06
PetalJet,4545976991843,Impact Rose,Premium Roses,Fall,60,72,119.52,1.66,Impact Rose,2025-05-28,2025-06-06
PetalJet,4545976991843,Impact Rose,Premium Roses,Fall,60,144,233.28,1.62,Impact Rose,2025-05-28,2025-06-06
PetalJet,4545976991843,Impact Rose,Premium Roses,Fall,60,288,457.92,1.59,Impact Rose,2025-05-28,2025-06-06
PetalJet,1827075129405,Imre Solomio,Solomio,Filler Flower,50,120,104.4,0.87,Imre Solomio,2025-05-28,2025-06-06
PetalJet,1827075129405,Imre Solomio,Solomio,Filler Flower,50,180,147.6,0.82,Imre Solomio,2025-05-28,2025-06-06
PetalJet,3938473312317,Indian Diamond Lily 3-5 Bloom,Lilies,Lilies,70,50,101.0,2.02,Indian Diamond Lily 3-5 Bloom,2025-05-28,2025-06-06
PetalJet,3682935996477,Indian Somerset Lily 3-5 Bloom,Lilies,Light Pink,70,50,101.0,2.02,Indian Somerset Lily 3-5 Bloom,2025-05-28,2025-06-06
PetalJet,4514807119971,Intenz Pink Alstroemeria,Alstroemeria,alstromeria,60,100,92.0,0.92,Intenz Pink Alstroemeria,2025-05-28,2025-06-06
PetalJet,4514807119971,Intenz Pink Alstroemeria,Alstroemeria,alstromeria,60,180,145.8,0.81,Intenz Pink Alstroemeria,2025-05-28,2025-06-06
PetalJet,4514807119971,Intenz Pink Alstroemeria,Alstroemeria,alstromeria,70,200,162.0,0.81,Intenz Pink Alstroemeria,2025-05-28,2025-06-06
PetalJet,4554291347555,Irishka Spray Rose,Spray Roses,Light Pink,40,50,80.5,1.61,Irishka Spray Rose,2025-05-28,2025-06-06
PetalJet,4554291347555,Irishka Spray Rose,Spray Roses,Light Pink,40,60,89.4,1.49,Irishka Spray Rose,2025-05-28,2025-06-06
PetalJet,4554291347555,Irishka Spray Rose,Spray Roses,Light Pink,40,80,116.0,1.45,Irishka Spray Rose,2025-05-28,2025-06-06
PetalJet,4554291347555,Irishka Spray Rose,Spray Roses,Light Pink,50,50,89.5,1.79,Irishka Spray Rose,2025-05-28,2025-06-06
PetalJet,4554291347555,Irishka Spray Rose,Spray Roses,Light Pink,50,70,120.4,1.72,Irishka Spray Rose,2025-05-28,2025-06-06
PetalJet,4554291347555,Irishka Spray Rose,Spray Roses,Light Pink,60,50,97.5,1.95,Irishka Spray Rose,2025-05-28,2025-06-06
PetalJet,4554291347555,Irishka Spray Rose,Spray Roses,Light Pink,60,80,144.0,1.8,Irishka Spray Rose,2025-05-28,2025-06-06
PetalJet,4554308485219,Irishka Spray Rose Mixed Box,Spray Roses,assorted,40,50,85.0,1.7,Irishka Spray Rose Mixed Box,2025-05-28,2025-06-06
PetalJet,4554308485219,Irishka Spray Rose Mixed Box,Spray Roses,assorted,40,60,96.0,1.6,Irishka Spray Rose Mixed Box,2025-05-28,2025-06-06
PetalJet,4554308485219,Irishka Spray Rose Mixed Box,Spray Roses,assorted,40,80,124.0,1.55,Irishka Spray Rose Mixed Box,2025-05-28,2025-06-06
PetalJet,4554308485219,Irishka Spray Rose Mixed Box,Spray Roses,assorted,40,160,238.4,1.49,Irishka Spray Rose Mixed Box,2025-05-28,2025-06-06
PetalJet,4554308485219,Irishka Spray Rose Mixed Box,Spray Roses,assorted,50,50,93.5,1.87,Irishka Spray Rose Mixed Box,2025-05-28,2025-06-06
PetalJet,4554308485219,Irishka Spray Rose Mixed Box,Spray Roses,assorted,50,70,127.4,1.82,Irishka Spray Rose Mixed Box,2025-05-28,2025-06-06
PetalJet,4554308485219,Irishka Spray Rose Mixed Box,Spray Roses,assorted,50,140,246.4,1.76,Irishka Spray Rose Mixed Box,2025-05-28,2025-06-06
PetalJet,4554308485219,Irishka Spray Rose Mixed Box,Spray Roses,assorted,60,50,101.5,2.03,Irishka Spray Rose Mixed Box,2025-05-28,2025-06-06
PetalJet,4554308485219,Irishka Spray Rose Mixed Box,Spray Roses,assorted,60,70,137.9,1.97,Irishka Spray Rose Mixed Box,2025-05-28,2025-06-06
PetalJet,4554308485219,Irishka Spray Rose Mixed Box,Spray Roses,assorted,60,140,268.8,1.92,Irishka Spray Rose Mixed Box,2025-05-28,2025-06-06
PetalJet,4749615923299,Jade Rose,Premium Roses,Green,40,72,89.28,1.24,Jade Rose,2025-05-28,2025-06-06
PetalJet,4749615923299,Jade Rose,Premium Roses,Green,40,96,117.12,1.22,Jade Rose,2025-05-28,2025-06-06
PetalJet,4749615923299,Jade Rose,Premium Roses,Green,40,192,228.48,1.19,Jade Rose,2025-05-28,2025-06-06
PetalJet,4749615923299,Jade Rose,Premium Roses,Green,50,72,95.76,1.33,Jade Rose,2025-05-28,2025-06-06
PetalJet,4749615923299,Jade Rose,Premium Roses,Green,50,96,124.8,1.3,Jade Rose,2025-05-28,2025-06-06
PetalJet,4749615923299,Jade Rose,Premium Roses,Green,50,192,243.84,1.27,Jade Rose,2025-05-28,2025-06-06
PetalJet,1765402869821,Jalah Rose,Premium Roses,Fall,50,48,84.96,1.77,Jalah Rose,2025-05-28,2025-06-06
PetalJet,1765402869821,Jalah Rose,Premium Roses,Fall,50,72,120.96,1.68,Jalah Rose,2025-05-28,2025-06-06
PetalJet,1765402869821,Jalah Rose,Premium Roses,Fall,50,144,234.72,1.63,Jalah Rose,2025-05-28,2025-06-06
PetalJet,1765402869821,Jalah Rose,Premium Roses,Fall,50,288,460.8,1.6,Jalah Rose,2025-05-28,2025-06-06
PetalJet,1765402869821,Jalah Rose,Premium Roses,Fall,60,72,126.72,1.76,Jalah Rose,2025-05-28,2025-06-06
PetalJet,1765402869821,Jalah Rose,Premium Roses,Fall,60,144,243.36,1.69,Jalah Rose,2025-05-28,2025-06-06
PetalJet,1765402869821,Jalah Rose,Premium Roses,Fall,60,288,478.08,1.66,Jalah Rose,2025-05-28,2025-06-06
PetalJet,8078657814837,Jessica Alstroemeria,Alstroemeria,alstromeria,60,100,92.0,0.92,Jessica Alstroemeria,2025-05-28,2025-06-06
PetalJet,8078657814837,Jessica Alstroemeria,Alstroemeria,alstromeria,60,180,145.8,0.81,Jessica Alstroemeria,2025-05-28,2025-06-06
PetalJet,8078657814837,Jessica Alstroemeria,Alstroemeria,alstromeria,70,200,162.0,0.81,Jessica Alstroemeria,2025-05-28,2025-06-06
PetalJet,8938778460469,Jewel Star Oriental Lily 3-5 Bloom,Lilies,High,70,40,108.4,2.71,Jewel Star Oriental Lily 3-5 Bloom,2025-05-28,2025-06-06
PetalJet,10034108236085,Jobin Carnation,Carantions,Hot Pink,60,200,102.0,0.51,Jobin Carnation,2025-05-28,2025-06-06
PetalJet,10034108236085,Jobin Carnation,Carantions,Hot Pink,60,350,161.0,0.46,Jobin Carnation,2025-05-28,2025-06-06
PetalJet,10034108236085,Jobin Carnation,Carantions,Hot Pink,70,300,153.0,0.51,Jobin Carnation,2025-05-28,2025-06-06
PetalJet,9309274734901,Julieta Carnation,Carantions,Pink,60,200,102.0,0.51,Julieta Carnation,2025-05-28,2025-06-06
PetalJet,9309274734901,Julieta Carnation,Carantions,Pink,60,350,161.0,0.46,Julieta Carnation,2025-05-28,2025-06-06
PetalJet,9309274734901,Julieta Carnation,Carantions,Pink,70,300,153.0,0.51,Julieta Carnation,2025-05-28,2025-06-06
PetalJet,4531455950947,Jumbo Gerber Daisy Assorted Box #371,Jumbo Gerber Daisies,assorted,40,60,82.2,1.37,Jumbo Gerber Daisy Assorted Box #371,2025-05-28,2025-06-06
PetalJet,4531470172259,Jumbo Gerber Daisy Assorted Box #372,Jumbo Gerber Daisies,assorted,40,60,82.2,1.37,Jumbo Gerber Daisy Assorted Box #372,2025-05-28,2025-06-06
PetalJet,4531470172259,Jumbo Gerber Daisy Assorted Box #372,Jumbo Gerber Daisies,assorted,50,40,73.6,1.84,Jumbo Gerber Daisy Assorted Box #372,2025-05-28,2025-06-06
PetalJet,10035928432949,Jumbo Gerber Daisy Assorted Box #373,Jumbo Gerber Daisies,assorted,40,60,82.2,1.37,Jumbo Gerber Daisy Assorted Box #373,2025-05-28,2025-06-06
PetalJet,10035928432949,Jumbo Gerber Daisy Assorted Box #373,Jumbo Gerber Daisies,assorted,50,40,73.6,1.84,Jumbo Gerber Daisy Assorted Box #373,2025-05-28,2025-06-06
PetalJet,8065300988213,Jumbo Gerber Daisy Assorted Box #375,Jumbo Gerber Daisies,assorted,40,60,82.2,1.37,Jumbo Gerber Daisy Assorted Box #375,2025-05-28,2025-06-06
PetalJet,8065300988213,Jumbo Gerber Daisy Assorted Box #375,Jumbo Gerber Daisies,assorted,50,40,73.6,1.84,Jumbo Gerber Daisy Assorted Box #375,2025-05-28,2025-06-06
PetalJet,10035929284917,Jumbo Gerber Daisy Assorted Box #376,Jumbo Gerber Daisies,assorted,40,60,82.2,1.37,Jumbo Gerber Daisy Assorted Box #376,2025-05-28,2025-06-06
PetalJet,10035929284917,Jumbo Gerber Daisy Assorted Box #376,Jumbo Gerber Daisies,assorted,50,40,73.6,1.84,Jumbo Gerber Daisy Assorted Box #376,2025-05-28,2025-06-06
PetalJet,10034099618101,Jungle Green Carnation,Carantions,Green,60,200,102.0,0.51,Jungle Green Carnation,2025-05-28,2025-06-06
PetalJet,10034099618101,Jungle Green Carnation,Carantions,Green,60,350,161.0,0.46,Jungle Green Carnation,2025-05-28,2025-06-06
PetalJet,10034099618101,Jungle Green Carnation,Carantions,Green,70,300,153.0,0.51,Jungle Green Carnation,2025-05-28,2025-06-06
PetalJet,6653011558499,Jungle Romance Green Hypericum,Hypericum,Filler Flower,60,80,84.8,1.06,Jungle Romance Green Hypericum,2025-05-28,2025-06-06
PetalJet,6653011558499,Jungle Romance Green Hypericum,Hypericum,Filler Flower,60,120,121.2,1.01,Jungle Romance Green Hypericum,2025-05-28,2025-06-06
PetalJet,6653011558499,Jungle Romance Green Hypericum,Hypericum,Filler Flower,70,100,119.0,1.19,Jungle Romance Green Hypericum,2025-05-28,2025-06-06
PetalJet,1790650974269,Kahala Garden Rose,Garden Roses,Coral,50,48,84.96,1.77,Kahala Garden Rose,2025-05-28,2025-06-06
PetalJet,1790650974269,Kahala Garden Rose,Garden Roses,Coral,50,72,120.96,1.68,Kahala Garden Rose,2025-05-28,2025-06-06
PetalJet,1790650974269,Kahala Garden Rose,Garden Roses,Coral,50,144,234.72,1.63,Kahala Garden Rose,2025-05-28,2025-06-06
PetalJet,1790650974269,Kahala Garden Rose,Garden Roses,Coral,50,288,460.8,1.6,Kahala Garden Rose,2025-05-28,2025-06-06
PetalJet,1790650974269,Kahala Garden Rose,Garden Roses,Coral,60,72,126.72,1.76,Kahala Garden Rose,2025-05-28,2025-06-06
PetalJet,1790650974269,Kahala Garden Rose,Garden Roses,Coral,60,144,243.36,1.69,Kahala Garden Rose,2025-05-28,2025-06-06
PetalJet,1790650974269,Kahala Garden Rose,Garden Roses,Coral,60,288,478.08,1.66,Kahala Garden Rose,2025-05-28,2025-06-06
PetalJet,1790650974269,Kahala Garden Rose,Garden Roses,Coral,70,72,132.48,1.84,Kahala Garden Rose,2025-05-28,2025-06-06
PetalJet,1790650974269,Kahala Garden Rose,Garden Roses,Coral,70,144,259.2,1.8,Kahala Garden Rose,2025-05-28,2025-06-06
PetalJet,1790650974269,Kahala Garden Rose,Garden Roses,Coral,70,288,498.24,1.73,Kahala Garden Rose,2025-05-28,2025-06-06
PetalJet,8505852199221,Kale Assorted Box,Kale,Cut Greens,40,45,88.65,1.97,Kale Assorted Box,2025-05-28,2025-06-06
PetalJet,8505852199221,Kale Assorted Box,Kale,Cut Greens,40,65,124.8,1.92,Kale Assorted Box,2025-05-28,2025-06-06
PetalJet,9005058490677,Kaori Carnation,Carantions,Pink,60,200,102.0,0.51,Kaori Carnation,2025-05-28,2025-06-06
PetalJet,9005058490677,Kaori Carnation,Carantions,Pink,60,350,161.0,0.46,Kaori Carnation,2025-05-28,2025-06-06
PetalJet,9005058490677,Kaori Carnation,Carantions,Pink,70,300,153.0,0.51,Kaori Carnation,2025-05-28,2025-06-06
PetalJet,4516915740771,Kento Jumbo Gerber Daisy,Jumbo Gerber Daisies,Gerber Daisy,40,60,82.2,1.37,Kento Jumbo Gerber Daisy,2025-05-28,2025-06-06
PetalJet,4516915740771,Kento Jumbo Gerber Daisy,Jumbo Gerber Daisies,Gerber Daisy,50,40,73.6,1.84,Kento Jumbo Gerber Daisy,2025-05-28,2025-06-06
PetalJet,1767467647037,La Vie en Rose,Garden Roses,Light Pink,50,48,84.96,1.77,La Vie en Rose,2025-05-28,2025-06-06
PetalJet,1767467647037,La Vie en Rose,Garden Roses,Light Pink,50,72,120.96,1.68,La Vie en Rose,2025-05-28,2025-06-06
PetalJet,1767467647037,La Vie en Rose,Garden Roses,Light Pink,50,144,234.72,1.63,La Vie en Rose,2025-05-28,2025-06-06
PetalJet,1767467647037,La Vie en Rose,Garden Roses,Light Pink,50,288,460.8,1.6,La Vie en Rose,2025-05-28,2025-06-06
PetalJet,1767467647037,La Vie en Rose,Garden Roses,Light Pink,60,84,144.48,1.72,La Vie en Rose,2025-05-28,2025-06-06
PetalJet,1767467647037,La Vie en Rose,Garden Roses,Light Pink,60,168,280.56,1.67,La Vie en Rose,2025-05-28,2025-06-06
PetalJet,1767467647037,La Vie en Rose,Garden Roses,Light Pink,60,336,547.68,1.63,La Vie en Rose,2025-05-28,2025-06-06
PetalJet,6841213911139,Lady Pink Success Cloni Ranunculus,Ranunculus,clooni,40,80,212.0,2.65,Lady Pink Success Cloni Ranunculus,2025-05-28,2025-06-06
PetalJet,6841213911139,Lady Pink Success Cloni Ranunculus,Ranunculus,clooni,40,160,390.4,2.44,Lady Pink Success Cloni Ranunculus,2025-05-28,2025-06-06
PetalJet,8933963825461,Lavender Blue,Greens,Cut Greens,50,150,124.5,0.83,Lavender Blue,2025-05-28,2025-06-06
PetalJet,4375842357347,Lavender Double Stock,Stock,Filler Flower,60,80,88.0,1.1,Lavender Double Stock,2025-05-28,2025-06-06
PetalJet,4375842357347,Lavender Double Stock,Stock,Filler Flower,60,140,133.0,0.95,Lavender Double Stock,2025-05-28,2025-06-06
PetalJet,4375842357347,Lavender Double Stock,Stock,Filler Flower,70,120,129.6,1.08,Lavender Double Stock,2025-05-28,2025-06-06
PetalJet,4638432329827,Lavender Football Chrysanthemum,Chrysanthemums,F203,45,70,93.1,1.33,Lavender Football Chrysanthemum,2025-05-28,2025-06-06
PetalJet,4638432329827,Lavender Football Chrysanthemum,Chrysanthemums,F203,45,100,130.0,1.3,Lavender Football Chrysanthemum,2025-05-28,2025-06-06
PetalJet,4638432329827,Lavender Football Chrysanthemum,Chrysanthemums,F203,65,100,133.0,1.33,Lavender Football Chrysanthemum,2025-05-28,2025-06-06
PetalJet,4554297213027,Lavender Irishka Spray Rose,Spray Roses,f216,40,50,84.0,1.68,Lavender Irishka Spray Rose,2025-05-28,2025-06-06
PetalJet,4554297213027,Lavender Irishka Spray Rose,Spray Roses,f216,40,60,94.8,1.58,Lavender Irishka Spray Rose,2025-05-28,2025-06-06
PetalJet,4554297213027,Lavender Irishka Spray Rose,Spray Roses,f216,40,80,123.2,1.54,Lavender Irishka Spray Rose,2025-05-28,2025-06-06
PetalJet,4554297213027,Lavender Irishka Spray Rose,Spray Roses,f216,40,160,238.4,1.49,Lavender Irishka Spray Rose,2025-05-28,2025-06-06
PetalJet,4554297213027,Lavender Irishka Spray Rose,Spray Roses,f216,50,50,93.5,1.87,Lavender Irishka Spray Rose,2025-05-28,2025-06-06
PetalJet,4554297213027,Lavender Irishka Spray Rose,Spray Roses,f216,50,70,126.7,1.81,Lavender Irishka Spray Rose,2025-05-28,2025-06-06
PetalJet,4554297213027,Lavender Irishka Spray Rose,Spray Roses,f216,50,140,246.4,1.76,Lavender Irishka Spray Rose,2025-05-28,2025-06-06
PetalJet,4554297213027,Lavender Irishka Spray Rose,Spray Roses,f216,60,50,102.5,2.05,Lavender Irishka Spray Rose,2025-05-28,2025-06-06
PetalJet,4554297213027,Lavender Irishka Spray Rose,Spray Roses,f216,60,70,138.6,1.98,Lavender Irishka Spray Rose,2025-05-28,2025-06-06
PetalJet,4554297213027,Lavender Irishka Spray Rose,Spray Roses,f216,60,140,268.8,1.92,Lavender Irishka Spray Rose,2025-05-28,2025-06-06
PetalJet,8146485903669,Lavender Spray Stock,Stock,Filler Flower,60,70,126.7,1.81,Lavender Spray Stock,2025-05-28,2025-06-06
PetalJet,4413538828387,Leather Leaf,Greens,Cut Greens,60,90,63.0,0.7,Leather Leaf,2025-05-28,2025-06-06
PetalJet,4413538828387,Leather Leaf,Greens,Cut Greens,60,200,114.0,0.57,Leather Leaf,2025-05-28,2025-06-06
PetalJet,1790085300285,Lemonade Rose,Premium Roses,Green,50,48,75.84,1.58,Lemonade Rose,2025-05-28,2025-06-06
