competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,color,stem_length,stems_per_unit,unit_price,stem_price,cleaned_name_used,created_at,eta_date
PetalJet,10048639074613,Echo Pink Lisianthus,Lisianthus,Light Pink,60,80,126.4,1.58,Echo Pink Lisianthus,2025-05-28,2025-06-06
PetalJet,10048639074613,Echo Pink Lisianthus,Lisianthus,Light Pink,60,120,177.6,1.48,Echo Pink Lisianthus,2025-05-28,2025-06-06
PetalJet,8938918314293,El Divo Lily 3-5 Bloom,Lilies,Lilies,70,50,101.0,2.02,El Divo Lily 3-5 Bloom,2025-05-28,2025-06-06
PetalJet,1794115993661,Elba Spray Rose,Spray Roses,Pink,40,60,89.4,1.49,Elba Spray Rose,2025-05-28,2025-06-06
PetalJet,1794115993661,Elba Spray Rose,Spray Roses,Pink,40,70,96.6,1.38,Elba Spray Rose,2025-05-28,2025-06-06
PetalJet,1794115993661,Elba Spray Rose,Spray Roses,Pink,40,110,138.6,1.26,Elba Spray Rose,2025-05-28,2025-06-06
PetalJet,1794115993661,Elba Spray Rose,Spray Roses,Pink,40,220,266.2,1.21,Elba Spray Rose,2025-05-28,2025-06-06
PetalJet,1794115993661,Elba Spray Rose,Spray Roses,Pink,50,60,99.6,1.66,Elba Spray Rose,2025-05-28,2025-06-06
PetalJet,1794115993661,Elba Spray Rose,Spray Roses,Pink,50,100,152.0,1.52,Elba Spray Rose,2025-05-28,2025-06-06
PetalJet,1794115993661,Elba Spray Rose,Spray Roses,Pink,50,200,292.0,1.46,Elba Spray Rose,2025-05-28,2025-06-06
PetalJet,1794115993661,Elba Spray Rose,Spray Roses,Pink,60,60,111.0,1.85,Elba Spray Rose,2025-05-28,2025-06-06
PetalJet,1794115993661,Elba Spray Rose,Spray Roses,Pink,60,100,168.0,1.68,Elba Spray Rose,2025-05-28,2025-06-06
PetalJet,1794115993661,Elba Spray Rose,Spray Roses,Pink,60,200,324.0,1.62,Elba Spray Rose,2025-05-28,2025-06-06
PetalJet,6608548036707,Empress Cremon Chrysanthemum,Chrysanthemums,mum,45,70,93.1,1.33,Empress Cremon Chrysanthemum,2025-05-28,2025-06-06
PetalJet,6608548036707,Empress Cremon Chrysanthemum,Chrysanthemums,mum,45,100,130.0,1.3,Empress Cremon Chrysanthemum,2025-05-28,2025-06-06
PetalJet,6608548036707,Empress Cremon Chrysanthemum,Chrysanthemums,mum,65,100,133.0,1.33,Empress Cremon Chrysanthemum,2025-05-28,2025-06-06
PetalJet,8485496652085,Enchantment Garden Rose,Premium Roses,Bicolor,40,48,76.8,1.6,Enchantment Garden Rose,2025-05-28,2025-06-06
PetalJet,8485496652085,Enchantment Garden Rose,Premium Roses,Bicolor,40,72,108.72,1.51,Enchantment Garden Rose,2025-05-28,2025-06-06
PetalJet,8485496652085,Enchantment Garden Rose,Premium Roses,Bicolor,40,144,213.12,1.48,Enchantment Garden Rose,2025-05-28,2025-06-06
PetalJet,8485496652085,Enchantment Garden Rose,Premium Roses,Bicolor,40,288,414.72,1.44,Enchantment Garden Rose,2025-05-28,2025-06-06
PetalJet,8485496652085,Enchantment Garden Rose,Premium Roses,Bicolor,50,48,84.96,1.77,Enchantment Garden Rose,2025-05-28,2025-06-06
PetalJet,8485496652085,Enchantment Garden Rose,Premium Roses,Bicolor,50,72,120.96,1.68,Enchantment Garden Rose,2025-05-28,2025-06-06
PetalJet,8485496652085,Enchantment Garden Rose,Premium Roses,Bicolor,50,144,234.72,1.63,Enchantment Garden Rose,2025-05-28,2025-06-06
PetalJet,8485496652085,Enchantment Garden Rose,Premium Roses,Bicolor,50,288,460.8,1.6,Enchantment Garden Rose,2025-05-28,2025-06-06
PetalJet,8485496652085,Enchantment Garden Rose,Premium Roses,Bicolor,60,72,132.48,1.84,Enchantment Garden Rose,2025-05-28,2025-06-06
PetalJet,8485496652085,Enchantment Garden Rose,Premium Roses,Bicolor,60,144,259.2,1.8,Enchantment Garden Rose,2025-05-28,2025-06-06
PetalJet,8485496652085,Enchantment Garden Rose,Premium Roses,Bicolor,60,288,498.24,1.73,Enchantment Garden Rose,2025-05-28,2025-06-06
PetalJet,1863674495037,Ercolano Lily 3-5 Bloom,Lilies,Cream,70,50,101.0,2.02,Ercolano Lily 3-5 Bloom,2025-05-28,2025-06-06
PetalJet,1863671119933,Eremo Lily 3-5 Bloom,Lilies,Lilies,70,50,101.0,2.02,Eremo Lily 3-5 Bloom,2025-05-28,2025-06-06
PetalJet,6851737288803,Escimo Rose,Premium Roses,Wedding,40,72,103.68,1.44,Escimo Rose,2025-05-28,2025-06-06
PetalJet,6851737288803,Escimo Rose,Premium Roses,Wedding,40,96,136.32,1.42,Escimo Rose,2025-05-28,2025-06-06
PetalJet,6851737288803,Escimo Rose,Premium Roses,Wedding,40,192,264.96,1.38,Escimo Rose,2025-05-28,2025-06-06
PetalJet,6851737288803,Escimo Rose,Premium Roses,Wedding,40,384,506.88,1.32,Escimo Rose,2025-05-28,2025-06-06
PetalJet,6851737288803,Escimo Rose,Premium Roses,Wedding,50,72,115.2,1.6,Escimo Rose,2025-05-28,2025-06-06
PetalJet,6851737288803,Escimo Rose,Premium Roses,Wedding,50,96,150.72,1.57,Escimo Rose,2025-05-28,2025-06-06
PetalJet,6851737288803,Escimo Rose,Premium Roses,Wedding,50,192,293.76,1.53,Escimo Rose,2025-05-28,2025-06-06
PetalJet,6851737288803,Escimo Rose,Premium Roses,Wedding,50,384,564.48,1.47,Escimo Rose,2025-05-28,2025-06-06
PetalJet,1784903761981,Esperance Rose,Premium Roses,Bicolor,40,48,71.04,1.48,Esperance Rose,2025-05-28,2025-06-06
PetalJet,1784903761981,Esperance Rose,Premium Roses,Bicolor,40,72,100.08,1.39,Esperance Rose,2025-05-28,2025-06-06
PetalJet,1784903761981,Esperance Rose,Premium Roses,Bicolor,40,144,195.84,1.36,Esperance Rose,2025-05-28,2025-06-06
PetalJet,1784903761981,Esperance Rose,Premium Roses,Bicolor,40,288,380.16,1.32,Esperance Rose,2025-05-28,2025-06-06
PetalJet,1784903761981,Esperance Rose,Premium Roses,Bicolor,50,48,74.4,1.55,Esperance Rose,2025-05-28,2025-06-06
PetalJet,1784903761981,Esperance Rose,Premium Roses,Bicolor,50,72,105.84,1.47,Esperance Rose,2025-05-28,2025-06-06
PetalJet,1784903761981,Esperance Rose,Premium Roses,Bicolor,50,144,203.04,1.41,Esperance Rose,2025-05-28,2025-06-06
PetalJet,1784903761981,Esperance Rose,Premium Roses,Bicolor,50,288,397.44,1.38,Esperance Rose,2025-05-28,2025-06-06
PetalJet,1784903761981,Esperance Rose,Premium Roses,Bicolor,60,72,112.32,1.56,Esperance Rose,2025-05-28,2025-06-06
PetalJet,1784903761981,Esperance Rose,Premium Roses,Bicolor,60,144,217.44,1.51,Esperance Rose,2025-05-28,2025-06-06
PetalJet,1784903761981,Esperance Rose,Premium Roses,Bicolor,60,288,426.24,1.48,Esperance Rose,2025-05-28,2025-06-06
PetalJet,1784903761981,Esperance Rose,Premium Roses,Bicolor,70,72,119.52,1.66,Esperance Rose,2025-05-28,2025-06-06
PetalJet,1784903761981,Esperance Rose,Premium Roses,Bicolor,70,144,233.28,1.62,Esperance Rose,2025-05-28,2025-06-06
PetalJet,1784903761981,Esperance Rose,Premium Roses,Bicolor,70,288,457.92,1.59,Esperance Rose,2025-05-28,2025-06-06
PetalJet,8926600626485,Eucalyptus Baby Blue,Greens,Cut Greens,60,100,67.0,0.67,Eucalyptus Baby Blue,2025-05-28,2025-06-06
PetalJet,8926600626485,Eucalyptus Baby Blue,Greens,Cut Greens,60,200,116.0,0.58,Eucalyptus Baby Blue,2025-05-28,2025-06-06
PetalJet,8495486501173,Eucalyptus Greens Mixed Box #730,Greens Mixed Boxes,assorted box,80,80,73.6,0.92,Eucalyptus Greens Mixed Box #730,2025-05-28,2025-06-06
PetalJet,8495486501173,Eucalyptus Greens Mixed Box #730,Greens Mixed Boxes,assorted box,,150,123.0,0.82,Eucalyptus Greens Mixed Box #730,2025-05-28,2025-06-06
PetalJet,8933359878453,Eucalyptus Nicholii,Greens,Cut Greens,50,100,100.0,1.0,Eucalyptus Nicholii,2025-05-28,2025-06-06
PetalJet,6553859162211,Eucalyptus Parvifolia,Greens,best seller,50,80,76.8,0.96,Eucalyptus Parvifolia,2025-05-28,2025-06-06
PetalJet,6553859162211,Eucalyptus Parvifolia,Greens,best seller,50,150,129.0,0.86,Eucalyptus Parvifolia,2025-05-28,2025-06-06
PetalJet,6553857458275,Eucalyptus Pulverulenta (XL Baby Blue),Greens,Cut Greens,50,80,64.8,0.81,Eucalyptus Pulverulenta (XL Baby Blue),2025-05-28,2025-06-06
PetalJet,6553857458275,Eucalyptus Pulverulenta (XL Baby Blue),Greens,Cut Greens,50,150,111.0,0.74,Eucalyptus Pulverulenta (XL Baby Blue),2025-05-28,2025-06-06
PetalJet,6683863089251,Eucalyptus Silver Dollar,Greens,best seller,50,80,76.8,0.96,Eucalyptus Silver Dollar,2025-05-28,2025-06-06
PetalJet,6683863089251,Eucalyptus Silver Dollar,Greens,best seller,50,150,129.0,0.86,Eucalyptus Silver Dollar,2025-05-28,2025-06-06
PetalJet,4407225942115,Eva Spray Rose,Spray Roses,f216,40,60,94.8,1.58,Eva Spray Rose,2025-05-28,2025-06-06
PetalJet,4407225942115,Eva Spray Rose,Spray Roses,f216,40,70,104.3,1.49,Eva Spray Rose,2025-05-28,2025-06-06
PetalJet,4407225942115,Eva Spray Rose,Spray Roses,f216,40,110,148.5,1.35,Eva Spray Rose,2025-05-28,2025-06-06
PetalJet,4407225942115,Eva Spray Rose,Spray Roses,f216,50,60,105.6,1.76,Eva Spray Rose,2025-05-28,2025-06-06
PetalJet,4407225942115,Eva Spray Rose,Spray Roses,f216,50,100,160.0,1.6,Eva Spray Rose,2025-05-28,2025-06-06
PetalJet,4407225942115,Eva Spray Rose,Spray Roses,f216,60,60,115.8,1.93,Eva Spray Rose,2025-05-28,2025-06-06
PetalJet,4407225942115,Eva Spray Rose,Spray Roses,f216,60,100,179.0,1.79,Eva Spray Rose,2025-05-28,2025-06-06
PetalJet,1772189745213,Explorer Rose,Premium Roses,Red,50,48,77.28,1.61,Explorer Rose,2025-05-28,2025-06-06
PetalJet,1772189745213,Explorer Rose,Premium Roses,Red,50,72,109.44,1.52,Explorer Rose,2025-05-28,2025-06-06
PetalJet,1772189745213,Explorer Rose,Premium Roses,Red,50,144,213.12,1.48,Explorer Rose,2025-05-28,2025-06-06
PetalJet,1772189745213,Explorer Rose,Premium Roses,Red,50,288,406.08,1.41,Explorer Rose,2025-05-28,2025-06-06
PetalJet,1772189745213,Explorer Rose,Premium Roses,Red,60,72,121.68,1.69,Explorer Rose,2025-05-28,2025-06-06
PetalJet,1772189745213,Explorer Rose,Premium Roses,Red,60,144,236.16,1.64,Explorer Rose,2025-05-28,2025-06-06
PetalJet,1772189745213,Explorer Rose,Premium Roses,Red,60,288,460.8,1.6,Explorer Rose,2025-05-28,2025-06-06
PetalJet,1772189745213,Explorer Rose,Premium Roses,Red,70,72,131.04,1.82,Explorer Rose,2025-05-28,2025-06-06
PetalJet,1772189745213,Explorer Rose,Premium Roses,Red,70,144,253.44,1.76,Explorer Rose,2025-05-28,2025-06-06
PetalJet,1772189745213,Explorer Rose,Premium Roses,Red,70,288,495.36,1.72,Explorer Rose,2025-05-28,2025-06-06
PetalJet,8938915463477,Eyeliner Lily 3-5 Bloom,Lilies,Lilies,70,50,101.0,2.02,Eyeliner Lily 3-5 Bloom,2025-05-28,2025-06-06
PetalJet,1771915477053,Faith Rose,Premium Roses,Light Pink,40,48,80.64,1.68,Faith Rose,2025-05-28,2025-06-06
PetalJet,1771915477053,Faith Rose,Premium Roses,Light Pink,40,72,115.2,1.6,Faith Rose,2025-05-28,2025-06-06
PetalJet,1771915477053,Faith Rose,Premium Roses,Light Pink,40,144,224.64,1.56,Faith Rose,2025-05-28,2025-06-06
PetalJet,1771915477053,Faith Rose,Premium Roses,Light Pink,40,288,434.88,1.51,Faith Rose,2025-05-28,2025-06-06
PetalJet,1771915477053,Faith Rose,Premium Roses,Light Pink,50,48,84.96,1.77,Faith Rose,2025-05-28,2025-06-06
PetalJet,1771915477053,Faith Rose,Premium Roses,Light Pink,50,72,120.96,1.68,Faith Rose,2025-05-28,2025-06-06
PetalJet,1771915477053,Faith Rose,Premium Roses,Light Pink,50,144,234.72,1.63,Faith Rose,2025-05-28,2025-06-06
PetalJet,1771915477053,Faith Rose,Premium Roses,Light Pink,50,288,460.8,1.6,Faith Rose,2025-05-28,2025-06-06
PetalJet,1832036302909,Fangio Lily 3-5 Bloom,Lilies,Berry,70,50,101.0,2.02,Fangio Lily 3-5 Bloom,2025-05-28,2025-06-06
PetalJet,6693577064547,Farida Carnation,Carantions,fuchsia,60,200,102.0,0.51,Farida Carnation,2025-05-28,2025-06-06
PetalJet,6693577064547,Farida Carnation,Carantions,fuchsia,60,350,161.0,0.46,Farida Carnation,2025-05-28,2025-06-06
PetalJet,6693577064547,Farida Carnation,Carantions,fuchsia,70,300,153.0,0.51,Farida Carnation,2025-05-28,2025-06-06
PetalJet,8283042021685,Fascination Rose,Premium Roses,Coral,40,48,80.64,1.68,Fascination Rose,2025-05-28,2025-06-06
PetalJet,8283042021685,Fascination Rose,Premium Roses,Coral,40,72,115.2,1.6,Fascination Rose,2025-05-28,2025-06-06
PetalJet,8283042021685,Fascination Rose,Premium Roses,Coral,40,144,224.64,1.56,Fascination Rose,2025-05-28,2025-06-06
PetalJet,8283042021685,Fascination Rose,Premium Roses,Coral,40,288,434.88,1.51,Fascination Rose,2025-05-28,2025-06-06
PetalJet,8283042021685,Fascination Rose,Premium Roses,Coral,50,48,89.28,1.86,Fascination Rose,2025-05-28,2025-06-06
PetalJet,8283042021685,Fascination Rose,Premium Roses,Coral,50,72,127.44,1.77,Fascination Rose,2025-05-28,2025-06-06
PetalJet,8283042021685,Fascination Rose,Premium Roses,Coral,50,144,247.68,1.72,Fascination Rose,2025-05-28,2025-06-06
PetalJet,8283042021685,Fascination Rose,Premium Roses,Coral,50,288,480.96,1.67,Fascination Rose,2025-05-28,2025-06-06
PetalJet,8283042021685,Fascination Rose,Premium Roses,Coral,60,72,137.52,1.91,Fascination Rose,2025-05-28,2025-06-06
PetalJet,8283042021685,Fascination Rose,Premium Roses,Coral,60,144,269.28,1.87,Fascination Rose,2025-05-28,2025-06-06
PetalJet,8283042021685,Fascination Rose,Premium Roses,Coral,60,288,524.16,1.82,Fascination Rose,2025-05-28,2025-06-06
PetalJet,6841211453539,Favola Success Cloni (Clooney) Ranunculus,Ranunculus,clooni,40,80,212.0,2.65,Favola Success Cloni (Clooney) Ranunculus,2025-05-28,2025-06-06
PetalJet,6841211453539,Favola Success Cloni (Clooney) Ranunculus,Ranunculus,clooni,40,160,390.4,2.44,Favola Success Cloni (Clooney) Ranunculus,2025-05-28,2025-06-06
PetalJet,8283065811253,Favourite Rose,Premium Roses,blush,40,48,72.48,1.51,Favourite Rose,2025-05-28,2025-06-06
PetalJet,8283065811253,Favourite Rose,Premium Roses,blush,40,72,100.8,1.4,Favourite Rose,2025-05-28,2025-06-06
PetalJet,8283065811253,Favourite Rose,Premium Roses,blush,40,144,197.28,1.37,Favourite Rose,2025-05-28,2025-06-06
PetalJet,8283065811253,Favourite Rose,Premium Roses,blush,50,48,77.28,1.61,Favourite Rose,2025-05-28,2025-06-06
PetalJet,8283065811253,Favourite Rose,Premium Roses,blush,50,72,109.44,1.52,Favourite Rose,2025-05-28,2025-06-06
PetalJet,8283065811253,Favourite Rose,Premium Roses,blush,50,144,213.12,1.48,Favourite Rose,2025-05-28,2025-06-06
PetalJet,8283065811253,Favourite Rose,Premium Roses,blush,60,72,124.56,1.73,Favourite Rose,2025-05-28,2025-06-06
PetalJet,8283065811253,Favourite Rose,Premium Roses,blush,60,144,243.36,1.69,Favourite Rose,2025-05-28,2025-06-06
PetalJet,8885989998901,Felicidad Success Cloni Ranunculus,Ranunculus,clooni,40,80,212.0,2.65,Felicidad Success Cloni Ranunculus,2025-05-28,2025-06-06
PetalJet,8885989998901,Felicidad Success Cloni Ranunculus,Ranunculus,clooni,40,160,390.4,2.44,Felicidad Success Cloni Ranunculus,2025-05-28,2025-06-06
PetalJet,4464666050659,Felicity Rose,Premium Roses,Peach,50,60,100.2,1.67,Felicity Rose,2025-05-28,2025-06-06
PetalJet,4464666050659,Felicity Rose,Premium Roses,Peach,50,84,136.08,1.62,Felicity Rose,2025-05-28,2025-06-06
PetalJet,4464666050659,Felicity Rose,Premium Roses,Peach,50,168,265.44,1.58,Felicity Rose,2025-05-28,2025-06-06
PetalJet,4464666050659,Felicity Rose,Premium Roses,Peach,60,84,157.08,1.87,Felicity Rose,2025-05-28,2025-06-06
PetalJet,4464666050659,Felicity Rose,Premium Roses,Peach,60,168,304.08,1.81,Felicity Rose,2025-05-28,2025-06-06
PetalJet,4464666050659,Felicity Rose,Premium Roses,Peach,70,84,170.52,2.03,Felicity Rose,2025-05-28,2025-06-06
PetalJet,4464666050659,Felicity Rose,Premium Roses,Peach,70,168,330.96,1.97,Felicity Rose,2025-05-28,2025-06-06
PetalJet,1790641471549,Fidji Rose,Premium Roses,Bicolor,50,60,84.6,1.41,Fidji Rose,2025-05-28,2025-06-06
PetalJet,1790641471549,Fidji Rose,Premium Roses,Bicolor,50,84,115.92,1.38,Fidji Rose,2025-05-28,2025-06-06
PetalJet,1790641471549,Fidji Rose,Premium Roses,Bicolor,50,168,228.48,1.36,Fidji Rose,2025-05-28,2025-06-06
PetalJet,1790641471549,Fidji Rose,Premium Roses,Bicolor,60,84,131.88,1.57,Fidji Rose,2025-05-28,2025-06-06
PetalJet,1790641471549,Fidji Rose,Premium Roses,Bicolor,60,168,255.36,1.52,Fidji Rose,2025-05-28,2025-06-06
PetalJet,8933327798581,Fillers & Greens Mixed Box #704,Greens Mixed Boxes,best seller,110,110,119.9,1.09,Fillers & Greens Mixed Box #704,2025-05-28,2025-06-06
PetalJet,10035480428853,Fillers & Greens Mixed Box #706,Greens Mixed Boxes,Fall,,142,164.72,1.16,Fillers & Greens Mixed Box #706,2025-05-28,2025-06-06
PetalJet,8826216874293,Firework Sunflower,Sunflowers,Bicolor,70,80,96.0,1.2,Firework Sunflower,2025-05-28,2025-06-06
PetalJet,8826216874293,Firework Sunflower,Sunflowers,Bicolor,70,60,86.4,1.44,Firework Sunflower,2025-05-28,2025-06-06
PetalJet,8826216874293,Firework Sunflower,Sunflowers,Bicolor,70,50,83.0,1.66,Firework Sunflower,2025-05-28,2025-06-06
PetalJet,8882589368629,Florex Mini Calla Lily,Calla Lily,calla lilies,40,80,131.2,1.64,Florex Mini Calla Lily,2025-05-28,2025-06-06
PetalJet,8882589368629,Florex Mini Calla Lily,Calla Lily,calla lilies,40,120,183.6,1.53,Florex Mini Calla Lily,2025-05-28,2025-06-06
PetalJet,8882589368629,Florex Mini Calla Lily,Calla Lily,calla lilies,50,70,137.9,1.97,Florex Mini Calla Lily,2025-05-28,2025-06-06
PetalJet,8882589368629,Florex Mini Calla Lily,Calla Lily,calla lilies,50,100,188.0,1.88,Florex Mini Calla Lily,2025-05-28,2025-06-06
PetalJet,8940433244469,Flowers & Greens Mixed Box #315,Flowers Mixed Boxes,flowers mixed box,98,98,137.2,1.4,Flowers & Greens Mixed Box #315,2025-05-28,2025-06-06
PetalJet,10034110366005,Forattini Carnation,Carantions,Wedding,60,200,102.0,0.51,Forattini Carnation,2025-05-28,2025-06-06
PetalJet,10034110366005,Forattini Carnation,Carantions,Wedding,60,350,161.0,0.46,Forattini Carnation,2025-05-28,2025-06-06
PetalJet,10034110366005,Forattini Carnation,Carantions,Wedding,70,300,153.0,0.51,Forattini Carnation,2025-05-28,2025-06-06
PetalJet,4749608419427,Fortune Rose,Premium Roses,Red,50,60,85.8,1.43,Fortune Rose,2025-05-28,2025-06-06
PetalJet,4749608419427,Fortune Rose,Premium Roses,Red,50,84,115.92,1.38,Fortune Rose,2025-05-28,2025-06-06
PetalJet,4749608419427,Fortune Rose,Premium Roses,Red,50,168,225.12,1.34,Fortune Rose,2025-05-28,2025-06-06
PetalJet,4749608419427,Fortune Rose,Premium Roses,Red,50,336,433.44,1.29,Fortune Rose,2025-05-28,2025-06-06
PetalJet,4749608419427,Fortune Rose,Premium Roses,Red,60,84,129.36,1.54,Fortune Rose,2025-05-28,2025-06-06
PetalJet,4749608419427,Fortune Rose,Premium Roses,Red,60,168,250.32,1.49,Fortune Rose,2025-05-28,2025-06-06
PetalJet,4749608419427,Fortune Rose,Premium Roses,Red,60,336,490.56,1.46,Fortune Rose,2025-05-28,2025-06-06
PetalJet,4749608419427,Fortune Rose,Premium Roses,Red,70,84,136.08,1.62,Fortune Rose,2025-05-28,2025-06-06
PetalJet,4749608419427,Fortune Rose,Premium Roses,Red,70,168,263.76,1.57,Fortune Rose,2025-05-28,2025-06-06
PetalJet,4749608419427,Fortune Rose,Premium Roses,Red,70,336,514.08,1.53,Fortune Rose,2025-05-28,2025-06-06
PetalJet,1772207407165,Free Spirit Garden Rose,Garden Roses,Bicolor,40,60,100.2,1.67,Free Spirit Garden Rose,2025-05-28,2025-06-06
PetalJet,1772207407165,Free Spirit Garden Rose,Garden Roses,Bicolor,40,84,136.92,1.63,Free Spirit Garden Rose,2025-05-28,2025-06-06
PetalJet,1772207407165,Free Spirit Garden Rose,Garden Roses,Bicolor,40,168,265.44,1.58,Free Spirit Garden Rose,2025-05-28,2025-06-06
PetalJet,1772207407165,Free Spirit Garden Rose,Garden Roses,Bicolor,40,336,517.44,1.54,Free Spirit Garden Rose,2025-05-28,2025-06-06
PetalJet,1772207407165,Free Spirit Garden Rose,Garden Roses,Bicolor,50,60,105.6,1.76,Free Spirit Garden Rose,2025-05-28,2025-06-06
PetalJet,1772207407165,Free Spirit Garden Rose,Garden Roses,Bicolor,50,84,142.8,1.7,Free Spirit Garden Rose,2025-05-28,2025-06-06
PetalJet,1772207407165,Free Spirit Garden Rose,Garden Roses,Bicolor,50,168,278.88,1.66,Free Spirit Garden Rose,2025-05-28,2025-06-06
PetalJet,1772207407165,Free Spirit Garden Rose,Garden Roses,Bicolor,50,336,544.32,1.62,Free Spirit Garden Rose,2025-05-28,2025-06-06
PetalJet,1790643961917,Freedom Rose,Premium Roses,Red,40,72,82.08,1.14,Freedom Rose,2025-05-28,2025-06-06
PetalJet,1790643961917,Freedom Rose,Premium Roses,Red,40,96,108.48,1.13,Freedom Rose,2025-05-28,2025-06-06
PetalJet,1790643961917,Freedom Rose,Premium Roses,Red,40,192,211.2,1.1,Freedom Rose,2025-05-28,2025-06-06
PetalJet,1790643961917,Freedom Rose,Premium Roses,Red,40,384,399.36,1.04,Freedom Rose,2025-05-28,2025-06-06
PetalJet,1790643961917,Freedom Rose,Premium Roses,Red,50,72,89.28,1.24,Freedom Rose,2025-05-28,2025-06-06
PetalJet,1790643961917,Freedom Rose,Premium Roses,Red,50,96,117.12,1.22,Freedom Rose,2025-05-28,2025-06-06
PetalJet,1790643961917,Freedom Rose,Premium Roses,Red,50,192,228.48,1.19,Freedom Rose,2025-05-28,2025-06-06
PetalJet,1790643961917,Freedom Rose,Premium Roses,Red,50,384,437.76,1.14,Freedom Rose,2025-05-28,2025-06-06
PetalJet,1790643961917,Freedom Rose,Premium Roses,Red,60,96,130.56,1.36,Freedom Rose,2025-05-28,2025-06-06
PetalJet,1790643961917,Freedom Rose,Premium Roses,Red,60,192,253.44,1.32,Freedom Rose,2025-05-28,2025-06-06
PetalJet,1790643961917,Freedom Rose,Premium Roses,Red,60,384,495.36,1.29,Freedom Rose,2025-05-28,2025-06-06
PetalJet,1790643961917,Freedom Rose,Premium Roses,Red,70,96,139.2,1.45,Freedom Rose,2025-05-28,2025-06-06
PetalJet,1790643961917,Freedom Rose,Premium Roses,Red,70,192,268.8,1.4,Freedom Rose,2025-05-28,2025-06-06
PetalJet,1790643961917,Freedom Rose,Premium Roses,Red,70,384,526.08,1.37,Freedom Rose,2025-05-28,2025-06-06
PetalJet,8606350475573,Friendship Rose,Premium Roses,Fall,40,48,69.12,1.44,Friendship Rose,2025-05-28,2025-06-06
PetalJet,8606350475573,Friendship Rose,Premium Roses,Fall,40,72,96.48,1.34,Friendship Rose,2025-05-28,2025-06-06
PetalJet,8606350475573,Friendship Rose,Premium Roses,Fall,40,144,187.2,1.3,Friendship Rose,2025-05-28,2025-06-06
PetalJet,8606350475573,Friendship Rose,Premium Roses,Fall,50,48,74.4,1.55,Friendship Rose,2025-05-28,2025-06-06
PetalJet,8606350475573,Friendship Rose,Premium Roses,Fall,50,72,105.84,1.47,Friendship Rose,2025-05-28,2025-06-06
PetalJet,8606350475573,Friendship Rose,Premium Roses,Fall,50,144,203.04,1.41,Friendship Rose,2025-05-28,2025-06-06
PetalJet,1790645534781,Frutteto Rose,Premium Roses,blush,50,60,84.6,1.41,Frutteto Rose,2025-05-28,2025-06-06
PetalJet,1790645534781,Frutteto Rose,Premium Roses,blush,50,84,115.92,1.38,Frutteto Rose,2025-05-28,2025-06-06
PetalJet,1790645534781,Frutteto Rose,Premium Roses,blush,50,168,228.48,1.36,Frutteto Rose,2025-05-28,2025-06-06
PetalJet,1790645534781,Frutteto Rose,Premium Roses,blush,50,336,446.88,1.33,Frutteto Rose,2025-05-28,2025-06-06
PetalJet,1790645534781,Frutteto Rose,Premium Roses,blush,60,84,124.32,1.48,Frutteto Rose,2025-05-28,2025-06-06
PetalJet,1790645534781,Frutteto Rose,Premium Roses,blush,60,168,243.6,1.45,Frutteto Rose,2025-05-28,2025-06-06
PetalJet,1790645534781,Frutteto Rose,Premium Roses,blush,60,336,467.04,1.39,Frutteto Rose,2025-05-28,2025-06-06
PetalJet,8506105168181,Fuego Rose,Premium Roses,Bicolor,60,72,112.32,1.56,Fuego Rose,2025-05-28,2025-06-06
PetalJet,8506105168181,Fuego Rose,Premium Roses,Bicolor,60,144,217.44,1.51,Fuego Rose,2025-05-28,2025-06-06
PetalJet,8506105168181,Fuego Rose,Premium Roses,Bicolor,60,288,426.24,1.48,Fuego Rose,2025-05-28,2025-06-06
PetalJet,8152619811125,Full Monty Rose,Premium Roses,Hot Pink,50,48,79.2,1.65,Full Monty Rose,2025-05-28,2025-06-06
PetalJet,8152619811125,Full Monty Rose,Premium Roses,Hot Pink,50,72,113.04,1.57,Full Monty Rose,2025-05-28,2025-06-06
PetalJet,8152619811125,Full Monty Rose,Premium Roses,Hot Pink,50,144,218.88,1.52,Full Monty Rose,2025-05-28,2025-06-06
PetalJet,8152619811125,Full Monty Rose,Premium Roses,Hot Pink,50,288,429.12,1.49,Full Monty Rose,2025-05-28,2025-06-06
PetalJet,8152619811125,Full Monty Rose,Premium Roses,Hot Pink,60,72,119.52,1.66,Full Monty Rose,2025-05-28,2025-06-06
PetalJet,8152619811125,Full Monty Rose,Premium Roses,Hot Pink,60,144,233.28,1.62,Full Monty Rose,2025-05-28,2025-06-06
PetalJet,8152619811125,Full Monty Rose,Premium Roses,Hot Pink,60,288,457.92,1.59,Full Monty Rose,2025-05-28,2025-06-06
PetalJet,10036683505973,Galahad White Hybrid Delphinium,Delphinium,Filler Flower,60,60,111.6,1.86,Galahad White Hybrid Delphinium,2025-05-28,2025-06-06
PetalJet,10036683505973,Galahad White Hybrid Delphinium,Delphinium,Filler Flower,60,100,169.0,1.69,Galahad White Hybrid Delphinium,2025-05-28,2025-06-06
PetalJet,10036683505973,Galahad White Hybrid Delphinium,Delphinium,Filler Flower,70,75,147.75,1.97,Galahad White Hybrid Delphinium,2025-05-28,2025-06-06
PetalJet,10036683505973,Galahad White Hybrid Delphinium,Delphinium,Filler Flower,80,60,141.0,2.35,Galahad White Hybrid Delphinium,2025-05-28,2025-06-06
