competitor,competitor_product_id,competitor_product_name,competitor_product_group_name,color,stem_length,stems_per_unit,unit_price,price_per_stem,matched_variety_name,variety_key,variety_score,matched_product_group_name,product_group_key,product_group_score,created_at,eta_date
PetalJet,45003005165877,Cherry Brandy Rose,Premium Roses,Bicolor,60,168,243.6,1.45,Cherry Brandy Roses,9f8302e2-0344-4274-81ca-a1bc33823a56,0.9581637382507324,,,,2025-05-07,2025-05-15
PetalJet,46564889461045,Cherry Carpe Diem Rose,Premium Roses,,50,48,81.12,1.69,,,,,,,2025-05-07,2025-05-15
PetalJet,46564899356981,Cherry Carpe Diem Rose,Premium Roses,,50,72,116.64,1.62,,,,,,,2025-05-07,2025-05-15
PetalJet,46564905550133,Cherry Carpe Diem Rose,Premium Roses,,50,144,226.08,1.57,,,,,,,2025-05-07,2025-05-15
PetalJet,46564907254069,Cherry Carpe Diem Rose,Premium Roses,,50,288,443.52,1.54,,,,,,,2025-05-07,2025-05-15
PetalJet,46564915249461,Cherry Carpe Diem Rose,Premium Roses,,60,72,126.72,1.76,,,,,,,2025-05-07,2025-05-15
PetalJet,46564918591797,Cherry Carpe Diem Rose,Premium Roses,,60,144,246.24,1.71,,,,,,,2025-05-07,2025-05-15
PetalJet,46564922392885,Cherry Carpe Diem Rose,Premium Roses,,60,288,478.08,1.66,,,,,,,2025-05-07,2025-05-15
PetalJet,50399364153653,Cherry Love Rose,Premium Roses,Fall,50,48,77.28,1.61,Cherry Love Roses,a96c5177-2052-405b-82ef-5faf913eb8ad,0.9945670962333679,,,,2025-05-07,2025-05-15
PetalJet,50399364415797,Cherry Love Rose,Premium Roses,Fall,50,72,109.44,1.52,Cherry Love Roses,a96c5177-2052-405b-82ef-5faf913eb8ad,0.9945670962333679,,,,2025-05-07,2025-05-15
PetalJet,50399365202229,Cherry Love Rose,Premium Roses,Fall,50,144,213.12,1.48,Cherry Love Roses,a96c5177-2052-405b-82ef-5faf913eb8ad,0.9945670962333679,,,,2025-05-07,2025-05-15
PetalJet,50399366545717,Cherry Love Rose,Premium Roses,Fall,50,288,406.08,1.41,Cherry Love Roses,a96c5177-2052-405b-82ef-5faf913eb8ad,0.9945670962333679,,,,2025-05-07,2025-05-15
PetalJet,50399368216885,Cherry Love Rose,Premium Roses,Fall,60,72,118.8,1.65,Cherry Love Roses,a96c5177-2052-405b-82ef-5faf913eb8ad,0.9945670962333679,,,,2025-05-07,2025-05-15
PetalJet,50399368905013,Cherry Love Rose,Premium Roses,Fall,60,144,231.84,1.61,Cherry Love Roses,a96c5177-2052-405b-82ef-5faf913eb8ad,0.9945670962333679,,,,2025-05-07,2025-05-15
PetalJet,50399369265461,Cherry Love Rose,Premium Roses,Fall,60,288,452.16,1.57,Cherry Love Roses,a96c5177-2052-405b-82ef-5faf913eb8ad,0.9945670962333679,,,,2025-05-07,2025-05-15
PetalJet,45422759739701,Cherry O!,Premium Roses,Hot Pink,40,48,69.6,1.45,,,,,,,2025-05-07,2025-05-15
PetalJet,45422760165685,Cherry O!,Premium Roses,Hot Pink,40,72,98.64,1.37,,,,,,,2025-05-07,2025-05-15
PetalJet,45422761083189,Cherry O!,Premium Roses,Hot Pink,40,144,192.96,1.34,,,,,,,2025-05-07,2025-05-15
PetalJet,45422762361141,Cherry O!,Premium Roses,Hot Pink,40,288,371.52,1.29,,,,,,,2025-05-07,2025-05-15
PetalJet,45422763409717,Cherry O!,Premium Roses,Hot Pink,50,48,73.92,1.54,,,,,,,2025-05-07,2025-05-15
PetalJet,45422763966773,Cherry O!,Premium Roses,Hot Pink,50,72,104.4,1.45,,,,,,,2025-05-07,2025-05-15
PetalJet,45422766063925,Cherry O!,Premium Roses,Hot Pink,50,144,203.04,1.41,,,,,,,2025-05-07,2025-05-15
PetalJet,45422766227765,Cherry O!,Premium Roses,Hot Pink,50,288,394.56,1.37,,,,,,,2025-05-07,2025-05-15
PetalJet,45422770258229,Cherry O!,Premium Roses,Hot Pink,60,72,115.2,1.6,,,,,,,2025-05-07,2025-05-15
PetalJet,45422770487605,Cherry O!,Premium Roses,Hot Pink,60,144,224.64,1.56,,,,,,,2025-05-07,2025-05-15
PetalJet,45422770946357,Cherry O!,Premium Roses,Hot Pink,60,288,437.76,1.52,,,,,,,2025-05-07,2025-05-15
PetalJet,49832556724533,Chocolate Elegance Ranunculus -,Ranunculus,best seller,35,80,151.2,1.89,Elegance Chocolate Ranunculus,f8ec7f12-aa02-4379-92f2-23c2ed49703d,0.9998407959938049,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0000001192092896,2025-05-07,2025-05-15
PetalJet,49832557248821,Chocolate Elegance Ranunculus -,Ranunculus,best seller,35,100,175.0,1.75,Elegance Chocolate Ranunculus,f8ec7f12-aa02-4379-92f2-23c2ed49703d,0.9998407959938049,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0000001192092896,2025-05-07,2025-05-15
PetalJet,49832557674805,Chocolate Elegance Ranunculus -,Ranunculus,best seller,35,120,200.4,1.67,Elegance Chocolate Ranunculus,f8ec7f12-aa02-4379-92f2-23c2ed49703d,0.9998407959938049,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0000001192092896,2025-05-07,2025-05-15
PetalJet,49832561967413,Chocolate Elegance Ranunculus -,Ranunculus,best seller,40,80,157.6,1.97,Elegance Chocolate Ranunculus,f8ec7f12-aa02-4379-92f2-23c2ed49703d,0.9998407959938049,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0000001192092896,2025-05-07,2025-05-15
PetalJet,49832562327861,Chocolate Elegance Ranunculus -,Ranunculus,best seller,40,100,184.0,1.84,Elegance Chocolate Ranunculus,f8ec7f12-aa02-4379-92f2-23c2ed49703d,0.9998407959938049,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0000001192092896,2025-05-07,2025-05-15
PetalJet,49832562884917,Chocolate Elegance Ranunculus -,Ranunculus,best seller,40,120,210.0,1.75,Elegance Chocolate Ranunculus,f8ec7f12-aa02-4379-92f2-23c2ed49703d,0.9998407959938049,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0000001192092896,2025-05-07,2025-05-15
PetalJet,49832564916533,Chocolate Elegance Ranunculus -,Ranunculus,best seller,45,80,164.0,2.05,Elegance Chocolate Ranunculus,f8ec7f12-aa02-4379-92f2-23c2ed49703d,0.9998407959938049,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0000001192092896,2025-05-07,2025-05-15
PetalJet,49832565440821,Chocolate Elegance Ranunculus -,Ranunculus,best seller,45,100,192.0,1.92,Elegance Chocolate Ranunculus,f8ec7f12-aa02-4379-92f2-23c2ed49703d,0.9998407959938049,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0000001192092896,2025-05-07,2025-05-15
PetalJet,49832567013685,Chocolate Elegance Ranunculus -,Ranunculus,best seller,45,120,220.8,1.84,Elegance Chocolate Ranunculus,f8ec7f12-aa02-4379-92f2-23c2ed49703d,0.9998407959938049,Ranunculus,f804a637-35a9-4e33-bdc3-271e6adc9ab5,1.0000001192092896,2025-05-07,2025-05-15
PetalJet,45422953201973,Christa Rose,Premium Roses,Pink,40,48,72.48,1.51,Christa Roses,249a2e77-e4fc-426b-8295-8563988295e3,0.9870217442512512,,,,2025-05-07,2025-05-15
PetalJet,45422955004213,Christa Rose,Premium Roses,Pink,40,72,103.68,1.44,Christa Roses,249a2e77-e4fc-426b-8295-8563988295e3,0.9870217442512512,,,,2025-05-07,2025-05-15
PetalJet,45422958412085,Christa Rose,Premium Roses,Pink,40,144,200.16,1.39,Christa Roses,249a2e77-e4fc-426b-8295-8563988295e3,0.9870217442512512,,,,2025-05-07,2025-05-15
PetalJet,45422960476469,Christa Rose,Premium Roses,Pink,40,288,388.8,1.35,Christa Roses,249a2e77-e4fc-426b-8295-8563988295e3,0.9870217442512512,,,,2025-05-07,2025-05-15
PetalJet,45422969389365,Christa Rose,Premium Roses,Pink,50,48,80.64,1.68,Christa Roses,249a2e77-e4fc-426b-8295-8563988295e3,0.9870217442512512,,,,2025-05-07,2025-05-15
PetalJet,45422971158837,Christa Rose,Premium Roses,Pink,50,72,115.2,1.6,Christa Roses,249a2e77-e4fc-426b-8295-8563988295e3,0.9870217442512512,,,,2025-05-07,2025-05-15
PetalJet,45422975615285,Christa Rose,Premium Roses,Pink,50,144,224.64,1.56,Christa Roses,249a2e77-e4fc-426b-8295-8563988295e3,0.9870217442512512,,,,2025-05-07,2025-05-15
PetalJet,45422976631093,Christa Rose,Premium Roses,Pink,50,288,434.88,1.51,Christa Roses,249a2e77-e4fc-426b-8295-8563988295e3,0.9870217442512512,,,,2025-05-07,2025-05-15
PetalJet,45422983250229,Christa Rose,Premium Roses,Pink,60,72,119.52,1.66,Christa Roses,249a2e77-e4fc-426b-8295-8563988295e3,0.9870217442512512,,,,2025-05-07,2025-05-15
PetalJet,45422985085237,Christa Rose,Premium Roses,Pink,60,144,233.28,1.62,Christa Roses,249a2e77-e4fc-426b-8295-8563988295e3,0.9870217442512512,,,,2025-05-07,2025-05-15
PetalJet,45422986887477,Christa Rose,Premium Roses,Pink,60,288,457.92,1.59,Christa Roses,249a2e77-e4fc-426b-8295-8563988295e3,0.9870217442512512,,,,2025-05-07,2025-05-15
PetalJet,49866694328629,Chrysanthemum Assorted Box #641 -,Chrysanthemums,assorted,45,70,93.1,1.33,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9328693747520447,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866695672117,Chrysanthemum Assorted Box #641 -,Chrysanthemums,assorted,45,100,130.0,1.3,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9328693747520447,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866697015605,Chrysanthemum Assorted Box #641 -,Chrysanthemums,assorted,65,100,133.0,1.33,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9328693747520447,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866710319413,Chrysanthemum Assorted Box #642 -,Chrysanthemums,F203,45,70,93.1,1.33,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9299563765525818,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866712744245,Chrysanthemum Assorted Box #642 -,Chrysanthemums,F203,45,100,130.0,1.3,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9299563765525818,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866715005237,Chrysanthemum Assorted Box #642 -,Chrysanthemums,F203,65,100,133.0,1.33,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9299563765525818,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866723754293,Chrysanthemum Assorted Box #644 -,Chrysanthemums,mum,45,70,93.1,1.33,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9272547364234924,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866737746229,Chrysanthemum Assorted Box #644 -,Chrysanthemums,mum,45,100,130.0,1.3,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9272547364234924,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866739450165,Chrysanthemum Assorted Box #644 -,Chrysanthemums,mum,65,100,133.0,1.33,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9272547364234924,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866749706549,Chrysanthemum Assorted Box #645 -,Chrysanthemums,F203,45,70,93.1,1.33,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9263468980789185,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866752229685,Chrysanthemum Assorted Box #645 -,Chrysanthemums,F203,45,100,130.0,1.3,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9263468980789185,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866753704245,Chrysanthemum Assorted Box #645 -,Chrysanthemums,F203,65,100,133.0,1.33,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9263468980789185,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866762551605,Chrysanthemum Assorted Box #646 -,Chrysanthemums,F203,45,70,93.1,1.33,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9302002787590027,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866763698485,Chrysanthemum Assorted Box #646 -,Chrysanthemums,F203,45,100,130.0,1.3,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9302002787590027,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866765041973,Chrysanthemum Assorted Box #646 -,Chrysanthemums,F203,65,100,133.0,1.33,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9302002787590027,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866773725493,Chrysanthemum Assorted Box #647 -,Chrysanthemums,F203,45,70,93.1,1.33,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9211357235908508,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866774937909,Chrysanthemum Assorted Box #647 -,Chrysanthemums,F203,45,100,130.0,1.3,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9211357235908508,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866776281397,Chrysanthemum Assorted Box #647 -,Chrysanthemums,F203,65,100,133.0,1.33,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9211357235908508,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866781589813,Chrysanthemum Assorted Box #648 -,Chrysanthemums,Fall,45,70,93.1,1.33,"Chrysanthemum CDN, CREMON and SPIDER Fall Assorted Mixed box",23bc8a8f-e3fd-459c-a592-9ced8c621c70,0.9275171160697937,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866783359285,Chrysanthemum Assorted Box #648 -,Chrysanthemums,Fall,45,100,130.0,1.3,"Chrysanthemum CDN, CREMON and SPIDER Fall Assorted Mixed box",23bc8a8f-e3fd-459c-a592-9ced8c621c70,0.9275171160697937,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866784604469,Chrysanthemum Assorted Box #648 -,Chrysanthemums,Fall,65,100,133.0,1.33,"Chrysanthemum CDN, CREMON and SPIDER Fall Assorted Mixed box",23bc8a8f-e3fd-459c-a592-9ced8c621c70,0.9275171160697937,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866794238261,Chrysanthemum Assorted Box #650 -,Chrysanthemums,mum,45,70,93.1,1.33,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9268471002578735,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866795581749,Chrysanthemum Assorted Box #650 -,Chrysanthemums,mum,45,100,130.0,1.3,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9268471002578735,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866797089077,Chrysanthemum Assorted Box #650 -,Chrysanthemums,mum,65,100,133.0,1.33,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9268471002578735,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866805510453,Chrysanthemum Assorted Box #652 -,Chrysanthemums,mum,45,70,93.1,1.33,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9268108606338501,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866808688949,Chrysanthemum Assorted Box #652 -,Chrysanthemums,mum,45,100,130.0,1.3,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9268108606338501,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866809409845,Chrysanthemum Assorted Box #652 -,Chrysanthemums,mum,65,100,133.0,1.33,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9268108606338501,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866818912565,Chrysanthemum Assorted Box #653 -,Chrysanthemums,mum,45,70,93.1,1.33,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.924822986125946,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866820059445,Chrysanthemum Assorted Box #653 -,Chrysanthemums,mum,45,100,130.0,1.3,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.924822986125946,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866821828917,Chrysanthemum Assorted Box #653 -,Chrysanthemums,mum,65,100,133.0,1.33,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.924822986125946,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866864820533,Chrysanthemum Assorted Box #654 -,Chrysanthemums,assorted,45,70,93.1,1.33,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9282408952713013,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866866458933,Chrysanthemum Assorted Box #654 -,Chrysanthemums,assorted,45,100,130.0,1.3,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9282408952713013,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49866867835189,Chrysanthemum Assorted Box #654 -,Chrysanthemums,assorted,65,100,133.0,1.33,Santini White Chrysanthemum Micro Pom,9d7873c9-4b8e-4197-a655-e9f62f88d936,0.9282408952713013,Chrysanthemum Micro Pom,77e80550-8ed3-4d02-8e97-982365e4d611,0.9802786111831665,2025-05-07,2025-05-15
PetalJet,49944022679861,Clearwater Carnation -,Carantions,Lavender,60,200,102.0,0.51,Clearwater Carnation,11e9e4cc-cc64-4b98-9dfe-138e4571bb12,0.9985926151275635,,,,2025-05-07,2025-05-15
PetalJet,49944023630133,Clearwater Carnation -,Carantions,Lavender,60,350,161.0,0.46,Clearwater Carnation,11e9e4cc-cc64-4b98-9dfe-138e4571bb12,0.9985926151275635,,,,2025-05-07,2025-05-15
PetalJet,49944024219957,Clearwater Carnation -,Carantions,Lavender,70,300,153.0,0.51,Clearwater Carnation,11e9e4cc-cc64-4b98-9dfe-138e4571bb12,0.9985926151275635,,,,2025-05-07,2025-05-15
PetalJet,44758797746485,Cocculus -,Greens,Cut Greens,60,80,73.6,0.92,Cocculus Cocculus,38e27336-fc0a-4a08-b78f-bf8f7533511d,0.976951003074646,,,,2025-05-07,2025-05-15
PetalJet,44758798500149,Cocculus -,Greens,Cut Greens,60,160,118.4,0.74,Cocculus Cocculus,38e27336-fc0a-4a08-b78f-bf8f7533511d,0.976951003074646,,,,2025-05-07,2025-05-15
PetalJet,45881352978741,Coldplay Garden Rose,Garden Roses,Yellow,50,60,111.6,1.86,,,,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,2025-05-07,2025-05-15
PetalJet,45881358680373,Coldplay Garden Rose,Garden Roses,Yellow,50,84,152.88,1.82,,,,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,2025-05-07,2025-05-15
PetalJet,45881365627189,Coldplay Garden Rose,Garden Roses,Yellow,50,168,300.72,1.79,,,,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,2025-05-07,2025-05-15
PetalJet,45881372934453,Coldplay Garden Rose,Garden Roses,Yellow,50,336,581.28,1.73,,,,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,2025-05-07,2025-05-15
PetalJet,45881408586037,Coldplay Garden Rose,Garden Roses,Yellow,60,84,166.32,1.98,,,,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,2025-05-07,2025-05-15
PetalJet,45881415336245,Coldplay Garden Rose,Garden Roses,Yellow,60,168,322.56,1.92,,,,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,2025-05-07,2025-05-15
PetalJet,45881432473909,Coldplay Garden Rose,Garden Roses,Yellow,60,336,628.32,1.87,,,,Garden Roses,85e5624a-3128-4892-a306-3e060dd1c8fe,0.9987648129463196,2025-05-07,2025-05-15
PetalJet,45881764839733,Constanza Rose,Premium Roses,cherry,50,48,80.64,1.68,Constanza Roses,20820f95-2437-4f93-9d9c-a2c1c558f2c0,0.9785135984420776,,,,2025-05-07,2025-05-15
PetalJet,45881768280373,Constanza Rose,Premium Roses,cherry,50,72,115.2,1.6,Constanza Roses,20820f95-2437-4f93-9d9c-a2c1c558f2c0,0.9785135984420776,,,,2025-05-07,2025-05-15
PetalJet,45881776374069,Constanza Rose,Premium Roses,cherry,50,144,224.64,1.56,Constanza Roses,20820f95-2437-4f93-9d9c-a2c1c558f2c0,0.9785135984420776,,,,2025-05-07,2025-05-15
PetalJet,45881780633909,Constanza Rose,Premium Roses,cherry,50,288,434.88,1.51,Constanza Roses,20820f95-2437-4f93-9d9c-a2c1c558f2c0,0.9785135984420776,,,,2025-05-07,2025-05-15
PetalJet,45881834570037,Constanza Rose,Premium Roses,cherry,60,72,126.72,1.76,Constanza Roses,20820f95-2437-4f93-9d9c-a2c1c558f2c0,0.9785135984420776,,,,2025-05-07,2025-05-15
PetalJet,45881871630645,Constanza Rose,Premium Roses,cherry,60,144,243.36,1.69,Constanza Roses,20820f95-2437-4f93-9d9c-a2c1c558f2c0,0.9785135984420776,,,,2025-05-07,2025-05-15
PetalJet,45881884508469,Constanza Rose,Premium Roses,cherry,60,288,478.08,1.66,Constanza Roses,20820f95-2437-4f93-9d9c-a2c1c558f2c0,0.9785135984420776,,,,2025-05-07,2025-05-15
PetalJet,45882462241077,Cool Down Rose,Premium Roses,Lavender,40,60,90.6,1.51,Cool Down Roses,bd55aced-4e0b-4f19-8e43-7878b9a6dd2a,0.9915007948875427,,,,2025-05-07,2025-05-15
PetalJet,45882498318645,Cool Down Rose,Premium Roses,Lavender,40,84,124.32,1.48,Cool Down Roses,bd55aced-4e0b-4f19-8e43-7878b9a6dd2a,0.9915007948875427,,,,2025-05-07,2025-05-15
PetalJet,45882509590837,Cool Down Rose,Premium Roses,Lavender,40,168,245.28,1.46,Cool Down Roses,bd55aced-4e0b-4f19-8e43-7878b9a6dd2a,0.9915007948875427,,,,2025-05-07,2025-05-15
PetalJet,45882517750069,Cool Down Rose,Premium Roses,Lavender,40,336,470.4,1.4,Cool Down Roses,bd55aced-4e0b-4f19-8e43-7878b9a6dd2a,0.9915007948875427,,,,2025-05-07,2025-05-15
PetalJet,45882553827637,Cool Down Rose,Premium Roses,Lavender,50,60,100.8,1.68,Cool Down Roses,bd55aced-4e0b-4f19-8e43-7878b9a6dd2a,0.9915007948875427,,,,2025-05-07,2025-05-15
PetalJet,45882582958389,Cool Down Rose,Premium Roses,Lavender,50,84,137.76,1.64,Cool Down Roses,bd55aced-4e0b-4f19-8e43-7878b9a6dd2a,0.9915007948875427,,,,2025-05-07,2025-05-15
PetalJet,45882591150389,Cool Down Rose,Premium Roses,Lavender,50,168,272.16,1.62,Cool Down Roses,bd55aced-4e0b-4f19-8e43-7878b9a6dd2a,0.9915007948875427,,,,2025-05-07,2025-05-15
PetalJet,45882598031669,Cool Down Rose,Premium Roses,Lavender,50,336,530.88,1.58,Cool Down Roses,bd55aced-4e0b-4f19-8e43-7878b9a6dd2a,0.9915007948875427,,,,2025-05-07,2025-05-15
PetalJet,45882649674037,Cool Down Rose,Premium Roses,Lavender,60,84,152.88,1.82,Cool Down Roses,bd55aced-4e0b-4f19-8e43-7878b9a6dd2a,0.9915007948875427,,,,2025-05-07,2025-05-15
PetalJet,45882666254645,Cool Down Rose,Premium Roses,Lavender,60,168,295.68,1.76,Cool Down Roses,bd55aced-4e0b-4f19-8e43-7878b9a6dd2a,0.9915007948875427,,,,2025-05-07,2025-05-15
PetalJet,45882680508725,Cool Down Rose,Premium Roses,Lavender,60,336,574.56,1.71,Cool Down Roses,bd55aced-4e0b-4f19-8e43-7878b9a6dd2a,0.9915007948875427,,,,2025-05-07,2025-05-15
PetalJet,45882718388533,Cool Down Rose,Premium Roses,Lavender,70,84,166.32,1.98,Cool Down Roses,bd55aced-4e0b-4f19-8e43-7878b9a6dd2a,0.9915007948875427,,,,2025-05-07,2025-05-15
PetalJet,45882736673077,Cool Down Rose,Premium Roses,Lavender,70,168,322.56,1.92,Cool Down Roses,bd55aced-4e0b-4f19-8e43-7878b9a6dd2a,0.9915007948875427,,,,2025-05-07,2025-05-15
