color,competitor,competitor_product_group_name,competitor_product_id,competitor_product_name,created_at,eta_date,matched_product_group_name,matched_variety_name,price_per_stem,product_group_key,product_group_score,stem_length,stems_per_unit,unit_price,variety_key,variety_score
blush,PetalJet,Premium Roses,49603489235253,Aly Rose,2025-05-03,2025-05-13,Premium Roses,Roses Aly,1.76,7a68bebd-2346-4e73-9906-a7665c22ce20 ,0.9963545799255371,50,60,105.6,13dfb1bd-5e5e-479d-855e-590948213b0d,0.9533498883247375
blush,PetalJet,Premium Roses,49603492053301,Aly Rose,2025-05-03,2025-05-13,Premium Roses,Roses Aly,1.7,7a68bebd-2346-4e73-9906-a7665c22ce20 ,0.9963545799255371,50,84,142.8,13dfb1bd-5e5e-479d-855e-590948213b0d,0.9533498883247375
blush,PetalJet,Premium Roses,49603497886005,Aly Rose,2025-05-03,2025-05-13,Premium Roses,Roses Aly,1.66,7a68bebd-2346-4e73-9906-a7665c22ce20 ,0.9963545799255371,50,168,278.88,13dfb1bd-5e5e-479d-855e-590948213b0d,0.9533498883247375
blush,PetalJet,Premium Roses,49603505553717,Aly Rose,2025-05-03,2025-05-13,Premium Roses,Roses Aly,1.97,7a68bebd-2346-4e73-9906-a7665c22ce20 ,0.9963545799255371,60,84,165.48,13dfb1bd-5e5e-479d-855e-590948213b0d,0.9533498883247375
blush,PetalJet,Premium Roses,49603507159349,Aly Rose,2025-05-03,2025-05-13,Premium Roses,Roses Aly,1.9,7a68bebd-2346-4e73-9906-a7665c22ce20 ,0.9963545799255371,60,168,319.2,13dfb1bd-5e5e-479d-855e-590948213b0d,0.9533498883247375
best seller,PetalJet,Amaranthus,50395605598517,Amaranthus Green Hanging -,2025-05-03,2025-05-13,Amaranthus,Amaranthus Red Hanging,2.46,83a8817f-88b8-45a9-bc11-f9e3868e1882,1.0000001192092896,60,40,98.4,ac7dc5a8-e6bf-4940-85e2-81eeaeeb7722,0.9989157319068909
best seller,PetalJet,Amaranthus,50395605991733,Amaranthus Green Hanging -,2025-05-03,2025-05-13,Amaranthus,Amaranthus Red Hanging,2.06,83a8817f-88b8-45a9-bc11-f9e3868e1882,1.0000001192092896,60,80,164.8,ac7dc5a8-e6bf-4940-85e2-81eeaeeb7722,0.9989157319068909
best seller,PetalJet,Amaranthus,50395606122805,Amaranthus Green Hanging -,2025-05-03,2025-05-13,Amaranthus,Amaranthus Red Hanging,2.25,83a8817f-88b8-45a9-bc11-f9e3868e1882,1.0000001192092896,70,80,180.0,ac7dc5a8-e6bf-4940-85e2-81eeaeeb7722,0.9989157319068909
Christmas Holiday,PetalJet,Amaranthus,50395610349877,Amaranthus Hanging Mixed Box #901 -,2025-05-03,2025-05-13,Amaranthus,Amaranthus Red Hanging,2.46,83a8817f-88b8-45a9-bc11-f9e3868e1882,1.0000001192092896,60,40,98.4,ac7dc5a8-e6bf-4940-85e2-81eeaeeb7722,0.9750171899795532
Christmas Holiday,PetalJet,Amaranthus,50395611103541,Amaranthus Hanging Mixed Box #901 -,2025-05-03,2025-05-13,Amaranthus,Amaranthus Red Hanging,2.06,83a8817f-88b8-45a9-bc11-f9e3868e1882,1.0000001192092896,60,80,164.8,ac7dc5a8-e6bf-4940-85e2-81eeaeeb7722,0.9750171899795532
Christmas Holiday,PetalJet,Amaranthus,50395611267381,Amaranthus Hanging Mixed Box #901 -,2025-05-03,2025-05-13,Amaranthus,Amaranthus Red Hanging,2.25,83a8817f-88b8-45a9-bc11-f9e3868e1882,1.0000001192092896,70,80,180.0,ac7dc5a8-e6bf-4940-85e2-81eeaeeb7722,0.9750171899795532
Burgundy,PetalJet,Amaranthus,50395609006389,Amaranthus Red Hanging -,2025-05-03,2025-05-13,Amaranthus,Amaranthus Red Hanging,2.46,83a8817f-88b8-45a9-bc11-f9e3868e1882,1.0000001192092896,60,40,98.4,ac7dc5a8-e6bf-4940-85e2-81eeaeeb7722,0.9989157319068909
Burgundy,PetalJet,Amaranthus,50395609760053,Amaranthus Red Hanging -,2025-05-03,2025-05-13,Amaranthus,Amaranthus Red Hanging,2.06,83a8817f-88b8-45a9-bc11-f9e3868e1882,1.0000001192092896,60,80,164.8,ac7dc5a8-e6bf-4940-85e2-81eeaeeb7722,0.9989157319068909
Burgundy,PetalJet,Amaranthus,50395610022197,Amaranthus Red Hanging -,2025-05-03,2025-05-13,Amaranthus,Amaranthus Red Hanging,2.25,83a8817f-88b8-45a9-bc11-f9e3868e1882,1.0000001192092896,70,80,180.0,ac7dc5a8-e6bf-4940-85e2-81eeaeeb7722,0.9989157319068909
alstromeria,PetalJet,Alstroemeria,48430947795253,Amatista Alstroemeria -,2025-05-03,2025-05-13,Alstroemeria,Alstroemeria Amatista (Netted) ,0.95,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0000001192092896,60,100,95.0,c2cf7e60-45f2-486e-9d63-84cd5f5c1751,0.9986085891723633
alstromeria,PetalJet,Alstroemeria,48430947828021,Amatista Alstroemeria -,2025-05-03,2025-05-13,Alstroemeria,Alstroemeria Amatista (Netted) ,0.84,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0000001192092896,60,180,151.2,c2cf7e60-45f2-486e-9d63-84cd5f5c1751,0.9986085891723633
alstromeria,PetalJet,Alstroemeria,48430947860789,Amatista Alstroemeria -,2025-05-03,2025-05-13,Alstroemeria,Alstroemeria Amatista (Netted) ,0.84,ecaa1c68-87fc-4f4e-b088-ba5e94c7b7bc,1.0000001192092896,70,200,168.0,c2cf7e60-45f2-486e-9d63-84cd5f5c1751,0.9986085891723633
Bicolor,PetalJet,Premium Roses,49758575034677,Amnesia Rose,2025-05-03,2025-05-13,Premium Roses,Roses Amnesia,1.32,7a68bebd-2346-4e73-9906-a7665c22ce20 ,0.9963545799255371,40,72,95.04,c7aedaca-dac0-48fc-ad08-9945e33cbb7b,0.9637730121612549
Bicolor,PetalJet,Premium Roses,49758577492277,Amnesia Rose,2025-05-03,2025-05-13,Premium Roses,Roses Amnesia,1.3,7a68bebd-2346-4e73-9906-a7665c22ce20 ,0.9963545799255371,40,96,124.8,c7aedaca-dac0-48fc-ad08-9945e33cbb7b,0.9637730121612549
Bicolor,PetalJet,Premium Roses,49758578245941,Amnesia Rose,2025-05-03,2025-05-13,Premium Roses,Roses Amnesia,1.26,7a68bebd-2346-4e73-9906-a7665c22ce20 ,0.9963545799255371,40,192,241.92,c7aedaca-dac0-48fc-ad08-9945e33cbb7b,0.9637730121612549
Bicolor,PetalJet,Premium Roses,49758580375861,Amnesia Rose,2025-05-03,2025-05-13,Premium Roses,Roses Amnesia,1.23,7a68bebd-2346-4e73-9906-a7665c22ce20 ,0.9963545799255371,40,384,472.32,c7aedaca-dac0-48fc-ad08-9945e33cbb7b,0.9637730121612549
Bicolor,PetalJet,Premium Roses,49758585880885,Amnesia Rose,2025-05-03,2025-05-13,Premium Roses,Roses Amnesia,1.4,7a68bebd-2346-4e73-9906-a7665c22ce20 ,0.9963545799255371,50,72,100.8,c7aedaca-dac0-48fc-ad08-9945e33cbb7b,0.9637730121612549
Bicolor,PetalJet,Premium Roses,49758587846965,Amnesia Rose,2025-05-03,2025-05-13,Premium Roses,Roses Amnesia,1.38,7a68bebd-2346-4e73-9906-a7665c22ce20 ,0.9963545799255371,50,96,132.48,c7aedaca-dac0-48fc-ad08-9945e33cbb7b,0.9637730121612549
Bicolor,PetalJet,Premium Roses,49758589550901,Amnesia Rose,2025-05-03,2025-05-13,Premium Roses,Roses Amnesia,1.34,7a68bebd-2346-4e73-9906-a7665c22ce20 ,0.9963545799255371,50,192,257.28,c7aedaca-dac0-48fc-ad08-9945e33cbb7b,0.9637730121612549
Bicolor,PetalJet,Premium Roses,49758593286453,Amnesia Rose,2025-05-03,2025-05-13,Premium Roses,Roses Amnesia,1.3,7a68bebd-2346-4e73-9906-a7665c22ce20 ,0.9963545799255371,50,384,499.2,c7aedaca-dac0-48fc-ad08-9945e33cbb7b,0.9637730121612549
Red,PetalJet,Carantions,49939533070645,Amos Red Carnation -,2025-05-03,2025-05-13,,Carnation Peach,0.51,,,60,200,102.0,7930d085-6b9d-4ed5-9ea4-30b0e9367ffd,0.9992805123329163
Red,PetalJet,Carantions,49939533988149,Amos Red Carnation -,2025-05-03,2025-05-13,,Carnation Peach,0.46,,,60,350,161.0,7930d085-6b9d-4ed5-9ea4-30b0e9367ffd,0.9992805123329163
Red,PetalJet,Carantions,49939534774581,Amos Red Carnation -,2025-05-03,2025-05-13,,Carnation Peach,0.51,,,70,300,153.0,7930d085-6b9d-4ed5-9ea4-30b0e9367ffd,0.9992805123329163
Coral,PetalJet,Premium Roses,49827525820725,Amsterdam Rose,2025-05-03,2025-05-13,Premium Roses,Roses Amsterdam,1.31,7a68bebd-2346-4e73-9906-a7665c22ce20 ,0.9963545799255371,40,60,78.6,872ebeae-00a4-42f3-b1d8-223e63009f6a,0.9958187341690063
Coral,PetalJet,Premium Roses,49827528638773,Amsterdam Rose,2025-05-03,2025-05-13,Premium Roses,Roses Amsterdam,1.27,7a68bebd-2346-4e73-9906-a7665c22ce20 ,0.9963545799255371,40,84,106.68,872ebeae-00a4-42f3-b1d8-223e63009f6a,0.9958187341690063
Coral,PetalJet,Premium Roses,49827529687349,Amsterdam Rose,2025-05-03,2025-05-13,Premium Roses,Roses Amsterdam,1.24,7a68bebd-2346-4e73-9906-a7665c22ce20 ,0.9963545799255371,40,168,208.32,872ebeae-00a4-42f3-b1d8-223e63009f6a,0.9958187341690063
Coral,PetalJet,Premium Roses,49827537256757,Amsterdam Rose,2025-05-03,2025-05-13,Premium Roses,Roses Amsterdam,1.21,7a68bebd-2346-4e73-9906-a7665c22ce20 ,0.9963545799255371,40,336,406.56,872ebeae-00a4-42f3-b1d8-223e63009f6a,0.9958187341690063
Coral,PetalJet,Premium Roses,49827619340597,Amsterdam Rose,2025-05-03,2025-05-13,Premium Roses,Roses Amsterdam,1.43,7a68bebd-2346-4e73-9906-a7665c22ce20 ,0.9963545799255371,50,60,85.8,872ebeae-00a4-42f3-b1d8-223e63009f6a,0.9958187341690063
Coral,PetalJet,Premium Roses,49827623371061,Amsterdam Rose,2025-05-03,2025-05-13,Premium Roses,Roses Amsterdam,1.38,7a68bebd-2346-4e73-9906-a7665c22ce20 ,0.9963545799255371,50,84,115.92,872ebeae-00a4-42f3-b1d8-223e63009f6a,0.9958187341690063
Coral,PetalJet,Premium Roses,49827624550709,Amsterdam Rose,2025-05-03,2025-05-13,Premium Roses,Roses Amsterdam,1.34,7a68bebd-2346-4e73-9906-a7665c22ce20 ,0.9963545799255371,50,168,225.12,872ebeae-00a4-42f3-b1d8-223e63009f6a,0.9958187341690063
Coral,PetalJet,Premium Roses,49827625992501,Amsterdam Rose,2025-05-03,2025-05-13,Premium Roses,Roses Amsterdam,1.31,7a68bebd-2346-4e73-9906-a7665c22ce20 ,0.9963545799255371,50,336,440.16,872ebeae-00a4-42f3-b1d8-223e63009f6a,0.9958187341690063
